encoder,task,design,fold,repeat,n_train,n_test,n_eval_samples,pearson_pooled,pearson_within,test_slide,test_source
uni_v2,IDC,source_unseen,NCBI783,0.0,28521,3005,1,0.6926305294036865,0.6926305294036865,NCBI783,NCBI
uni_v2,IDC,source_seen,NCBI783,0.0,28521,3005,1,0.690410852432251,0.690410852432251,NCBI783,NCBI
uni_v2,IDC,source_unseen,NCBI783,1.0,28521,3005,1,0.6926305294036865,0.6926305294036865,NCBI783,NCBI
uni_v2,IDC,source_seen,NCBI783,1.0,28521,3005,1,0.6866193413734436,0.6866193413734436,NCBI783,NCBI
uni_v2,IDC,source_unseen,NCBI783,2.0,28521,3005,1,0.6926305294036865,0.6926305294036865,NCBI783,NCBI
uni_v2,IDC,source_seen,NCBI783,2.0,28521,3005,1,0.6908633708953857,0.6908633708953857,NCBI783,NCBI
uni_v2,IDC,source_unseen,NCBI783,3.0,28521,3005,1,0.6926305294036865,0.6926305294036865,NCBI783,NCBI
uni_v2,IDC,source_seen,NCBI783,3.0,28521,3005,1,0.6898936629295349,0.6898936629295349,NCBI783,NCBI
uni_v2,IDC,source_unseen,NCBI783,4.0,28521,3005,1,0.6926305294036865,0.6926305294036865,NCBI783,NCBI
uni_v2,IDC,source_seen,NCBI783,4.0,28521,3005,1,0.6886115074157715,0.6886115074157715,NCBI783,NCBI
uni_v2,IDC,source_unseen,NCBI785,0.0,28521,4010,1,0.5458674430847168,0.5458674430847168,NCBI785,NCBI
uni_v2,IDC,source_seen,NCBI785,0.0,28521,4010,1,0.5593576431274414,0.5593576431274414,NCBI785,NCBI
uni_v2,IDC,source_unseen,NCBI785,1.0,28521,4010,1,0.5458674430847168,0.5458674430847168,NCBI785,NCBI
uni_v2,IDC,source_seen,NCBI785,1.0,28521,4010,1,0.5594979524612427,0.5594979524612427,NCBI785,NCBI
uni_v2,IDC,source_unseen,NCBI785,2.0,28521,4010,1,0.5458674430847168,0.5458674430847168,NCBI785,NCBI
uni_v2,IDC,source_seen,NCBI785,2.0,28521,4010,1,0.5598198771476746,0.5598198771476746,NCBI785,NCBI
uni_v2,IDC,source_unseen,NCBI785,3.0,28521,4010,1,0.5458674430847168,0.5458674430847168,NCBI785,NCBI
uni_v2,IDC,source_seen,NCBI785,3.0,28521,4010,1,0.5593101978302002,0.5593101978302002,NCBI785,NCBI
uni_v2,IDC,source_unseen,NCBI785,4.0,28521,4010,1,0.5458674430847168,0.5458674430847168,NCBI785,NCBI
uni_v2,IDC,source_seen,NCBI785,4.0,28521,4010,1,0.5602872967720032,0.5602872967720032,NCBI785,NCBI
uni_v2,IDC,source_unseen,TENX95,0.0,7015,7760,1,0.5983853936195374,0.5983853936195374,TENX95,TENX
uni_v2,IDC,source_seen,TENX95,0.0,7015,7760,1,0.6285454034805298,0.6285454034805298,TENX95,TENX
uni_v2,IDC,source_unseen,TENX95,1.0,7015,7760,1,0.5983853936195374,0.5983853936195374,TENX95,TENX
uni_v2,IDC,source_seen,TENX95,1.0,7015,7760,1,0.6321585178375244,0.6321585178375244,TENX95,TENX
uni_v2,IDC,source_unseen,TENX95,2.0,7015,7760,1,0.5983853936195374,0.5983853936195374,TENX95,TENX
uni_v2,IDC,source_seen,TENX95,2.0,7015,7760,1,0.6294741630554199,0.6294741630554199,TENX95,TENX
uni_v2,IDC,source_unseen,TENX95,3.0,7015,7760,1,0.5983853936195374,0.5983853936195374,TENX95,TENX
uni_v2,IDC,source_seen,TENX95,3.0,7015,7760,1,0.6285226941108704,0.6285226941108704,TENX95,TENX
uni_v2,IDC,source_unseen,TENX95,4.0,7015,7760,1,0.5983853936195374,0.5983853936195374,TENX95,TENX
uni_v2,IDC,source_seen,TENX95,4.0,7015,7760,1,0.6268362402915955,0.6268362402915955,TENX95,TENX
uni_v2,IDC,source_unseen,TENX99,0.0,7015,20761,1,0.3750062882900238,0.3750062882900238,TENX99,TENX
uni_v2,IDC,source_seen,TENX99,0.0,7015,20761,1,0.47313979268074036,0.47313979268074036,TENX99,TENX
uni_v2,IDC,source_unseen,TENX99,1.0,7015,20761,1,0.3750062882900238,0.3750062882900238,TENX99,TENX
uni_v2,IDC,source_seen,TENX99,1.0,7015,20761,1,0.4671400785446167,0.4671400785446167,TENX99,TENX
uni_v2,IDC,source_unseen,TENX99,2.0,7015,20761,1,0.3750062882900238,0.3750062882900238,TENX99,TENX
uni_v2,IDC,source_seen,TENX99,2.0,7015,20761,1,0.46347030997276306,0.46347030997276306,TENX99,TENX
uni_v2,IDC,source_unseen,TENX99,3.0,7015,20761,1,0.3750062882900238,0.3750062882900238,TENX99,TENX
uni_v2,IDC,source_seen,TENX99,3.0,7015,20761,1,0.4698035717010498,0.4698035717010498,TENX99,TENX
uni_v2,IDC,source_unseen,TENX99,4.0,7015,20761,1,0.3750062882900238,0.3750062882900238,TENX99,TENX
uni_v2,IDC,source_seen,TENX99,4.0,7015,20761,1,0.46771183609962463,0.46771183609962463,TENX99,TENX
uni_v2,LUNG,patient,0,,1944,3262,1,0.5456492304801941,0.5456492304801941,,
uni_v2,LUNG,random,0,0.0,1944,3262,2,0.8014227151870728,0.7366633117198944,,
uni_v2,LUNG,blocked,0,0.0,1821,3385,2,0.7830030918121338,0.7160873711109161,,
uni_v2,LUNG,random,0,1.0,1944,3262,2,0.8004009127616882,0.7356757521629333,,
uni_v2,LUNG,blocked,0,1.0,1825,3381,2,0.7822116613388062,0.717199295759201,,
uni_v2,LUNG,random,0,2.0,1944,3262,2,0.8012768030166626,0.7373254597187042,,
uni_v2,LUNG,blocked,0,2.0,1843,3363,2,0.7840054035186768,0.715498298406601,,
uni_v2,LUNG,random,0,3.0,1944,3262,2,0.798574686050415,0.7332803905010223,,
uni_v2,LUNG,blocked,0,3.0,1830,3376,2,0.7857847809791565,0.7191965579986572,,
uni_v2,LUNG,random,0,4.0,1944,3262,2,0.8000763058662415,0.7331116497516632,,
uni_v2,LUNG,blocked,0,4.0,1934,3272,2,0.7749755382537842,0.7001118957996368,,
uni_v2,LUNG,patient,1,,3262,1944,1,0.5719431638717651,0.5719431638717651,,
uni_v2,LUNG,random,1,0.0,3262,1944,2,0.80743807554245,0.7389198541641235,,
uni_v2,LUNG,blocked,1,0.0,3085,2121,2,0.8050674200057983,0.7393510639667511,,
uni_v2,LUNG,random,1,1.0,3262,1944,2,0.812652587890625,0.7483081519603729,,
uni_v2,LUNG,blocked,1,1.0,3222,1984,2,0.7981551289558411,0.7363891005516052,,
uni_v2,LUNG,random,1,2.0,3262,1944,2,0.8068272471427917,0.7415218353271484,,
uni_v2,LUNG,blocked,1,2.0,3181,2025,2,0.7697474956512451,0.7082742154598236,,
uni_v2,LUNG,random,1,3.0,3262,1944,2,0.8081871867179871,0.7436051070690155,,
uni_v2,LUNG,blocked,1,3.0,3160,2046,2,0.7881988286972046,0.7208505570888519,,
