encoder,task,design,fold,repeat,n_train,n_test,n_eval_samples,pearson_pooled,pearson_within,test_slide,test_source
virchow,PAAD,blocked,2,2.0,5434,2137,3,0.7752548456192017,0.6669584711392721,,
virchow,PAAD,random,2,3.0,5620,1951,3,0.7669969797134399,0.6572865645090739,,
virchow,PAAD,blocked,2,3.0,5500,2071,3,0.7361698746681213,0.6155614058176676,,
virchow,PAAD,random,2,4.0,5620,1951,3,0.7733167409896851,0.6676279107729594,,
virchow,PAAD,blocked,2,4.0,5521,2050,3,0.7246555089950562,0.617787758509318,,
virchow,PRAD,patient,0,,36819,25891,8,0.32808083295822144,0.32082076743245125,,
virchow,PRAD,random,0,0.0,36819,25891,23,0.5835917592048645,0.41925154885520105,,
virchow,PRAD,blocked,0,0.0,35536,27174,23,0.5698171854019165,0.39584958682889526,,
virchow,PRAD,random,0,1.0,36819,25891,23,0.5816201567649841,0.4189397763946782,,
virchow,PRAD,blocked,0,1.0,35633,27077,23,0.5648450255393982,0.3947832914798156,,
virchow,PRAD,random,0,2.0,36819,25891,23,0.5818440914154053,0.4161451173865277,,
virchow,PRAD,blocked,0,2.0,35719,26991,23,0.5633491277694702,0.39175522586573724,,
virchow,PRAD,random,0,3.0,36819,25891,23,0.5865970849990845,0.42082854133585224,,
virchow,PRAD,blocked,0,3.0,35733,26977,23,0.5467539429664612,0.3914135918021202,,
virchow,PRAD,random,0,4.0,36819,25891,23,0.5762354731559753,0.41320053066896356,,
virchow,PRAD,blocked,0,4.0,35672,27038,23,0.5467718839645386,0.3859345793076184,,
virchow,PRAD,patient,1,,25891,36819,15,0.3476910889148712,0.2649387434124947,,
virchow,PRAD,random,1,0.0,25891,36819,23,0.5813186764717102,0.41417011424251227,,
virchow,PRAD,blocked,1,0.0,24854,37856,23,0.5149539113044739,0.37830828778121783,,
virchow,PRAD,random,1,1.0,25891,36819,23,0.5830484628677368,0.41467704397180805,,
virchow,PRAD,blocked,1,1.0,24862,37848,23,0.5564436316490173,0.3920536157877549,,
virchow,PRAD,random,1,2.0,25891,36819,23,0.5804712772369385,0.41218093361543573,,
virchow,PRAD,blocked,1,2.0,24394,38316,23,0.54270339012146,0.3830072141211966,,
virchow,PRAD,random,1,3.0,25891,36819,23,0.5793971419334412,0.41402391700640967,,
virchow,PRAD,blocked,1,3.0,24844,37866,23,0.5606276988983154,0.40150846864866174,,
virchow,PRAD,random,1,4.0,25891,36819,23,0.5831403136253357,0.4163992722397265,,
virchow,PRAD,blocked,1,4.0,25051,37659,23,0.565481960773468,0.39937201401461725,,
virchow,READ,patient,0,,3819,4588,2,0.2467440366744995,0.24755717813968658,,
virchow,READ,random,0,0.0,3819,4588,4,0.5121004581451416,0.3962250053882599,,
virchow,READ,blocked,0,0.0,3612,4795,4,0.48346462845802307,0.3496493324637413,,
virchow,READ,random,0,1.0,3819,4588,4,0.5172324180603027,0.40246567875146866,,
virchow,READ,blocked,0,1.0,3679,4728,4,0.4703308045864105,0.36148256063461304,,
virchow,READ,random,0,2.0,3819,4588,4,0.5131601095199585,0.40006181597709656,,
virchow,READ,blocked,0,2.0,3717,4690,4,0.47942915558815,0.36507491767406464,,
virchow,READ,random,0,3.0,3819,4588,4,0.5201703310012817,0.40460318326950073,,
virchow,READ,blocked,0,3.0,3650,4757,4,0.47565242648124695,0.35307756811380386,,
virchow,READ,random,0,4.0,3819,4588,4,0.5113189816474915,0.39873378723859787,,
virchow,READ,blocked,0,4.0,3723,4684,4,0.4792919158935547,0.34159089624881744,,
virchow,READ,patient,1,,4588,3819,2,0.14938196539878845,0.1984897032380104,,
virchow,READ,random,1,0.0,4588,3819,4,0.5162960290908813,0.40130069851875305,,
virchow,READ,blocked,1,0.0,4414,3993,4,0.4751972556114197,0.3479563072323799,,
virchow,READ,random,1,1.0,4588,3819,4,0.519921064376831,0.4046332389116287,,
virchow,READ,blocked,1,1.0,4467,3940,4,0.4554785490036011,0.3353862389922142,,
virchow,READ,random,1,2.0,4588,3819,4,0.5195855498313904,0.40453729778528214,,
virchow,READ,blocked,1,2.0,4488,3919,4,0.481703519821167,0.37032514810562134,,
virchow,READ,random,1,3.0,4588,3819,4,0.5176655054092407,0.39985130727291107,,
virchow,READ,blocked,1,3.0,4469,3938,4,0.4772941470146179,0.31717343255877495,,
virchow,READ,random,1,4.0,4588,3819,4,0.5252252817153931,0.4106105864048004,,
virchow,READ,blocked,1,4.0,4435,3972,4,0.4912392497062683,0.3471890464425087,,
virchow,SKCM,patient,0,,1741,1293,1,0.682735800743103,0.682735800743103,,
virchow,SKCM,random,0,0.0,1741,1293,2,0.8484635353088379,0.8140145242214203,,
virchow,SKCM,blocked,0,0.0,1692,1342,2,0.8037924766540527,0.7695875763893127,,
virchow,SKCM,random,0,1.0,1741,1293,2,0.8580591678619385,0.8251882493495941,,
virchow,SKCM,blocked,0,1.0,1716,1318,2,0.8308565020561218,0.8030064702033997,,
virchow,SKCM,random,0,2.0,1741,1293,2,0.8445954918861389,0.8165797889232635,,
virchow,SKCM,blocked,0,2.0,1673,1361,2,0.8369823694229126,0.7959930598735809,,
virchow,SKCM,random,0,3.0,1741,1293,2,0.8510820865631104,0.8210814595222473,,
virchow,SKCM,blocked,0,3.0,1690,1344,2,0.8243280649185181,0.7848615348339081,,
virchow,SKCM,random,0,4.0,1741,1293,2,0.8458908796310425,0.8155455589294434,,
virchow,SKCM,blocked,0,4.0,1725,1309,2,0.8326438069343567,0.7910943627357483,,
virchow,SKCM,patient,1,,1293,1741,1,0.5653623342514038,0.5653623342514038,,
virchow,SKCM,random,1,0.0,1293,1741,2,0.8456611037254333,0.8138350248336792,,
virchow,SKCM,blocked,1,0.0,1256,1778,2,0.8174307942390442,0.7887449562549591,,
virchow,SKCM,random,1,1.0,1293,1741,2,0.8438350558280945,0.8168779015541077,,
virchow,SKCM,blocked,1,1.0,1229,1805,2,0.8081861734390259,0.7788781821727753,,
virchow,SKCM,random,1,2.0,1293,1741,2,0.8447492122650146,0.8135683834552765,,
virchow,SKCM,blocked,1,2.0,1228,1806,2,0.8119643926620483,0.7635579705238342,,
virchow,SKCM,random,1,3.0,1293,1741,2,0.8421066999435425,0.8126260936260223,,
virchow,SKCM,blocked,1,3.0,1188,1846,2,0.8116917610168457,0.7778756022453308,,
virchow,SKCM,random,1,4.0,1293,1741,2,0.8425396084785461,0.8126748204231262,,
virchow,SKCM,blocked,1,4.0,1216,1818,2,0.8113735914230347,0.7839698791503906,,
