,dataset,uni_v2_mean,uni_v2_std
0,IDC,0.5897749999999999,0.08120780057974726
1,PRAD,0.35675,0.049449999999999994
2,PAAD,0.5001,0.0396525745275974
3,SKCM,0.66125,0.015050000000000008
4,COAD,0.30155,0.003950000000000009
5,READ,0.22269999999999998,0.037599999999999995
6,CCRCC,0.2639833333333333,0.04671289674407082
7,LUNG,0.55875,0.013149999999999995
8,LYMPH_IDC,0.272775,0.03988880638725607
9,HCC,0.07475000000000001,0.00485
