task,gene,n,mean,var,zero_frac,fano,nb_alpha_mom,aic_pois,bic_pois,aic_nb,bic_nb,aic_zinb,bic_zinb,pois_converged,nb_converged,zinb_converged,delta_aic,delta_bic,delta_aic_overdisp,mean_depth,zinb_preferred,zinb_preferred_bic,nb_beats_poisson,both_converged
CCRCC,KRTCAP2,74220,1.097615198059822,4.731831173824177,0.562665049851792,4.311010982891186,3.016549869885028,278909.16817673045,278918.3829656651,208967.7957247806,208986.2253026498,208969.81311533315,208997.457482137,True,True,True,-2.017390552558936,-11.232179487182293,69941.37245194986,9947.404296875,False,False,True,True
CCRCC,LAPTM4B,74220,1.3556723255187282,11.046806908621196,0.5060226354082458,8.14858185173493,5.273089755667638,342755.8099479516,342765.0247368862,230946.5702859952,230964.99986386442,230948.58441177543,230976.22877857927,True,True,True,-2.014125780231552,-11.228914714854909,111809.23966195638,9947.404296875,False,False,True,True
CCRCC,LRRC41,74220,2.4428725410940446,38.05363558622777,0.41628940986257074,15.57741345325589,5.967324618061067,556347.0910250212,556356.3058139557,293448.7299805237,293467.15955839294,293450.7938728321,293478.43823963596,True,True,True,-2.063892308389768,-11.278681243013125,262898.36104449746,9947.404296875,False,False,True,True
CCRCC,LY6E,74220,3.9588655348962543,100.89706701084683,0.29434114793856103,25.486358685706392,6.185195852161743,816812.5849640708,816821.7997530054,356804.2146432283,356822.6442210975,356806.2164188054,356833.8607856093,True,True,True,-2.0017755771405064,-11.216564511763863,460008.37032084254,9947.404296875,False,False,True,True
CCRCC,NAMPT,74220,1.3803826461870117,8.488595065048683,0.428119105362436,6.149450725490115,3.730451653905012,312418.25472987,312427.46951880463,239238.44416529374,239256.87374316296,239240.47215325874,239268.11652006258,True,True,True,-2.027987965004286,-11.242776899627643,73179.81056457627,9947.404296875,False,False,True,True
CCRCC,NOL3,74220,1.2108730800323364,7.4337383341787655,0.5530450013473457,6.139155669378864,4.244173690971495,313646.5703826642,313655.78517159884,216790.86645502722,216809.29603289644,216792.87313071376,216820.5174975176,True,True,True,-2.006675686541712,-11.221464621165069,96855.70392763699,9947.404296875,False,False,True,True
CCRCC,NOTCH3,74220,1.1002694691457828,4.682544828286788,0.5418485583400701,4.255816379165895,2.959108173467375,273250.0298210783,273259.2446100129,211457.36917189998,211475.7987497692,211459.37616222,211487.02052902384,True,True,True,-2.0069903200201225,-11.22177925464348,61792.66064917832,9947.404296875,False,False,True,True
CCRCC,NT5DC2,74220,0.600767987065481,1.8041115647575052,0.6850444624090541,3.003008821375273,3.3340804844798666,184182.91825471475,184192.13304364937,152966.19441144034,152984.62398930956,152968.23978077978,152995.88414758362,True,True,True,-2.045369339437457,-11.260158274060814,31216.723843274405,9947.404296875,False,False,True,True
CCRCC,PARP10,74220,0.9428455941794665,3.7062955713565167,0.5587173268660738,3.9309676942193357,3.108640176412002,243243.55145229073,243252.76624122536,197216.93808825393,197235.36766612314,197218.9466916824,197246.59105848623,True,True,True,-2.008603428461356,-11.223392363084713,46026.613364036806,9947.404296875,False,False,True,True
CCRCC,PTGS1,74220,0.9404877391538669,8.05615993672567,0.6236998113715979,8.565938290672024,8.044696358805176,287026.7109427153,287035.9257316499,187056.04785730725,187074.47743517646,187058.0508871209,187085.69525392473,True,True,True,-2.003029813640751,-11.217818748264108,99970.66308540804,9947.404296875,False,False,True,True
CCRCC,PXN,74220,1.4952438695769334,11.74151256532641,0.46425491781191053,7.852573619745768,4.582913703357731,356124.784629378,356133.9994183126,243894.6506100263,243913.0801878955,243896.7063689343,243924.35073573815,True,True,True,-2.055758908012649,-11.270547842636006,112230.13401935171,9947.404296875,False,False,True,True
CCRCC,RXRA,74220,0.8390326057666397,3.5807801579257874,0.5654944758825114,4.267748515749232,3.8946621302797046,226189.69174693886,226198.90653587348,186644.0310397459,186662.4606176151,186646.05859969024,186673.70296649408,True,True,True,-2.027559944341192,-11.242348878964549,39545.66070719296,9947.404296875,False,False,True,True
CCRCC,S100A9,74220,1.1385475613042306,6.992014382127335,0.5921719213150094,6.141170224033358,4.515551566545043,307478.4435478413,307487.6583367759,206900.79446808423,206919.22404595345,206902.8065795891,206930.45094639293,True,True,True,-2.0121115048532374,-11.226900439476594,100577.64907975704,9947.404296875,False,False,True,True
CCRCC,SCARB1,74220,1.9129075720829964,25.614775657795775,0.4880490433845325,13.39049310673355,6.477308829532908,493948.2081010295,493957.42288996413,258816.2690288883,258834.6986067575,258818.28731813555,258845.9316849394,True,True,True,-2.018289247265784,-11.233078181889141,235131.93907214122,9947.404296875,False,False,True,True
CCRCC,SEMA4B,74220,1.1127189436809486,6.995445820034832,0.5522635408245756,6.286803922734909,4.751248239960586,294164.74813008413,294173.96291901876,210060.63242762425,210079.06200549347,210062.63580409568,210090.28017089952,True,True,True,-2.003376471431693,-11.21816540605505,84104.11570245988,9947.404296875,False,False,True,True
CCRCC,SLC15A4,74220,1.0510778765831312,4.208778934907145,0.5301131770412287,4.004250330707315,2.8582566502813305,258079.62632573122,258088.84111466585,208747.1288301573,208765.55840802653,208749.13153136344,208776.77589816728,True,True,True,-2.0027012061327696,-11.217490140756126,49332.497495573916,9947.404296875,False,False,True,True
CCRCC,SLC39A14,74220,2.1459040689841014,16.959094097696962,0.432727027755322,7.903006636138033,3.2168290912491746,459693.32866505143,459702.54345398606,280870.5732890378,280889.00286690705,280872.6452396251,280900.289606429,True,True,True,-2.071950587327592,-11.286739521950949,178822.75537601364,9947.404296875,False,False,True,True
CCRCC,STK39,74220,1.232632713554298,7.750863843055976,0.5464969011048235,6.28805625376139,4.290050227949307,314302.2858969248,314311.5006858594,219533.63776644366,219552.06734431288,219535.643533071,219563.28789987485,True,True,True,-2.005766627349658,-11.220555561973015,94768.64813048113,9947.404296875,False,False,True,True
CCRCC,TFRC,74220,1.1323228240366479,5.017090738828818,0.5547830773376449,4.430795381252898,3.0298739091228106,284524.5226702909,284533.7374592255,212322.9657917139,212341.39536958313,212324.96972023702,212352.61408704086,True,True,True,-2.003928523103241,-11.218717457726598,72201.55687857699,9947.404296875,False,False,True,True
CCRCC,TM2D3,74220,0.6505658852061439,4.02703386239132,0.6599299380220964,6.190047701494953,7.97774340695776,210579.7859001614,210589.00068909602,158752.12008608537,158770.5496639546,158754.21467100983,158781.85903781367,True,True,True,-2.094584924459923,-11.30937385908328,51827.66581407603,9947.404296875,False,False,True,True
CCRCC,TMEM91,74220,1.1310158986796013,5.0146997588385664,0.5313392616545406,4.433801297305327,3.0360327395168367,275476.9265041844,275486.141293119,215177.21380572268,215195.6433835919,215179.23249145466,215206.8768582585,True,True,True,-2.0186857319786213,-11.233474666601978,60299.71269846169,9947.404296875,False,False,True,True
CCRCC,TP53INP1,74220,0.6877256804095931,2.057767122904554,0.6106844516302883,2.992133610132163,2.8966980103835818,191566.17421141156,191575.3890003462,168533.27086827878,168551.700446148,168535.28145786285,168562.9258246667,True,True,True,-2.0105895840679295,-11.225378518691286,23032.903343132784,9947.404296875,False,False,True,True
CCRCC,TRBC1,74220,1.0674077068175694,4.448938401794576,0.5662489894907033,4.167984148305334,2.9679232481378124,271281.5754189849,271290.79020791955,206726.3154881411,206744.7450660103,206728.31861319894,206755.96298000278,True,True,True,-2.0031250578467734,-11.21791399247013,64555.25993084384,9947.404296875,False,False,True,True
CCRCC,VMP1,74220,2.5485583400700618,46.44702833159148,0.3420641336566963,18.22482444342028,6.758654166396976,578887.6914390643,578896.9062279989,304153.61641405255,304172.0459919218,304155.61829257203,304183.2626593759,True,True,True,-2.0018785194843076,-11.216667454107665,274734.0750250118,9947.404296875,False,False,True,True
CCRCC,YWHAE,74220,1.6469954190245217,17.598421967130285,0.5531932093775263,10.685167526181363,5.8805066573395015,437908.40592731617,437917.6207162508,237329.67723754095,237348.10681541017,237331.81653473942,237359.46090154327,True,True,True,-2.1392971984751057,-11.354086133098463,200578.72868977522,9947.404296875,False,False,True,True
COAD,AQP8,15651,1.8543224075138969,57.806252721350255,0.41677848060826783,31.173787517809,16.272136601241428,110048.54793556946,110056.20622566114,55540.902888759374,55556.219468942756,55542.90637768546,55565.88124796053,True,True,True,-2.0034889260859927,-9.661779017777008,54507.64504681008,14268.1201171875,False,False,True,True
COAD,AREG,15651,58.935020126509485,19514.644275748793,0.12171746214299406,331.12136440878106,5.601446537222605,2794721.0928009376,2794728.7510910295,136124.96908705053,136140.2856672339,136126.96944700935,136149.94431728442,True,True,True,-2.0003599588235375,-9.658650050521828,2658596.1237138873,14268.1201171875,False,False,True,True
COAD,BANK1,15651,5.749600664494282,421.81339840282124,0.18516388729154687,73.36394699681682,12.585908347285496,296574.13602517947,296581.79431527114,84922.67188868212,84937.9884688655,84924.6721558506,84947.64702612566,True,True,True,-2.000267168477876,-9.658557260161615,211651.46413649735,14268.1201171875,False,False,True,True
COAD,CA1,15651,13.312312312312311,3919.9249467998347,0.33946712670116924,294.4586075534277,22.04414985682189,1088603.8366203865,1088611.4949104781,82804.15210434624,82819.46868452962,82806.15316009636,82829.12803037143,True,True,True,-2.0010557501227595,-9.659345841806498,1005799.6845160403,14268.1201171875,False,False,True,True
COAD,CA4,15651,8.209507379720145,1938.1364872397378,0.49555938917641046,236.08438333675107,28.635626044685385,728341.1933723395,728348.8516624311,65014.76483970195,65030.08141988533,65016.770478861625,65039.7453491367,True,True,True,-2.005639159673592,-9.663929251364607,663326.4285326375,14268.1201171875,False,False,True,True
COAD,CALB2,15651,2.0493898153472623,123.361458253849,0.3611909782122548,60.19423797758349,28.88383534176646,126084.96055297021,126092.6188430619,126082.88790134343,126098.20448152682,58746.399585446416,58769.37445572149,True,False,True,67336.48831589702,67328.83002580534,2.0726516267750412,14268.1201171875,True,True,True,False
COAD,CCL20,15651,27.961791578812857,6313.291191780456,0.159414733882819,225.7827855552771,8.038926437231545,1405084.8601089232,1405092.5183990148,118634.32426770091,118649.6408478843,118636.32562972946,118659.30050000452,True,True,True,-2.001362028546282,-9.659652120230021,1286450.5358412222,14268.1201171875,False,False,True,True
COAD,CCR7,15651,4.656379784039358,125.9905438005472,0.2076544629736119,27.057617643733472,5.596110895647086,192660.19222361053,192667.85051370223,80676.961920943,80692.27850112638,80678.96210106523,80701.9369713403,True,True,True,-2.0001801222388167,-9.658470213922556,111983.23030266754,14268.1201171875,False,False,True,True
COAD,CD177,15651,8.253018976423231,752.2361690002149,0.24605456520350139,91.14678775720274,10.922886281338876,473517.15322010405,473524.8115101957,87861.90809026056,87877.22467044395,87863.90950638798,87886.88437666305,True,True,True,-2.001416127415723,-9.659706219099462,385655.2451298435,14268.1201171875,False,False,True,True
COAD,CEACAM6,15651,196.88492748067216,135082.69698111137,0.12337869784678296,686.0997370881638,3.4796962157269187,7769546.607180659,7769554.265470751,164066.53018727506,164081.84676745842,164068.5324078849,164091.50727815996,True,True,True,-2.002220609836513,-9.660510701534804,7605480.0769933835,14268.1201171875,False,False,True,True
COAD,CEACAM7,15651,10.376781036355505,1432.9562378420837,0.2990863203629161,138.0925580699505,13.211472574167342,636642.0922259827,636649.7505160744,88402.82117573485,88418.13775591823,88404.82749785378,88427.80236812885,True,True,True,-2.0063221189338947,-9.664612210617634,548239.2710502478,14268.1201171875,False,False,True,True
COAD,CHGA,15651,1.958149639000703,118.29147527243101,0.6434732604945371,60.40982410966221,30.339777372673446,170674.45846874866,170682.11675884036,43410.4769265536,43425.79350673698,43412.47695946206,43435.45182973713,True,True,True,-2.000032908457797,-9.658323000148812,127263.98154219506,14268.1201171875,False,False,True,True
COAD,CHGB,15651,2.575873746086512,67.57000957996948,0.3917960513705195,26.231879447751513,9.795464349169263,137996.39444718626,138004.05273727796,62551.037839397504,62566.354419580886,62553.04206894584,62576.01693922091,True,True,True,-2.0042295483362977,-9.662519640027313,75445.35660778877,14268.1201171875,False,False,True,True
COAD,CHI3L2,15651,3.174238067855089,77.66631647213795,0.2557664047025749,24.467703685697085,7.393176940113629,140737.62610329478,140745.28439338648,70764.68582032,70780.00240050338,70766.68859689077,70789.66346716584,True,True,True,-2.0027765707782237,-9.661066662461963,69972.94028297479,14268.1201171875,False,False,True,True
COAD,CLCA1,15651,53.066257747108814,43950.14902816078,0.26381700849785955,828.2127079246566,15.588299289292268,4103872.6528399386,4103880.3111300305,104454.04416541646,104469.36074559984,104456.04891016212,104479.02378043719,True,True,True,-2.004744745659991,-9.66303483734373,3999418.608674522,14268.1201171875,False,False,True,True
COAD,CLCA4,15651,6.515749792345537,1657.063186432983,0.3086703725001597,254.3165774075057,38.87757901709067,545802.3995651263,545810.057855218,545804.3376433717,545819.654223555,76798.7546910759,76821.72956135096,True,True,True,469005.5829522958,468997.92466220405,-1.9380782453808933,14268.1201171875,True,True,False,True
COAD,COL11A1,15651,20.144783080953292,2884.0187809289814,0.16938214810555235,143.16454882335242,7.057139719601532,943567.5691396032,943575.2274296948,112247.58785601615,112262.90443619953,112249.59188318125,112272.56675345631,True,True,True,-2.0040271650941577,-9.662317256777897,831319.981283587,14268.1201171875,False,False,True,True
COAD,CTSE,15651,1.401635678231423,23.787432468155735,0.5374097501757076,16.971195038478616,11.394683573288454,85283.1236955613,85290.78198565298,47637.66009857092,47652.976678754305,47639.675376653715,47662.65024692879,True,True,True,-2.015278082792065,-9.67356817448308,37645.463596990376,14268.1201171875,False,False,True,True
COAD,CXCL10,15651,22.73139096543352,5349.566566621002,0.11328349626221966,235.33828505065168,10.309016522877906,1135070.5589907896,1135078.2172808812,118204.18215053223,118219.49873071561,118206.1823004901,118229.15717076516,True,True,True,-2.000149957864778,-9.658440049548517,1016866.3768402573,14268.1201171875,False,False,True,True
COAD,CXCL13,15651,14.63088620535429,2891.7734587609157,0.1261900198070411,197.64855102916786,13.440645239739665,784322.8394333386,784330.4977234303,107282.25545098956,107297.57203117294,107284.25559233992,107307.23046261499,True,True,True,-2.000141350363265,-9.658431442047004,677040.583982349,14268.1201171875,False,False,True,True
COAD,DMBT1,15651,68.35505718484441,49065.98990078107,0.1390965433518625,717.8106773884743,10.486578563603404,4075151.152905087,4075158.811195179,132560.29881071098,132575.61539089435,132562.29897018214,132585.2738404572,True,True,True,-2.000159471150255,-9.658449562848546,3942590.854094376,14268.1201171875,False,False,True,True
COAD,DUOX2,15651,13.21717462142994,2269.5968577291856,0.35556833429173856,171.71573522599357,12.916204870986578,808844.9252956032,808852.5835856949,88657.09289820763,88672.40947839101,88659.11302431533,88682.0878945904,True,True,True,-2.020126107701799,-9.678416199385538,720187.8323973956,14268.1201171875,False,False,True,True
COAD,FCRL1,15651,2.75177304964539,114.03991299027938,0.37614209954635486,41.442339514508745,14.696829565839517,162488.9494165065,162496.6077065982,63497.23988267394,63512.55646285732,63499.24014266273,63522.215012937806,True,True,True,-2.000259988795733,-9.658550080486748,98991.70953383257,14268.1201171875,False,False,True,True
COAD,GATA2,15651,19.90307328605201,2085.0891988610183,0.1803079675420101,104.76217259985874,5.2133743924148055,927265.6854084632,927273.3436985549,109448.21388538071,109463.5304655641,109450.21653197819,109473.19140225326,True,True,True,-2.0026465974806342,-9.660936689164373,817817.4715230826,14268.1201171875,False,False,True,True
COAD,GCG,15651,2.0718803910293273,65.38480093035733,0.45754264903201075,31.558192844266276,14.749013976180695,131164.4266455896,131172.0849356813,55793.116245627985,55808.43282581137,55795.11650400233,55818.09137427741,True,True,True,-2.00025837434805,-9.658548466039065,75371.31039996163,14268.1201171875,False,False,True,True
COAD,GUCA2A,15651,1.2130854258513832,39.80449585334094,0.7462142994057888,32.812607426558465,26.22454012604375,109663.72769136884,109671.38598146052,,,33331.37746499926,33354.352335274336,True,False,True,,,,14268.1201171875,False,False,False,False
COAD,GUCA2B,15651,1.0913040700274743,20.60936271462816,0.6337614209954635,18.885078211161904,16.388721257780734,77707.77258719962,77715.4308772913,77709.6516225447,77724.96820272808,40402.45903704001,40425.433907315084,True,True,True,37307.19258550469,37299.534295412996,-1.8790353450749535,14268.1201171875,True,True,False,True
COAD,HEPACAM2,15651,8.156411730879816,583.20646032478,0.3487956041147531,71.50282251161819,8.643852816391995,483000.7502669292,483008.4085570209,80346.56736728977,80361.88394747315,80348.58054150289,80371.55541177795,True,True,True,-2.0131742131197825,-9.671464304803521,402654.1828996395,14268.1201171875,False,False,True,True
COAD,IL1B,15651,5.8258258258258255,551.6353483195655,0.3463676442399847,94.68792319093573,16.081483722980206,337171.66835530795,337179.3266453996,78114.28265127193,78129.59923145532,78116.28476336031,78139.25963363537,True,True,True,-2.002112088375725,-9.660402180059464,259057.38570403602,14268.1201171875,False,False,True,True
COAD,INSL5,15651,1.9048623091176282,55.28353610084831,0.41543671330905374,29.02232661974229,14.710946027759254,114228.84163877589,114236.49992886758,55904.98014764809,55920.296727831475,55906.98040140769,55929.95527168276,True,True,True,-2.000253759593761,-9.658543851284776,58323.8614911278,14268.1201171875,False,False,True,True
COAD,ITLN1,15651,32.07456392562776,16102.655078843372,0.2801737908120887,502.0381607114309,15.621043574378842,2395595.228950053,2395602.887240145,98363.13481434411,98378.4513945275,98365.13507073346,98388.10994100853,True,True,True,-2.0002563893503975,-9.658546481034136,2297232.094135709,14268.1201171875,False,False,True,True
COAD,LCN2,15651,99.37773944156923,70734.83736769466,0.29122739761037636,711.77748422507,7.15228066385011,5315902.6850260105,5315910.343316102,126681.12107193883,126696.43765212221,126683.12988741676,126706.10475769182,True,True,True,-2.008815477922326,-9.667105569606065,5189221.563954072,14268.1201171875,False,False,True,True
COAD,MMP1,15651,8.620088173279663,1508.2100347781673,0.2181969203245799,174.9645716447866,20.181298398320067,496646.6520280634,496654.3103181551,91198.81548371461,91214.132063898,91200.816461652,91223.79133192706,True,True,True,-2.0009779373795027,-9.659268029063242,405447.8365443488,14268.1201171875,False,False,True,True
COAD,MMP3,15651,5.881988371350073,437.9569988831874,0.23065618810299662,74.45730444085603,12.488515754068997,288194.0675879606,288201.7258780523,84244.01056363064,84259.32714381402,84246.01201609851,84268.98688637358,True,True,True,-2.0014524678699672,-9.659742559553706,203950.05702433,14268.1201171875,False,False,True,True
COAD,MS4A1,15651,13.499904159478628,4391.413083057906,0.18912529550827423,325.2921673502832,24.0218125639499,943628.1268315898,943635.7851216815,97991.06216344614,98006.37874362952,97993.06243753649,98016.03730781155,True,True,True,-2.000274090343737,-9.658564182027476,845637.0646681438,14268.1201171875,False,False,True,True
COAD,MS4A12,15651,11.229633889208356,1513.29998056244,0.3221519391732158,134.75951179643678,11.911297653699938,677055.0778734942,677062.7361635859,87910.78632888432,87926.1029090677,87912.79860785745,87935.77347813251,True,True,True,-2.0122789731249213,-9.67056906480866,589144.2915446099,14268.1201171875,False,False,True,True
COAD,NXPE4,15651,40.94652098907418,8282.371900196029,0.2715481438885694,202.27290866557445,4.9155069540408665,1920218.2696296112,1920225.9279197028,115561.78233383608,115577.09891401946,115563.78956254915,115586.76443282422,True,True,True,-2.0072287130751647,-9.665518804758904,1804656.4872957752,14268.1201171875,False,False,True,True
COAD,OLFM4,15651,103.78180307967543,67113.85098131098,0.20688773880263242,646.6822601818384,6.22153634858449,5542211.840591429,5542219.498881521,131219.18996067037,131234.50654085373,131221.20226275787,131244.17713303294,True,True,True,-2.0123020875034854,-9.670592179201776,5410992.650630758,14268.1201171875,False,False,True,True
COAD,OTOP2,15651,0.7464698741294487,2.144791850514099,0.5659063318637787,2.873246362440825,2.5094734929865057,41146.43509632956,41154.09338642125,37310.521430716035,37325.83801089942,37312.52827108491,37335.503141359986,True,True,True,-2.006840368878329,-9.665130460569344,3835.9136656135233,14268.1201171875,False,False,True,True
COAD,PI3,15651,28.44878921474666,7406.678064188857,0.3645134496198326,260.35125812488167,9.116425172514717,1608928.267104487,1608935.9253945786,101492.73466634842,101508.0512465318,101494.73677245984,101517.71164273491,True,True,True,-2.0021061114239274,-9.660396203107666,1507435.5324381385,14268.1201171875,False,False,True,True
COAD,PRPH,15651,1.9136796370838924,78.55465694502878,0.3584435499329116,41.04901124659094,20.927751160909317,112707.7942472233,112715.45253731498,57413.346484464055,57428.66306464744,57415.34902846033,57438.323898735405,True,True,True,-2.0025439962773817,-9.660834087968396,55294.44776275924,14268.1201171875,False,False,True,True
COAD,RETNLB,15651,8.47300491981343,873.958680164768,0.3125039933550572,103.14624958154893,12.055492773607183,487300.8655089837,487308.5237990754,86184.07337084321,86199.38995102659,86186.0753837877,86209.05025406276,True,True,True,-2.002012944489252,-9.66030303617299,401116.79213814053,14268.1201171875,False,False,True,True
COAD,SCG2,15651,3.2836240495814963,97.74734778555322,0.3249632611334739,29.7681300628832,8.76109129074924,153232.11901778434,153239.77730787604,69970.84690547812,69986.1634856615,69972.90296037859,69995.87783065366,True,True,True,-2.0560549004731,-9.714344992156839,83261.27211230622,14268.1201171875,False,False,True,True
COAD,SCGN,15651,1.9733563350584626,72.00472137966257,0.41997316465401574,36.48845375791157,17.983804104422017,118173.18732278922,118180.8456128809,118249.78170748102,118265.0982876644,56598.4718652436,56621.44673551867,True,False,True,61651.30984223742,61643.651552145726,-76.5943846917944,14268.1201171875,True,True,False,False
COAD,SLC26A3,15651,39.30783975464826,14119.171426713232,0.27883202351287456,359.1947945967598,9.112553547397686,2226178.6738791694,2226186.3321692613,111917.36043226995,111932.67701245334,111919.36461051652,111942.33948079159,True,True,True,-2.0041782465705182,-9.662468338254257,2114261.3134468994,14268.1201171875,False,False,True,True
COAD,SPIB,15651,3.895981087470449,182.19786947031324,0.2399846655165804,46.7655939235088,11.746872712162755,190205.1660256802,190212.8243157719,75322.54265757259,75337.85923775597,75324.54446388475,75347.51933415982,True,True,True,-2.0018063121679006,-9.66009640385164,114882.62336810761,14268.1201171875,False,False,True,True
COAD,TCL1A,15651,1.703788895278257,42.96643867849904,0.4139671586480097,25.218170395154445,14.214302289603324,93576.93915394973,93584.59744404141,54462.151051239816,54477.4676314232,54464.15137505051,54487.126245325584,True,True,True,-2.000323810694681,-9.658613902385696,39114.788102709914,14268.1201171875,False,False,True,True
COAD,TMIGD1,15651,4.013609354034886,250.02773809633166,0.28841607565011823,62.29498589467321,15.271786685730461,231870.66369170535,231878.32198179705,73598.47399288924,73613.79057307262,73600.47608987482,73623.45096014989,True,True,True,-2.0020969855831936,-9.660387077266932,158272.1896988161,14268.1201171875,False,False,True,True
COAD,TYMS,15651,131.57811002491854,43889.8128600955,0.03552488658871637,333.5647004793089,2.5275078082237776,3846408.0514371297,3846415.7097272216,175051.23533994815,175066.55192013152,175053.23552469717,175076.21039497224,True,True,True,-2.0001847490202636,-9.658474840718554,3671356.8160971818,14268.1201171875,False,False,True,True
COAD,UGT2B17,15651,11.32272698230145,1058.7884284991947,0.2580665772155134,93.51002017042241,8.17029504597477,606835.1590217524,606842.8173118441,93699.0852118787,93714.40179206208,93701.09429136396,93724.06916163902,True,True,True,-2.009079485258553,-9.667369576942292,513136.0738098737,14268.1201171875,False,False,True,True
HCC,AC092069.1,4196,0.5467111534795043,1.1227281558803377,0.6897044804575786,2.053603898026982,1.9271673740720214,9298.77655116707,9305.118438136586,8334.294650027176,8346.978423966208,8336.294717885734,8355.320378794282,True,True,True,-2.0000678585583955,-8.34195482807445,964.481901139894,32962.44140625,False,False,True,True
HCC,ACTA2,4196,1.9280266920877025,18.604115389990582,0.31625357483317446,9.649303853695981,4.486091343647508,21962.6773112402,21969.019198209717,15757.174811506746,15769.858585445778,15759.174898376023,15778.20055928457,True,True,True,-2.0000868692768563,-8.34197383879291,6205.502499733455,32962.44140625,False,False,True,True
HCC,AEBP1,4196,2.075309818875119,10.436758545228951,0.32697807435653004,5.0290122709899725,1.94140278928272,21645.727496949738,21652.069383919254,16238.409429002964,16251.093202941996,16240.41030284789,16259.435963756438,True,True,True,-2.0008738449250814,-8.342760814441135,5407.318067946773,32962.44140625,False,False,True,True
HCC,ASPM,4196,0.4797426120114395,0.8007814355234736,0.6932793136320305,1.669189718557623,1.394893223580619,8295.342285083585,8301.684172053101,7808.414270993138,7821.0980449321705,7810.414437149577,7829.440098058125,True,True,True,-2.000166156438354,-8.342053125954408,486.9280140904466,32962.44140625,False,False,True,True
HCC,BEST1,4196,0.5042897998093422,0.8259649066992685,0.677073403241182,1.6378774803923113,1.2649026028951504,8502.052716268474,8508.39460323799,8046.639144469458,8059.32291840849,8048.639188843976,8067.664849752524,True,True,True,-2.000044374517529,-8.341931344033583,455.4135717990157,32962.44140625,False,False,True,True
HCC,C11orf96,4196,0.4132507149666349,0.6887778927885233,0.7030505243088656,1.6667312792045235,1.613382034338051,7455.757610912404,7462.09949788192,7170.934232009278,7183.61800594831,7172.934689288326,7191.960350196874,True,True,True,-2.000457279047623,-8.342344248563677,284.82337890312556,32962.44140625,False,False,True,True
HCC,CAVIN3,4196,0.5054814108674929,0.8617101138379137,0.6742135367016205,1.7047315594832089,1.394178983305773,8529.194058532716,8535.535945502232,8058.813600198526,8071.497374137558,8060.813890018551,8079.8395509270995,True,True,True,-2.0002898200255004,-8.342176789541554,470.3804583341898,32962.44140625,False,False,True,True
HCC,CCL21,4196,0.41396568160152525,2.4552900145549827,0.755719733079123,5.931143869356769,11.911962968233164,8638.559415671883,8644.9013026414,6911.575968738989,6924.259742678021,6913.578547865295,6932.604208773843,True,True,True,-2.0025791263060455,-8.3444660958221,1726.9834469328944,32962.44140625,False,False,True,True
HCC,CCN1,4196,0.32102001906577693,0.572249352638474,0.7642993326978075,1.782597092554593,2.437845137608814,6447.649246774396,6453.991133743912,6139.391471407679,6152.075245346711,6141.392198986504,6160.417859895052,True,True,True,-2.000727578824808,-8.342614548340862,308.2577753667165,32962.44140625,False,False,True,True
HCC,CXCL10,4196,0.63441372735939,2.0541574869533497,0.6434699714013346,3.2378831011481046,3.5274821534250362,10554.380241239387,10560.722128208903,9062.592573238146,9075.276347177178,9064.592720261957,9083.618381170505,True,True,True,-2.0001470238112233,-8.342033993327277,1491.7876680012414,32962.44140625,False,False,True,True
HCC,CXCL9,4196,0.36105815061963775,1.2843854354734798,0.7797902764537655,3.5572813777206083,7.082741030307375,7588.391578697979,7594.733465667495,6386.944814179921,6399.628588118953,6388.946754177383,6407.972415085931,True,True,True,-2.0019399974617045,-8.343826966977758,1201.4467645180575,32962.44140625,False,False,True,True
HCC,CYP2E1,4196,4.964966634890372,56.79805723368983,0.11725452812202097,11.439766147581363,2.1026860632290787,39001.274851550326,39007.61673851984,22634.530691613647,22647.21446555268,22636.53080404687,22655.556464955418,True,True,True,-2.0001124332229665,-8.34199940273902,16366.74415993668,32962.44140625,False,False,True,True
