task,gene,n,mean,var,zero_frac,fano,nb_alpha_mom,aic_pois,bic_pois,aic_nb,bic_nb,aic_zinb,bic_zinb,pois_converged,nb_converged,zinb_converged,delta_aic,delta_bic,delta_aic_overdisp,mean_depth,zinb_preferred,zinb_preferred_bic,nb_beats_poisson,both_converged
CCRCC,FLNB,74220,1.5746429533818378,14.640314178825697,0.4689436809485314,9.297545292653746,5.2694772963186525,380177.6813920984,380186.89618103305,247883.89923120837,247902.3288090776,247885.9232340824,247913.56760088625,True,True,True,-2.024002874037251,-11.238791808660608,132293.78216089006,9947.404296875,False,False,True,True
CCRCC,GADD45B,74220,1.2968876313662085,8.92789017694722,0.4824979789814066,6.884089231032389,4.537084855095568,317312.0903000416,317321.3050889762,229597.42041103356,229615.84998890277,229599.42319528625,229627.0675620901,True,True,True,-2.002784252690617,-11.217573187313974,87714.66988900804,9947.404296875,False,False,True,True
CCRCC,GPNMB,74220,1.3751549447588252,15.11427243317931,0.536944219886823,10.990959593887839,7.265333722550119,367858.12196793786,367867.3367568725,227311.1488436447,227329.57842151393,227313.1620763854,227340.80644318924,True,True,True,-2.0132327406900004,-11.228021675313357,140546.97312429314,9947.404296875,False,False,True,True
CCRCC,H3F3A,74220,1.9735650767987065,25.803771738782235,0.5433575855564537,13.0747002174553,6.118217412440997,525028.8486620302,525038.0634509647,250280.95579210744,250299.38536997666,250283.30630115778,250310.95066796162,True,True,True,-2.3505090503313113,-11.565297984954668,274747.89286992274,9947.404296875,False,False,True,True
CCRCC,HMOX1,74220,1.0426973861492859,7.868897344120683,0.5681622204257613,7.5466740865063136,6.2785945121464115,286877.16438146634,286886.37917040096,203096.64256562383,203115.07214349305,203098.6433866155,203126.28775341934,True,True,True,-2.00082099167048,-11.215609926293837,83780.52181584251,9947.404296875,False,False,True,True
CCRCC,HNRNPK,74220,2.1592562651576395,20.42551894994323,0.4228105631905147,9.45951588958434,3.917791522057592,483039.634704175,483048.8494931096,280349.66534821934,280368.0949260886,280351.6976660286,280379.34203283244,True,True,True,-2.0323178092367016,-11.247106743860058,202689.96935595566,9947.404296875,False,False,True,True
CCRCC,HSPA1A,74220,2.0342495284289948,18.32160144570438,0.34978442468337373,9.006565413759118,3.935881661451046,420305.9233933688,420315.1381823034,283014.348275941,283032.7778538102,283016.3497960785,283043.9941628824,True,True,True,-2.001520137535408,-11.216309072158765,137291.5751174278,9947.404296875,False,False,True,True
CCRCC,HTRA1,74220,3.187132848288871,59.97528815896356,0.30978172999191594,18.81794421941448,5.590587235477397,653924.0357320805,653933.250521015,332798.28894409613,332816.7185219654,332800.2907629906,332827.93512979447,True,True,True,-2.001818894466851,-11.216607829090208,321125.74678798433,9947.404296875,False,False,True,True
CCRCC,IFI27,74220,4.213891134465103,84.4736452692756,0.27516841821611426,20.04647072592168,4.519924724713937,811770.7119576348,811779.9267465693,365902.6708137229,365921.10039159213,365904.67238331604,365932.3167501199,True,True,True,-2.0015695931506343,-11.216358527773991,445868.0411439119,9947.404296875,False,False,True,True
CCRCC,IFI6,74220,3.085825922931824,151.30873885219316,0.3528294260307195,49.03346547443469,15.565837695989794,842553.9230861149,842563.1378750495,316407.02248369786,316425.4520615671,316409.0384667608,316436.68283356464,True,True,True,-2.01598306291271,-11.230771997536067,526146.9006024171,9947.404296875,False,False,True,True
CCRCC,IRF7,74220,0.5984101320398815,1.9552973281178772,0.6683373753705201,3.267487001686604,3.7891855105412646,182313.38611390925,182322.60090284387,154190.0171130607,154208.4466909299,154192.06462317833,154219.70898998217,True,True,True,-2.04751011764165,-11.262299052265007,28123.369000848557,9947.404296875,False,False,True,True
CCRCC,ISG15,74220,0.9996631635677715,7.1239843110132055,0.5590406898410132,7.126384737022712,6.128449021926351,268059.48531246826,268068.7001014029,201321.6729409492,201340.10251881843,201323.67498046084,201351.31934726468,True,True,True,-2.002039511629846,-11.216828446253203,66737.81237151904,9947.404296875,False,False,True,True
