setting,variant,n_L,label_unit,arm,estimand,population,gene,estimator,variance,n_draws,n_finite,frac_nonfinite,coverage,width_mean,width_median,nominal,theta_full,cluster_variance_form,df_cluster,status
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,TRBC1,pp,iid,200,200.0,0.0,0.05,0.003899320993771599,0.004081483425969409,0.9,0.07409958752857414,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,TRBC1,pp,cluster,200,200.0,0.0,0.985,0.2147564612635642,0.22236541499721096,0.9,0.07409958752857414,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,TRBC1,pp,boot,200,200.0,0.0,0.95,0.18501508208891576,0.1874392800206119,0.9,0.07409958752857414,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,VMP1,classical,iid,200,200.0,0.0,0.035,0.008686563606563672,0.008652142748087954,0.9,0.17905190560232015,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,VMP1,classical,cluster,200,200.0,0.0,0.985,0.4091352764353944,0.4101749129729917,0.9,0.17905190560232015,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,VMP1,classical,boot,200,200.0,0.0,0.935,0.35474729901678514,0.3561391946054149,0.9,0.17905190560232015,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,VMP1,pp,iid,200,200.0,0.0,0.065,0.007741386899156814,0.00777855773691534,0.9,0.17905190560232015,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,VMP1,pp,cluster,200,200.0,0.0,0.99,0.37280691962692686,0.3796651926843221,0.9,0.17905190560232015,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,VMP1,pp,boot,200,200.0,0.0,0.945,0.3233117016365087,0.3267669848301422,0.9,0.17905190560232015,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,YWHAE,classical,iid,200,200.0,0.0,0.035,0.009760344714970557,0.010798218648447022,0.9,0.11736459439218314,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,YWHAE,classical,cluster,200,200.0,0.0,0.975,0.44871851579411226,0.4986032031948466,0.9,0.11736459439218314,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,YWHAE,classical,boot,200,200.0,0.0,0.945,0.3879608002581354,0.4233253685492482,0.9,0.11736459439218314,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,YWHAE,pp,iid,200,200.0,0.0,0.03,0.009384660733089151,0.010798218648447022,0.9,0.11736459439218314,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,YWHAE,pp,cluster,200,200.0,0.0,0.975,0.42948303233444124,0.4986032031948466,0.9,0.11736459439218314,separate,11.0,ok
CCRCC,CCRCC,12,donor,hoptimus0,theta2,donor,YWHAE,pp,boot,200,200.0,0.0,0.895,0.37062025885360017,0.4233253685492482,0.9,0.11736459439218314,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,AKAP8,classical,iid,200,200.0,0.0,0.09,0.027979630435823074,0.027870397787685713,0.9,0.15491429657711275,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,AKAP8,classical,cluster,200,200.0,0.0,0.98,0.7272493765585546,0.722714637383983,0.9,0.15491429657711275,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,AKAP8,classical,boot,200,200.0,0.0,0.96,0.654158133088402,0.6495404021479115,0.9,0.15491429657711275,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,AKAP8,pp,iid,200,200.0,0.0,0.115,0.025067041219190348,0.024683734508312502,0.9,0.15491429657711275,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,AKAP8,pp,cluster,200,200.0,0.0,0.995,0.5649564413727305,0.5397607237380587,0.9,0.15491429657711275,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,AKAP8,pp,boot,200,200.0,0.0,0.995,0.5078461705363388,0.48408288511004083,0.9,0.15491429657711275,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,BLVRB,classical,iid,200,200.0,0.0,0.045,0.02639977867024196,0.026056206629490847,0.9,-0.046151034134439536,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,BLVRB,classical,cluster,200,200.0,0.0,0.98,0.7976590004799202,0.7952760055770542,0.9,-0.046151034134439536,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,BLVRB,classical,boot,200,200.0,0.0,0.96,0.7206764521523386,0.7201206235027844,0.9,-0.046151034134439536,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,BLVRB,pp,iid,200,200.0,0.0,0.135,0.023325464559845823,0.02317708404073401,0.9,-0.046151034134439536,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,BLVRB,pp,cluster,200,200.0,0.0,1.0,0.6079952452989901,0.6020884595947322,0.9,-0.046151034134439536,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,BLVRB,pp,boot,200,200.0,0.0,1.0,0.55095017668093,0.5490661632685763,0.9,-0.046151034134439536,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,BTF3,classical,iid,200,200.0,0.0,0.075,0.034612103617417705,0.03411520412529906,0.9,-0.2641020946916815,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,BTF3,classical,cluster,200,200.0,0.0,0.97,1.2278075374663389,1.228391443439918,0.9,-0.2641020946916815,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,BTF3,classical,boot,200,200.0,0.0,0.965,1.114134723897084,1.1326799986321356,0.9,-0.2641020946916815,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,BTF3,pp,iid,200,200.0,0.0,0.095,0.028874078037513743,0.028788636508069065,0.9,-0.2641020946916815,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,BTF3,pp,cluster,200,200.0,0.0,0.995,0.9111037063224225,0.920626157025273,0.9,-0.2641020946916815,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,BTF3,pp,boot,200,200.0,0.0,0.995,0.8299953168794645,0.8331074904404904,0.9,-0.2641020946916815,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CD109,classical,iid,200,200.0,0.0,0.04,0.036773683030418045,0.03812815335602071,0.9,0.4016090315463102,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CD109,classical,cluster,200,200.0,0.0,0.825,1.4072123864774766,1.6184422243772965,0.9,0.4016090315463102,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CD109,classical,boot,200,200.0,0.0,0.82,1.2139562213654604,1.3793917041449157,0.9,0.4016090315463102,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CD109,pp,iid,200,200.0,0.0,0.04,0.031342700249707596,0.032585450055476195,0.9,0.4016090315463102,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CD109,pp,cluster,200,200.0,0.0,0.88,1.0856430841637696,1.2125330373585697,0.9,0.4016090315463102,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CD109,pp,boot,200,200.0,0.0,0.835,0.9325346071210809,1.0434788559824075,0.9,0.4016090315463102,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CD14,classical,iid,200,200.0,0.0,0.05,0.03975807009821688,0.039900630187615665,0.9,-0.021724660659577295,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CD14,classical,cluster,200,200.0,0.0,0.97,1.2693019763694822,1.2601812632357907,0.9,-0.021724660659577295,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CD14,classical,boot,200,200.0,0.0,0.935,1.1336407797510815,1.1377327448014318,0.9,-0.021724660659577295,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CD14,pp,iid,200,200.0,0.0,0.12,0.034969413965302794,0.03508141846581219,0.9,-0.021724660659577295,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CD14,pp,cluster,200,200.0,0.0,0.995,1.015367089823752,1.0169933641971962,0.9,-0.021724660659577295,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CD14,pp,boot,200,200.0,0.0,0.945,0.9055978699555893,0.9028901411768957,0.9,-0.021724660659577295,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CHST15,classical,iid,200,200.0,0.0,0.055,0.034790555073720524,0.03473856168341699,0.9,0.2894391798015336,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CHST15,classical,cluster,200,200.0,0.0,0.93,1.0439373819318722,1.0846549598772914,0.9,0.2894391798015336,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CHST15,classical,boot,200,200.0,0.0,0.895,0.9201156568494518,0.946019263307975,0.9,0.2894391798015336,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CHST15,pp,iid,200,200.0,0.0,0.13,0.0303363568008203,0.030140786410763287,0.9,0.2894391798015336,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CHST15,pp,cluster,200,200.0,0.0,0.965,0.7926394058751817,0.8356873164684222,0.9,0.2894391798015336,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CHST15,pp,boot,200,200.0,0.0,0.94,0.6978512382888832,0.729849878918092,0.9,0.2894391798015336,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CIB1,classical,iid,200,200.0,0.0,0.025,0.04644666002450643,0.046841165071890734,0.9,0.24019910389801225,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CIB1,classical,cluster,200,200.0,0.0,0.93,1.6397773332174288,1.6464867620788757,0.9,0.24019910389801225,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CIB1,classical,boot,200,200.0,0.0,0.9,1.4563668049738845,1.4655354842365291,0.9,0.24019910389801225,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CIB1,pp,iid,200,200.0,0.0,0.12,0.03894297914335989,0.03948679823031909,0.9,0.24019910389801225,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CIB1,pp,cluster,200,200.0,0.0,0.99,1.2529689102043102,1.2840779068264507,0.9,0.24019910389801225,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CIB1,pp,boot,200,200.0,0.0,0.945,1.1077435541148901,1.1289531807970796,0.9,0.24019910389801225,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CKB,classical,iid,200,200.0,0.0,0.03,0.03968396115123805,0.04029465165914814,0.9,0.11913820452099141,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CKB,classical,cluster,200,200.0,0.0,0.91,1.3805547514064198,1.4245265124152315,0.9,0.11913820452099141,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CKB,classical,boot,200,200.0,0.0,0.885,1.2149950322878331,1.2267669963468877,0.9,0.11913820452099141,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CKB,pp,iid,200,200.0,0.0,0.09,0.03478956995614823,0.035575358451660696,0.9,0.11913820452099141,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CKB,pp,cluster,200,200.0,0.0,0.955,1.09785750747395,1.1465863366885025,0.9,0.11913820452099141,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CKB,pp,boot,200,200.0,0.0,0.89,0.9601441814567405,1.0053296618273928,0.9,0.11913820452099141,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CPD,classical,iid,200,200.0,0.0,0.015,0.04123600421383851,0.04247202960747343,0.9,0.34244059162228857,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CPD,classical,cluster,200,200.0,0.0,0.875,1.3899715218010373,1.2247455014953879,0.9,0.34244059162228857,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CPD,classical,boot,200,200.0,0.0,0.825,1.213767630401786,1.1038633404573301,0.9,0.34244059162228857,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CPD,pp,iid,200,200.0,0.0,0.035,0.037574249947641095,0.038606227821994535,0.9,0.34244059162228857,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CPD,pp,cluster,200,200.0,0.0,0.78,1.2278388318259,1.0411431947438583,0.9,0.34244059162228857,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CPD,pp,boot,200,200.0,0.0,0.765,1.0570914447847468,0.9460838224031358,0.9,0.34244059162228857,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CPE,classical,iid,200,200.0,0.0,0.02,0.07569915723963246,0.07892151492716615,0.9,0.6460824881759571,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CPE,classical,cluster,200,200.0,0.0,0.895,3.309603327358456,3.536075634337376,0.9,0.6460824881759571,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CPE,classical,boot,200,200.0,0.0,0.89,2.882016544202318,3.0457438341566236,0.9,0.6460824881759571,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CPE,pp,iid,200,200.0,0.0,0.05,0.061532133573411724,0.06314054015902781,0.9,0.6460824881759571,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CPE,pp,cluster,200,200.0,0.0,0.935,2.4736498820081545,2.488286741020788,0.9,0.6460824881759571,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,CPE,pp,boot,200,200.0,0.0,0.925,2.1563139035390657,2.1213250282913103,0.9,0.6460824881759571,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,DERL1,classical,iid,200,200.0,0.0,0.045,0.04514303233027472,0.04495712852276085,0.9,0.49415666346099313,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,DERL1,classical,cluster,200,200.0,0.0,0.935,1.5734448544542812,1.6056203760334562,0.9,0.49415666346099313,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,DERL1,classical,boot,200,200.0,0.0,0.92,1.3825300616332334,1.4000244515142524,0.9,0.49415666346099313,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,DERL1,pp,iid,200,200.0,0.0,0.055,0.03874756630031295,0.03915354604578658,0.9,0.49415666346099313,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,DERL1,pp,cluster,200,200.0,0.0,0.965,1.2193288125894286,1.2011693794546026,0.9,0.49415666346099313,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,DERL1,pp,boot,200,200.0,0.0,0.93,1.0664952476024725,1.057196957975105,0.9,0.49415666346099313,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,DNAJB12,classical,iid,200,200.0,0.0,0.07,0.025879303648798268,0.02501883681963974,0.9,0.09079013229940386,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,DNAJB12,classical,cluster,200,200.0,0.0,0.955,0.6697669360319943,0.6921021186514018,0.9,0.09079013229940386,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,DNAJB12,classical,boot,200,200.0,0.0,0.905,0.604247271325164,0.6047400544655839,0.9,0.09079013229940386,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,DNAJB12,pp,iid,200,200.0,0.0,0.11,0.023788916945963384,0.022418993975880607,0.9,0.09079013229940386,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,DNAJB12,pp,cluster,200,200.0,0.0,0.965,0.5478415444046697,0.4861317945214687,0.9,0.09079013229940386,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,DNAJB12,pp,boot,200,200.0,0.0,0.95,0.49285683295408617,0.4458578736359018,0.9,0.09079013229940386,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,EGFL7,classical,iid,200,200.0,0.0,0.105,0.027746169765667877,0.02725268245272769,0.9,-0.19773056853481533,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,EGFL7,classical,cluster,200,200.0,0.0,0.965,0.8318386440430235,0.8363188816795619,0.9,-0.19773056853481533,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,EGFL7,classical,boot,200,200.0,0.0,0.955,0.7532693016368293,0.7536078142775231,0.9,-0.19773056853481533,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,EGFL7,pp,iid,200,200.0,0.0,0.175,0.024577795430614856,0.02434976768172946,0.9,-0.19773056853481533,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,EGFL7,pp,cluster,200,200.0,0.0,0.995,0.6194746550823406,0.6207684483919769,0.9,-0.19773056853481533,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,EGFL7,pp,boot,200,200.0,0.0,0.995,0.5623565072169968,0.5660724428691557,0.9,-0.19773056853481533,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,FLNB,classical,iid,200,200.0,0.0,0.065,0.04266178812914886,0.04283144252677348,0.9,0.2519276317157633,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,FLNB,classical,cluster,200,200.0,0.0,0.915,1.483112505804623,1.5595021286593644,0.9,0.2519276317157633,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,FLNB,classical,boot,200,200.0,0.0,0.885,1.3043219571792657,1.3359748282789734,0.9,0.2519276317157633,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,FLNB,pp,iid,200,200.0,0.0,0.07,0.03692119126708676,0.03776607826766554,0.9,0.2519276317157633,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,FLNB,pp,cluster,200,200.0,0.0,0.94,1.1577668395997862,1.2269935920461537,0.9,0.2519276317157633,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,FLNB,pp,boot,200,200.0,0.0,0.9,1.017853102086896,1.0648496900200217,0.9,0.2519276317157633,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,GADD45B,classical,iid,200,200.0,0.0,0.07,0.03677576141555411,0.03513905238866852,0.9,0.09738023097367124,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,GADD45B,classical,cluster,200,200.0,0.0,0.97,0.9994298028709743,0.990479373577912,0.9,0.09738023097367124,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,GADD45B,classical,boot,200,200.0,0.0,0.935,0.8981295324711809,0.8864616679295106,0.9,0.09738023097367124,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,GADD45B,pp,iid,200,200.0,0.0,0.095,0.032514092114588306,0.030228816590982813,0.9,0.09738023097367124,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,GADD45B,pp,cluster,200,200.0,0.0,0.995,0.7807375634990694,0.7177392560217299,0.9,0.09738023097367124,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,GADD45B,pp,boot,200,200.0,0.0,0.99,0.7013097389785855,0.6480845425131576,0.9,0.09738023097367124,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,GPNMB,classical,iid,200,200.0,0.0,0.06,0.03445856085296753,0.03426094814343138,0.9,-0.1281296670812977,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,GPNMB,classical,cluster,200,200.0,0.0,0.975,1.1688606982951253,1.169599735503167,0.9,-0.1281296670812977,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,GPNMB,classical,boot,200,200.0,0.0,0.93,1.0367696966164608,1.0292671722821338,0.9,-0.1281296670812977,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,GPNMB,pp,iid,200,200.0,0.0,0.1,0.030516683261330838,0.030467888574658458,0.9,-0.1281296670812977,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,GPNMB,pp,cluster,200,200.0,0.0,1.0,0.8968250640374628,0.9062230082825622,0.9,-0.1281296670812977,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,GPNMB,pp,boot,200,200.0,0.0,1.0,0.7988796262211602,0.8041090256059209,0.9,-0.1281296670812977,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,H3F3A,classical,iid,200,200.0,0.0,0.065,0.03939063326552047,0.03801545372615721,0.9,-0.39649653385351374,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,H3F3A,classical,cluster,200,200.0,0.0,0.975,1.3747737879576718,1.3772902892391188,0.9,-0.39649653385351374,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,H3F3A,classical,boot,200,200.0,0.0,0.96,1.246133435117828,1.2460235856961772,0.9,-0.39649653385351374,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,H3F3A,pp,iid,200,200.0,0.0,0.08,0.03252085034390683,0.031746729008553076,0.9,-0.39649653385351374,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,H3F3A,pp,cluster,200,200.0,0.0,0.995,1.0495820365078128,1.05216821102968,0.9,-0.39649653385351374,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,H3F3A,pp,boot,200,200.0,0.0,0.995,0.9577459505540673,0.9672882541138476,0.9,-0.39649653385351374,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HMOX1,classical,iid,200,200.0,0.0,0.075,0.031473380338422646,0.031335732008707824,0.9,-0.02018965605635199,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HMOX1,classical,cluster,200,200.0,0.0,0.965,1.0332396074217243,1.0498787473022926,0.9,-0.02018965605635199,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HMOX1,classical,boot,200,200.0,0.0,0.935,0.9115587019107433,0.9188153860253951,0.9,-0.02018965605635199,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HMOX1,pp,iid,200,200.0,0.0,0.115,0.028032585757865953,0.027998447844130796,0.9,-0.02018965605635199,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HMOX1,pp,cluster,200,200.0,0.0,1.0,0.8210172112423682,0.8401885471961763,0.9,-0.02018965605635199,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HMOX1,pp,boot,200,200.0,0.0,1.0,0.72288093957151,0.7469246777925362,0.9,-0.02018965605635199,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HNRNPK,classical,iid,200,200.0,0.0,0.06,0.04389451625667027,0.04336216237950713,0.9,-0.22191342620355642,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HNRNPK,classical,cluster,200,200.0,0.0,0.98,1.570197490986857,1.564868432627718,0.9,-0.22191342620355642,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HNRNPK,classical,boot,200,200.0,0.0,0.97,1.4185902179007694,1.4073562422506694,0.9,-0.22191342620355642,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HNRNPK,pp,iid,200,200.0,0.0,0.12,0.03584601996682621,0.03598111264002023,0.9,-0.22191342620355642,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HNRNPK,pp,cluster,200,200.0,0.0,1.0,1.154620288126845,1.1445839074703996,0.9,-0.22191342620355642,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HNRNPK,pp,boot,200,200.0,0.0,0.995,1.0470012753653695,1.0455693570127378,0.9,-0.22191342620355642,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HSPA1A,classical,iid,200,200.0,0.0,0.07,0.04352736117057729,0.043354819886572166,0.9,0.05598948408381247,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HSPA1A,classical,cluster,200,200.0,0.0,0.97,1.3719384195665014,1.3741691351874392,0.9,0.05598948408381247,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HSPA1A,classical,boot,200,200.0,0.0,0.955,1.2069216372853462,1.1927196869565333,0.9,0.05598948408381247,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HSPA1A,pp,iid,200,200.0,0.0,0.11,0.03714521008026876,0.03716474735168932,0.9,0.05598948408381247,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HSPA1A,pp,cluster,200,200.0,0.0,0.995,1.0359381786499942,1.0555404279449458,0.9,0.05598948408381247,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HSPA1A,pp,boot,200,200.0,0.0,0.995,0.9069802751037919,0.9449366244965651,0.9,0.05598948408381247,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HTRA1,classical,iid,200,200.0,0.0,0.07,0.06027520530119819,0.0599409589054673,0.9,0.3894261711644954,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HTRA1,classical,cluster,200,200.0,0.0,0.965,2.127575555219813,2.158127396392747,0.9,0.3894261711644954,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HTRA1,classical,boot,200,200.0,0.0,0.94,1.8845425874639832,1.8884945877835082,0.9,0.3894261711644954,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HTRA1,pp,iid,200,200.0,0.0,0.04,0.05340381472246037,0.04987729695343392,0.9,0.3894261711644954,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HTRA1,pp,cluster,200,200.0,0.0,0.985,1.8018659445154734,1.7207407853614765,0.9,0.3894261711644954,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,HTRA1,pp,boot,200,200.0,0.0,0.95,1.5869094186483854,1.5253434428427186,0.9,0.3894261711644954,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,IFI27,classical,iid,200,200.0,0.0,0.045,0.06313693309626817,0.06224131868073143,0.9,0.2880209601754215,separate,11.0,ok
CCRCC,CCRCC,12,donor,uni_v2,theta2,spot,IFI27,classical,cluster,200,200.0,0.0,0.98,2.3000032923212337,2.26406772785735,0.9,0.2880209601754215,separate,11.0,ok
