name,value,rule,source
a3_w2_HCC_patient_cells,18,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_HCC_patient_nosupport_pct,0,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_audited_donor_nosupport_n,9,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_audited_donor_cells,9,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_audited_donor_nosupport_pct,100,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_audited_patient_nosupport_n,33,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_audited_patient_cells,36,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_audited_patient_nosupport_pct,91.66666667,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_audited_slide_out_nosupport_n,30,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_audited_slide_out_cells,36,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_audited_slide_out_nosupport_pct,83.33333333,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_shipped_donor_nosupport_n,33,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_shipped_donor_cells,36,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_shipped_donor_nosupport_pct,91.66666667,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_shipped_patient_nosupport_n,33,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_shipped_patient_cells,36,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_IDC_shipped_patient_nosupport_pct,91.66666667,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_LUNG_donor_nosupport_n,0,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_LUNG_donor_cells,18,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_LUNG_donor_nosupport_pct,0,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_LUNG_patient_nosupport_n,0,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_LUNG_patient_cells,18,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_LUNG_patient_nosupport_pct,0,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_LYMPH_IDC_donor_nosupport_n,0,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_LYMPH_IDC_donor_cells,36,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_LYMPH_IDC_donor_nosupport_pct,0,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_LYMPH_IDC_patient_nosupport_n,0,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_LYMPH_IDC_patient_cells,36,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_LYMPH_IDC_patient_nosupport_pct,0,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PAAD_donor_nosupport_n,9,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PAAD_donor_cells,9,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PAAD_donor_nosupport_pct,100,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PAAD_patient_nosupport_n,9,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PAAD_patient_cells,9,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PAAD_patient_nosupport_pct,100,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PRAD_donor_nosupport_n,18,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PRAD_donor_cells,18,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PRAD_donor_nosupport_pct,100,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PRAD_patient_nosupport_n,18,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PRAD_patient_cells,18,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PRAD_patient_nosupport_pct,100,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PRAD_slide_out_nosupport_n,39,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PRAD_slide_out_cells,207,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_PRAD_slide_out_nosupport_pct,18.84057971,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_READ_donor_nosupport_n,0,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_READ_donor_cells,6,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_READ_donor_nosupport_pct,0,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_READ_patient_nosupport_n,0,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_READ_patient_cells,6,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_READ_patient_nosupport_pct,0,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_READ_slide_out_nosupport_n,0,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_READ_slide_out_cells,36,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_READ_slide_out_nosupport_pct,0,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_SKCM_donor_nosupport_n,18,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_SKCM_donor_cells,18,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_SKCM_donor_nosupport_pct,100,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_SKCM_patient_nosupport_n,18,cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_SKCM_patient_cells,18,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w2_SKCM_patient_nosupport_pct,100,% cells with no_support,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_w3_n_cells,1932,cells over both alphas,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_n_predicate_mismatch,0,infinite flag != (K+1 < 1/alpha),"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a010_n_finite,3,finite cells at alpha 0.10,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a010_finite_K,9,K of the finite cells,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a010_finite_cov_mean,0.9271759525,mean coverage of finite cells,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a010_finite_cov_min,0.8843882826,min coverage of finite cells,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_CCRCC_donor_K,6,median K,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_CCRCC_donor_cov_mean,0.9142624148,"mean coverage, finite, unit-calibrated","A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_CCRCC_donor_cov_min,0.2795784148,min coverage,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_CCRCC_patient_K,5,median K,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_CCRCC_patient_cov_mean,0.9257905973,"mean coverage, finite, unit-calibrated","A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_CCRCC_patient_cov_min,0.7853036529,min coverage,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_PRAD_donor_K,4,median K,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_PRAD_donor_cov_mean,0.9904242941,"mean coverage, finite, unit-calibrated","A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_PRAD_donor_cov_min,0.9865822472,min coverage,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_PRAD_patient_K,4,median K,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_PRAD_patient_cov_mean,0.9892343523,"mean coverage, finite, unit-calibrated","A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_PRAD_patient_cov_min,0.9857764957,min coverage,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_PRAD_slide_out_K,6,median K,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_PRAD_slide_out_cov_mean,0.925582728,"mean coverage, finite, unit-calibrated","A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_a020_PRAD_slide_out_cov_min,0.5728423237,min coverage,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_finite_unit_n,495,finite cells,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_finite_unit_lift_mean,0.1470228527,mean W3 - none,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_finite_unit_lift_sd,0.06850216027,sd,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_finite_unit_width_ratio,1.71541532,mean per-cell width ratio,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_finite_unit_a020_cov_mean,0.9230018715,mean coverage at alpha 0.20,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_finite_block_n,120,finite cells,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_finite_block_lift_mean,0.1546538474,mean W3 - none,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_finite_block_lift_sd,0.04337734521,sd,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_finite_block_width_ratio,1.462613169,mean per-cell width ratio,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_w3_finite_block_a020_cov_mean,0.7103991131,mean coverage at alpha 0.20,"A3_weighted/a3_by_fold.csv (W3 nominal, score abs, designs patient, donor, slide_out)"
a3_fallback_alpha_values,8,distinct alpha on fallback rows,"A3_weighted/a3_by_fold.csv (W3 feasible_level, abs; alpha is 1/(K+1) on these rows)"
a3_fallback_n,966,cells,"A3_weighted/a3_by_fold.csv (W3 feasible_level, abs; alpha is 1/(K+1) on these rows)"
a3_fallback_cov_mean,0.982197898,mean realised coverage,"A3_weighted/a3_by_fold.csv (W3 feasible_level, abs; alpha is 1/(K+1) on these rows)"
a3_fallback_guaranteed_mean,0.7286601597,mean guaranteed level,"A3_weighted/a3_by_fold.csv (W3 feasible_level, abs; alpha is 1/(K+1) on these rows)"
a3_fallback_pct_meets,97.61904762,% realised >= guaranteed,"A3_weighted/a3_by_fold.csv (W3 feasible_level, abs; alpha is 1/(K+1) on these rows)"
a3_sc_n,966,paired cells,"A3_weighted/a3_by_fold.csv (none, subset all, alpha 0.10, designs patient, donor, slide_out)"
a3_sc_cov_abs,0.8376719558,mean,"A3_weighted/a3_by_fold.csv (none, subset all, alpha 0.10, designs patient, donor, slide_out)"
a3_sc_cov_clip,0.843744706,mean,"A3_weighted/a3_by_fold.csv (none, subset all, alpha 0.10, designs patient, donor, slide_out)"
a3_sc_width_abs,2.536590915,mean of mean width,"A3_weighted/a3_by_fold.csv (none, subset all, alpha 0.10, designs patient, donor, slide_out)"
a3_sc_width_clip,7.967939471,mean of mean width,"A3_weighted/a3_by_fold.csv (none, subset all, alpha 0.10, designs patient, donor, slide_out)"
a3_sc_width_ratio_of_means,3.141200035,ratio of means,"A3_weighted/a3_by_fold.csv (none, subset all, alpha 0.10, designs patient, donor, slide_out)"
a3_sc_width_ratio_median,1.080799649,median per-cell ratio,"A3_weighted/a3_by_fold.csv (none, subset all, alpha 0.10, designs patient, donor, slide_out)"
a3_sc_width_ratio_mean,2.233186337,mean per-cell ratio,"A3_weighted/a3_by_fold.csv (none, subset all, alpha 0.10, designs patient, donor, slide_out)"
a3_sc_medwidth_abs,2.344714309,mean of median width,"A3_weighted/a3_by_fold.csv (none, subset all, alpha 0.10, designs patient, donor, slide_out)"
a3_sc_medwidth_clip,2.580229022,mean of median width,"A3_weighted/a3_by_fold.csv (none, subset all, alpha 0.10, designs patient, donor, slide_out)"
a3_sc_pct_floor_binds,21.42857143,% cells where the lower clip hits the 1e-3 floor,"A3_weighted/a3_by_fold.csv (none, subset all, alpha 0.10, designs patient, donor, slide_out)"
a3_none_vs_a1_n_fold_rows,447,fold rows matched to A1 by_fold,A3_weighted/a3_by_fold.csv; A1_coverage/a1_by_fold__<enc>__<tag>.csv
a3_none_vs_a1_max_abs,3.330669074e-16,max |none - A1|,same
a3_none_cov_all,0.8376719558,"mean none coverage, all cells","A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_none_cells_all,966,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_none_cov_excl_idc_audited,0.8384460497,excluding IDC audited,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
a3_none_cells_excl_idc_audited,885,cells,"A3_weighted/a3_by_fold.csv (designs patient, donor, slide_out; score abs; alpha 0.10)"
d2_kidney_visium_cell_hoptimus0_n_samples,24,anchor samples,D2_embeddings/anchor_check__kidney_visium_cell__hoptimus0.csv
d2_kidney_visium_cell_hoptimus0_n_agree_1e5,0,samples within 1e-5,D2_embeddings/anchor_check__kidney_visium_cell__hoptimus0.csv
d2_kidney_visium_cell_hoptimus0_median_rel_l2,0.091677545,median over samples of per-sample median row relative L2,D2_embeddings/anchor_check__kidney_visium_cell__hoptimus0.csv
d2_kidney_visium_cell_hoptimus0_max_rel_l2,0.3695934,max over samples of per-row relative L2,D2_embeddings/anchor_check__kidney_visium_cell__hoptimus0.csv
d2_kidney_visium_cell_hoptimus0_n_barcodes,73813,matched barcodes,D2_embeddings/anchor_check__kidney_visium_cell__hoptimus0.csv
d2_kidney_visium_cell_resnet50_n_samples,24,anchor samples,D2_embeddings/anchor_check__kidney_visium_cell__resnet50.csv
d2_kidney_visium_cell_resnet50_n_agree_1e5,0,samples within 1e-5,D2_embeddings/anchor_check__kidney_visium_cell__resnet50.csv
d2_kidney_visium_cell_resnet50_median_rel_l2,0.06330683,median over samples of per-sample median row relative L2,D2_embeddings/anchor_check__kidney_visium_cell__resnet50.csv
d2_kidney_visium_cell_resnet50_max_rel_l2,0.1093034,max over samples of per-row relative L2,D2_embeddings/anchor_check__kidney_visium_cell__resnet50.csv
d2_kidney_visium_cell_resnet50_n_barcodes,73813,matched barcodes,D2_embeddings/anchor_check__kidney_visium_cell__resnet50.csv
d2_kidney_visium_cell_uni_v2_n_samples,24,anchor samples,D2_embeddings/anchor_check__kidney_visium_cell__uni_v2.csv
d2_kidney_visium_cell_uni_v2_n_agree_1e5,0,samples within 1e-5,D2_embeddings/anchor_check__kidney_visium_cell__uni_v2.csv
d2_kidney_visium_cell_uni_v2_median_rel_l2,0.15187175,median over samples of per-sample median row relative L2,D2_embeddings/anchor_check__kidney_visium_cell__uni_v2.csv
d2_kidney_visium_cell_uni_v2_max_rel_l2,0.5360846,max over samples of per-row relative L2,D2_embeddings/anchor_check__kidney_visium_cell__uni_v2.csv
d2_kidney_visium_cell_uni_v2_n_barcodes,73813,matched barcodes,D2_embeddings/anchor_check__kidney_visium_cell__uni_v2.csv
d2_institution_breast_xenium_hoptimus0_n_samples,4,anchor samples,D2_embeddings/anchor_check__institution_breast_xenium__hoptimus0.csv
d2_institution_breast_xenium_hoptimus0_n_agree_1e5,0,samples within 1e-5,D2_embeddings/anchor_check__institution_breast_xenium__hoptimus0.csv
d2_institution_breast_xenium_hoptimus0_median_rel_l2,0.087780695,median over samples of per-sample median row relative L2,D2_embeddings/anchor_check__institution_breast_xenium__hoptimus0.csv
d2_institution_breast_xenium_hoptimus0_max_rel_l2,0.4453392,max over samples of per-row relative L2,D2_embeddings/anchor_check__institution_breast_xenium__hoptimus0.csv
d2_institution_breast_xenium_hoptimus0_n_barcodes,35024,matched barcodes,D2_embeddings/anchor_check__institution_breast_xenium__hoptimus0.csv
d2_institution_breast_xenium_resnet50_n_samples,4,anchor samples,D2_embeddings/anchor_check__institution_breast_xenium__resnet50.csv
d2_institution_breast_xenium_resnet50_n_agree_1e5,0,samples within 1e-5,D2_embeddings/anchor_check__institution_breast_xenium__resnet50.csv
d2_institution_breast_xenium_resnet50_median_rel_l2,0.07437705,median over samples of per-sample median row relative L2,D2_embeddings/anchor_check__institution_breast_xenium__resnet50.csv
d2_institution_breast_xenium_resnet50_max_rel_l2,0.1551678,max over samples of per-row relative L2,D2_embeddings/anchor_check__institution_breast_xenium__resnet50.csv
d2_institution_breast_xenium_resnet50_n_barcodes,35024,matched barcodes,D2_embeddings/anchor_check__institution_breast_xenium__resnet50.csv
d2_institution_breast_xenium_uni_v2_n_samples,4,anchor samples,D2_embeddings/anchor_check__institution_breast_xenium__uni_v2.csv
d2_institution_breast_xenium_uni_v2_n_agree_1e5,0,samples within 1e-5,D2_embeddings/anchor_check__institution_breast_xenium__uni_v2.csv
d2_institution_breast_xenium_uni_v2_median_rel_l2,0.1512498,median over samples of per-sample median row relative L2,D2_embeddings/anchor_check__institution_breast_xenium__uni_v2.csv
d2_institution_breast_xenium_uni_v2_max_rel_l2,0.5301515,max over samples of per-row relative L2,D2_embeddings/anchor_check__institution_breast_xenium__uni_v2.csv
d2_institution_breast_xenium_uni_v2_n_barcodes,35024,matched barcodes,D2_embeddings/anchor_check__institution_breast_xenium__uni_v2.csv
d2_all_n_rows,84,sample-encoder rows,"D2_embeddings/anchor_check__<set>__<enc>.csv, all six"
d2_all_n_agree_1e5,0,rows within 1e-5,"D2_embeddings/anchor_check__<set>__<enc>.csv, all six"
d2_all_hoptimus0_median_rel_l2,0.0897101,median over 28 anchor samples,"D2_embeddings/anchor_check__<set>__<enc>.csv, all six"
d2_all_resnet50_median_rel_l2,0.06330683,median over 28 anchor samples,"D2_embeddings/anchor_check__<set>__<enc>.csv, all six"
d2_all_uni_v2_median_rel_l2,0.15187175,median over 28 anchor samples,"D2_embeddings/anchor_check__<set>__<enc>.csv, all six"
d2_kidney_visium_cell_hoptimus0_n_samples_total,58,samples in set,D2_embeddings/d2_summary__kidney_visium_cell__hoptimus0.json
d2_kidney_visium_cell_hoptimus0_n_missing,0,samples missing patches,D2_embeddings/d2_summary__kidney_visium_cell__hoptimus0.json
d2_kidney_visium_cell_resnet50_n_samples_total,58,samples in set,D2_embeddings/d2_summary__kidney_visium_cell__resnet50.json
d2_kidney_visium_cell_resnet50_n_missing,0,samples missing patches,D2_embeddings/d2_summary__kidney_visium_cell__resnet50.json
d2_kidney_visium_cell_uni_v2_n_samples_total,58,samples in set,D2_embeddings/d2_summary__kidney_visium_cell__uni_v2.json
d2_kidney_visium_cell_uni_v2_n_missing,0,samples missing patches,D2_embeddings/d2_summary__kidney_visium_cell__uni_v2.json
d2_institution_breast_xenium_hoptimus0_n_samples_total,18,samples in set,D2_embeddings/d2_summary__institution_breast_xenium__hoptimus0.json
d2_institution_breast_xenium_hoptimus0_n_missing,0,samples missing patches,D2_embeddings/d2_summary__institution_breast_xenium__hoptimus0.json
d2_institution_breast_xenium_resnet50_n_samples_total,18,samples in set,D2_embeddings/d2_summary__institution_breast_xenium__resnet50.json
d2_institution_breast_xenium_resnet50_n_missing,0,samples missing patches,D2_embeddings/d2_summary__institution_breast_xenium__resnet50.json
d2_institution_breast_xenium_uni_v2_n_samples_total,18,samples in set,D2_embeddings/d2_summary__institution_breast_xenium__uni_v2.json
d2_institution_breast_xenium_uni_v2_n_missing,0,samples missing patches,D2_embeddings/d2_summary__institution_breast_xenium__uni_v2.json
