encoder,task,gene,random_minus_patient,blocked_minus_patient,novel_slide,same_patient_other_slide,replicate_leak,var_donor,var_slide,var_spot,frac_donor,frac_slide,n_donors,df_donor,donor_label_status,notes
hoptimus0,HCC,IGKC,0.22580004,0.093538225,,,,0.0,,0.5517727363162078,0.0,,2,1,verified,
hoptimus0,HCC,IGLC1,0.26517314,0.07979603,,,,0.0182596656980994,,0.2381941011441386,0.0712006141416211,,2,1,verified,
hoptimus0,HCC,IGLC2,0.12355791,-0.0113482475,,,,0.084028659172555,,0.3838722201974409,0.1795864527668664,,2,1,verified,
hoptimus0,HCC,JAG1,0.07846074,0.042372048,,,,0.0057218782535733,,0.1865584744579815,0.0297579974910744,,2,1,verified,
hoptimus0,HCC,LRRC75A,0.029343918,-0.0037709624,,,,0.0449351652568515,,0.3052352440431222,0.1283237077247088,,2,1,verified,
hoptimus0,HCC,LTBP2,0.103796676,0.062017024,,,,0.027762026442927,,0.1681325006876182,0.1417192549969822,,2,1,verified,
hoptimus0,HCC,MCAM,0.12045688,0.06141416,,,,0.0183959416034722,,0.1928796708417033,0.0870708237007046,,2,1,verified,
hoptimus0,HCC,MFAP4,0.11432272,0.018472567,,,,0.0006219245582674,,0.0878834473538133,0.0070269696045713,,2,1,verified,
hoptimus0,HCC,MGP,0.17304519,0.08259815,,,,1.0116539012507164,,0.4207114250844874,0.7062820375854085,,2,1,verified,
hoptimus0,HCC,MUSTN1,0.13374515,0.09539786,,,,0.0159208962155399,,0.2004612056888839,0.0735776946217678,,2,1,verified,
hoptimus0,HCC,MYL9,0.16565469,0.08338973,,,,0.040577974389947,,0.4434463233886669,0.0838345813963802,,2,1,verified,
hoptimus0,HCC,NDUFA4L2,0.10886628,0.048441447,,,,0.0535584372135267,,0.1772821924612415,0.2320147769869858,,2,1,verified,
hoptimus0,HCC,PDE9A,0.18316722,0.13810454,,,,0.0227850385633575,,0.1422944780143985,0.1380246261662954,,2,1,verified,
hoptimus0,HCC,PDZK1IP1,0.7775887,0.71643615,,,,1.534474133495058,,0.4260288730612899,0.7826940985876804,,2,1,verified,
hoptimus0,HCC,PHKG1,0.06775355,0.038558573,,,,0.0010584861503672,,0.2101754558271612,0.0050109662323104,,2,1,verified,
hoptimus0,HCC,PPP1R14A,0.1489584,0.092895344,,,,0.0161330363223909,,0.198134082971152,0.0752940366005895,,2,1,verified,
hoptimus0,HCC,PRELP,0.117248856,0.068405874,,,,0.0649381144388315,,0.1821526728434809,0.2628107472280494,,2,1,verified,
hoptimus0,HCC,PTGDS,0.47326258,0.39132497,,,,0.9422996288184926,,0.4188154428390622,0.6922997536651826,,2,1,verified,
hoptimus0,HCC,RBP7,0.09867692,0.053191587,,,,0.0219934376685766,,0.169308148515717,0.1149673565559927,,2,1,verified,
hoptimus0,HCC,RND1,0.14812705,0.110938184,,,,0.0898457602074305,,0.1778802031324033,0.3355885215114014,,2,1,verified,
hoptimus0,HCC,S100A4,0.1054755,0.051789925,,,,0.217050523783494,,0.2736299275372566,0.4423459773040994,,2,1,verified,
hoptimus0,HCC,SPARCL1,0.093216404,0.024235517,,,,0.0207148605154305,,0.324519951283315,0.0600022356016237,,2,1,verified,
hoptimus0,HCC,TAGLN,0.20102546,0.10193601,,,,0.0408797883602771,,0.5099982091293266,0.0742084246358897,,2,1,verified,
hoptimus0,HCC,TCEAL9,0.29241645,0.25512713,,,,0.0897286518450918,,0.1764017311718341,0.3371604956484247,,2,1,verified,
hoptimus0,HCC,TPM2,0.13782248,0.062157765,,,,0.0379951228918576,,0.2868313066075993,0.1169705400832267,,2,1,verified,
hoptimus0,HCC,TRBC2,0.13235809,0.0921668,,,,0.0158164531608052,,0.1573049332756115,0.0913604811420236,,2,1,verified,
hoptimus0,HCC,TSPAN13,0.1970361,0.16187371,,,,0.0320844788588789,,0.1642587699960489,0.1634101454773482,,2,1,verified,
hoptimus0,IDC,ABCC11,0.10346186,0.08279914,,,0.14486355,0.0832168757564118,0.7634788672741064,2.2754399687174898,0.0266538304031059,0.2445373736962424,3,2,contradicted;unverifiable,
hoptimus0,IDC,ADH1B,0.3420678,0.30389377,,,0.16253363,0.7851894572019905,0.0012015457987494,1.121082481400088,0.4116384650288509,0.0006299148106516,3,2,contradicted;unverifiable,
