head,encoder,task,gene,pearson_mean,n_splits
pca_ridge,resnet50,IDC,ESR1,0.6089,4
pca_ridge,resnet50,IDC,CYTIP,0.6071,4
pca_ridge,resnet50,IDC,SLAMF7,0.5987,4
pca_ridge,resnet50,IDC,CCR7,0.5782,4
pca_ridge,resnet50,IDC,TRAC,0.5699,4
pca_ridge,resnet50,IDC,TENT5C,0.5466,4
pca_ridge,resnet50,IDC,MS4A1,0.5375,4
pca_ridge,resnet50,IDC,SERPINA3,0.5368,4
pca_ridge,resnet50,IDC,CEACAM6,0.5368,4
pca_ridge,resnet50,IDC,MYLK,0.5307,4
pca_ridge,resnet50,IDC,CLIC6,0.5263,4
pca_ridge,resnet50,IDC,OXTR,0.52,4
pca_ridge,resnet50,IDC,ADIPOQ,0.4834,4
pca_ridge,resnet50,IDC,ANKRD30A,0.4802,4
pca_ridge,resnet50,IDC,AQP1,0.4325,4
pca_ridge,resnet50,IDC,SCGB2A1,0.4083,4
pca_ridge,resnet50,IDC,AQP3,0.4078,4
pca_ridge,resnet50,IDC,PTGDS,0.3879,4
pca_ridge,resnet50,IDC,MYH11,0.3818,4
pca_ridge,resnet50,IDC,PIGR,0.3526,4
pca_ridge,resnet50,IDC,VWF,0.3515,4
pca_ridge,resnet50,IDC,TCL1A,0.3487,4
pca_ridge,resnet50,IDC,KRT14,0.3483,4
pca_ridge,resnet50,IDC,PTN,0.3422,4
pca_ridge,resnet50,IDC,MYBPC1,0.3304,4
pca_ridge,resnet50,IDC,KRT6B,0.2735,4
pca_ridge,resnet50,IDC,CEACAM8,0.2687,4
pca_ridge,resnet50,IDC,KRT5,0.2499,4
pca_ridge,resnet50,IDC,ADH1B,0.2422,4
pca_ridge,resnet50,IDC,KIT,0.2354,4
pca_ridge,resnet50,IDC,SFRP1,0.2048,4
pca_ridge,resnet50,IDC,MMP1,0.201,4
pca_ridge,resnet50,IDC,MMP12,0.1919,4
pca_ridge,resnet50,IDC,OPRPN,0.1739,4
pca_ridge,resnet50,IDC,TPSAB1,0.0974,4
pca_ridge,resnet50,IDC,MUC6,-0.0728,4
pca_ridge,resnet50,LUNG,PTPRC,0.785,2
pca_ridge,resnet50,LUNG,MET,0.7508,2
pca_ridge,resnet50,LUNG,CAPN8,0.7351,2
pca_ridge,resnet50,LUNG,CXCR4,0.7256,2
pca_ridge,resnet50,LUNG,MALL,0.7224,2
pca_ridge,resnet50,LUNG,PECAM1,0.7014,2
pca_ridge,resnet50,LUNG,CDK1,0.6995,2
pca_ridge,resnet50,LUNG,GPRC5A,0.6931,2
pca_ridge,resnet50,LUNG,CTSK,0.6886,2
pca_ridge,resnet50,LUNG,ALDH1A3,0.681,2
pca_ridge,resnet50,LUNG,COL5A2,0.6714,2
pca_ridge,resnet50,LUNG,CD2,0.6703,2
pca_ridge,resnet50,LUNG,TOP2A,0.6645,2
pca_ridge,resnet50,LUNG,MKI67,0.6313,2
pca_ridge,resnet50,LUNG,CCR7,0.6196,2
pca_ridge,resnet50,LUNG,CD163,0.6014,2
pca_ridge,resnet50,LUNG,ACE2,0.5976,2
pca_ridge,resnet50,LUNG,MS4A1,0.5913,2
pca_ridge,resnet50,LUNG,PLA2G7,0.5845,2
pca_ridge,resnet50,LUNG,MZB1,0.584,2
pca_ridge,resnet50,LUNG,CD19,0.5799,2
pca_ridge,resnet50,LUNG,SPIB,0.5682,2
pca_ridge,resnet50,LUNG,SNTN,0.5643,2
pca_ridge,resnet50,LUNG,CD79A,0.5579,2
pca_ridge,resnet50,LUNG,UBE2C,0.5369,2
pca_ridge,resnet50,LUNG,LIF,0.508,2
pca_ridge,resnet50,LUNG,CCL19,0.4942,2
pca_ridge,resnet50,LUNG,CNN1,0.4688,2
pca_ridge,resnet50,LUNG,FGFBP1,0.4556,2
pca_ridge,resnet50,LUNG,OGN,0.3986,2
pca_ridge,resnet50,LUNG,CXCL9,0.3921,2
pca_ridge,resnet50,LUNG,SRPX,0.3908,2
pca_ridge,resnet50,LUNG,CXCL10,0.39,2
pca_ridge,resnet50,LUNG,SOX2,0.3886,2
pca_ridge,resnet50,LUNG,PCSK2,0.3876,2
pca_ridge,resnet50,LUNG,DNAAF1,0.3843,2
pca_ridge,resnet50,LUNG,CD274,0.3831,2
pca_ridge,resnet50,LUNG,CYP2A7,0.3619,2
pca_ridge,resnet50,LUNG,CD1A,0.3485,2
pca_ridge,resnet50,LUNG,FCER1A,0.3418,2
pca_ridge,resnet50,LUNG,TCL1A,0.3418,2
pca_ridge,resnet50,LUNG,MCEMP1,0.3099,2
pca_ridge,resnet50,LUNG,MEDAG,0.3049,2
pca_ridge,resnet50,LUNG,MARCO,0.2867,2
pca_ridge,resnet50,LUNG,DMBT1,0.2458,2
pca_ridge,resnet50,LUNG,BBOX1,0.2281,2
pca_ridge,resnet50,LUNG,CTSG,0.2242,2
pca_ridge,resnet50,LUNG,SERPINB2,0.2201,2
pca_ridge,resnet50,LUNG,INMT,0.1517,2
pca_ridge,resnet50,LUNG,SNCG,0.1297,2
pca_ridge,resnet50,LYMPH_IDC,PTRH2,0.3869,4
pca_ridge,resnet50,LYMPH_IDC,FABP4,0.3824,4
pca_ridge,resnet50,LYMPH_IDC,RSF1,0.381,4
pca_ridge,resnet50,LYMPH_IDC,QSOX1,0.3567,4
pca_ridge,resnet50,LYMPH_IDC,RAB38,0.3564,4
pca_ridge,resnet50,LYMPH_IDC,SHANK2,0.3498,4
pca_ridge,resnet50,LYMPH_IDC,AAMDC,0.3394,4
pca_ridge,resnet50,LYMPH_IDC,PARD6B,0.3381,4
pca_ridge,resnet50,LYMPH_IDC,AKR1E2,0.3265,4
pca_ridge,resnet50,LYMPH_IDC,ANO8,0.3229,4
pca_ridge,resnet50,LYMPH_IDC,CD22,0.3109,4
pca_ridge,resnet50,LYMPH_IDC,POLD3,0.3087,4
pca_ridge,resnet50,LYMPH_IDC,GTPBP3,0.3084,4
pca_ridge,resnet50,LYMPH_IDC,EPHB3,0.3057,4
pca_ridge,resnet50,LYMPH_IDC,CYP4Z1,0.305,4
pca_ridge,resnet50,LYMPH_IDC,NARS2,0.2906,4
pca_ridge,resnet50,LYMPH_IDC,HAUS8,0.2849,4
pca_ridge,resnet50,LYMPH_IDC,CD72,0.2812,4
pca_ridge,resnet50,LYMPH_IDC,CCNO,0.2755,4
pca_ridge,resnet50,LYMPH_IDC,PATZ1,0.2681,4
pca_ridge,resnet50,LYMPH_IDC,MX1,0.2677,4
pca_ridge,resnet50,LYMPH_IDC,SERPINI1,0.2539,4
pca_ridge,resnet50,LYMPH_IDC,ZMAT5,0.2502,4
pca_ridge,resnet50,LYMPH_IDC,PDZK1IP1,0.2492,4
pca_ridge,resnet50,LYMPH_IDC,MAPK8IP2,0.2469,4
pca_ridge,resnet50,LYMPH_IDC,SCRN1,0.2415,4
pca_ridge,resnet50,LYMPH_IDC,SPP1,0.2409,4
pca_ridge,resnet50,LYMPH_IDC,ANKS1B,0.2388,4
pca_ridge,resnet50,LYMPH_IDC,IGHV3-11,0.2198,4
pca_ridge,resnet50,LYMPH_IDC,NUDT1,0.2088,4
pca_ridge,resnet50,LYMPH_IDC,CROT,0.2062,4
pca_ridge,resnet50,LYMPH_IDC,SNCG,0.2016,4
pca_ridge,resnet50,LYMPH_IDC,AREG,0.1981,4
pca_ridge,resnet50,LYMPH_IDC,IGLV9-49,0.1955,4
pca_ridge,resnet50,LYMPH_IDC,CLNS1A,0.1812,4
pca_ridge,resnet50,LYMPH_IDC,TCF7,0.1778,4
pca_ridge,resnet50,LYMPH_IDC,CXCL10,0.1721,4
pca_ridge,resnet50,LYMPH_IDC,CCL28,0.1691,4
pca_ridge,resnet50,LYMPH_IDC,IFI44L,0.1492,4
pca_ridge,resnet50,LYMPH_IDC,DAPK1,0.1472,4
pca_ridge,resnet50,LYMPH_IDC,IFIT2,0.1274,4
pca_ridge,resnet50,LYMPH_IDC,CXCL11,0.1211,4
pca_ridge,resnet50,LYMPH_IDC,MX2,0.1162,4
pca_ridge,resnet50,LYMPH_IDC,TMEM64,0.114,4
pca_ridge,resnet50,LYMPH_IDC,MYH11,0.1051,4
pca_ridge,resnet50,LYMPH_IDC,RSAD2,0.0997,4
pca_ridge,resnet50,LYMPH_IDC,IGHV6-1,0.0852,4
pca_ridge,resnet50,LYMPH_IDC,OASL,0.077,4
pca_ridge,resnet50,LYMPH_IDC,HAAO,0.0319,4
pca_ridge,resnet50,LYMPH_IDC,CSTA,-0.0476,4
pca_ridge,resnet50,PAAD,EPCAM,0.7887,3
pca_ridge,resnet50,PAAD,ANPEP,0.593,3
pca_ridge,resnet50,PAAD,CD8A,0.5923,3
pca_ridge,resnet50,PAAD,PTPRC,0.5914,3
pca_ridge,resnet50,PAAD,CD3E,0.5873,3
pca_ridge,resnet50,PAAD,IL7R,0.5748,3
pca_ridge,resnet50,PAAD,CD2,0.572,3
pca_ridge,resnet50,PAAD,AIF1,0.5294,3
pca_ridge,resnet50,PAAD,CXCR4,0.5258,3
pca_ridge,resnet50,PAAD,GZMK,0.5211,3
pca_ridge,resnet50,PAAD,IRF8,0.5139,3
pca_ridge,resnet50,PAAD,CCL5,0.5101,3
pca_ridge,resnet50,PAAD,CXCL6,0.5077,3
pca_ridge,resnet50,PAAD,CXCL2,0.499,3
pca_ridge,resnet50,PAAD,CD79A,0.4848,3
pca_ridge,resnet50,PAAD,MS4A1,0.4756,3
pca_ridge,resnet50,PAAD,GZMA,0.4615,3
pca_ridge,resnet50,PAAD,GPR183,0.4484,3
pca_ridge,resnet50,PAAD,ACTA2,0.4377,3
pca_ridge,resnet50,PAAD,CD27,0.428,3
pca_ridge,resnet50,PAAD,SELL,0.4259,3
pca_ridge,resnet50,PAAD,BANK1,0.4221,3
pca_ridge,resnet50,PAAD,PLA2G7,0.4065,3
pca_ridge,resnet50,PAAD,FCGR3A,0.4064,3
pca_ridge,resnet50,PAAD,LIF,0.4026,3
pca_ridge,resnet50,PAAD,CPA3,0.3998,3
pca_ridge,resnet50,PAAD,DERL3,0.392,3
pca_ridge,resnet50,PAAD,MKI67,0.3897,3
pca_ridge,resnet50,PAAD,CD19,0.3726,3
pca_ridge,resnet50,PAAD,UBE2C,0.372,3
pca_ridge,resnet50,PAAD,ACE2,0.3716,3
pca_ridge,resnet50,PAAD,CDK1,0.3716,3
pca_ridge,resnet50,PAAD,CD14,0.3694,3
pca_ridge,resnet50,PAAD,CCR7,0.3609,3
pca_ridge,resnet50,PAAD,VSIG4,0.3495,3
pca_ridge,resnet50,PAAD,CCL19,0.3477,3
pca_ridge,resnet50,PAAD,TNFRSF17,0.3299,3
pca_ridge,resnet50,PAAD,FOXP3,0.2868,3
pca_ridge,resnet50,PAAD,DMBT1,0.2497,3
pca_ridge,resnet50,PAAD,KLRC1,0.2009,3
pca_ridge,resnet50,PAAD,CD1C,0.1951,3
pca_ridge,resnet50,PAAD,PDCD1,0.1874,3
pca_ridge,resnet50,PAAD,LILRA4,0.1858,3
pca_ridge,resnet50,PAAD,ESR1,0.1849,3
pca_ridge,resnet50,PAAD,TCL1A,0.1675,3
pca_ridge,resnet50,PAAD,CXCL10,0.1646,3
pca_ridge,resnet50,PAAD,CXCL9,0.1319,3
pca_ridge,resnet50,PAAD,HPGDS,0.1267,3
pca_ridge,resnet50,PAAD,CD1A,0.0946,3
pca_ridge,resnet50,PAAD,MARCO,0.0888,3
pca_ridge,resnet50,PRAD,XBP1,0.4342,2
pca_ridge,resnet50,PRAD,SNHG8,0.4293,2
pca_ridge,resnet50,PRAD,MPC2,0.4255,2
pca_ridge,resnet50,PRAD,SEC11C,0.4214,2
pca_ridge,resnet50,PRAD,MT1E,0.3866,2
pca_ridge,resnet50,PRAD,PCBD1,0.3847,2
pca_ridge,resnet50,PRAD,AMD1,0.3776,2
pca_ridge,resnet50,PRAD,COX17,0.3735,2
pca_ridge,resnet50,PRAD,PDIA4,0.3721,2
pca_ridge,resnet50,PRAD,COX5A,0.3674,2
pca_ridge,resnet50,PRAD,NUDT4,0.3626,2
pca_ridge,resnet50,PRAD,GLO1,0.358,2
pca_ridge,resnet50,PRAD,RPL37A,0.3566,2
pca_ridge,resnet50,PRAD,PERP,0.3532,2
pca_ridge,resnet50,PRAD,MT1X,0.3443,2
pca_ridge,resnet50,PRAD,RPN1,0.3397,2
pca_ridge,resnet50,PRAD,ZFAS1,0.3297,2
pca_ridge,resnet50,PRAD,C1orf43,0.3296,2
pca_ridge,resnet50,PRAD,TMCO1,0.3281,2
pca_ridge,resnet50,PRAD,TXNL4A,0.3279,2
pca_ridge,resnet50,PRAD,CAT,0.3258,2
pca_ridge,resnet50,PRAD,SPON2,0.3247,2
pca_ridge,resnet50,PRAD,COX7B,0.3197,2
pca_ridge,resnet50,PRAD,GNG5,0.3195,2
pca_ridge,resnet50,PRAD,HSPD1,0.3165,2
pca_ridge,resnet50,PRAD,RPS29,0.316,2
pca_ridge,resnet50,PRAD,SVIP,0.3104,2
pca_ridge,resnet50,PRAD,SELENOT,0.3078,2
pca_ridge,resnet50,PRAD,CCDC47,0.3052,2
pca_ridge,resnet50,PRAD,SNRPE,0.2937,2
pca_ridge,resnet50,PRAD,SLIRP,0.2856,2
pca_ridge,resnet50,PRAD,IMPDH2,0.2831,2
pca_ridge,resnet50,PRAD,MAOA,0.2822,2
pca_ridge,resnet50,PRAD,DNAJC3,0.2811,2
pca_ridge,resnet50,PRAD,SPCS3,0.2808,2
pca_ridge,resnet50,PRAD,REXO2,0.2794,2
pca_ridge,resnet50,PRAD,EIF3H,0.2755,2
pca_ridge,resnet50,PRAD,SRRM1,0.2716,2
pca_ridge,resnet50,PRAD,C8orf59,0.2668,2
pca_ridge,resnet50,PRAD,SNHG9,0.2602,2
pca_ridge,resnet50,PRAD,MRPL33,0.2453,2
pca_ridge,resnet50,PRAD,C6orf48,0.241,2
pca_ridge,resnet50,PRAD,SGK1,0.218,2
pca_ridge,resnet50,PRAD,HLA-DRA,0.209,2
pca_ridge,resnet50,PRAD,EIF3E,0.2019,2
pca_ridge,resnet50,PRAD,TOB1,0.1815,2
pca_ridge,resnet50,PRAD,RSL24D1,0.1741,2
pca_ridge,resnet50,PRAD,NUCB2,0.1528,2
pca_ridge,resnet50,PRAD,MIF,0.1471,2
pca_ridge,resnet50,PRAD,SOD2,0.1389,2
pca_ridge,resnet50,READ,CLCA1,0.2372,2
pca_ridge,resnet50,READ,CCL21,0.2072,2
pca_ridge,resnet50,READ,CD177,0.1963,2
pca_ridge,resnet50,READ,PDE9A,0.1714,2
pca_ridge,resnet50,READ,MT1M,0.1708,2
pca_ridge,resnet50,READ,CA2,0.1629,2
pca_ridge,resnet50,READ,MMP28,0.155,2
pca_ridge,resnet50,READ,PLAAT3,0.1517,2
pca_ridge,resnet50,READ,UBD,0.1424,2
pca_ridge,resnet50,READ,PTGDS,0.1402,2
pca_ridge,resnet50,READ,CHI3L1,0.1382,2
pca_ridge,resnet50,READ,MMP7,0.1217,2
pca_ridge,resnet50,READ,LAMA3,0.1216,2
pca_ridge,resnet50,READ,CXCL8,0.1177,2
pca_ridge,resnet50,READ,MT1F,0.1175,2
pca_ridge,resnet50,READ,CA1,0.1149,2
pca_ridge,resnet50,READ,GUCA2A,0.108,2
pca_ridge,resnet50,READ,CXCL9,0.1032,2
pca_ridge,resnet50,READ,CLU,0.1016,2
pca_ridge,resnet50,READ,SMPDL3A,0.0986,2
pca_ridge,resnet50,READ,CEMIP,0.0905,2
pca_ridge,resnet50,READ,SLC26A2,0.0855,2
pca_ridge,resnet50,READ,SPHK1,0.0806,2
pca_ridge,resnet50,READ,ANGPTL2,0.0756,2
pca_ridge,resnet50,READ,TPSB2,0.0746,2
pca_ridge,resnet50,READ,FRZB,0.0738,2
pca_ridge,resnet50,READ,CCL14,0.0717,2
pca_ridge,resnet50,READ,PADI2,0.0708,2
pca_ridge,resnet50,READ,APOC1,0.0668,2
pca_ridge,resnet50,READ,SLC26A3,0.0657,2
pca_ridge,resnet50,READ,BTNL3,0.0653,2
pca_ridge,resnet50,READ,LOX,0.0649,2
pca_ridge,resnet50,READ,PRRG3,0.0645,2
pca_ridge,resnet50,READ,TSPAN9,0.0589,2
pca_ridge,resnet50,READ,MMP9,0.0442,2
pca_ridge,resnet50,READ,P3H3,0.0424,2
pca_ridge,resnet50,READ,SECTM1,0.0404,2
pca_ridge,resnet50,READ,IGHG4,0.0401,2
pca_ridge,resnet50,READ,MXI1,0.0391,2
pca_ridge,resnet50,READ,AC010883.3,0.0305,2
pca_ridge,resnet50,READ,SPP1,0.0301,2
pca_ridge,resnet50,READ,ADAMDEC1,0.0267,2
pca_ridge,resnet50,READ,EFEMP1,0.0117,2
pca_ridge,resnet50,READ,CXCL10,-0.0231,2
pca_ridge,resnet50,READ,EGLN3,-0.0276,2
pca_ridge,resnet50,READ,ITIH5,-0.0348,2
pca_ridge,resnet50,READ,IGHG2,-0.0364,2
pca_ridge,resnet50,READ,ITGB2,-0.039,2
pca_ridge,resnet50,READ,SGK1,-0.039,2
pca_ridge,resnet50,READ,HMOX1,-0.0778,2
pca_ridge,resnet50,SKCM,VIM,0.8192,2
pca_ridge,resnet50,SKCM,WDFY4,0.6774,2
pca_ridge,resnet50,SKCM,CD52,0.6588,2
pca_ridge,resnet50,SKCM,CRABP2,0.6435,2
pca_ridge,resnet50,SKCM,LYZ,0.6213,2
pca_ridge,resnet50,SKCM,TYRP1,0.6203,2
pca_ridge,resnet50,SKCM,POSTN,0.6172,2
pca_ridge,resnet50,SKCM,CAPNS2,0.6074,2
pca_ridge,resnet50,SKCM,LCK,0.6057,2
pca_ridge,resnet50,SKCM,BIRC3,0.603,2
pca_ridge,resnet50,SKCM,SERPINB5,0.6027,2
pca_ridge,resnet50,SKCM,KRTDAP,0.6017,2
pca_ridge,resnet50,SKCM,MAL2,0.5983,2
pca_ridge,resnet50,SKCM,DMKN,0.5967,2
pca_ridge,resnet50,SKCM,SLPI,0.5966,2
pca_ridge,resnet50,SKCM,AQP3,0.5851,2
pca_ridge,resnet50,SKCM,AHNAK2,0.5822,2
pca_ridge,resnet50,SKCM,LAMB3,0.5717,2
pca_ridge,resnet50,SKCM,RHOV,0.5642,2
pca_ridge,resnet50,SKCM,DSP,0.5565,2
pca_ridge,resnet50,SKCM,TP63,0.5537,2
pca_ridge,resnet50,SKCM,LY6D,0.5505,2
pca_ridge,resnet50,SKCM,SBSN,0.5416,2
pca_ridge,resnet50,SKCM,S100A14,0.5414,2
pca_ridge,resnet50,SKCM,DSC1,0.5284,2
pca_ridge,resnet50,SKCM,MIR205HG,0.528,2
pca_ridge,resnet50,SKCM,COL17A1,0.5267,2
pca_ridge,resnet50,SKCM,KRT17,0.5201,2
pca_ridge,resnet50,SKCM,KRT16,0.5183,2
pca_ridge,resnet50,SKCM,FGFBP1,0.5092,2
pca_ridge,resnet50,SKCM,DEFB1,0.5021,2
pca_ridge,resnet50,SKCM,SERPINB2,0.4921,2
pca_ridge,resnet50,SKCM,ITM2A,0.481,2
pca_ridge,resnet50,SKCM,GZMK,0.4693,2
pca_ridge,resnet50,SKCM,KRT5,0.4648,2
pca_ridge,resnet50,SKCM,IDO1,0.4501,2
pca_ridge,resnet50,SKCM,KRT2,0.4396,2
pca_ridge,resnet50,SKCM,ACER1,0.4336,2
pca_ridge,resnet50,SKCM,CD1B,0.3684,2
pca_ridge,resnet50,SKCM,IL1B,0.3425,2
pca_ridge,resnet50,SKCM,MMRN1,0.3212,2
pca_ridge,resnet50,SKCM,CCL19,0.3201,2
pca_ridge,resnet50,SKCM,HAPLN1,0.3142,2
pca_ridge,resnet50,SKCM,CCL22,0.2891,2
pca_ridge,resnet50,SKCM,VWF,0.2714,2
pca_ridge,resnet50,SKCM,SELE,0.164,2
pca_ridge,resnet50,SKCM,HBD,0.1376,2
pca_ridge,resnet50,SKCM,MGP,0.1183,2
pca_ridge,resnet50,SKCM,TFF3,0.0583,2
pca_ridge,resnet50,SKCM,MYH11,0.0221,2
pca_ridge,uni_v1,CCRCC,CPE,0.4774,6
pca_ridge,uni_v1,CCRCC,TMEM91,0.4163,6
pca_ridge,uni_v1,CCRCC,SLC39A14,0.3608,6
pca_ridge,uni_v1,CCRCC,CD109,0.3608,6
pca_ridge,uni_v1,CCRCC,YWHAE,0.3302,6
pca_ridge,uni_v1,CCRCC,SCARB1,0.326,6
pca_ridge,uni_v1,CCRCC,KRTCAP2,0.3187,6
pca_ridge,uni_v1,CCRCC,H3F3A,0.3186,6
pca_ridge,uni_v1,CCRCC,STK39,0.3181,6
pca_ridge,uni_v1,CCRCC,VMP1,0.318,6
pca_ridge,uni_v1,CCRCC,LRRC41,0.3137,6
pca_ridge,uni_v1,CCRCC,DERL1,0.3134,6
pca_ridge,uni_v1,CCRCC,BTF3,0.3072,6
pca_ridge,uni_v1,CCRCC,NOL3,0.3051,6
pca_ridge,uni_v1,CCRCC,SLC15A4,0.3051,6
pca_ridge,uni_v1,CCRCC,CKB,0.3021,6
pca_ridge,uni_v1,CCRCC,HNRNPK,0.2945,6
pca_ridge,uni_v1,CCRCC,LY6E,0.2919,6
pca_ridge,uni_v1,CCRCC,HMOX1,0.2832,6
pca_ridge,uni_v1,CCRCC,SEMA4B,0.2595,6
pca_ridge,uni_v1,CCRCC,CIB1,0.2565,6
pca_ridge,uni_v1,CCRCC,NOTCH3,0.2537,6
pca_ridge,uni_v1,CCRCC,PXN,0.2388,6
pca_ridge,uni_v1,CCRCC,CHST15,0.2303,6
pca_ridge,uni_v1,CCRCC,BLVRB,0.229,6
pca_ridge,uni_v1,CCRCC,PARP10,0.2272,6
pca_ridge,uni_v1,CCRCC,FLNB,0.2237,6
pca_ridge,uni_v1,CCRCC,EGFL7,0.2234,6
pca_ridge,uni_v1,CCRCC,TRBC1,0.2217,6
pca_ridge,uni_v1,CCRCC,PTGS1,0.2202,6
pca_ridge,uni_v1,CCRCC,LAPTM4B,0.2105,6
pca_ridge,uni_v1,CCRCC,AKAP8,0.2037,6
pca_ridge,uni_v1,CCRCC,HTRA1,0.2016,6
pca_ridge,uni_v1,CCRCC,NAMPT,0.1977,6
pca_ridge,uni_v1,CCRCC,S100A9,0.1877,6
pca_ridge,uni_v1,CCRCC,IFI27,0.1828,6
pca_ridge,uni_v1,CCRCC,ISG15,0.175,6
pca_ridge,uni_v1,CCRCC,NT5DC2,0.1729,6
pca_ridge,uni_v1,CCRCC,CPD,0.1725,6
pca_ridge,uni_v1,CCRCC,IFI6,0.1718,6
pca_ridge,uni_v1,CCRCC,RXRA,0.1709,6
pca_ridge,uni_v1,CCRCC,TFRC,0.1706,6
pca_ridge,uni_v1,CCRCC,TM2D3,0.1602,6
pca_ridge,uni_v1,CCRCC,IRF7,0.1533,6
pca_ridge,uni_v1,CCRCC,GADD45B,0.1399,6
pca_ridge,uni_v1,CCRCC,TP53INP1,0.1312,6
pca_ridge,uni_v1,CCRCC,DNAJB12,0.1213,6
pca_ridge,uni_v1,CCRCC,GPNMB,0.1166,6
pca_ridge,uni_v1,CCRCC,CD14,0.0677,6
pca_ridge,uni_v1,CCRCC,HSPA1A,0.0459,6
pca_ridge,uni_v1,COAD,TYMS,0.7984,2
pca_ridge,uni_v1,COAD,CEACAM6,0.6176,2
pca_ridge,uni_v1,COAD,MS4A1,0.5753,2
pca_ridge,uni_v1,COAD,CCR7,0.5513,2
pca_ridge,uni_v1,COAD,BANK1,0.5329,2
pca_ridge,uni_v1,COAD,SPIB,0.5146,2
pca_ridge,uni_v1,COAD,CXCL13,0.5036,2
pca_ridge,uni_v1,COAD,FCRL1,0.4923,2
pca_ridge,uni_v1,COAD,CCL20,0.4734,2
pca_ridge,uni_v1,COAD,DMBT1,0.4524,2
pca_ridge,uni_v1,COAD,LCN2,0.418,2
pca_ridge,uni_v1,COAD,TCL1A,0.3754,2
pca_ridge,uni_v1,COAD,COL11A1,0.3679,2
pca_ridge,uni_v1,COAD,CHI3L2,0.3342,2
pca_ridge,uni_v1,COAD,RETNLB,0.3296,2
pca_ridge,uni_v1,COAD,CXCL10,0.3217,2
pca_ridge,uni_v1,COAD,PI3,0.309,2
pca_ridge,uni_v1,COAD,ITLN1,0.2843,2
pca_ridge,uni_v1,COAD,GATA2,0.2832,2
pca_ridge,uni_v1,COAD,AQP8,0.2704,2
pca_ridge,uni_v1,COAD,CHGB,0.2649,2
pca_ridge,uni_v1,COAD,HEPACAM2,0.2599,2
pca_ridge,uni_v1,COAD,MS4A12,0.2566,2
pca_ridge,uni_v1,COAD,DUOX2,0.2466,2
pca_ridge,uni_v1,COAD,CEACAM7,0.2409,2
pca_ridge,uni_v1,COAD,INSL5,0.2378,2
pca_ridge,uni_v1,COAD,TMIGD1,0.2196,2
pca_ridge,uni_v1,COAD,CALB2,0.2119,2
pca_ridge,uni_v1,COAD,IL1B,0.2116,2
pca_ridge,uni_v1,COAD,GCG,0.2044,2
pca_ridge,uni_v1,COAD,SLC26A3,0.1886,2
pca_ridge,uni_v1,COAD,NXPE4,0.188,2
pca_ridge,uni_v1,COAD,UGT2B17,0.1714,2
pca_ridge,uni_v1,COAD,SCGN,0.1697,2
pca_ridge,uni_v1,COAD,PRPH,0.1681,2
pca_ridge,uni_v1,COAD,CLCA4,0.1656,2
pca_ridge,uni_v1,COAD,GUCA2B,0.1599,2
pca_ridge,uni_v1,COAD,AREG,0.1585,2
pca_ridge,uni_v1,COAD,CTSE,0.1555,2
pca_ridge,uni_v1,COAD,CHGA,0.1553,2
pca_ridge,uni_v1,COAD,OTOP2,0.1461,2
pca_ridge,uni_v1,COAD,CA1,0.1136,2
pca_ridge,uni_v1,COAD,CLCA1,0.1041,2
pca_ridge,uni_v1,COAD,CD177,0.103,2
pca_ridge,uni_v1,COAD,OLFM4,0.0872,2
pca_ridge,uni_v1,COAD,GUCA2A,0.0449,2
pca_ridge,uni_v1,COAD,SCG2,0.0108,2
pca_ridge,uni_v1,COAD,CA4,-0.0328,2
pca_ridge,uni_v1,COAD,MMP1,-0.0698,2
pca_ridge,uni_v1,COAD,MMP3,-0.2651,2
pca_ridge,uni_v1,HCC,TAGLN,0.2764,2
pca_ridge,uni_v1,HCC,MYL9,0.2028,2
pca_ridge,uni_v1,HCC,AEBP1,0.2004,2
pca_ridge,uni_v1,HCC,MGP,0.196,2
pca_ridge,uni_v1,HCC,SPARCL1,0.1813,2
pca_ridge,uni_v1,HCC,ELN,0.1747,2
pca_ridge,uni_v1,HCC,IGKC,0.1708,2
pca_ridge,uni_v1,HCC,MFAP4,0.1544,2
pca_ridge,uni_v1,HCC,PRELP,0.1497,2
pca_ridge,uni_v1,HCC,ACTA2,0.1481,2
pca_ridge,uni_v1,HCC,FBLN2,0.1445,2
pca_ridge,uni_v1,HCC,JAG1,0.1329,2
pca_ridge,uni_v1,HCC,TPM2,0.1323,2
pca_ridge,uni_v1,HCC,LRRC75A,0.1255,2
pca_ridge,uni_v1,HCC,LTBP2,0.1191,2
pca_ridge,uni_v1,HCC,PHKG1,0.1169,2
pca_ridge,uni_v1,HCC,IGLC2,0.1163,2
pca_ridge,uni_v1,HCC,RBP7,0.1089,2
pca_ridge,uni_v1,HCC,TRBC2,0.1076,2
pca_ridge,uni_v1,HCC,PPP1R14A,0.1057,2
pca_ridge,uni_v1,HCC,MUSTN1,0.1016,2
pca_ridge,uni_v1,HCC,S100A4,0.0948,2
pca_ridge,uni_v1,HCC,GJA4,0.0942,2
pca_ridge,uni_v1,HCC,TCEAL9,0.0933,2
pca_ridge,uni_v1,HCC,NDUFA4L2,0.0898,2
pca_ridge,uni_v1,HCC,CAVIN3,0.0892,2
pca_ridge,uni_v1,HCC,AC092069.1,0.0865,2
pca_ridge,uni_v1,HCC,MCAM,0.0698,2
pca_ridge,uni_v1,HCC,IGHG1,0.063,2
