head,encoder,task,gene,pearson_mean,n_splits
pca_ridge,gigapath,COAD,ITLN1,0.3395,2
pca_ridge,gigapath,COAD,TMIGD1,0.3361,2
pca_ridge,gigapath,COAD,GUCA2B,0.3262,2
pca_ridge,gigapath,COAD,MS4A12,0.3255,2
pca_ridge,gigapath,COAD,NXPE4,0.3112,2
pca_ridge,gigapath,COAD,HEPACAM2,0.3087,2
pca_ridge,gigapath,COAD,AREG,0.2989,2
pca_ridge,gigapath,COAD,IL1B,0.2969,2
pca_ridge,gigapath,COAD,PI3,0.2823,2
pca_ridge,gigapath,COAD,DUOX2,0.2798,2
pca_ridge,gigapath,COAD,UGT2B17,0.2751,2
pca_ridge,gigapath,COAD,INSL5,0.2697,2
pca_ridge,gigapath,COAD,AQP8,0.2659,2
pca_ridge,gigapath,COAD,SLC26A3,0.2268,2
pca_ridge,gigapath,COAD,CLCA4,0.2171,2
pca_ridge,gigapath,COAD,SCGN,0.2106,2
pca_ridge,gigapath,COAD,CEACAM7,0.2023,2
pca_ridge,gigapath,COAD,OTOP2,0.1984,2
pca_ridge,gigapath,COAD,GCG,0.1941,2
pca_ridge,gigapath,COAD,OLFM4,0.1829,2
pca_ridge,gigapath,COAD,CALB2,0.18,2
pca_ridge,gigapath,COAD,CHGA,0.152,2
pca_ridge,gigapath,COAD,CTSE,0.1467,2
pca_ridge,gigapath,COAD,MMP1,0.131,2
pca_ridge,gigapath,COAD,PRPH,0.123,2
pca_ridge,gigapath,COAD,CD177,0.1178,2
pca_ridge,gigapath,COAD,CLCA1,0.0677,2
pca_ridge,gigapath,COAD,CA1,0.0625,2
pca_ridge,gigapath,COAD,SCG2,0.0399,2
pca_ridge,gigapath,COAD,GUCA2A,-0.0152,2
pca_ridge,gigapath,COAD,CA4,-0.0171,2
pca_ridge,gigapath,COAD,MMP3,-0.2631,2
pca_ridge,gigapath,HCC,MYL9,0.2176,2
pca_ridge,gigapath,HCC,AEBP1,0.217,2
pca_ridge,gigapath,HCC,ETNPPL,0.1981,2
pca_ridge,gigapath,HCC,PRELP,0.186,2
pca_ridge,gigapath,HCC,SPARCL1,0.1852,2
pca_ridge,gigapath,HCC,TAGLN,0.1738,2
pca_ridge,gigapath,HCC,LRRC75A,0.1672,2
pca_ridge,gigapath,HCC,TSPAN13,0.1376,2
pca_ridge,gigapath,HCC,ELN,0.1346,2
pca_ridge,gigapath,HCC,FBLN2,0.1346,2
pca_ridge,gigapath,HCC,LTBP2,0.1273,2
pca_ridge,gigapath,HCC,MGP,0.1246,2
pca_ridge,gigapath,HCC,PPP1R14A,0.1202,2
pca_ridge,gigapath,HCC,IGKC,0.1192,2
pca_ridge,gigapath,HCC,ACTA2,0.1163,2
pca_ridge,gigapath,HCC,JAG1,0.106,2
pca_ridge,gigapath,HCC,TPM2,0.105,2
pca_ridge,gigapath,HCC,GJA4,0.1041,2
pca_ridge,gigapath,HCC,S100A4,0.0966,2
pca_ridge,gigapath,HCC,MFAP4,0.0916,2
pca_ridge,gigapath,HCC,IGLC2,0.0913,2
pca_ridge,gigapath,HCC,FBLN5,0.0859,2
pca_ridge,gigapath,HCC,AC092069.1,0.0842,2
pca_ridge,gigapath,HCC,C11orf96,0.0778,2
pca_ridge,gigapath,HCC,PHKG1,0.0769,2
pca_ridge,gigapath,HCC,CCL21,0.075,2
pca_ridge,gigapath,HCC,CAVIN3,0.0662,2
pca_ridge,gigapath,HCC,IGFBP5,0.0432,2
pca_ridge,gigapath,HCC,MCAM,0.0401,2
pca_ridge,gigapath,HCC,NDUFA4L2,0.0351,2
pca_ridge,gigapath,HCC,TRBC2,0.0347,2
pca_ridge,gigapath,HCC,CXCL10,0.0325,2
pca_ridge,gigapath,HCC,HAMP,0.0323,2
pca_ridge,gigapath,HCC,CXCL9,0.0295,2
pca_ridge,gigapath,HCC,RND1,0.0284,2
pca_ridge,gigapath,HCC,IGLC1,0.0244,2
pca_ridge,gigapath,HCC,IGHG1,0.0227,2
pca_ridge,gigapath,HCC,RBP7,0.0126,2
pca_ridge,gigapath,HCC,IGHA1,0.0097,2
pca_ridge,gigapath,HCC,PTGDS,0.0086,2
pca_ridge,gigapath,HCC,ASPM,0.0034,2
pca_ridge,gigapath,HCC,IGHM,0.0027,2
pca_ridge,gigapath,HCC,CCN1,-0.0015,2
pca_ridge,gigapath,HCC,MUSTN1,-0.0019,2
pca_ridge,gigapath,HCC,HBB,-0.0025,2
pca_ridge,gigapath,HCC,CYP2E1,-0.0036,2
pca_ridge,gigapath,HCC,BEST1,-0.0099,2
pca_ridge,gigapath,HCC,PDE9A,-0.0488,2
pca_ridge,gigapath,HCC,TCEAL9,-0.0662,2
pca_ridge,gigapath,HCC,PDZK1IP1,-0.105,2
pca_ridge,gigapath,IDC,TACSTD2,0.8799,4
pca_ridge,gigapath,IDC,GATA3,0.8376,4
pca_ridge,gigapath,IDC,FASN,0.8283,4
pca_ridge,gigapath,IDC,ERBB2,0.7931,4
pca_ridge,gigapath,IDC,PTPRC,0.793,4
pca_ridge,gigapath,IDC,SCD,0.7681,4
pca_ridge,gigapath,IDC,TOP2A,0.7678,4
pca_ridge,gigapath,IDC,DST,0.7487,4
pca_ridge,gigapath,IDC,SERHL2,0.7285,4
pca_ridge,gigapath,IDC,CD3E,0.728,4
pca_ridge,gigapath,IDC,IL2RG,0.7163,4
pca_ridge,gigapath,IDC,ABCC11,0.7121,4
pca_ridge,gigapath,IDC,KLF5,0.7116,4
pca_ridge,gigapath,IDC,IL7R,0.6984,4
pca_ridge,gigapath,IDC,CYTIP,0.6983,4
pca_ridge,gigapath,IDC,MYLK,0.6834,4
pca_ridge,gigapath,IDC,SLAMF7,0.6678,4
pca_ridge,gigapath,IDC,ESR1,0.6532,4
pca_ridge,gigapath,IDC,AQP1,0.6165,4
pca_ridge,gigapath,IDC,CCR7,0.6092,4
pca_ridge,gigapath,IDC,MYH11,0.5979,4
pca_ridge,gigapath,IDC,SERPINA3,0.5882,4
pca_ridge,gigapath,IDC,PTN,0.5755,4
pca_ridge,gigapath,IDC,VWF,0.5713,4
pca_ridge,gigapath,IDC,CLIC6,0.5703,4
pca_ridge,gigapath,IDC,OXTR,0.5565,4
pca_ridge,gigapath,IDC,KRT5,0.5538,4
pca_ridge,gigapath,IDC,KRT14,0.551,4
pca_ridge,gigapath,IDC,TRAC,0.5498,4
pca_ridge,gigapath,IDC,MS4A1,0.5463,4
pca_ridge,gigapath,IDC,TENT5C,0.5191,4
pca_ridge,gigapath,IDC,CEACAM6,0.5151,4
pca_ridge,gigapath,IDC,ADIPOQ,0.5067,4
pca_ridge,gigapath,IDC,KRT6B,0.4892,4
pca_ridge,gigapath,IDC,PTGDS,0.4725,4
pca_ridge,gigapath,IDC,SFRP1,0.4594,4
pca_ridge,gigapath,IDC,PIGR,0.4436,4
pca_ridge,gigapath,IDC,ANKRD30A,0.4344,4
pca_ridge,gigapath,IDC,SCGB2A1,0.3799,4
pca_ridge,gigapath,IDC,KIT,0.3777,4
pca_ridge,gigapath,IDC,TCL1A,0.3768,4
pca_ridge,gigapath,IDC,AQP3,0.3644,4
pca_ridge,gigapath,IDC,ADH1B,0.3276,4
pca_ridge,gigapath,IDC,MYBPC1,0.3026,4
pca_ridge,gigapath,IDC,MMP1,0.2818,4
pca_ridge,gigapath,IDC,CEACAM8,0.2703,4
pca_ridge,gigapath,IDC,OPRPN,0.2107,4
pca_ridge,gigapath,IDC,MMP12,0.2093,4
pca_ridge,gigapath,IDC,TPSAB1,0.1843,4
pca_ridge,gigapath,IDC,MUC6,0.1484,4
pca_ridge,gigapath,LUNG,PTPRC,0.867,2
pca_ridge,gigapath,LUNG,CAPN8,0.8299,2
pca_ridge,gigapath,LUNG,COL5A2,0.8239,2
pca_ridge,gigapath,LUNG,GPRC5A,0.8164,2
pca_ridge,gigapath,LUNG,PECAM1,0.801,2
pca_ridge,gigapath,LUNG,CD2,0.7871,2
pca_ridge,gigapath,LUNG,CTSK,0.7847,2
pca_ridge,gigapath,LUNG,CXCR4,0.7774,2
pca_ridge,gigapath,LUNG,MET,0.7766,2
pca_ridge,gigapath,LUNG,MALL,0.7704,2
pca_ridge,gigapath,LUNG,CD163,0.7586,2
pca_ridge,gigapath,LUNG,CDK1,0.7402,2
pca_ridge,gigapath,LUNG,PLA2G7,0.7185,2
pca_ridge,gigapath,LUNG,ACE2,0.7173,2
pca_ridge,gigapath,LUNG,TOP2A,0.6998,2
pca_ridge,gigapath,LUNG,ALDH1A3,0.6724,2
pca_ridge,gigapath,LUNG,CCR7,0.6636,2
pca_ridge,gigapath,LUNG,MKI67,0.6472,2
pca_ridge,gigapath,LUNG,UBE2C,0.6455,2
pca_ridge,gigapath,LUNG,CD79A,0.6293,2
pca_ridge,gigapath,LUNG,MZB1,0.6271,2
pca_ridge,gigapath,LUNG,SNTN,0.5837,2
pca_ridge,gigapath,LUNG,CXCL9,0.5593,2
pca_ridge,gigapath,LUNG,MEDAG,0.5524,2
pca_ridge,gigapath,LUNG,LIF,0.5341,2
pca_ridge,gigapath,LUNG,SRPX,0.5262,2
pca_ridge,gigapath,LUNG,CNN1,0.5058,2
pca_ridge,gigapath,LUNG,CCL19,0.493,2
pca_ridge,gigapath,LUNG,SPIB,0.4919,2
pca_ridge,gigapath,LUNG,MS4A1,0.4875,2
pca_ridge,gigapath,LUNG,INMT,0.4672,2
pca_ridge,gigapath,LUNG,CXCL10,0.4518,2
pca_ridge,gigapath,LUNG,MARCO,0.4462,2
pca_ridge,gigapath,LUNG,CD19,0.4385,2
pca_ridge,gigapath,LUNG,FGFBP1,0.4288,2
pca_ridge,gigapath,LUNG,OGN,0.4202,2
pca_ridge,gigapath,LUNG,MCEMP1,0.4202,2
pca_ridge,gigapath,LUNG,FCER1A,0.4044,2
pca_ridge,gigapath,LUNG,PCSK2,0.4032,2
pca_ridge,gigapath,LUNG,BBOX1,0.3826,2
pca_ridge,gigapath,LUNG,CYP2A7,0.3605,2
pca_ridge,gigapath,LUNG,DNAAF1,0.3578,2
pca_ridge,gigapath,LUNG,DMBT1,0.3195,2
pca_ridge,gigapath,LUNG,TCL1A,0.3108,2
pca_ridge,gigapath,LUNG,SOX2,0.2818,2
pca_ridge,gigapath,LUNG,CD1A,0.28,2
pca_ridge,gigapath,LUNG,CD274,0.2207,2
pca_ridge,gigapath,LUNG,CTSG,0.2148,2
pca_ridge,gigapath,LUNG,SERPINB2,0.1584,2
pca_ridge,gigapath,LUNG,SNCG,-0.0033,2
pca_ridge,gigapath,LYMPH_IDC,FABP4,0.4192,4
pca_ridge,gigapath,LYMPH_IDC,CYP4Z1,0.4058,4
pca_ridge,gigapath,LYMPH_IDC,PTRH2,0.4035,4
pca_ridge,gigapath,LYMPH_IDC,RSF1,0.3982,4
pca_ridge,gigapath,LYMPH_IDC,PDZK1IP1,0.3945,4
pca_ridge,gigapath,LYMPH_IDC,AAMDC,0.3719,4
pca_ridge,gigapath,LYMPH_IDC,QSOX1,0.3573,4
pca_ridge,gigapath,LYMPH_IDC,SHANK2,0.3516,4
pca_ridge,gigapath,LYMPH_IDC,ANO8,0.3464,4
pca_ridge,gigapath,LYMPH_IDC,AKR1E2,0.3413,4
pca_ridge,gigapath,LYMPH_IDC,CD22,0.3333,4
pca_ridge,gigapath,LYMPH_IDC,GTPBP3,0.3282,4
pca_ridge,gigapath,LYMPH_IDC,NARS2,0.322,4
pca_ridge,gigapath,LYMPH_IDC,EPHB3,0.3137,4
pca_ridge,gigapath,LYMPH_IDC,POLD3,0.3136,4
pca_ridge,gigapath,LYMPH_IDC,CROT,0.3095,4
pca_ridge,gigapath,LYMPH_IDC,ANKS1B,0.3082,4
pca_ridge,gigapath,LYMPH_IDC,TCF7,0.3029,4
pca_ridge,gigapath,LYMPH_IDC,PATZ1,0.3013,4
pca_ridge,gigapath,LYMPH_IDC,CCNO,0.2928,4
pca_ridge,gigapath,LYMPH_IDC,HAUS8,0.2855,4
pca_ridge,gigapath,LYMPH_IDC,CD72,0.2813,4
pca_ridge,gigapath,LYMPH_IDC,SCRN1,0.2747,4
pca_ridge,gigapath,LYMPH_IDC,PARD6B,0.2744,4
pca_ridge,gigapath,LYMPH_IDC,IGHV3-11,0.2738,4
pca_ridge,gigapath,LYMPH_IDC,RAB38,0.2684,4
pca_ridge,gigapath,LYMPH_IDC,ZMAT5,0.2655,4
pca_ridge,gigapath,LYMPH_IDC,SERPINI1,0.264,4
pca_ridge,gigapath,LYMPH_IDC,MAPK8IP2,0.2502,4
pca_ridge,gigapath,LYMPH_IDC,MX1,0.2465,4
pca_ridge,gigapath,LYMPH_IDC,CXCL10,0.2293,4
pca_ridge,gigapath,LYMPH_IDC,SPP1,0.2192,4
pca_ridge,gigapath,LYMPH_IDC,IFI44L,0.2063,4
pca_ridge,gigapath,LYMPH_IDC,DAPK1,0.1999,4
pca_ridge,gigapath,LYMPH_IDC,CLNS1A,0.1974,4
pca_ridge,gigapath,LYMPH_IDC,NUDT1,0.196,4
pca_ridge,gigapath,LYMPH_IDC,AREG,0.186,4
pca_ridge,gigapath,LYMPH_IDC,MYH11,0.1818,4
pca_ridge,gigapath,LYMPH_IDC,CXCL11,0.1731,4
pca_ridge,gigapath,LYMPH_IDC,MX2,0.1422,4
pca_ridge,gigapath,LYMPH_IDC,IFIT2,0.1335,4
pca_ridge,gigapath,LYMPH_IDC,SNCG,0.1247,4
pca_ridge,gigapath,LYMPH_IDC,IGLV9-49,0.1221,4
pca_ridge,gigapath,LYMPH_IDC,TMEM64,0.1176,4
pca_ridge,gigapath,LYMPH_IDC,OASL,0.1109,4
pca_ridge,gigapath,LYMPH_IDC,HAAO,0.0997,4
pca_ridge,gigapath,LYMPH_IDC,RSAD2,0.0918,4
pca_ridge,gigapath,LYMPH_IDC,CCL28,0.0853,4
pca_ridge,gigapath,LYMPH_IDC,IGHV6-1,0.0471,4
pca_ridge,gigapath,LYMPH_IDC,CSTA,0.036,4
pca_ridge,gigapath,PAAD,EPCAM,0.862,3
pca_ridge,gigapath,PAAD,CD3E,0.7065,3
pca_ridge,gigapath,PAAD,CD2,0.6904,3
pca_ridge,gigapath,PAAD,CD8A,0.6846,3
pca_ridge,gigapath,PAAD,IL7R,0.6782,3
pca_ridge,gigapath,PAAD,CCL5,0.648,3
pca_ridge,gigapath,PAAD,PTPRC,0.6323,3
pca_ridge,gigapath,PAAD,CXCL6,0.6272,3
pca_ridge,gigapath,PAAD,GZMK,0.6224,3
pca_ridge,gigapath,PAAD,CXCL2,0.5928,3
pca_ridge,gigapath,PAAD,IRF8,0.5897,3
pca_ridge,gigapath,PAAD,CXCR4,0.584,3
pca_ridge,gigapath,PAAD,AIF1,0.5739,3
pca_ridge,gigapath,PAAD,MS4A1,0.5691,3
pca_ridge,gigapath,PAAD,ANPEP,0.561,3
pca_ridge,gigapath,PAAD,LIF,0.5505,3
pca_ridge,gigapath,PAAD,CD79A,0.5485,3
pca_ridge,gigapath,PAAD,ACE2,0.5327,3
pca_ridge,gigapath,PAAD,GZMA,0.5205,3
pca_ridge,gigapath,PAAD,GPR183,0.4975,3
pca_ridge,gigapath,PAAD,MKI67,0.4973,3
pca_ridge,gigapath,PAAD,PLA2G7,0.4837,3
pca_ridge,gigapath,PAAD,CD27,0.4835,3
pca_ridge,gigapath,PAAD,BANK1,0.4826,3
pca_ridge,gigapath,PAAD,SELL,0.4786,3
pca_ridge,gigapath,PAAD,FCGR3A,0.4758,3
pca_ridge,gigapath,PAAD,UBE2C,0.4676,3
pca_ridge,gigapath,PAAD,CD14,0.4629,3
pca_ridge,gigapath,PAAD,DERL3,0.4516,3
pca_ridge,gigapath,PAAD,VSIG4,0.4483,3
pca_ridge,gigapath,PAAD,CPA3,0.446,3
pca_ridge,gigapath,PAAD,CDK1,0.4244,3
pca_ridge,gigapath,PAAD,TNFRSF17,0.4202,3
pca_ridge,gigapath,PAAD,KLRC1,0.4195,3
pca_ridge,gigapath,PAAD,CCR7,0.408,3
pca_ridge,gigapath,PAAD,CCL19,0.3879,3
pca_ridge,gigapath,PAAD,CD19,0.3773,3
pca_ridge,gigapath,PAAD,CD1C,0.368,3
pca_ridge,gigapath,PAAD,ACTA2,0.3641,3
pca_ridge,gigapath,PAAD,FOXP3,0.35,3
pca_ridge,gigapath,PAAD,DMBT1,0.339,3
pca_ridge,gigapath,PAAD,ESR1,0.3389,3
pca_ridge,gigapath,PAAD,TCL1A,0.3297,3
pca_ridge,gigapath,PAAD,HPGDS,0.3144,3
pca_ridge,gigapath,PAAD,CXCL9,0.2963,3
pca_ridge,gigapath,PAAD,LILRA4,0.286,3
pca_ridge,gigapath,PAAD,CD1A,0.2624,3
pca_ridge,gigapath,PAAD,CXCL10,0.2052,3
pca_ridge,gigapath,PAAD,MARCO,0.1999,3
pca_ridge,gigapath,PAAD,PDCD1,0.1915,3
pca_ridge,gigapath,PRAD,SEC11C,0.606,2
pca_ridge,gigapath,PRAD,XBP1,0.5513,2
pca_ridge,gigapath,PRAD,AMD1,0.5436,2
pca_ridge,gigapath,PRAD,MPC2,0.5102,2
pca_ridge,gigapath,PRAD,SNHG8,0.4903,2
pca_ridge,gigapath,PRAD,PDIA4,0.4677,2
pca_ridge,gigapath,PRAD,COX5A,0.4623,2
pca_ridge,gigapath,PRAD,GLO1,0.4572,2
pca_ridge,gigapath,PRAD,SPON2,0.4488,2
pca_ridge,gigapath,PRAD,PERP,0.4448,2
pca_ridge,gigapath,PRAD,PCBD1,0.4194,2
pca_ridge,gigapath,PRAD,MT1X,0.4173,2
pca_ridge,gigapath,PRAD,MT1E,0.408,2
pca_ridge,gigapath,PRAD,COX17,0.4074,2
pca_ridge,gigapath,PRAD,MAOA,0.3992,2
pca_ridge,gigapath,PRAD,C1orf43,0.3959,2
pca_ridge,gigapath,PRAD,REXO2,0.3945,2
pca_ridge,gigapath,PRAD,NUDT4,0.3911,2
pca_ridge,gigapath,PRAD,TXNL4A,0.3817,2
pca_ridge,gigapath,PRAD,RPN1,0.3802,2
pca_ridge,gigapath,PRAD,ZFAS1,0.3796,2
pca_ridge,gigapath,PRAD,RPL37A,0.3768,2
pca_ridge,gigapath,PRAD,GNG5,0.3723,2
pca_ridge,gigapath,PRAD,HSPD1,0.3645,2
pca_ridge,gigapath,PRAD,TMCO1,0.3642,2
pca_ridge,gigapath,PRAD,COX7B,0.3634,2
pca_ridge,gigapath,PRAD,SGK1,0.3566,2
pca_ridge,gigapath,PRAD,CCDC47,0.3536,2
pca_ridge,gigapath,PRAD,SVIP,0.3516,2
pca_ridge,gigapath,PRAD,CAT,0.3488,2
pca_ridge,gigapath,PRAD,IMPDH2,0.3481,2
pca_ridge,gigapath,PRAD,RPS29,0.3438,2
pca_ridge,gigapath,PRAD,SELENOT,0.3436,2
pca_ridge,gigapath,PRAD,EIF3H,0.3331,2
pca_ridge,gigapath,PRAD,SNRPE,0.3311,2
pca_ridge,gigapath,PRAD,DNAJC3,0.3261,2
pca_ridge,gigapath,PRAD,SLIRP,0.3162,2
pca_ridge,gigapath,PRAD,C8orf59,0.3132,2
pca_ridge,gigapath,PRAD,SPCS3,0.3131,2
pca_ridge,gigapath,PRAD,SNHG9,0.3125,2
pca_ridge,gigapath,PRAD,MIF,0.2946,2
pca_ridge,gigapath,PRAD,TOB1,0.2886,2
pca_ridge,gigapath,PRAD,SRRM1,0.2861,2
pca_ridge,gigapath,PRAD,HLA-DRA,0.2839,2
pca_ridge,gigapath,PRAD,MRPL33,0.2696,2
pca_ridge,gigapath,PRAD,EIF3E,0.2645,2
pca_ridge,gigapath,PRAD,C6orf48,0.2599,2
pca_ridge,gigapath,PRAD,NUCB2,0.2231,2
pca_ridge,gigapath,PRAD,RSL24D1,0.222,2
pca_ridge,gigapath,PRAD,SOD2,0.2121,2
pca_ridge,gigapath,READ,CA2,0.5471,2
pca_ridge,gigapath,READ,MMP28,0.4718,2
pca_ridge,gigapath,READ,CD177,0.4524,2
pca_ridge,gigapath,READ,GUCA2A,0.4331,2
pca_ridge,gigapath,READ,MT1M,0.423,2
pca_ridge,gigapath,READ,CA1,0.4061,2
pca_ridge,gigapath,READ,PADI2,0.406,2
pca_ridge,gigapath,READ,SLC26A3,0.3368,2
pca_ridge,gigapath,READ,BTNL3,0.3353,2
pca_ridge,gigapath,READ,CLCA1,0.3268,2
pca_ridge,gigapath,READ,SMPDL3A,0.3051,2
pca_ridge,gigapath,READ,MT1F,0.3003,2
pca_ridge,gigapath,READ,APOC1,0.269,2
pca_ridge,gigapath,READ,EGLN3,0.2599,2
pca_ridge,gigapath,READ,SECTM1,0.2573,2
pca_ridge,gigapath,READ,SLC26A2,0.2251,2
pca_ridge,gigapath,READ,LOX,0.195,2
pca_ridge,gigapath,READ,MMP7,0.1946,2
pca_ridge,gigapath,READ,P3H3,0.1855,2
pca_ridge,gigapath,READ,MXI1,0.1854,2
pca_ridge,gigapath,READ,PDE9A,0.1854,2
pca_ridge,gigapath,READ,SPHK1,0.1814,2
pca_ridge,gigapath,READ,CLU,0.1715,2
pca_ridge,gigapath,READ,PLAAT3,0.1714,2
pca_ridge,gigapath,READ,PTGDS,0.1693,2
pca_ridge,gigapath,READ,UBD,0.1666,2
pca_ridge,gigapath,READ,ANGPTL2,0.163,2
pca_ridge,gigapath,READ,ITGB2,0.1595,2
pca_ridge,gigapath,READ,EFEMP1,0.1494,2
pca_ridge,gigapath,READ,LAMA3,0.1382,2
pca_ridge,gigapath,READ,IGHG4,0.1363,2
pca_ridge,gigapath,READ,FRZB,0.1333,2
pca_ridge,gigapath,READ,CXCL9,0.1327,2
pca_ridge,gigapath,READ,CCL14,0.1322,2
pca_ridge,gigapath,READ,CHI3L1,0.13,2
pca_ridge,gigapath,READ,ITIH5,0.128,2
pca_ridge,gigapath,READ,CXCL8,0.1273,2
pca_ridge,gigapath,READ,ADAMDEC1,0.1241,2
pca_ridge,gigapath,READ,CEMIP,0.1021,2
pca_ridge,gigapath,READ,CCL21,0.101,2
pca_ridge,gigapath,READ,CXCL10,0.0878,2
pca_ridge,gigapath,READ,SPP1,0.081,2
pca_ridge,gigapath,READ,MMP9,0.0631,2
pca_ridge,gigapath,READ,HMOX1,0.0586,2
pca_ridge,gigapath,READ,IGHG2,0.0447,2
pca_ridge,gigapath,READ,AC010883.3,0.0339,2
pca_ridge,gigapath,READ,PRRG3,0.0267,2
pca_ridge,gigapath,READ,SGK1,0.0119,2
pca_ridge,gigapath,READ,TPSB2,0.0041,2
pca_ridge,gigapath,READ,TSPAN9,-0.0254,2
pca_ridge,gigapath,SKCM,VIM,0.7932,2
pca_ridge,gigapath,SKCM,KRTDAP,0.7459,2
pca_ridge,gigapath,SKCM,CD52,0.7446,2
pca_ridge,gigapath,SKCM,SBSN,0.7389,2
pca_ridge,gigapath,SKCM,MAL2,0.7379,2
pca_ridge,gigapath,SKCM,AQP3,0.7339,2
pca_ridge,gigapath,SKCM,SLPI,0.7272,2
pca_ridge,gigapath,SKCM,WDFY4,0.719,2
pca_ridge,gigapath,SKCM,LYZ,0.7158,2
pca_ridge,gigapath,SKCM,RHOV,0.7025,2
pca_ridge,gigapath,SKCM,SERPINB2,0.7009,2
pca_ridge,gigapath,SKCM,SERPINB5,0.6933,2
pca_ridge,gigapath,SKCM,S100A14,0.6819,2
pca_ridge,gigapath,SKCM,LY6D,0.6671,2
pca_ridge,gigapath,SKCM,LCK,0.6593,2
pca_ridge,gigapath,SKCM,DMKN,0.6581,2
pca_ridge,gigapath,SKCM,BIRC3,0.6547,2
pca_ridge,gigapath,SKCM,DSC1,0.6532,2
pca_ridge,gigapath,SKCM,DEFB1,0.6515,2
pca_ridge,gigapath,SKCM,FGFBP1,0.6504,2
pca_ridge,gigapath,SKCM,CRABP2,0.6466,2
pca_ridge,gigapath,SKCM,KRT16,0.6451,2
pca_ridge,gigapath,SKCM,CAPNS2,0.6355,2
pca_ridge,gigapath,SKCM,ITM2A,0.6335,2
pca_ridge,gigapath,SKCM,MIR205HG,0.6243,2
pca_ridge,gigapath,SKCM,TP63,0.6231,2
pca_ridge,gigapath,SKCM,KRT17,0.6227,2
pca_ridge,gigapath,SKCM,DSP,0.6095,2
pca_ridge,gigapath,SKCM,ACER1,0.6058,2
pca_ridge,gigapath,SKCM,TYRP1,0.6016,2
pca_ridge,gigapath,SKCM,GZMK,0.5981,2
pca_ridge,gigapath,SKCM,POSTN,0.5927,2
pca_ridge,gigapath,SKCM,COL17A1,0.5766,2
pca_ridge,gigapath,SKCM,LAMB3,0.5764,2
pca_ridge,gigapath,SKCM,KRT5,0.5617,2
pca_ridge,gigapath,SKCM,AHNAK2,0.5566,2
pca_ridge,gigapath,SKCM,VWF,0.5427,2
pca_ridge,gigapath,SKCM,KRT2,0.5362,2
pca_ridge,gigapath,SKCM,MMRN1,0.4872,2
pca_ridge,gigapath,SKCM,IDO1,0.4797,2
pca_ridge,gigapath,SKCM,CCL19,0.3972,2
pca_ridge,gigapath,SKCM,MGP,0.3589,2
pca_ridge,gigapath,SKCM,IL1B,0.3391,2
pca_ridge,gigapath,SKCM,CD1B,0.2779,2
pca_ridge,gigapath,SKCM,TFF3,0.244,2
pca_ridge,gigapath,SKCM,CCL22,0.2164,2
pca_ridge,gigapath,SKCM,MYH11,0.2043,2
pca_ridge,gigapath,SKCM,HBD,0.1406,2
pca_ridge,gigapath,SKCM,HAPLN1,0.0909,2
pca_ridge,gigapath,SKCM,SELE,0.0462,2
pca_ridge,hoptimus0,CCRCC,TMEM91,0.4564,6
pca_ridge,hoptimus0,CCRCC,CPE,0.4446,6
pca_ridge,hoptimus0,CCRCC,CD109,0.417,6
pca_ridge,hoptimus0,CCRCC,SCARB1,0.3865,6
pca_ridge,hoptimus0,CCRCC,SLC39A14,0.3731,6
pca_ridge,hoptimus0,CCRCC,VMP1,0.3635,6
pca_ridge,hoptimus0,CCRCC,YWHAE,0.3628,6
pca_ridge,hoptimus0,CCRCC,BTF3,0.3478,6
pca_ridge,hoptimus0,CCRCC,H3F3A,0.3364,6
pca_ridge,hoptimus0,CCRCC,KRTCAP2,0.336,6
pca_ridge,hoptimus0,CCRCC,HNRNPK,0.3349,6
pca_ridge,hoptimus0,CCRCC,SLC15A4,0.3346,6
pca_ridge,hoptimus0,CCRCC,CKB,0.3338,6
pca_ridge,hoptimus0,CCRCC,STK39,0.3338,6
pca_ridge,hoptimus0,CCRCC,SEMA4B,0.3332,6
pca_ridge,hoptimus0,CCRCC,NOL3,0.3274,6
pca_ridge,hoptimus0,CCRCC,CIB1,0.3186,6
pca_ridge,hoptimus0,CCRCC,HMOX1,0.3146,6
pca_ridge,hoptimus0,CCRCC,DERL1,0.3086,6
pca_ridge,hoptimus0,CCRCC,LRRC41,0.307,6
pca_ridge,hoptimus0,CCRCC,LY6E,0.3041,6
pca_ridge,hoptimus0,CCRCC,PXN,0.2869,6
pca_ridge,hoptimus0,CCRCC,FLNB,0.2823,6
pca_ridge,hoptimus0,CCRCC,BLVRB,0.2822,6
pca_ridge,hoptimus0,CCRCC,NAMPT,0.2556,6
pca_ridge,hoptimus0,CCRCC,NOTCH3,0.249,6
pca_ridge,hoptimus0,CCRCC,CHST15,0.2406,6
pca_ridge,hoptimus0,CCRCC,GADD45B,0.2389,6
pca_ridge,hoptimus0,CCRCC,EGFL7,0.2385,6
pca_ridge,hoptimus0,CCRCC,NT5DC2,0.2358,6
pca_ridge,hoptimus0,CCRCC,AKAP8,0.2331,6
pca_ridge,hoptimus0,CCRCC,PARP10,0.2321,6
pca_ridge,hoptimus0,CCRCC,LAPTM4B,0.2311,6
pca_ridge,hoptimus0,CCRCC,TRBC1,0.228,6
pca_ridge,hoptimus0,CCRCC,TFRC,0.2228,6
pca_ridge,hoptimus0,CCRCC,RXRA,0.2163,6
