encoder,task,fold,max_abs_intercept_minus_ycentered,max_abs_intercept_minus_nointercept,max_abs_shift_minus_ybar,max_abs_intercept_minus_ycentered_exact,max_abs_intercept_minus_nointercept_exact,max_abs_shift_minus_ybar_exact
phikon,CCRCC,0,0.007017016410827637,1.2139976024627686,0.015052437782287598,1.9073486328125e-06,1.2026616334915161,6.079673767089844e-05
phikon,CCRCC,1,0.0044675469398498535,1.1454440355300903,0.011428117752075195,1.9073486328125e-06,1.134062647819519,4.673004150390625e-05
phikon,CCRCC,2,0.004900932312011719,1.2243953943252563,0.009920954704284668,2.2649765014648438e-06,1.217536211013794,6.23464584350586e-05
phikon,CCRCC,3,0.0051780641078948975,1.1515365839004517,0.012313365936279297,2.2649765014648438e-06,1.1433525085449219,5.3048133850097656e-05
phikon,CCRCC,4,0.005556821823120117,1.169946551322937,0.011293172836303711,2.682209014892578e-06,1.1653454303741455,6.341934204101562e-05
phikon,CCRCC,5,0.005807995796203613,1.1231215000152588,0.012906551361083984,2.0265579223632812e-06,1.114342451095581,5.447864532470703e-05
phikon,COAD,0,0.009543180465698242,4.866996765136719,0.10945940017700195,3.814697265625e-06,4.757718563079834,0.0001811981201171875
phikon,COAD,1,0.00799870491027832,3.755202054977417,0.047211408615112305,4.5299530029296875e-06,3.726606607437134,0.000118255615234375
phikon,HCC,0,0.010926127433776855,1.670515537261963,0.02924513816833496,1.6689300537109375e-06,1.647455096244812,9.834766387939453e-05
phikon,HCC,1,0.008641958236694336,1.9072976112365723,0.05105757713317871,1.9073486328125e-06,1.876448154449463,0.00022602081298828125
phikon,IDC,0,0.010129928588867188,4.7315449714660645,0.06983518600463867,6.67572021484375e-06,4.68064022064209,0.00017309188842773438
phikon,IDC,1,0.00835263729095459,3.989945888519287,0.04481863975524902,4.76837158203125e-06,3.9453682899475098,0.0002415180206298828
phikon,IDC,2,0.008526802062988281,4.345048427581787,0.0666661262512207,5.9604644775390625e-06,4.300721168518066,0.000247955322265625
phikon,IDC,3,0.009398937225341797,4.569798946380615,0.05551433563232422,5.9604644775390625e-06,4.514555931091309,0.0002713203430175781
phikon,LUNG,0,0.008500635623931885,5.123725414276123,0.08953285217285156,4.76837158203125e-06,5.034374237060547,0.0002503395080566406
phikon,LUNG,1,0.011210918426513672,3.913489818572998,0.0467679500579834,6.4373016357421875e-06,3.885681629180908,8.463859558105469e-05
phikon,LYMPH_IDC,0,0.003613710403442383,1.0857365131378174,0.01192021369934082,2.4437904357910156e-06,1.0772244930267334,3.3736228942871094e-05
phikon,LYMPH_IDC,1,0.006039023399353027,1.1441618204116821,0.012407660484313965,1.5497207641601562e-06,1.1351063251495361,2.777576446533203e-05
phikon,LYMPH_IDC,2,0.00403672456741333,0.865810215473175,0.007784366607666016,1.3113021850585938e-06,0.8601256012916565,2.1159648895263672e-05
phikon,LYMPH_IDC,3,0.006011843681335449,0.9681836366653442,0.018198370933532715,1.6689300537109375e-06,0.9544222354888916,2.8431415557861328e-05
phikon,PAAD,0,0.005576729774475098,3.872049331665039,0.05439400672912598,5.7220458984375e-06,3.8207144737243652,0.00012421607971191406
phikon,PAAD,1,0.009537816047668457,3.3555972576141357,0.08533430099487305,3.814697265625e-06,3.3207123279571533,0.00012230873107910156
phikon,PAAD,2,0.007855415344238281,3.6608426570892334,0.033968448638916016,4.5299530029296875e-06,3.630138397216797,0.00011205673217773438
phikon,PRAD,0,0.007909774780273438,3.0378730297088623,0.04218888282775879,2.384185791015625e-06,2.999298334121704,0.0002110004425048828
phikon,PRAD,1,0.009696245193481445,2.8116934299468994,0.023810386657714844,2.86102294921875e-06,2.7908740043640137,0.00012540817260742188
phikon,READ,0,0.008700728416442871,1.148581624031067,0.024357318878173828,2.1457672119140625e-06,1.1302454471588135,5.1856040954589844e-05
phikon,READ,1,0.008136391639709473,0.9619565010070801,0.019754528999328613,1.3113021850585938e-06,0.9455678462982178,4.1365623474121094e-05
phikon,SKCM,0,0.00812220573425293,5.3382568359375,0.08988475799560547,5.0067901611328125e-06,5.284202575683594,0.00016927719116210938
phikon,SKCM,1,0.014590799808502197,4.874276161193848,0.09897232055664062,6.4373016357421875e-06,4.7950119972229,0.0004973411560058594
