encoder,task,fold,head,n_train,n_test,n_test_samples,gene,pearson,r2,mse,mean_pred,mean_target,train_mean_pred,train_mean_target
hoptimus1,CCRCC,0,nointercept,55849,18371,4,AKAP8,0.14392217993736267,-0.9894684553146362,0.4184090495109558,-0.1050993874669075,0.3477015793323517,-3.497153144849108e-08,0.35207951068878174
hoptimus1,CCRCC,0,nointercept,55849,18371,4,BLVRB,0.15267297625541687,-1.2285668849945068,0.3480885624885559,-0.17989590764045715,0.2520582377910614,-6.557161924547472e-08,0.37015095353126526
hoptimus1,CCRCC,0,nointercept,55849,18371,4,BTF3,0.09694607555866241,-3.032571315765381,0.5972946286201477,-0.4163382947444916,0.2396368533372879,-7.431449944306223e-08,0.6006410717964172
hoptimus1,CCRCC,0,nointercept,55849,18371,4,CD109,0.2983764708042145,-0.5363380908966064,0.3697977364063263,-0.017384713515639305,0.35703882575035095,-2.404292764879301e-08,0.48740237951278687
hoptimus1,CCRCC,0,nointercept,55849,18371,4,CD14,0.201716348528862,-1.035275936126709,0.7740437388420105,-0.14395001530647278,0.4735223054885864,-9.617171059517204e-08,0.7004610300064087
hoptimus1,CCRCC,0,nointercept,55849,18371,4,CHST15,0.1738312542438507,-1.1405162811279297,0.5687350034713745,-0.11680092662572861,0.426510214805603,-8.742882329215718e-08,0.4723576605319977
hoptimus1,CCRCC,0,nointercept,55849,18371,4,CIB1,0.1738680750131607,-2.0490097999572754,0.8661661744117737,-0.20468945801258087,0.5336077809333801,-8.742882329215718e-08,0.7433766722679138
hoptimus1,CCRCC,0,nointercept,55849,18371,4,CKB,0.11464430391788483,-1.0282506942749023,0.9025708436965942,-0.1793474555015564,0.48686012625694275,-4.371441164607859e-08,0.5242236852645874
hoptimus1,CCRCC,0,nointercept,55849,18371,4,CPD,0.1926395446062088,-0.7761496305465698,0.5188748836517334,0.1477268785238266,0.49838611483573914,-6.120017559396729e-08,0.5640750527381897
hoptimus1,CCRCC,0,nointercept,55849,18371,4,CPE,0.32585036754608154,-1.6029527187347412,2.732327461242676,-0.0494966097176075,1.281748652458191,-7.431449944306223e-08,1.101182460784912
hoptimus1,CCRCC,0,nointercept,55849,18371,4,DERL1,0.36983323097229004,-0.8884954452514648,0.5953264236450195,0.025086920708417892,0.551719069480896,-8.742882329215718e-08,0.6185947060585022
hoptimus1,CCRCC,0,nointercept,55849,18371,4,DNAJB12,0.0896991714835167,-0.959496021270752,0.2440660148859024,-0.13018955290317535,0.19344381988048553,-6.120017559396729e-08,0.33685410022735596
hoptimus1,CCRCC,0,nointercept,55849,18371,4,EGFL7,0.12269429117441177,-1.6647100448608398,0.4424491226673126,-0.25792449712753296,0.25916171073913574,-7.868594309456967e-08,0.4487183690071106
hoptimus1,CCRCC,0,nointercept,55849,18371,4,FLNB,0.23572826385498047,-1.7012841701507568,0.9097698926925659,-0.23227731883525848,0.5235467553138733,-8.087166492032338e-08,0.635085940361023
hoptimus1,CCRCC,0,nointercept,55849,18371,4,GADD45B,0.3084104657173157,-1.242417812347412,0.8307693004608154,-0.15051661431789398,0.5482276678085327,-1.3551468214245688e-07,0.5517125129699707
hoptimus1,CCRCC,0,nointercept,55849,18371,4,GPNMB,0.40555238723754883,-0.9552377462387085,0.7028940916061401,-0.23736098408699036,0.3970940411090851,-4.808585529758602e-08,0.5627884268760681
hoptimus1,CCRCC,0,nointercept,55849,18371,4,H3F3A,0.06940176337957382,-3.415353298187256,0.6780208945274353,-0.45022639632225037,0.2360963523387909,-1.1365747099034706e-07,0.7055453062057495
hoptimus1,CCRCC,0,nointercept,55849,18371,4,HMOX1,0.2844037115573883,-0.5723731517791748,0.7773138880729675,-0.06430371850728989,0.5029290914535522,-8.30573867460771e-08,0.4311843514442444
hoptimus1,CCRCC,0,nointercept,55849,18371,4,HNRNPK,0.09976854175329208,-3.3115944862365723,0.8965283632278442,-0.43137127161026,0.3734790086746216,-5.245729539637978e-08,0.8356579542160034
hoptimus1,CCRCC,0,nointercept,55849,18371,4,HSPA1A,-0.03971322998404503,-1.1876413822174072,1.6516578197479248,0.14417904615402222,1.035993218421936,-1.0272886896700584e-07,0.6820328235626221
hoptimus1,CCRCC,0,nointercept,55849,18371,4,HTRA1,0.19221745431423187,-2.680327892303467,2.2861263751983643,-0.23347210884094238,1.0581694841384888,-1.6720763085231738e-07,0.9139458537101746
hoptimus1,CCRCC,0,nointercept,55849,18371,4,IFI27,0.18500235676765442,-2.883199453353882,1.6756315231323242,-0.3484204113483429,0.7394761443138123,-7.868594309456967e-08,1.2027190923690796
hoptimus1,CCRCC,0,nointercept,55849,18371,4,IFI6,0.12909191846847534,-1.6344013214111328,1.1523832082748413,-0.19715720415115356,0.6172744035720825,-4.371441164607859e-08,0.8939899802207947
hoptimus1,CCRCC,0,nointercept,55849,18371,4,IRF7,0.04748997837305069,-1.2571022510528564,0.36339622735977173,-0.19439126551151276,0.23679625988006592,-3.0600087796983644e-08,0.33066850900650024
hoptimus1,CCRCC,0,nointercept,55849,18371,4,ISG15,0.17788894474506378,-0.9428207874298096,0.45507732033729553,-0.13616667687892914,0.32549721002578735,-9.180026694366461e-08,0.4916550815105438
hoptimus1,CCRCC,0,nointercept,55849,18371,4,KRTCAP2,0.11063449084758759,-2.0626156330108643,0.5403749346733093,-0.3058217465877533,0.281703382730484,-6.557161924547472e-08,0.5391302108764648
hoptimus1,CCRCC,0,nointercept,55849,18371,4,LAPTM4B,0.3628935217857361,-0.7341146469116211,0.654934823513031,0.0074999951757490635,0.5739158987998962,-1.2240035118793458e-07,0.5353134274482727
hoptimus1,CCRCC,0,nointercept,55849,18371,4,LRRC41,0.3901655673980713,-1.093975305557251,0.7749738097190857,-0.029609384015202522,0.6136590838432312,-1.1365747099034706e-07,0.8226604461669922
hoptimus1,CCRCC,0,nointercept,55849,18371,4,LY6E,0.07406868040561676,-4.2407636642456055,2.5585873126983643,-0.4701600670814514,0.926900327205658,-1.3770039686278324e-07,1.079782247543335
hoptimus1,CCRCC,0,nointercept,55849,18371,4,NAMPT,0.158484548330307,-0.9291367530822754,0.5863255858421326,0.010224893689155579,0.5111877918243408,-9.180026694366461e-08,0.6358631253242493
hoptimus1,CCRCC,0,nointercept,55849,18371,4,NOL3,0.1970607489347458,-2.25606632232666,0.7704662680625916,-0.35777053236961365,0.37024691700935364,-5.682873549517353e-08,0.5354296565055847
hoptimus1,CCRCC,0,nointercept,55849,18371,4,NOTCH3,0.1960296928882599,-1.7363970279693604,0.5715494751930237,-0.2735642194747925,0.32917729020118713,-1.398861257939643e-07,0.5420306921005249
hoptimus1,CCRCC,0,nointercept,55849,18371,4,NT5DC2,0.10607098788022995,-0.7485396862030029,0.20642511546611786,-0.107109434902668,0.1804121732711792,-7.431449944306223e-08,0.34182968735694885
hoptimus1,CCRCC,0,nointercept,55849,18371,4,PARP10,0.11334417760372162,-1.7546627521514893,0.4681417644023895,-0.2566607892513275,0.27463242411613464,-4.371441164607859e-08,0.5014361143112183
hoptimus1,CCRCC,0,nointercept,55849,18371,4,PTGS1,0.17300044000148773,-0.9273291826248169,0.8142629265785217,-0.062049008905887604,0.5660426020622253,-9.180026694366461e-08,0.3281203508377075
hoptimus1,CCRCC,0,nointercept,55849,18371,4,PXN,0.10399043560028076,-2.4464523792266846,1.0078048706054688,-0.30916938185691833,0.5125220417976379,-8.30573867460771e-08,0.626606285572052
hoptimus1,CCRCC,0,nointercept,55849,18371,4,RXRA,0.16327309608459473,-1.0047473907470703,0.4430750906467438,-0.10338205099105835,0.3631996512413025,-7.431449944306223e-08,0.428512305021286
hoptimus1,CCRCC,0,nointercept,55849,18371,4,S100A9,0.4985389709472656,-0.2961106300354004,0.6208986043930054,0.0034450094681233168,0.5041909217834473,-8.74288286212277e-09,0.4433532655239105
hoptimus1,CCRCC,0,nointercept,55849,18371,4,SCARB1,0.39559394121170044,-1.3176438808441162,1.0131916999816895,-0.1482595056295395,0.6490933895111084,-7.868594309456967e-08,0.6143035888671875
