encoder,task,fold,head,n_train,n_test,n_test_samples,gene,pearson,r2,mse,mean_pred,mean_target,train_mean_pred,train_mean_target
phikon,CCRCC,0,nointercept,55849,18371,4,AKAP8,0.20922411978244781,-1.067084550857544,0.4347326457500458,-0.12767548859119415,0.3477015793323517,2.622864769818989e-08,0.35207951068878174
phikon,CCRCC,0,nointercept,55849,18371,4,BLVRB,0.13940514624118805,-1.3443739414215088,0.36617690324783325,-0.1864723116159439,0.2520582377910614,9.835743242092576e-08,0.37015095353126526
phikon,CCRCC,0,nointercept,55849,18371,4,BTF3,0.09337478876113892,-3.4793429374694824,0.6634693145751953,-0.45476841926574707,0.2396368533372879,2.0108629428250424e-07,0.6006410717964172
phikon,CCRCC,0,nointercept,55849,18371,4,CD109,0.2841724753379822,-0.4343527555465698,0.34524980187416077,0.050064798444509506,0.35703882575035095,6.557161924547472e-08,0.48740237951278687
phikon,CCRCC,0,nointercept,55849,18371,4,CD14,0.04690786078572273,-1.1748499870300293,0.8271256685256958,-0.12370054423809052,0.4735223054885864,3.497153144849108e-08,0.7004610300064087
phikon,CCRCC,0,nointercept,55849,18371,4,CHST15,0.1338200569152832,-1.134092092514038,0.5670280456542969,-0.09627722948789597,0.426510214805603,3.0600087796983644e-08,0.4723576605319977
phikon,CCRCC,0,nointercept,55849,18371,4,CIB1,0.1607770472764969,-2.0427539348602295,0.8643890023231506,-0.17174825072288513,0.5336077809333801,3.934297154728483e-08,0.7433766722679138
phikon,CCRCC,0,nointercept,55849,18371,4,CKB,0.17119459807872772,-0.8253463506698608,0.8122785091400146,-0.10113444924354553,0.48686012625694275,-6.557161924547472e-09,0.5242236852645874
phikon,CCRCC,0,nointercept,55849,18371,4,CPD,0.1830599457025528,-1.1503586769104004,0.6281943321228027,0.12968809902668,0.49838611483573914,-9.617171059517204e-08,0.5640750527381897
phikon,CCRCC,0,nointercept,55849,18371,4,CPE,0.42532429099082947,-1.1559350490570068,2.263091802597046,0.09765534847974777,1.281748652458191,1.398861257939643e-07,1.101182460784912
phikon,CCRCC,0,nointercept,55849,18371,4,DERL1,0.41522833704948425,-0.9520869255065918,0.615372896194458,0.02202378399670124,0.551719069480896,1.748576572424554e-08,0.6185947060585022
phikon,CCRCC,0,nointercept,55849,18371,4,DNAJB12,0.05004891753196716,-1.1118192672729492,0.2630387246608734,-0.13258332014083862,0.19344381988048553,0.0,0.33685410022735596
phikon,CCRCC,0,nointercept,55849,18371,4,EGFL7,0.08819390088319778,-2.0002880096435547,0.49816855788230896,-0.3031558692455292,0.25916171073913574,2.0764346686519275e-07,0.4487183690071106
phikon,CCRCC,0,nointercept,55849,18371,4,FLNB,0.1383916735649109,-1.7699143886566162,0.9328839778900146,-0.22183234989643097,0.5235467553138733,4.371441431061385e-09,0.635085940361023
phikon,CCRCC,0,nointercept,55849,18371,4,GADD45B,0.14497680962085724,-1.2983653545379639,0.851496696472168,-0.12836582958698273,0.5482276678085327,-4.5900133471832305e-08,0.5517125129699707
phikon,CCRCC,0,nointercept,55849,18371,4,GPNMB,0.09632391482591629,-0.9255070686340332,0.6922061443328857,-0.13585078716278076,0.3970940411090851,5.245729539637978e-08,0.5627884268760681
phikon,CCRCC,0,nointercept,55849,18371,4,H3F3A,0.052079442888498306,-3.758448600769043,0.730706512928009,-0.4730965495109558,0.2360963523387909,2.2731494198069413e-07,0.7055453062057495
phikon,CCRCC,0,nointercept,55849,18371,4,HMOX1,0.22237323224544525,-0.5651803016662598,0.773758053779602,-0.040413886308670044,0.5029290914535522,1.0054314714125212e-07,0.4311843514442444
phikon,CCRCC,0,nointercept,55849,18371,4,HNRNPK,0.08870101720094681,-3.8821816444396973,1.015173077583313,-0.488768607378006,0.3734790086746216,1.4862899888612446e-07,0.8356579542160034
phikon,CCRCC,0,nointercept,55849,18371,4,HSPA1A,-0.014460062608122826,-1.236487627029419,1.6885364055633545,0.10824144631624222,1.035993218421936,-3.278580962273736e-08,0.6820328235626221
phikon,CCRCC,0,nointercept,55849,18371,4,HTRA1,0.3137125074863434,-3.0504837036132812,2.5160577297210693,-0.33809274435043335,1.0581694841384888,1.0928603444426699e-07,0.9139458537101746
phikon,CCRCC,0,nointercept,55849,18371,4,IFI27,0.13910436630249023,-3.1292285919189453,1.7817950248718262,-0.37091583013534546,0.7394761443138123,6.994306289698216e-08,1.2027190923690796
