encoder,task,fold,head,n_train,n_test,n_test_samples,gene,pearson,r2,mse,mean_pred,mean_target,train_mean_pred,train_mean_target
gigapath,CCRCC,0,nointercept,55849,18371,4,AKAP8,0.21090658009052277,-0.8176920413970947,0.38228240609169006,-0.07517845183610916,0.3477015793323517,4.371441164607859e-08,0.35207951068878174
gigapath,CCRCC,0,nointercept,55849,18371,4,BLVRB,0.15247179567813873,-1.2263500690460205,0.34774231910705566,-0.17538774013519287,0.2520582377910614,2.1857205823039294e-08,0.37015095353126526
gigapath,CCRCC,0,nointercept,55849,18371,4,BTF3,0.01428640354424715,-2.998901128768921,0.592307448387146,-0.39966705441474915,0.2396368533372879,-2.1857205823039294e-08,0.6006410717964172
gigapath,CCRCC,0,nointercept,55849,18371,4,CD109,0.26787054538726807,-0.5037895441055298,0.36196327209472656,0.01539886649698019,0.35703882575035095,-1.3114323849094944e-08,0.48740237951278687
gigapath,CCRCC,0,nointercept,55849,18371,4,CD14,-0.024475477635860443,-1.2474119663238525,0.8547220230102539,-0.15199950337409973,0.4735223054885864,3.497153144849108e-08,0.7004610300064087
gigapath,CCRCC,0,nointercept,55849,18371,4,CHST15,0.15265052020549774,-0.9109344482421875,0.5077350735664368,-0.05711974948644638,0.426510214805603,4.371441164607859e-08,0.4723576605319977
gigapath,CCRCC,0,nointercept,55849,18371,4,CIB1,0.1319572627544403,-1.8494658470153809,0.8094794750213623,-0.15675999224185944,0.5336077809333801,1.1365747099034706e-07,0.7433766722679138
gigapath,CCRCC,0,nointercept,55849,18371,4,CKB,0.22342652082443237,-0.6977235078811646,0.7554863691329956,-0.0770317018032074,0.48686012625694275,4.5900133471832305e-08,0.5242236852645874
gigapath,CCRCC,0,nointercept,55849,18371,4,CPD,0.1900615245103836,-0.8556944131851196,0.5421126484870911,0.11520463228225708,0.49838611483573914,6.994306289698216e-08,0.5640750527381897
gigapath,CCRCC,0,nointercept,55849,18371,4,CPE,0.41727402806282043,-1.3102266788482666,2.4250521659851074,0.03439302742481232,1.281748652458191,-1.1365747099034706e-07,1.101182460784912
gigapath,CCRCC,0,nointercept,55849,18371,4,DERL1,0.3987862765789032,-0.8464773893356323,0.5820807218551636,0.01501305028796196,0.551719069480896,1.1365747099034706e-07,0.6185947060585022
gigapath,CCRCC,0,nointercept,55849,18371,4,DNAJB12,0.063508540391922,-0.7991510629653931,0.22409416735172272,-0.09117680042982101,0.19344381988048553,7.868594309456967e-08,0.33685410022735596
gigapath,CCRCC,0,nointercept,55849,18371,4,EGFL7,0.07989709079265594,-1.7726435661315918,0.46037042140960693,-0.2704804241657257,0.25916171073913574,-6.994306289698216e-08,0.4487183690071106
gigapath,CCRCC,0,nointercept,55849,18371,4,FLNB,0.2607440650463104,-1.4228525161743164,0.8159964680671692,-0.17356720566749573,0.5235467553138733,5.4643017222133494e-08,0.635085940361023
gigapath,CCRCC,0,nointercept,55849,18371,4,GADD45B,0.26844528317451477,-1.0133564472198486,0.7459067702293396,-0.08010788261890411,0.5482276678085327,8.30573867460771e-08,0.5517125129699707
gigapath,CCRCC,0,nointercept,55849,18371,4,GPNMB,0.1539088785648346,-0.9292289018630981,0.6935440897941589,-0.16049252450466156,0.3970940411090851,-1.748576572424554e-08,0.5627884268760681
gigapath,CCRCC,0,nointercept,55849,18371,4,H3F3A,0.0400756299495697,-3.337590217590332,0.666079580783844,-0.44140270352363586,0.2360963523387909,3.497153144849108e-08,0.7055453062057495
gigapath,CCRCC,0,nointercept,55849,18371,4,HMOX1,0.2919694483280182,-0.5834057331085205,0.7827679514884949,-0.07192371040582657,0.5029290914535522,5.682873549517353e-08,0.4311843514442444
gigapath,CCRCC,0,nointercept,55849,18371,4,HNRNPK,0.08945246040821075,-3.2013258934020996,0.8735998272895813,-0.42104074358940125,0.3734790086746216,0.0,0.8356579542160034
gigapath,CCRCC,0,nointercept,55849,18371,4,HSPA1A,0.002424473874270916,-1.2342054843902588,1.6868133544921875,0.10262463241815567,1.035993218421936,3.387867053561422e-08,0.6820328235626221
gigapath,CCRCC,0,nointercept,55849,18371,4,HTRA1,0.32532477378845215,-3.1657066345214844,2.5876312255859375,-0.3672991991043091,1.0581694841384888,5.573587813501035e-08,0.9139458537101746
gigapath,CCRCC,0,nointercept,55849,18371,4,IFI27,0.10662215203046799,-2.8674793243408203,1.6688481569290161,-0.32796844840049744,0.7394761443138123,8.742882329215718e-08,1.2027190923690796
gigapath,CCRCC,0,nointercept,55849,18371,4,IFI6,0.18258452415466309,-1.5194149017333984,1.1020839214324951,-0.17590494453907013,0.6172744035720825,9.617171059517204e-08,0.8939899802207947
gigapath,CCRCC,0,nointercept,55849,18371,4,IRF7,0.1613822728395462,-0.9014678001403809,0.30613863468170166,-0.14199864864349365,0.23679625988006592,2.1857205823039294e-08,0.33066850900650024
gigapath,CCRCC,0,nointercept,55849,18371,4,ISG15,0.19313839077949524,-0.9974702596664429,0.46787816286087036,-0.15613074600696564,0.32549721002578735,5.245729539637978e-08,0.4916550815105438
gigapath,CCRCC,0,nointercept,55849,18371,4,KRTCAP2,0.13134409487247467,-1.9137780666351318,0.5141136646270752,-0.2827608287334442,0.281703382730484,3.0600087796983644e-08,0.5391302108764648
gigapath,CCRCC,0,nointercept,55849,18371,4,LAPTM4B,0.4325680136680603,-0.6924608945846558,0.6392031311988831,0.002209050115197897,0.5739158987998962,9.617171059517204e-08,0.5353134274482727
gigapath,CCRCC,0,nointercept,55849,18371,4,LRRC41,0.2950725555419922,-1.1985528469085693,0.8136776089668274,-0.049475666135549545,0.6136590838432312,1.4862899888612446e-07,0.8226604461669922
gigapath,CCRCC,0,nointercept,55849,18371,4,LY6E,0.09634248167276382,-3.608872413635254,2.2500925064086914,-0.3693646192550659,0.926900327205658,4.371441164607859e-08,1.079782247543335
gigapath,CCRCC,0,nointercept,55849,18371,4,NAMPT,0.12117616087198257,-0.7995597124099731,0.5469430685043335,0.05584925040602684,0.5111877918243408,1.180289146418545e-07,0.6358631253242493
gigapath,CCRCC,0,nointercept,55849,18371,4,NOL3,0.11940334737300873,-1.9184317588806152,0.6905735731124878,-0.28872647881507874,0.37024691700935364,8.74288286212277e-09,0.5354296565055847
gigapath,CCRCC,0,nointercept,55849,18371,4,NOTCH3,0.22733885049819946,-1.7442951202392578,0.5731991529464722,-0.2784920036792755,0.32917729020118713,-5.4643017222133494e-08,0.5420306921005249
gigapath,CCRCC,0,nointercept,55849,18371,4,NT5DC2,0.10361018776893616,-0.8739303350448608,0.2212282121181488,-0.11869707703590393,0.1804121732711792,-8.74288286212277e-09,0.34182968735694885
gigapath,CCRCC,0,nointercept,55849,18371,4,PARP10,0.14063997566699982,-1.4669651985168457,0.41924893856048584,-0.21303586661815643,0.27463242411613464,1.748576572424554e-08,0.5014361143112183
gigapath,CCRCC,0,nointercept,55849,18371,4,PTGS1,0.31133773922920227,-0.7019721269607544,0.7190535068511963,-0.014901712536811829,0.5660426020622253,1.26771794839442e-07,0.3281203508377075
gigapath,CCRCC,0,nointercept,55849,18371,4,PXN,0.14400582015514374,-2.13273286819458,0.9160676002502441,-0.25789564847946167,0.5125220417976379,7.868594309456967e-08,0.626606285572052
gigapath,CCRCC,0,nointercept,55849,18371,4,RXRA,0.1609884351491928,-0.7991193532943726,0.39762866497039795,-0.0514906607568264,0.3631996512413025,7.431449944306223e-08,0.428512305021286
gigapath,CCRCC,0,nointercept,55849,18371,4,S100A9,0.10353230684995651,-0.4303567409515381,0.6852088570594788,0.07493146508932114,0.5041909217834473,4.371441164607859e-08,0.4433532655239105
gigapath,CCRCC,0,nointercept,55849,18371,4,SCARB1,0.4576582908630371,-1.141122817993164,0.9360228776931763,-0.11678234487771988,0.6490933895111084,6.120017559396729e-08,0.6143035888671875
gigapath,CCRCC,0,nointercept,55849,18371,4,SEMA4B,0.1807280033826828,-0.8151237964630127,0.39751729369163513,-0.03765939548611641,0.3488627076148987,1.114717562700207e-07,0.5149420499801636
gigapath,CCRCC,0,nointercept,55849,18371,4,SLC15A4,0.2647372782230377,-0.7976201772689819,0.45532435178756714,-0.028756413608789444,0.42174988985061646,7.431449944306223e-08,0.5096741318702698
gigapath,CCRCC,0,nointercept,55849,18371,4,SLC39A14,0.41525837779045105,-1.1084754467010498,0.8921619057655334,-0.003915485925972462,0.7174714207649231,5.245729539637978e-08,0.7381115555763245
gigapath,CCRCC,0,nointercept,55849,18371,4,STK39,0.49952638149261475,-0.752631425857544,1.0074514150619507,0.020571893081068993,0.771937370300293,1.1365747099034706e-07,0.4193609356880188
gigapath,CCRCC,0,nointercept,55849,18371,4,TFRC,0.20165348052978516,-0.5710303783416748,0.3574640452861786,0.07457179576158524,0.3642186224460602,8.742882329215718e-08,0.5276065468788147
gigapath,CCRCC,0,nointercept,55849,18371,4,TM2D3,0.16030727326869965,-0.6208654642105103,0.28380706906318665,-0.024816712364554405,0.2904095947742462,9.180026694366461e-08,0.31546756625175476
gigapath,CCRCC,0,nointercept,55849,18371,4,TMEM91,0.4164384603500366,-0.8691725730895996,0.619228720664978,-0.035138726234436035,0.5503664016723633,7.868594309456967e-08,0.4913979470729828
gigapath,CCRCC,0,nointercept,55849,18371,4,TP53INP1,0.09955301880836487,-0.878028154373169,0.4720053970813751,-0.08443249017000198,0.38048461079597473,2.1857205823039294e-08,0.3533923029899597
gigapath,CCRCC,0,nointercept,55849,18371,4,TRBC1,0.21247334778308868,-0.8013913631439209,0.4545811116695404,-0.08366940915584564,0.3617956340312958,-2.1857205823039294e-08,0.5053873062133789
gigapath,CCRCC,0,nointercept,55849,18371,4,VMP1,0.11114818602800369,-2.9736416339874268,1.0827070474624634,-0.34113937616348267,0.5287051200866699,6.994306289698216e-08,0.9123802185058594
gigapath,CCRCC,0,nointercept,55849,18371,4,YWHAE,0.06765329837799072,-2.947009325027466,0.535184919834137,-0.3841106593608856,0.21967053413391113,2.622864769818989e-08,0.6586275100708008
gigapath,CCRCC,0,intercept,55849,18371,4,AKAP8,0.21037448942661285,0.008405029773712158,0.2085442990064621,0.27670052647590637,0.3477015793323517,0.35211092233657837,0.35207951068878174
gigapath,CCRCC,0,intercept,55849,18371,4,BLVRB,0.15242871642112732,-0.07826745510101318,0.16841880977153778,0.1944326013326645,0.2520582377910614,0.37018144130706787,0.37015095353126526
gigapath,CCRCC,0,intercept,55849,18371,4,BTF3,0.013728827238082886,-0.25053298473358154,0.18522588908672333,0.20078982412815094,0.2396368533372879,0.6006478071212769,0.6006410717964172
gigapath,CCRCC,0,intercept,55849,18371,4,CD109,0.2675785720348358,-0.10701286792755127,0.2664588391780853,0.5024866461753845,0.35703882575035095,0.4874056279659271,0.48740237951278687
gigapath,CCRCC,0,intercept,55849,18371,4,CD14,-0.02259979583323002,-0.23062944412231445,0.4680255055427551,0.5474819540977478,0.4735223054885864,0.7004004120826721,0.7004610300064087
gigapath,CCRCC,0,intercept,55849,18371,4,CHST15,0.15268810093402863,-0.031109333038330078,0.27396565675735474,0.415044903755188,0.426510214805603,0.4723753035068512,0.4723576605319977
gigapath,CCRCC,0,intercept,55849,18371,4,CIB1,0.13169999420642853,-0.18176543712615967,0.33571726083755493,0.5866441130638123,0.5336077809333801,0.7432956695556641,0.7433766722679138
gigapath,CCRCC,0,intercept,55849,18371,4,CKB,0.2238730788230896,0.013612210750579834,0.43894219398498535,0.44703778624534607,0.48686012625694275,0.5242352485656738,0.5242236852645874
gigapath,CCRCC,0,intercept,55849,18371,4,CPD,0.19023481011390686,-0.4638633728027344,0.4276452362537384,0.6789986491203308,0.49838611483573914,0.5640749931335449,0.5640750527381897
gigapath,CCRCC,0,intercept,55849,18371,4,CPE,0.41581887006759644,0.14999377727508545,0.8922541737556458,1.1344743967056274,1.281748652458191,1.100927472114563,1.101182460784912
gigapath,CCRCC,0,intercept,55849,18371,4,DERL1,0.39880967140197754,0.046429574489593506,0.3006020784378052,0.633268415927887,0.551719069480896,0.618559718132019,0.6185947060585022
gigapath,CCRCC,0,intercept,55849,18371,4,DNAJB12,0.06389953941106796,-0.17003083229064941,0.1457337886095047,0.24559827148914337,0.19344381988048553,0.3368845582008362,0.33685410022735596
gigapath,CCRCC,0,intercept,55849,18371,4,EGFL7,0.07987355440855026,-0.12266051769256592,0.18640683591365814,0.17820678651332855,0.25916171073913574,0.44874459505081177,0.4487183690071106
gigapath,CCRCC,0,intercept,55849,18371,4,FLNB,0.2612249255180359,0.009012818336486816,0.3337562084197998,0.46151262521743774,0.5235467553138733,0.6350508332252502,0.635085940361023
gigapath,CCRCC,0,intercept,55849,18371,4,GADD45B,0.2684682011604309,0.03653097152709961,0.356945276260376,0.4717636704444885,0.5482276678085327,0.5517252683639526,0.5517125129699707
gigapath,CCRCC,0,intercept,55849,18371,4,GPNMB,0.15429767966270447,-0.06384754180908203,0.38244563341140747,0.402246356010437,0.3970940411090851,0.562802255153656,0.5627884268760681
