encoder,task,fold,max_abs_intercept_minus_ycentered,max_abs_intercept_minus_nointercept,max_abs_shift_minus_ybar,max_abs_intercept_minus_ycentered_exact,max_abs_intercept_minus_nointercept_exact,max_abs_shift_minus_ybar_exact
conch_v1,CCRCC,0,0.02838459610939026,1.2408843040466309,0.055636048316955566,2.0265579223632812e-06,1.2027891874313354,0.00019288063049316406
conch_v1,CCRCC,1,0.02344423532485962,1.187901258468628,0.056884169578552246,3.337860107421875e-06,1.1342393159866333,0.00022339820861816406
conch_v1,CCRCC,2,0.016192197799682617,1.2620584964752197,0.05333775281906128,1.9073486328125e-06,1.2176297903060913,0.0001748800277709961
conch_v1,CCRCC,3,0.030940532684326172,1.192541480064392,0.06061351299285889,2.5033950805664062e-06,1.1435527801513672,0.00025331974029541016
conch_v1,CCRCC,4,0.02872931957244873,1.2004077434539795,0.049659013748168945,3.0994415283203125e-06,1.1655629873275757,0.0002809762954711914
conch_v1,CCRCC,5,0.02640518546104431,1.1519321203231812,0.04930710792541504,2.2649765014648438e-06,1.1145068407058716,0.00021338462829589844
conch_v1,COAD,0,0.045780181884765625,5.0127034187316895,0.25516605377197266,4.291534423828125e-06,4.758236885070801,0.0009627342224121094
conch_v1,COAD,1,0.0391087532043457,3.8284494876861572,0.12915253639221191,4.76837158203125e-06,3.7267251014709473,0.00025725364685058594
conch_v1,HCC,0,0.020526796579360962,1.7245581150054932,0.07739877700805664,2.0265579223632812e-06,1.6475480794906616,0.00021767616271972656
conch_v1,HCC,1,0.038913071155548096,2.006035566329956,0.17510080337524414,3.0994415283203125e-06,1.876570463180542,0.0003654956817626953
conch_v1,IDC,0,0.061920166015625,4.872321128845215,0.2138972282409668,6.67572021484375e-06,4.6809258460998535,0.00045680999755859375
conch_v1,IDC,1,0.04076564311981201,4.089526176452637,0.20049381256103516,4.291534423828125e-06,3.9456822872161865,0.0006082057952880859
conch_v1,IDC,2,0.0390089750289917,4.48905611038208,0.2081766128540039,6.67572021484375e-06,4.301204204559326,0.0006470680236816406
conch_v1,IDC,3,0.047797203063964844,4.706477165222168,0.21727609634399414,7.62939453125e-06,4.515109539031982,0.0008249282836914062
conch_v1,LUNG,0,0.047994136810302734,5.36728048324585,0.3330879211425781,4.76837158203125e-06,5.034881114959717,0.0008425712585449219
conch_v1,LUNG,1,0.034772634506225586,4.073045253753662,0.2153632640838623,4.76837158203125e-06,3.8860270977020264,0.00043010711669921875
conch_v1,LYMPH_IDC,0,0.03369581699371338,1.1300296783447266,0.07706910371780396,2.0265579223632812e-06,1.0773308277130127,0.00013649463653564453
conch_v1,LYMPH_IDC,1,0.02405381202697754,1.1835230588912964,0.05380678176879883,1.5497207641601562e-06,1.1351861953735352,0.00010764598846435547
conch_v1,LYMPH_IDC,2,0.02288515865802765,0.8982582688331604,0.04389089345932007,1.6093254089355469e-06,0.8601625561714172,5.930662155151367e-05
conch_v1,LYMPH_IDC,3,0.029259204864501953,1.0092275142669678,0.05629998445510864,2.86102294921875e-06,0.9545141458511353,0.00012022256851196289
conch_v1,PAAD,0,0.032881975173950195,3.9916326999664307,0.17104244232177734,3.5762786865234375e-06,3.8208491802215576,0.0002665519714355469
conch_v1,PAAD,1,0.03469729423522949,3.4670348167419434,0.17537403106689453,4.291534423828125e-06,3.32102108001709,0.0004115104675292969
conch_v1,PAAD,2,0.0271298885345459,3.7872819900512695,0.18201780319213867,4.291534423828125e-06,3.630319595336914,0.0002932548522949219
conch_v1,PRAD,0,0.029786497354507446,3.123732328414917,0.1521613597869873,2.86102294921875e-06,2.999521493911743,0.00041294097900390625
conch_v1,PRAD,1,0.03355121612548828,2.894953489303589,0.10637378692626953,2.9802322387695312e-06,2.791114330291748,0.0003352165222167969
conch_v1,READ,0,0.026464730501174927,1.20914626121521,0.07894575595855713,2.384185791015625e-06,1.1304099559783936,0.00020945072174072266
conch_v1,READ,1,0.029273778200149536,0.982109785079956,0.03656625747680664,1.6689300537109375e-06,0.9456304907798767,8.696317672729492e-05
conch_v1,SKCM,0,0.048146724700927734,5.5424580574035645,0.27803564071655273,6.4373016357421875e-06,5.284981727600098,0.0008940696716308594
conch_v1,SKCM,1,0.052478909492492676,5.2553253173828125,0.46071386337280273,7.867813110351562e-06,4.795945167541504,0.0013337135314941406
