encoder,task,fold,max_abs_intercept_minus_ycentered,max_abs_intercept_minus_nointercept,max_abs_shift_minus_ybar,max_abs_intercept_minus_ycentered_exact,max_abs_intercept_minus_nointercept_exact,max_abs_shift_minus_ybar_exact
resnet50,CCRCC,0,0.007740497589111328,1.223170518875122,0.025211036205291748,3.0994415283203125e-06,1.2027931213378906,0.00018680095672607422
resnet50,CCRCC,1,0.0075626373291015625,1.1452285051345825,0.012891173362731934,2.384185791015625e-06,1.1341829299926758,0.00016701221466064453
resnet50,CCRCC,2,0.006934940814971924,1.228466510772705,0.012200117111206055,2.0265579223632812e-06,1.2177479267120361,0.0002607107162475586
resnet50,CCRCC,3,0.005390167236328125,1.1506646871566772,0.01832437515258789,2.1457672119140625e-06,1.143716812133789,0.00041735172271728516
resnet50,CCRCC,4,0.0069043636322021484,1.183131217956543,0.017849206924438477,2.2649765014648438e-06,1.1654102802276611,0.00019431114196777344
resnet50,CCRCC,5,0.0074738264083862305,1.1209300756454468,0.017038822174072266,3.0994415283203125e-06,1.1143780946731567,0.00016582012176513672
resnet50,COAD,0,0.01639246940612793,4.870883464813232,0.12430524826049805,6.67572021484375e-06,4.758077621459961,0.0008778572082519531
resnet50,COAD,1,0.005782604217529297,3.7506847381591797,0.03177976608276367,4.0531158447265625e-06,3.7265892028808594,5.2928924560546875e-05
resnet50,HCC,0,0.007732808589935303,1.667269229888916,0.020375490188598633,1.6689300537109375e-06,1.6474206447601318,6.389617919921875e-05
resnet50,HCC,1,0.007221698760986328,1.9002865552902222,0.04782819747924805,1.1920928955078125e-06,1.8762609958648682,4.112720489501953e-05
resnet50,IDC,0,0.010634660720825195,4.747415542602539,0.06694650650024414,9.5367431640625e-06,4.680734157562256,0.0002651214599609375
resnet50,IDC,1,0.009957551956176758,3.973200559616089,0.03580284118652344,4.291534423828125e-06,3.945542812347412,0.0020089149475097656
resnet50,IDC,2,0.02184605598449707,4.373445510864258,0.09128689765930176,7.152557373046875e-06,4.302501678466797,0.0019445419311523438
resnet50,IDC,3,0.010687470436096191,4.566882133483887,0.06408309936523438,6.4373016357421875e-06,4.514902114868164,0.002693653106689453
resnet50,LUNG,0,0.012222766876220703,5.067508697509766,0.09663581848144531,9.059906005859375e-06,5.034355163574219,0.00019216537475585938
resnet50,LUNG,1,0.009732246398925781,3.949852705001831,0.0642557144165039,5.7220458984375e-06,3.8857638835906982,0.00016689300537109375
resnet50,LYMPH_IDC,0,0.010114789009094238,1.0847123861312866,0.020103752613067627,2.5033950805664062e-06,1.077258586883545,0.00015461444854736328
resnet50,LYMPH_IDC,1,0.007090926170349121,1.1499707698822021,0.014892220497131348,1.6689300537109375e-06,1.1351417303085327,6.318092346191406e-05
resnet50,LYMPH_IDC,2,0.006743311882019043,0.8643131852149963,0.009298145771026611,1.1920928955078125e-06,0.8601347208023071,3.0279159545898438e-05
resnet50,LYMPH_IDC,3,0.01039212942123413,0.9640551805496216,0.012600243091583252,1.6093254089355469e-06,0.9545331597328186,0.0001392364501953125
resnet50,PAAD,0,0.007643938064575195,3.851808547973633,0.035497188568115234,4.76837158203125e-06,3.8206493854522705,7.748603820800781e-05
resnet50,PAAD,1,0.015059232711791992,3.351060628890991,0.06416678428649902,5.245208740234375e-06,3.3207972049713135,0.0001876354217529297
resnet50,PAAD,2,0.009052157402038574,3.6639668941497803,0.03394055366516113,4.76837158203125e-06,3.6301286220550537,0.00014352798461914062
resnet50,PRAD,0,0.011796951293945312,3.025912046432495,0.04531717300415039,4.76837158203125e-06,2.9998228549957275,0.0008654594421386719
resnet50,PRAD,1,0.01230776309967041,2.8430967330932617,0.05231761932373047,6.198883056640625e-06,2.791543960571289,0.0007648468017578125
resnet50,READ,0,0.003922879695892334,1.1444758176803589,0.016265034675598145,1.6689300537109375e-06,1.1302411556243896,4.0650367736816406e-05
resnet50,READ,1,0.009954452514648438,0.9612233638763428,0.01567983627319336,2.384185791015625e-06,0.9455733299255371,5.251169204711914e-05
resnet50,SKCM,0,0.008750677108764648,5.327657699584961,0.07180356979370117,5.7220458984375e-06,5.284234046936035,0.00016021728515625
resnet50,SKCM,1,0.011513710021972656,4.864952087402344,0.07034063339233398,6.67572021484375e-06,4.794878959655762,0.0002675056457519531
