encoder,task,fold,head,n_train,n_test,n_test_samples,gene,pearson,r2,mse,mean_pred,mean_target,train_mean_pred,train_mean_target
virchow2,CCRCC,0,nointercept,55849,18371,4,AKAP8,0.23640687763690948,-0.9484699964523315,0.409786581993103,-0.11147913336753845,0.3477015793323517,3.934297154728483e-08,0.35207951068878174
virchow2,CCRCC,0,nointercept,55849,18371,4,BLVRB,0.1884605586528778,-1.2581477165222168,0.35270893573760986,-0.19287700951099396,0.2520582377910614,2.8414367747586766e-08,0.37015095353126526
virchow2,CCRCC,0,nointercept,55849,18371,4,BTF3,0.03195027634501457,-3.113011360168457,0.6092091798782349,-0.42339423298835754,0.2396368533372879,4.371441164607859e-08,0.6006410717964172
virchow2,CCRCC,0,nointercept,55849,18371,4,CD109,0.3079559803009033,-0.5376589298248291,0.3701156675815582,-0.016263820230960846,0.35703882575035095,2.0217916230080846e-08,0.48740237951278687
virchow2,CCRCC,0,nointercept,55849,18371,4,CD14,0.077641062438488,-1.1352307796478271,0.8120579719543457,-0.15105246007442474,0.4735223054885864,6.120017559396729e-08,0.7004610300064087
virchow2,CCRCC,0,nointercept,55849,18371,4,CHST15,0.22645875811576843,-1.0260539054870605,0.5383223295211792,-0.1044129803776741,0.426510214805603,8.742882329215718e-08,0.4723576605319977
virchow2,CCRCC,0,nointercept,55849,18371,4,CIB1,0.19869011640548706,-1.866363525390625,0.8142797946929932,-0.182273268699646,0.5336077809333801,1.0054314714125212e-07,0.7433766722679138
virchow2,CCRCC,0,nointercept,55849,18371,4,CKB,0.20846956968307495,-0.7800620794296265,0.7921270132064819,-0.11117181926965714,0.48686012625694275,7.212878472273587e-08,0.5242236852645874
virchow2,CCRCC,0,nointercept,55849,18371,4,CPD,0.16192924976348877,-0.9936561584472656,0.5824160575866699,0.19061654806137085,0.49838611483573914,1.7485764658431435e-07,0.5640750527381897
virchow2,CCRCC,0,nointercept,55849,18371,4,CPE,0.26116183400154114,-1.3857908248901367,2.5043721199035645,0.05696721374988556,1.281748652458191,-3.934297154728483e-08,1.101182460784912
virchow2,CCRCC,0,nointercept,55849,18371,4,DERL1,0.41908562183380127,-0.7625571489334106,0.555625855922699,0.059226661920547485,0.551719069480896,1.2240035118793458e-07,0.6185947060585022
virchow2,CCRCC,0,nointercept,55849,18371,4,DNAJB12,0.10740534216165543,-0.9594688415527344,0.2440626472234726,-0.1418977528810501,0.19344381988048553,6.994306289698216e-08,0.33685410022735596
virchow2,CCRCC,0,nointercept,55849,18371,4,EGFL7,0.12651106715202332,-1.6486985683441162,0.4397905766963959,-0.2557819187641144,0.25916171073913574,4.371441431061385e-09,0.4487183690071106
virchow2,CCRCC,0,nointercept,55849,18371,4,FLNB,0.26775044202804565,-1.7150144577026367,0.914394199848175,-0.2464200258255005,0.5235467553138733,8.742882329215718e-08,0.635085940361023
virchow2,CCRCC,0,nointercept,55849,18371,4,GADD45B,0.3600921928882599,-1.2048537731170654,0.8168525695800781,-0.15439124405384064,0.5482276678085327,5.682873549517353e-08,0.5517125129699707
virchow2,CCRCC,0,nointercept,55849,18371,4,GPNMB,0.36950185894966125,-0.8358981609344482,0.6599923372268677,-0.19383908808231354,0.3970940411090851,7.868594309456967e-08,0.5627884268760681
virchow2,CCRCC,0,nointercept,55849,18371,4,H3F3A,0.13913126289844513,-3.323340892791748,0.6638914942741394,-0.4555182158946991,0.2360963523387909,8.742882329215718e-08,0.7055453062057495
virchow2,CCRCC,0,nointercept,55849,18371,4,HMOX1,0.3482455611228943,-0.5580165386199951,0.7702165842056274,-0.07550214231014252,0.5029290914535522,4.808585529758602e-08,0.4311843514442444
virchow2,CCRCC,0,nointercept,55849,18371,4,HNRNPK,0.1435384750366211,-3.202662467956543,0.8738777041435242,-0.43257951736450195,0.3734790086746216,8.742882329215718e-08,0.8356579542160034
virchow2,CCRCC,0,nointercept,55849,18371,4,HSPA1A,0.11233184486627579,-1.2463443279266357,1.6959781646728516,0.07443263381719589,1.035993218421936,2.7321508611066747e-08,0.6820328235626221
