sample_id,set_name,encoder,benchmark_task,new_embeddings,bench_embeddings,n_rows_new,n_rows_bench,emb_dim_new,emb_dim_bench,n_barcodes_new,n_barcodes_bench,n_barcodes_matched,barcode_sets_identical,row_order_identical,max_abs_diff,max_rel_diff_elem,median_rel_diff_elem,frac_elems_excluded_small,max_rel_l2_row,median_rel_l2_row,agrees_1e-5,n_patches_new,n_patches_bench,patch_shape_new,patch_shape_bench,patch_dtype_new,patch_dtype_bench,patch_attrs_new,patch_attrs_bench,n_patch_barcodes_compared,max_abs_img_diff,frac_img_bytes_differing,max_abs_coord_diff,error
NCBI783,institution_breast_xenium,resnet50,IDC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/institution_breast_xenium/resnet50/NCBI783.h5,/work/users/w/e/weiyang/hest_replication/embeddings/IDC/resnet50/NCBI783.h5,3501,3005,1024,1024,3501,3005,2969,False,False,5.129436e-02,1.000000e+00,5.242756e-02,0.0046,6.310054e-02,4.651650e-02,False,3501,3005,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [3501, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [3501, 2]}, ""img"": {""attrs"": {""downsample"": ""1.8250849133211366"", ""patch_size_src"": ""409"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.2739598559774087""}, ""dtype"": ""uint8"", ""shape"": [3501, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [3005, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [3005, 2]}, ""img"": {""attrs"": {""factor"": ""1.8250849133211362"", ""patch_size"": ""409""}, ""dtype"": ""uint8"", ""shape"": [3005, 224, 224, 3]}}, ""file"": {}}",32,148,0.843901,22640,
NCBI785,institution_breast_xenium,resnet50,IDC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/institution_breast_xenium/resnet50/NCBI785.h5,/work/users/w/e/weiyang/hest_replication/embeddings/IDC/resnet50/NCBI785.h5,4074,4010,1024,1024,4074,4010,3960,False,False,6.350780e-02,1.000000e+00,6.678369e-02,0.0039,8.005883e-02,5.783902e-02,False,4074,4010,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4074, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4074, 2]}, ""img"": {""attrs"": {""downsample"": ""1.3739630864005898"", ""patch_size_src"": ""308"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.3639107956749145""}, ""dtype"": ""uint8"", ""shape"": [4074, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4010, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4010, 2]}, ""img"": {""attrs"": {""factor"": ""1.3739630864005898"", ""patch_size"": ""308""}, ""dtype"": ""uint8"", ""shape"": [4010, 224, 224, 3]}}, ""file"": {}}",32,81,0.837519,15053,
TENX95,institution_breast_xenium,resnet50,IDC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/institution_breast_xenium/resnet50/TENX95.h5,/work/users/w/e/weiyang/hest_replication/embeddings/IDC/resnet50/TENX95.h5,7592,7760,1024,1024,7592,7760,7566,False,False,1.433265e-01,1.000000e+00,9.177946e-02,0.0045,1.551678e-01,9.091508e-02,False,7592,7760,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [7592, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [7592, 2]}, ""img"": {""attrs"": {""downsample"": ""2.3529411764705883"", ""patch_size_src"": ""527"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.2125""}, ""dtype"": ""uint8"", ""shape"": [7592, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [7760, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [7760, 2]}, ""img"": {""attrs"": {""factor"": ""2.3529411764705883"", ""patch_size"": ""527""}, ""dtype"": ""uint8"", ""shape"": [7760, 224, 224, 3]}}, ""file"": {}}",32,169,0.871959,44983,
TENX99,institution_breast_xenium,resnet50,IDC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/institution_breast_xenium/resnet50/TENX99.h5,/work/users/w/e/weiyang/hest_replication/embeddings/IDC/resnet50/TENX99.h5,20549,20761,1024,1024,20549,20761,20529,False,False,1.097849e-01,1.000000e+00,1.055037e-01,0.0035,1.498767e-01,1.027177e-01,False,20549,20761,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [20549, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [20549, 2]}, ""img"": {""attrs"": {""downsample"": ""2.3529411764705883"", ""patch_size_src"": ""527"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.2125""}, ""dtype"": ""uint8"", ""shape"": [20549, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [20761, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [20761, 2]}, ""img"": {""attrs"": {""factor"": ""2.3529411764705883"", ""patch_size"": ""527""}, ""dtype"": ""uint8"", ""shape"": [20761, 224, 224, 3]}}, ""file"": {}}",32,203,0.912406,96739,
