sample_id,set_name,encoder,benchmark_task,new_embeddings,bench_embeddings,n_rows_new,n_rows_bench,emb_dim_new,emb_dim_bench,n_barcodes_new,n_barcodes_bench,n_barcodes_matched,barcode_sets_identical,row_order_identical,max_abs_diff,max_rel_diff_elem,median_rel_diff_elem,frac_elems_excluded_small,max_rel_l2_row,median_rel_l2_row,agrees_1e-5,n_patches_new,n_patches_bench,patch_shape_new,patch_shape_bench,patch_dtype_new,patch_dtype_bench,patch_attrs_new,patch_attrs_bench,n_patch_barcodes_compared,max_abs_img_diff,frac_img_bytes_differing,max_abs_coord_diff,error
INT19,kidney_visium_cell,resnet50,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/resnet50/INT19.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/resnet50/INT19.h5,4948,4948,1024,1024,4948,4948,4948,True,True,7.161953e-02,1.000000e+00,7.457737e-02,0.0035,9.437449e-02,6.772916e-02,False,4948,4948,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4948, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4948, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0934826453545123"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4572546277932903""}, ""dtype"": ""uint8"", ""shape"": [4948, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4948, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4948, 2]}, ""img"": {""attrs"": {""factor"": ""1.0934826453545123"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [4948, 224, 224, 3]}}, ""file"": {}}",32,146,0.897119,13283,
INT2,kidney_visium_cell,resnet50,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/resnet50/INT2.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/resnet50/INT2.h5,2541,2580,1024,1024,2541,2580,2541,False,False,5.698752e-02,1.000000e+00,6.591818e-02,0.0040,8.081429e-02,5.775533e-02,False,2541,2580,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [2541, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [2541, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0940000000000003"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4570383912248628""}, ""dtype"": ""uint8"", ""shape"": [2541, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [2580, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [2580, 2]}, ""img"": {""attrs"": {""factor"": ""1.094"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [2580, 224, 224, 3]}}, ""file"": {}}",32,126,0.846211,9868,
INT20,kidney_visium_cell,resnet50,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/resnet50/INT20.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/resnet50/INT20.h5,4860,4860,1024,1024,4860,4860,4860,True,True,8.546714e-02,1.000000e+00,8.895597e-02,0.0049,1.088599e-01,8.088847e-02,False,4860,4860,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4860, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4860, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0938296796023883"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4571095567472187""}, ""dtype"": ""uint8"", ""shape"": [4860, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4860, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4860, 2]}, ""img"": {""attrs"": {""factor"": ""1.0938296796023883"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [4860, 224, 224, 3]}}, ""file"": {}}",32,152,0.939361,13673,
INT21,kidney_visium_cell,resnet50,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/resnet50/INT21.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/resnet50/INT21.h5,4960,4975,1024,1024,4960,4975,4960,False,False,7.371056e-02,1.000000e+00,7.362084e-02,0.0030,9.096095e-02,6.732953e-02,False,4960,4975,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4960, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4960, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0932865101795142"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4573366590957951""}, ""dtype"": ""uint8"", ""shape"": [4960, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4975, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4975, 2]}, ""img"": {""attrs"": {""factor"": ""1.0932865101795142"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [4975, 224, 224, 3]}}, ""file"": {}}",32,128,0.923857,12597,
INT22,kidney_visium_cell,resnet50,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/resnet50/INT22.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/resnet50/INT22.h5,3826,3829,1024,1024,3826,3829,3826,False,False,7.669336e-02,1.000000e+00,8.794505e-02,0.0046,1.093034e-01,8.027331e-02,False,3826,3829,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [3826, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [3826, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0928858644125676"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4575043161243126""}, ""dtype"": ""uint8"", ""shape"": [3826, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [3829, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [3829, 2]}, ""img"": {""attrs"": {""factor"": ""1.0928858644125676"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [3829, 224, 224, 3]}}, ""file"": {}}",32,132,0.935076,11804,
INT23,kidney_visium_cell,resnet50,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/resnet50/INT23.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/resnet50/INT23.h5,4755,4755,1024,1024,4755,4755,4755,True,True,5.947396e-02,1.000000e+00,8.051081e-02,0.0070,9.005276e-02,6.877169e-02,False,4755,4755,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4755, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4755, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0928170477799735"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4575331259845696""}, ""dtype"": ""uint8"", ""shape"": [4755, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4755, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4755, 2]}, ""img"": {""attrs"": {""factor"": ""1.0928170477799735"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [4755, 224, 224, 3]}}, ""file"": {}}",32,125,0.931894,13581,
INT24,kidney_visium_cell,resnet50,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/resnet50/INT24.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/resnet50/INT24.h5,4483,4510,1024,1024,4483,4510,4483,False,False,7.757613e-02,1.000000e+00,6.882872e-02,0.0025,9.445982e-02,6.536662e-02,False,4483,4510,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4483, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4483, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0932132301308992"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4573673151944301""}, ""dtype"": ""uint8"", ""shape"": [4483, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4510, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4510, 2]}, ""img"": {""attrs"": {""factor"": ""1.0932132301308992"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [4510, 224, 224, 3]}}, ""file"": {}}",32,147,0.821469,13286,
INT3,kidney_visium_cell,resnet50,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/resnet50/INT3.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/resnet50/INT3.h5,1973,2007,1024,1024,1973,2007,1973,False,False,6.314939e-02,1.000000e+00,6.095985e-02,0.0018,8.219817e-02,5.840727e-02,False,1973,2007,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [1973, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [1973, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0925"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4576659038901602""}, ""dtype"": ""uint8"", ""shape"": [1973, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [2007, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [2007, 2]}, ""img"": {""attrs"": {""factor"": ""1.0925"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [2007, 224, 224, 3]}}, ""file"": {}}",32,103,0.764059,9706,
INT4,kidney_visium_cell,resnet50,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/resnet50/INT4.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/resnet50/INT4.h5,1255,1349,1024,1024,1255,1349,1255,False,False,6.281087e-02,1.000000e+00,4.206876e-02,0.0028,6.204031e-02,4.257580e-02,False,1255,1349,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [1255, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [1255, 2]}, ""img"": {""attrs"": {""downsample"": ""1.090005096828043"", ""patch_size_src"": ""244"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4587134513912085""}, ""dtype"": ""uint8"", ""shape"": [1255, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [1349, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [1349, 2]}, ""img"": {""attrs"": {""factor"": ""1.090005096828043"", ""patch_size"": ""244""}, ""dtype"": ""uint8"", ""shape"": [1349, 224, 224, 3]}}, ""file"": {}}",32,41,0.524221,7200,
INT5,kidney_visium_cell,resnet50,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/resnet50/INT5.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/resnet50/INT5.h5,1158,1186,1024,1024,1158,1186,1158,False,False,6.457672e-02,1.000000e+00,6.041326e-02,0.0018,8.205744e-02,5.738815e-02,False,1158,1186,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [1158, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [1158, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0950028538775596"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4566198144867198""}, ""dtype"": ""uint8"", ""shape"": [1158, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [1186, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [1186, 2]}, ""img"": {""attrs"": {""factor"": ""1.0950028538775594"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [1186, 224, 224, 3]}}, ""file"": {}}",32,103,0.830516,7293,
INT6,kidney_visium_cell,resnet50,CCRCC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/kidney_visium_cell/resnet50/INT6.h5,/work/users/w/e/weiyang/hest_replication/embeddings/CCRCC/resnet50/INT6.h5,1667,1678,1024,1024,1667,1678,1667,False,False,8.147317e-02,1.000000e+00,6.531175e-02,0.0017,9.147638e-02,6.342855e-02,False,1667,1678,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [1667, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [1667, 2]}, ""img"": {""attrs"": {""downsample"": ""1.0937500793650765"", ""patch_size_src"": ""245"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.4571428239714969""}, ""dtype"": ""uint8"", ""shape"": [1667, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [1678, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [1678, 2]}, ""img"": {""attrs"": {""factor"": ""1.0937500793650765"", ""patch_size"": ""245""}, ""dtype"": ""uint8"", ""shape"": [1678, 224, 224, 3]}}, ""file"": {}}",32,129,0.791713,11876,
