sample_id,set_name,encoder,benchmark_task,new_embeddings,bench_embeddings,n_rows_new,n_rows_bench,emb_dim_new,emb_dim_bench,n_barcodes_new,n_barcodes_bench,n_barcodes_matched,barcode_sets_identical,row_order_identical,max_abs_diff,max_rel_diff_elem,median_rel_diff_elem,frac_elems_excluded_small,max_rel_l2_row,median_rel_l2_row,agrees_1e-5,n_patches_new,n_patches_bench,patch_shape_new,patch_shape_bench,patch_dtype_new,patch_dtype_bench,patch_attrs_new,patch_attrs_bench,n_patch_barcodes_compared,max_abs_img_diff,frac_img_bytes_differing,max_abs_coord_diff,error
NCBI783,institution_breast_xenium,uni_v2,IDC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/institution_breast_xenium/uni_v2/NCBI783.h5,/work/users/w/e/weiyang/hest_replication/embeddings/IDC/uni_v2/NCBI783.h5,3501,3005,1536,1536,3501,3005,2969,False,False,6.021412e-01,1.999993e+00,1.032312e-01,0.0000,3.408308e-01,1.088830e-01,False,3501,3005,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [3501, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [3501, 2]}, ""img"": {""attrs"": {""downsample"": ""1.8250849133211366"", ""patch_size_src"": ""409"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.2739598559774087""}, ""dtype"": ""uint8"", ""shape"": [3501, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [3005, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [3005, 2]}, ""img"": {""attrs"": {""factor"": ""1.8250849133211362"", ""patch_size"": ""409""}, ""dtype"": ""uint8"", ""shape"": [3005, 224, 224, 3]}}, ""file"": {}}",32,148,0.843901,22640,
NCBI785,institution_breast_xenium,uni_v2,IDC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/institution_breast_xenium/uni_v2/NCBI785.h5,/work/users/w/e/weiyang/hest_replication/embeddings/IDC/uni_v2/NCBI785.h5,4074,4010,1536,1536,4074,4010,3960,False,False,6.566668e-01,1.999994e+00,1.321044e-01,0.0000,3.890197e-01,1.443714e-01,False,4074,4010,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4074, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4074, 2]}, ""img"": {""attrs"": {""downsample"": ""1.3739630864005898"", ""patch_size_src"": ""308"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.3639107956749145""}, ""dtype"": ""uint8"", ""shape"": [4074, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [4010, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [4010, 2]}, ""img"": {""attrs"": {""factor"": ""1.3739630864005898"", ""patch_size"": ""308""}, ""dtype"": ""uint8"", ""shape"": [4010, 224, 224, 3]}}, ""file"": {}}",32,81,0.837519,15053,
TENX95,institution_breast_xenium,uni_v2,IDC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/institution_breast_xenium/uni_v2/TENX95.h5,/work/users/w/e/weiyang/hest_replication/embeddings/IDC/uni_v2/TENX95.h5,7592,7760,1536,1536,7592,7760,7566,False,False,7.737719e-01,1.999991e+00,1.463031e-01,0.0000,3.919722e-01,1.581282e-01,False,7592,7760,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [7592, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [7592, 2]}, ""img"": {""attrs"": {""downsample"": ""2.3529411764705883"", ""patch_size_src"": ""527"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.2125""}, ""dtype"": ""uint8"", ""shape"": [7592, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [7760, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [7760, 2]}, ""img"": {""attrs"": {""factor"": ""2.3529411764705883"", ""patch_size"": ""527""}, ""dtype"": ""uint8"", ""shape"": [7760, 224, 224, 3]}}, ""file"": {}}",32,169,0.871959,44983,
TENX99,institution_breast_xenium,uni_v2,IDC,/work/users/w/e/weiyang/hest_replication/embeddings_ext/institution_breast_xenium/uni_v2/TENX99.h5,/work/users/w/e/weiyang/hest_replication/embeddings/IDC/uni_v2/TENX99.h5,20549,20761,1536,1536,20549,20761,20529,False,False,1.012534e+00,1.999999e+00,2.161780e-01,0.0000,5.301515e-01,2.418817e-01,False,20549,20761,224x224x3,224x224x3,uint8,uint8,"{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [20549, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [20549, 2]}, ""img"": {""attrs"": {""downsample"": ""2.3529411764705883"", ""patch_size_src"": ""527"", ""patch_size_target"": ""224"", ""pixel_size"": ""0.2125""}, ""dtype"": ""uint8"", ""shape"": [20549, 224, 224, 3]}}, ""file"": {}}","{""datasets"": {""barcode"": {""attrs"": {}, ""dtype"": ""object"", ""shape"": [20761, 1]}, ""coords"": {""attrs"": {}, ""dtype"": ""int64"", ""shape"": [20761, 2]}, ""img"": {""attrs"": {""factor"": ""2.3529411764705883"", ""patch_size"": ""527""}, ""dtype"": ""uint8"", ""shape"": [20761, 224, 224, 3]}}, ""file"": {}}",32,203,0.912406,96739,
