encoder,task,label_set,design,fold,repeat,cal_draw,n_T,n_C,n_E,overlap_T_C,overlap_T_E,overlap_C_E,disjoint,scaler_pca_fit_rows_equal_T,n_samples_seen,pca_n_samples,max_abs_scaler_mean_minus_T,max_abs_scaler_var_minus_T,max_abs_pca_mean_minus_T
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND143,-1,1,46244,5965,3816,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND143,-1,2,46244,6290,3816,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND144,-1,0,46244,6631,4074,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND144,-1,1,46244,5926,4074,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND144,-1,2,46244,6688,4074,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND145,-1,0,46244,7269,1418,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND145,-1,1,46244,6646,1418,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND145,-1,2,46244,6163,1418,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND146,-1,0,46244,5828,1964,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND146,-1,1,46244,5701,1964,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND146,-1,2,46244,6290,1964,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND147,-1,0,46244,6290,2335,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND147,-1,1,46244,6592,2335,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND147,-1,2,46244,5511,2335,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND148,-1,0,46244,6948,1633,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND148,-1,1,46244,6688,1633,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND148,-1,2,46244,5799,1633,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND149,-1,0,46244,6163,1851,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND149,-1,1,46244,6815,1851,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND149,-1,2,46244,6329,1851,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND150,-1,0,46244,6646,1751,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND150,-1,1,46244,5867,1751,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND150,-1,2,46244,5828,1751,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND151,-1,0,46244,6282,2600,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND151,-1,1,46244,5701,2600,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND151,-1,2,46244,5965,2600,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND152,-1,0,46244,6592,3082,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND152,-1,1,46244,6948,3082,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND152,-1,2,46244,5799,3082,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND153,-1,0,46244,6329,1820,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND153,-1,1,46244,6592,1820,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND153,-1,2,46244,7171,1820,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND154,-1,0,46244,7501,2736,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND154,-1,1,46244,10461,2736,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND154,-1,2,46244,7182,2736,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND156,-1,0,46244,11509,3554,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND156,-1,1,46244,10124,3554,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND156,-1,2,46244,10195,3554,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND157,-1,0,46244,9587,3190,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND157,-1,1,46244,8770,3190,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND157,-1,2,46244,8258,3190,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND158,-1,0,46244,9197,3092,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND158,-1,1,46244,9049,3092,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND158,-1,2,46244,10999,3092,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND159,-1,0,46244,7965,3856,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND159,-1,1,46244,9635,3856,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND159,-1,2,46244,10475,3856,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND160,-1,0,46244,12387,4079,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND160,-1,1,46244,9130,4079,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND160,-1,2,46244,10458,4079,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND161,-1,0,46244,6814,2775,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND161,-1,1,46244,8905,2775,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND161,-1,2,46244,8586,2775,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND162,-1,0,46244,9554,2609,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND162,-1,1,46244,8620,2609,0,0,0,True,True,46244,46244,0.0,0.0,0.0
hoptimus0,PRAD,shipped,slide_out_cal_other_donor,MEND162,-1,2,46244,10102,2609,0,0,0,True,True,46244,46244,0.0,0.0,0.0
