encoder,task,label_set,design,arm,fold,slide,n_genes,n_test,coverage,width_mean,sum_miss_above,sum_miss_below,abs_b_over_sy,b_over_sy_signed,log_w_ratio,w_star_over_w_hat,w_hat,calibration_unit,miss_asymmetry,shortfall,group,uses_test_labels,scope,n,r2,intercept,coef_level,t_level,p_level,share_level,coef_scale,t_scale,p_scale,share_scale,n_tasks,n_folds,mean_shortfall,mean_abs_b_over_sy,mean_miss_asymmetry,mean_w_star_over_w_hat,superseded_label_set
resnet50,PRAD,shipped,slide_out,a1,MEND143,MEND143,50.0,3816.0,0.9625244584206848,1.9724186956065985,5.435534591194968,0.18579664570230608,0.1577172967827027,0.04113064614146457,-0.32300909969299957,0.7108730276675715,0.9862093478032993,slide,0.9338958556710644,-0.06252445842068477,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND144,MEND144,50.0,4074.0,0.9810734740631648,2.126935641890069,2.5309278350515463,0.3080510554737359,0.2519432420216363,-0.08437944613369545,-0.4945902869995702,0.6048523539838683,1.0634678209450346,slide,0.7829846100639808,-0.08107347406316479,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND145,MEND145,50.0,1418.0,0.9395345557122707,2.1320379177912363,8.89280677009873,0.1770098730606488,0.12395166966023391,0.05550356848482372,-0.22042278563106393,0.79608767743463,1.0660189588956182,slide,0.9609672653759426,-0.039534555712270714,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND146,MEND146,50.0,1964.0,0.956704005431093,2.0123695668022292,6.175152749490835,0.31924643584521384,0.10019540855035203,-0.015424240996729332,-0.34089601746023335,0.7046216623207995,1.0061847834011146,slide,0.9016856134849078,-0.056704005431092996,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND147,MEND147,50.0,2335.0,0.9568508208422556,2.238507728671998,5.611563169164882,0.860813704496788,0.19713353065557948,-0.027444145424178175,-0.26135681821242285,0.7702354912614593,1.119253864335999,slide,0.7340038377555747,-0.05685082084225557,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND148,MEND148,50.0,1633.0,0.981698305776689,2.1340815867588265,2.052051439069198,0.6932026944274342,0.5312041213786061,-0.18995866514470305,-0.5383351478639655,0.5994948216960148,1.0670407933794133,slide,0.49498103948248945,-0.08169830577668902,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND149,MEND149,50.0,1851.0,0.9559913560237709,2.0231212133576837,4.363047001620745,2.2382495948136145,0.21434734800478272,-0.08563873217277007,-0.25451515337422165,0.7629538377902408,1.0115606066788418,slide,0.3218757672477289,-0.05599135602377092,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND150,MEND150,50.0,1751.0,0.8927241576242148,2.2239955627906554,14.768132495716733,1.3232438606510566,0.31355325674549894,0.2251372029146673,-0.026524522837183033,0.966867441169297,1.1119977813953277,slide,0.8355337876206701,0.007275842375785269,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND151,MEND151,50.0,2600.0,0.9392871794871795,2.1817990561950986,3.491923076923077,5.615,0.30311150350300015,-0.1322805607284815,-0.13878043368670953,0.8648775010361427,1.0908995280975493,slide,-0.2331277979559084,-0.039287179487179524,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND152,MEND152,50.0,3082.0,0.9293727017088471,2.200804861509962,7.288124594419208,3.3059701492537314,0.304851899668442,-0.03467940334896581,-0.1424235163442664,0.8812371571135539,1.100402430754981,slide,0.3758843526997641,-0.029372701708847093,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND153,MEND153,50.0,1820.0,0.8944395604395604,2.200885268648916,15.375274725274725,0.45879120879120877,0.3652203200916922,0.24716057392462423,-0.04215720620521742,0.9562601293533599,1.100442634324458,slide,0.9420501075716567,0.005560439560439612,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND154,MEND154,50.0,2736.0,0.8614278752436648,2.064923719165716,11.743055555555555,9.042763157894736,0.1203145534391977,0.00018973531638813695,0.07893074517135315,1.0605916765955226,1.032461859582858,slide,0.12991032178653072,0.0385721247563352,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND156,MEND156,50.0,3554.0,0.7192290377039955,1.9385682587591968,30.690489589195273,11.425154755205403,0.19088170681366698,0.1875461875929993,0.6085549937343421,1.860197452143787,0.9692841293795984,slide,0.4574389192872747,0.18077096229600453,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND157,MEND157,50.0,3190.0,0.821692789968652,1.9334864633932867,14.365830721003135,12.38025078369906,0.13551992435511154,-0.05593928501936605,0.1826598188398194,1.2022317713594477,0.9667432316966433,slide,0.07423816221284577,0.078307210031348,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND158,MEND158,50.0,3092.0,0.8933635187580853,2.2410587485643223,10.428525226390686,5.566946959896507,0.1276648093594275,0.0009724245590381275,-0.0020253200174890815,1.0169031885392354,1.1205293742821612,slide,0.30393465162359984,0.006636481241914738,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND159,MEND159,50.0,3856.0,0.7058454356846473,1.8796739502862718,8.034232365145229,36.08895228215768,0.819911868291686,-0.4303365929241203,0.2661978188172587,1.3898012856538422,0.9398369751431359,slide,-0.6358271766026602,0.19415456431535272,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND160,MEND160,50.0,4079.0,0.894957914521533,2.20307599446851,4.079921549399363,11.67639127237068,0.5212718476620781,-0.2788575846945247,-0.0016665787364401755,0.99574404379153,1.101537997234255,slide,-0.48212229656138167,0.005042085478467073,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND161,MEND161,50.0,2775.0,0.7777033033033033,2.068478919457699,27.046486486486486,6.298018018018018,0.22428119424811438,0.20215616482140378,0.30102684512038946,1.3447200644532011,1.0342394597288496,slide,0.6222455177183862,0.12229669669669674,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out,a1,MEND162,MEND162,50.0,2609.0,0.9510157148332695,1.9431457352447468,4.170180145649674,3.177462629359908,0.41374775372357714,-0.15812042294382542,-0.2906955591183206,0.7787230999044931,0.9715728676223734,slide,0.1351069379238393,-0.0510157148332695,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND139,MEND139,50.0,3749.0,0.8367013425802435,2.2646835712242446,5.676713790344092,18.818084822619365,0.5263131805480841,-0.22718407709520927,0.12190105856872054,1.0906402943379103,1.1323417856121223,slide,-0.5364963901079156,0.06329865741975649,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND140,MEND140,50.0,1935.0,0.9377743324720069,2.4466851979446775,9.170542635658915,0.16330749354005167,0.3183563231524213,0.2008841694750304,-0.18007724815451737,0.8118352151892566,1.2233425989723388,slide,0.9650074746691768,-0.0377743324720069,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND141,MEND141,50.0,1794.0,0.9474619100706057,2.283194848586613,7.715161649944259,0.16555183946488294,0.15535384073847452,0.08170205400121819,-0.27283295821398323,0.7338579473870452,1.1415974242933065,slide,0.9579855708020936,-0.04746191007060563,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND142,MEND142,50.0,2997.0,0.9739072405739072,2.6404770302614504,3.1818485151818483,0.7320653987320654,0.12800793373578043,-0.024222608560906238,-0.451032854636063,0.6089566150779336,1.3202385151307252,slide,0.6259164535379368,-0.07390724057390718,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND143,MEND143,50.0,3816.0,0.9879122990915444,2.5959339152908822,1.790880503144654,0.022274633123689727,0.11629053707805208,0.038062004924085666,-0.6069453549761665,0.5264253192526007,1.2979669576454411,slide,0.9754299754299753,-0.08791229909154441,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND144,MEND144,50.0,4074.0,0.9806872852233678,2.2366873628270785,2.629111438389789,0.26779577810505645,0.2609530757708085,-0.0918328450999367,-0.5312989904912457,0.5697236385588998,1.1183436814135392,slide,0.8151160820199966,-0.08068728522336777,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND145,MEND145,50.0,1418.0,0.9559849553361542,2.494077437051149,6.584626234132581,0.01763046544428773,0.1394532720966383,0.07462385513953584,-0.3598894568425189,0.6794987649783469,1.2470387185255745,slide,0.9946592608417004,-0.05598495533615422,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND146,MEND146,50.0,1964.0,0.9679531568228106,2.379033723771349,4.740835030549898,0.06619144602851323,0.09251034023885765,0.03239151282068553,-0.47126140106674447,0.605753597436724,1.1895168618856744,slide,0.9724605444338522,-0.06795315682281056,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND147,MEND147,50.0,2335.0,0.975902926481085,2.691449786096534,2.942184154175589,0.6723768736616702,0.20675192309046178,-0.045058589633685024,-0.43013943408624955,0.6456926229297615,1.345724893048267,slide,0.627962085308057,-0.07590292648108499,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND148,MEND148,50.0,1633.0,0.9793508879363135,2.1640487166067883,2.52357624004899,0.5737905695039804,0.5850675251944143,-0.20835901899518186,-0.5266876700507596,0.5894976154391081,1.0820243583033942,slide,0.6294978252273625,-0.07935088793631351,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND149,MEND149,50.0,1851.0,0.9785449306681073,2.6209585311021697,2.2782279848730416,0.940032414910859,0.1757338612733209,-0.05934067530938204,-0.5031264535383871,0.5814700174796879,1.3104792655510848,slide,0.4158133288568071,-0.0785449306681073,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND150,MEND150,50.0,1751.0,0.9164667808871121,2.5060543227376404,12.150770988006853,0.3792118789263278,0.33358485180395075,0.2433664191246235,-0.12017599093194756,0.8734376605460968,1.2530271613688202,slide,0.93947128532361,-0.016466780887112065,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND151,MEND151,50.0,2600.0,0.9425717948717949,2.3023172256559263,3.3492307692307692,5.265,0.30730601473029895,-0.13884885257417476,-0.17725312503300894,0.8148333773894082,1.1511586128279632,slide,-0.22239585658793584,-0.042571794871794855,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND152,MEND152,50.0,3082.0,0.9439498161367078,2.4064532018577016,4.554834523036989,3.8526930564568462,0.2863573340706852,-0.10127201513288007,-0.22082063696699697,0.7882829225380603,1.2032266009288508,slide,0.0835134300710096,-0.04394981613670779,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND153,MEND153,50.0,1820.0,0.9335018315018315,2.664797668283679,9.71098901098901,0.26373626373626374,0.357912514179443,0.24614328146435543,-0.21897795936160946,0.7825745783819005,1.3323988341418396,slide,0.9471190922110828,-0.0335018315018315,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND154,MEND154,50.0,2736.0,0.8554459064327485,1.9544189644366274,12.230994152046783,9.452119883040936,0.08549531133987191,-0.016514513208355983,0.10643374328996931,1.1109027521627162,0.9772094822183137,slide,0.12815844922039607,0.044554093567251485,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND156,MEND156,50.0,3554.0,0.6844381917088727,1.7291557257050916,34.694991558806976,12.639279684862126,0.23942002809760335,0.24276201990180046,0.7344433994105972,2.153433248517464,0.8645778628525458,slide,0.4659565108841678,0.21556180829112737,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND157,MEND157,50.0,3190.0,0.8299059561128527,1.9470028582736885,13.122257053291536,12.391849529780565,0.1240635969943863,-0.06572419183907727,0.15907088934871755,1.186756505128139,0.9735014291368442,slide,0.02862759552770608,0.07009404388714735,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND158,MEND158,50.0,3092.0,0.7763605002156101,1.703013568737846,18.266494178525225,15.279430789133247,0.11704889703219398,-0.00555247717964941,0.2698958638432962,1.3594132159602736,0.851506784368923,slide,0.08904400138829967,0.12363949978438993,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND159,MEND159,50.0,3856.0,0.6940145228215767,1.859689517127147,8.167271784232366,37.73054979253112,0.8422662392860949,-0.4396351890288586,0.27560101579721014,1.4018980638767946,0.9298447585635735,slide,-0.644110700523217,0.2059854771784233,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND160,MEND160,50.0,4079.0,0.8690871945738335,1.7986325657770268,6.7898994851679335,12.847021328757048,0.34798196421019045,-0.19119210275235338,0.060672975132797395,1.0950131740663924,0.8993162828885134,slide,-0.30845578596486845,0.03091280542616648,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND161,MEND161,50.0,2775.0,0.7076444444444444,1.8050695665153342,35.39027027027027,8.463063063063062,0.27468209304754987,0.25386661800605603,0.4351064767917164,1.5623461971530108,0.9025347832576672,slide,0.6140287444635272,0.1923555555555556,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,PRAD,shipped,slide_out_cal_other_donor,a1,MEND162,MEND162,50.0,2609.0,0.9429334355436311,1.9052813582859167,4.176696052127252,4.383288616328095,0.42648065070172214,-0.1731468443424734,-0.28497958541356094,0.7971611645007273,0.9526406791429584,slide,-0.024134688577441433,-0.04293343554363105,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,READ,shipped,donor,a1,READ_specimen1,ZEN48,50.0,2385.0,0.9021551362683438,2.119258180409652,2.189098532494759,2.7031446540880504,0.4742183551761074,-0.09142221628328376,-0.20681742111995954,0.8013686283672323,1.059629090204826,slide,-0.10507370586218719,-0.002155136268343738,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,READ,shipped,donor,a1,READ_specimen1,ZEN49,50.0,2203.0,0.8864366772582842,2.1192581804096537,2.3241034952337722,3.3540626418520203,0.49088635928213464,-0.10087911056113397,-0.17145226502694794,0.8325354019801121,1.0596290902048269,slide,-0.1813893996322648,0.013563322741715789,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,READ,shipped,donor,a1,READ_specimen7,ZEN36,50.0,1691.0,0.7013601419278533,1.3572083989008519,12.64991129509166,2.282081608515671,0.5551599878593032,0.17321075566775337,0.522152105876349,1.7322240078683966,0.6786041994504259,slide,0.6943366336633663,0.19863985807214668,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,READ,shipped,donor,a1,READ_specimen7,ZEN40,50.0,2128.0,0.6301691729323309,1.357208398900847,5.7819548872180455,12.709586466165414,1.0411615999906545,-0.3359184467202961,0.5061750717769443,1.831577144002482,0.6786041994504235,slide,-0.3746378653113087,0.26983082706766914,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,READ,shipped,patient,a1,0,ZEN48,50.0,2385.0,0.9021551362683438,2.119258180409652,2.189098532494759,2.7031446540880504,0.4742183551761074,-0.09142221628328376,-0.20681742111995954,0.8013686283672323,1.059629090204826,slide,-0.10507370586218719,-0.002155136268343738,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,READ,shipped,patient,a1,0,ZEN49,50.0,2203.0,0.8864366772582842,2.1192581804096537,2.3241034952337722,3.3540626418520203,0.49088635928213464,-0.10087911056113397,-0.17145226502694794,0.8325354019801121,1.0596290902048269,slide,-0.1813893996322648,0.013563322741715789,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,READ,shipped,patient,a1,1,ZEN36,50.0,1691.0,0.7015375517445298,1.3568152994929727,12.696037847427558,2.2270845653459492,0.5551968870341923,0.17462389912738566,0.5230931019230813,1.7344453424531983,0.6784076497464864,slide,0.7015256588072122,0.19846244825547021,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,READ,shipped,patient,a1,1,ZEN40,50.0,2128.0,0.623796992481203,1.3568152994929707,5.820488721804511,12.989661654135338,1.0762897511502738,-0.3486918392654916,0.5166617142329591,1.8536952038879693,0.6784076497464854,slide,-0.3811332067552713,0.276203007518797,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,READ,shipped,slide_out,a1,ZEN36,ZEN36,50.0,1691.0,0.798387541888429,1.707754579258728,28.668243642814904,1.573625073920757,0.4237515723176888,0.17681377199725876,0.26180157971276086,1.2533031825217942,0.853877289629364,slide,0.895930698683979,0.10161245811157105,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,READ,shipped,slide_out,a1,ZEN40,ZEN40,50.0,2128.0,0.6112061403508772,1.391137181966794,9.921522556390977,48.39755639097744,1.063677278236225,-0.44615951825678035,0.4638854445726375,1.7317363261443912,0.6955685909833971,slide,-0.6597503686453995,0.28879385964912285,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,READ,shipped,slide_out,a1,ZEN48,ZEN48,50.0,2385.0,0.9330873515024458,1.9871517676398212,6.438993710691824,3.5979035639413,0.27666697053392286,-0.07054647772930228,-0.31364196797495414,0.7233270366435103,0.9935758838199106,slide,0.28306458350739405,-0.033087351502445794,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
resnet50,READ,shipped,slide_out,a1,ZEN49,ZEN49,50.0,2203.0,0.926288394613406,2.02331814859948,6.767589650476623,4.289151157512483,0.28825066443261593,-0.051792322600661515,-0.24976882917766724,0.7511020260086761,1.01165907429974,slide,0.22415633467443957,-0.02628839461340593,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT1,INT1,50.0,1084.0,0.8602706027060271,2.008994485035524,4.753690036900369,16.20571955719557,0.9492416655439819,-0.2674679121896591,-0.104871685708005,0.9254776466557262,1.004497242517762,donor,-0.5463908450704225,0.03972939729397296,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT10,INT10,50.0,1983.0,0.7919213313161876,2.0734363421347535,30.420070600100857,0.7917297024710035,0.5212469561875727,0.41794978197530297,0.1921900848129363,1.244659192159114,1.0367181710673767,donor,0.9492672838608567,0.10807866868381244,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT11,INT11,50.0,1439.0,0.7967199444058374,2.030798585118525,9.254343293954134,21.237665045170257,0.5493233404837722,-0.16578199273291183,0.1323040076241738,1.1492114285773687,1.0153992925592625,donor,-0.3929987693149187,0.10328005559416265,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT12,INT12,50.0,1451.0,0.861736733287388,2.0862473889845927,3.7346657477601655,17.004824259131635,0.5939344366923058,-0.24877753713732134,0.001093151583342438,1.003667285865069,1.0431236944922964,donor,-0.639849798956568,0.03826326671261204,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT13,INT13,50.0,4359.0,0.9083000688231245,2.0973382142748775,12.576967194310622,1.1780224822206928,0.3701718806184846,0.12690850882317828,-0.109767355884906,0.9095080262469577,1.0486691071374388,donor,0.8287134327362488,-0.008300068823124507,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT14,INT14,50.0,4562.0,0.9679146573140436,2.1662458885005673,4.006137658921526,0.8066637439719422,0.2398079453741361,-0.017986235087904826,-0.36946145500903804,0.6928883318227257,1.0831229442502837,donor,0.6647841136819093,-0.06791465731404356,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT15,INT15,50.0,4940.0,0.928715249662618,2.0421502111781904,7.426518218623482,3.266194331983806,0.40413230524107696,-0.032991034591712265,-0.18784550746478176,0.8377044171476903,1.0210751055890952,donor,0.3890803074476543,-0.02871524966261796,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT16,INT16,50.0,3206.0,0.9198190892077355,1.917926204311713,9.766687461010605,2.2604491578290706,0.34346868991392854,0.0384060280649392,-0.1565108009146217,0.884016017109937,0.9589631021558567,donor,0.6241085090380974,-0.019819089207735452,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT17,INT17,50.0,3585.0,0.9466331938633193,1.95583442950429,6.282287308228731,1.7227336122733612,0.3845913309512898,-0.04703564791254973,-0.26301400427804783,0.7693451197280625,0.977917214752145,donor,0.5695867307826329,-0.04663319386331932,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT18,INT18,50.0,4915.0,0.8691407256697185,2.20581375271698,15.890946083418108,3.73794506612411,0.5193556497886564,0.16265703868777148,-0.05533535582887272,0.9661158016357445,1.10290687635849,donor,0.619138438575397,0.030859274330281572,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT19,INT19,50.0,4948.0,0.9817515494475882,2.0859938359424897,1.7993128536782539,0.9379547291835084,0.46169812673432575,-0.16692489726132165,-0.42673154372828614,0.6586526615169235,1.0429969179712448,donor,0.31467808623744836,-0.08175154944758822,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT2,INT2,50.0,2580.0,0.9049741602067184,2.087093193378862,5.1321705426356585,9.12170542635659,0.6009161479657572,-0.18247808649768,-0.07796748725097806,0.9365923394237731,1.043546596689431,donor,-0.27989123045547254,-0.00497416020671837,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT20,INT20,50.0,4860.0,0.961880658436214,1.9854396690589518,1.9907407407407407,3.7271604938271605,0.7430773706890598,-0.2723088925424714,-0.2921147196645393,0.749717494511376,0.9927198345294759,donor,-0.30368131274964916,-0.06188065843621393,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT21,INT21,50.0,4975.0,0.9145005025125628,2.245570623210829,12.117386934673366,0.7075376884422111,0.3422963670389658,0.14568950328051133,-0.1926538938720677,0.8326235780028695,1.1227853116054145,donor,0.8896620901510875,-0.01450050251256274,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT22,INT22,50.0,3829.0,0.8468703752067555,1.9824948440078425,11.894489422825803,11.074954296160877,0.5840945884004056,-0.0002758180574764657,-0.019750867482817073,0.9870883300924358,0.9912474220039212,donor,0.035679363274587844,0.05312962479324457,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT23,INT23,50.0,4755.0,0.8643406940063092,2.2601170682427036,19.314195583596213,1.0347003154574133,0.6799068249430923,0.2833476988845479,-0.06289332895102906,0.9555425690780567,1.1300585341213518,donor,0.898304033733296,0.035659305993690826,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT24,INT24,50.0,4510.0,0.9277324464153732,2.110837677213176,8.98891352549889,1.851219512195122,0.2847837657789872,-0.008021182155246385,-0.18663476540736715,0.860645210202958,1.055418838606588,donor,0.6584507762482358,-0.027732446415373202,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT3,INT3,50.0,2007.0,0.9713336655040691,2.39970994310411,3.6880916791230693,0.611858495266567,0.3824121487809479,-0.05139174392652581,-0.4184403987031563,0.6648301607595346,1.199854971552055,donor,0.7154113557358054,-0.07133366550406905,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT4,INT4,50.0,1349.0,0.8911885347170744,1.9976678850535117,1.7190511489992588,14.602668643439586,1.0646784150941895,-0.39736287166931133,-0.11699729445789453,0.9261575531326129,0.9988339425267558,donor,-0.7893541647742756,0.008811465282925646,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT5,INT5,50.0,1186.0,0.25807195053400783,1.9351207886916753,110.61551433389545,0.6736930860033726,2.0273381258692287,1.5510113472317302,0.879266423288213,2.4357346551471073,0.9675603943458376,donor,0.9878929304714787,0.6419280494659922,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT6,INT6,50.0,1678.0,0.8864243146603098,2.157209157459049,8.584624553039333,8.451728247914184,0.43432073982971275,-0.07654503085683653,-0.048261601370651976,0.9563279155411127,1.0786045787295244,donor,0.007800748592017341,0.013575685339690224,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
uni_v2,CCRCC,shipped,donor,a1,INT7,INT7,50.0,2374.0,0.8463689974726201,1.983507365736859,16.08340353833193,6.961246840775063,0.5902824333613708,0.046403706392928935,0.014085274541507427,1.0343858799910257,0.9917536828684295,donor,0.3958470424800761,0.053631002527379956,A1_unit_calibrated,True,slide,,,,,,,,,,,,,,,,,,False
