task,label_set,encoder,design,score,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,superseded_label_set
CCRCC,shipped,resnet50,patient,abs,2,predicted_value_decile,1,154067,127364,0.8266793018621769,2.4541754722595215,0.20212766528129578,False
CCRCC,shipped,resnet50,patient,abs,2,predicted_value_decile,2,176508,147320,0.8346363904185646,2.450908660888672,0.29961130023002625,False
CCRCC,shipped,resnet50,patient,abs,2,predicted_value_decile,3,184829,154888,0.8380070227074755,2.393568515777588,0.3781636357307434,False
CCRCC,shipped,resnet50,patient,abs,2,predicted_value_decile,4,188000,157980,0.8403191489361702,2.34206223487854,0.4503706097602844,False
CCRCC,shipped,resnet50,patient,abs,2,predicted_value_decile,5,186220,158609,0.8517291375792074,2.324798107147217,0.5276369452476501,False
CCRCC,shipped,resnet50,patient,abs,2,predicted_value_decile,6,181816,156145,0.8588078056936683,2.309541702270508,0.617464005947113,False
CCRCC,shipped,resnet50,patient,abs,2,predicted_value_decile,7,178638,152353,0.8528588542191471,2.2559144496917725,0.732160747051239,False
CCRCC,shipped,resnet50,patient,abs,2,predicted_value_decile,8,151914,122596,0.8070092289058283,2.036832094192505,0.8981151580810547,False
CCRCC,shipped,resnet50,patient,abs,2,predicted_value_decile,9,96949,63268,0.6525905372928035,1.9247912168502808,1.246103286743164,False
CCRCC,shipped,resnet50,patient,abs,3,predicted_value_decile,0,41670,35100,0.8423326133909287,2.0352892875671387,0.011968129314482212,False
CCRCC,shipped,resnet50,patient,abs,3,predicted_value_decile,1,60265,53530,0.8882435908072679,2.0312716960906982,0.18731166422367096,False
CCRCC,shipped,resnet50,patient,abs,3,predicted_value_decile,2,72753,65300,0.8975574890382527,2.0425820350646973,0.28863099217414856,False
CCRCC,shipped,resnet50,patient,abs,3,predicted_value_decile,3,83692,75124,0.8976246236199398,2.0467963218688965,0.37515589594841003,False
CCRCC,shipped,resnet50,patient,abs,3,predicted_value_decile,4,95272,84637,0.8883722394827441,2.03672456741333,0.4559198021888733,False
CCRCC,shipped,resnet50,patient,abs,3,predicted_value_decile,5,107109,93898,0.8766583573742636,2.012899875640869,0.5379403829574585,False
CCRCC,shipped,resnet50,patient,abs,3,predicted_value_decile,6,123076,105194,0.8547076603074523,1.982645869255066,0.6249720454216003,False
CCRCC,shipped,resnet50,patient,abs,3,predicted_value_decile,7,152519,122640,0.8040965387918882,1.9638078212738037,0.7386495471000671,False
CCRCC,shipped,resnet50,patient,abs,3,predicted_value_decile,8,211882,142168,0.6709772420498202,1.9471687078475952,0.958862841129303,False
CCRCC,shipped,resnet50,patient,abs,3,predicted_value_decile,9,120062,57747,0.48097649547733673,1.9433003664016724,1.3162888288497925,False
CCRCC,shipped,resnet50,patient,abs,4,predicted_value_decile,0,216112,205549,0.9511225660768491,2.2266764640808105,-0.008140412159264088,False
CCRCC,shipped,resnet50,patient,abs,4,predicted_value_decile,1,222329,212499,0.9557862447094171,2.2862906455993652,0.18092605471611023,False
CCRCC,shipped,resnet50,patient,abs,4,predicted_value_decile,2,217338,206749,0.9512786535258445,2.306692600250244,0.2854919731616974,False
CCRCC,shipped,resnet50,patient,abs,4,predicted_value_decile,3,218764,207215,0.9472079501197638,2.3076345920562744,0.36921966075897217,False
CCRCC,shipped,resnet50,patient,abs,4,predicted_value_decile,4,223364,210919,0.9442837699897925,2.301652431488037,0.44736671447753906,False
CCRCC,shipped,resnet50,patient,abs,4,predicted_value_decile,5,231748,219243,0.9460405267790877,2.2922215461730957,0.5267226099967957,False
CCRCC,shipped,resnet50,patient,abs,4,predicted_value_decile,6,240306,227952,0.948590547052508,2.2831997871398926,0.6171771883964539,False
CCRCC,shipped,resnet50,patient,abs,4,predicted_value_decile,7,237186,225245,0.9496555445936944,2.278679609298706,0.7393047213554382,False
CCRCC,shipped,resnet50,patient,abs,4,predicted_value_decile,8,212097,195462,0.9215689047935615,2.2785542011260986,0.9228740334510803,False
CCRCC,shipped,resnet50,patient,abs,4,predicted_value_decile,9,192956,134423,0.6966510499803064,2.2633495330810547,1.3077189922332764,False
CCRCC,shipped,resnet50,patient,abs,5,predicted_value_decile,0,413735,393681,0.9515293605810482,2.403005599975586,-0.025503329932689667,False
CCRCC,shipped,resnet50,patient,abs,5,predicted_value_decile,1,318006,308387,0.9697521430413263,2.4817137718200684,0.19110216200351715,False
CCRCC,shipped,resnet50,patient,abs,5,predicted_value_decile,2,276833,269328,0.972889792763146,2.4984078407287598,0.2942059338092804,False
CCRCC,shipped,resnet50,patient,abs,5,predicted_value_decile,3,254988,248441,0.9743242819269926,2.513956069946289,0.37811845541000366,False
CCRCC,shipped,resnet50,patient,abs,5,predicted_value_decile,4,239584,233090,0.9728946841191398,2.517210006713867,0.455613374710083,False
CCRCC,shipped,resnet50,patient,abs,5,predicted_value_decile,5,226905,220034,0.9697186047024084,2.5034871101379395,0.5324926972389221,False
CCRCC,shipped,resnet50,patient,abs,5,predicted_value_decile,6,215730,208774,0.967755991285403,2.4731292724609375,0.6157487630844116,False
CCRCC,shipped,resnet50,patient,abs,5,predicted_value_decile,7,202524,194823,0.9619748770516087,2.4189743995666504,0.7210225462913513,False
CCRCC,shipped,resnet50,patient,abs,5,predicted_value_decile,8,183731,171141,0.9314759077129063,2.35669207572937,0.8790455460548401,False
CCRCC,shipped,resnet50,patient,abs,5,predicted_value_decile,9,166064,127315,0.7666622506985259,2.3130106925964355,1.2577519416809082,False
CCRCC,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,0,562650,540603,0.9608157824580112,2.5463907718658447,0.34407612681388855,False
CCRCC,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,1,1328850,1269958,0.9556819806599691,2.5463907718658447,0.4463483989238739,False
CCRCC,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,2,853800,806398,0.9444811431248537,2.5463907718658447,0.5331646800041199,False
CCRCC,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,0,704850,550103,0.780453997304391,2.0425186157226562,0.9603468179702759,False
CCRCC,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,1,265500,190694,0.7182448210922787,2.0425188541412354,1.178547978401184,False
CCRCC,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,2,8850,5837,0.65954802259887,2.0425186157226562,1.3335999250411987,False
CCRCC,shipped,resnet50,patient,abs,2,neoplastic_fraction_tertile,0,625950,508622,0.812560108634875,2.302485704421997,0.473332941532135,False
CCRCC,shipped,resnet50,patient,abs,2,neoplastic_fraction_tertile,1,321300,262491,0.8169654528478058,2.302485704421997,0.5954368114471436,False
CCRCC,shipped,resnet50,patient,abs,2,neoplastic_fraction_tertile,2,200100,167283,0.8359970014992504,2.302485704421997,0.5240650177001953,False
CCRCC,shipped,resnet50,patient,abs,3,neoplastic_fraction_tertile,0,577500,507186,0.8782441558441558,1.990257978439331,0.6461617946624756,False
CCRCC,shipped,resnet50,patient,abs,3,neoplastic_fraction_tertile,1,346350,277799,0.8020759347480872,1.9902580976486206,0.6806932091712952,False
CCRCC,shipped,resnet50,patient,abs,3,neoplastic_fraction_tertile,2,130500,37656,0.288551724137931,1.990257978439331,0.7837157845497131,False
CCRCC,shipped,resnet50,patient,abs,4,neoplastic_fraction_tertile,0,288450,272956,0.9462853180793899,2.2828598022460938,0.4340769350528717,False
CCRCC,shipped,resnet50,patient,abs,4,neoplastic_fraction_tertile,1,457650,408137,0.8918103354091554,2.282860040664673,0.6136545538902283,False
CCRCC,shipped,resnet50,patient,abs,4,neoplastic_fraction_tertile,2,993600,917781,0.9236926328502415,2.2828598022460938,0.561812698841095,False
CCRCC,shipped,resnet50,patient,abs,5,neoplastic_fraction_tertile,0,623700,606965,0.9731681898348565,2.4529638290405273,0.25294753909111023,False
CCRCC,shipped,resnet50,patient,abs,5,neoplastic_fraction_tertile,1,664350,640592,0.964238729585309,2.4529638290405273,0.35907065868377686,False
CCRCC,shipped,resnet50,patient,abs,5,neoplastic_fraction_tertile,2,1197000,1114846,0.9313667502088555,2.4529635906219482,0.5896248817443848,False
CCRCC,shipped,resnet50,donor,abs,INT1,predicted_value_decile,0,4266,4111,0.963666197843413,2.866267442703247,0.09678008407354355,False
CCRCC,shipped,resnet50,donor,abs,INT1,predicted_value_decile,1,6800,6535,0.9610294117647059,2.476687431335449,0.2446654886007309,False
CCRCC,shipped,resnet50,donor,abs,INT1,predicted_value_decile,2,8701,8313,0.9554074244339731,2.2816977500915527,0.3120203912258148,False
CCRCC,shipped,resnet50,donor,abs,INT1,predicted_value_decile,3,9887,9532,0.9640942651967229,2.200181722640991,0.3750126361846924,False
CCRCC,shipped,resnet50,donor,abs,INT1,predicted_value_decile,4,10253,9879,0.9635228713547255,2.158704996109009,0.4422112703323364,False
CCRCC,shipped,resnet50,donor,abs,INT1,predicted_value_decile,5,10914,10550,0.9666483415796225,2.124178647994995,0.5215180516242981,False
CCRCC,shipped,resnet50,donor,abs,INT1,predicted_value_decile,6,12679,12265,0.9673475826169257,2.0826501846313477,0.6066898107528687,False
CCRCC,shipped,resnet50,donor,abs,INT1,predicted_value_decile,7,16959,16342,0.9636181378619022,2.013580322265625,0.7076658606529236,False
CCRCC,shipped,resnet50,donor,abs,INT1,predicted_value_decile,8,26230,22365,0.8526496378192909,1.9164901971817017,0.8637847304344177,False
CCRCC,shipped,resnet50,donor,abs,INT1,predicted_value_decile,9,55911,27814,0.49746919210888735,1.8274445533752441,1.2244683504104614,False
CCRCC,shipped,resnet50,donor,abs,INT10,predicted_value_decile,0,67891,56328,0.8296828740186475,2.2537126541137695,-0.08924663066864014,False
CCRCC,shipped,resnet50,donor,abs,INT10,predicted_value_decile,1,35154,29369,0.8354383569437333,2.3191676139831543,0.18251284956932068,False
CCRCC,shipped,resnet50,donor,abs,INT10,predicted_value_decile,2,25893,21694,0.8378326188545167,2.3132970333099365,0.2933729887008667,False
CCRCC,shipped,resnet50,donor,abs,INT10,predicted_value_decile,3,21386,17840,0.8341905919760592,2.3009276390075684,0.37697723507881165,False
CCRCC,shipped,resnet50,donor,abs,INT10,predicted_value_decile,4,19240,15909,0.8268711018711019,2.2856507301330566,0.45090651512145996,False
CCRCC,shipped,resnet50,donor,abs,INT10,predicted_value_decile,5,18439,15081,0.8178860024947123,2.274392604827881,0.5280331969261169,False
CCRCC,shipped,resnet50,donor,abs,INT10,predicted_value_decile,6,19462,15774,0.8105025177268523,2.261413812637329,0.6113395690917969,False
CCRCC,shipped,resnet50,donor,abs,INT10,predicted_value_decile,7,22701,17884,0.7878067045504603,2.226865768432617,0.7152915000915527,False
CCRCC,shipped,resnet50,donor,abs,INT10,predicted_value_decile,8,29054,21535,0.7412060301507538,2.154686689376831,0.872885525226593,False
CCRCC,shipped,resnet50,donor,abs,INT10,predicted_value_decile,9,38230,28027,0.7331153544336908,2.0727665424346924,1.2621039152145386,False
CCRCC,shipped,resnet50,donor,abs,INT11,predicted_value_decile,0,10257,8082,0.7879496928926587,2.0486385822296143,-0.005756447557359934,False
CCRCC,shipped,resnet50,donor,abs,INT11,predicted_value_decile,1,12543,10469,0.8346488081001355,2.135793924331665,0.19387264549732208,False
CCRCC,shipped,resnet50,donor,abs,INT11,predicted_value_decile,2,12654,10898,0.8612296507033349,2.1683261394500732,0.30237334966659546,False
CCRCC,shipped,resnet50,donor,abs,INT11,predicted_value_decile,3,13425,11779,0.8773929236499068,2.1706771850585938,0.3900701105594635,False
CCRCC,shipped,resnet50,donor,abs,INT11,predicted_value_decile,4,14493,12952,0.8936728075622714,2.1726033687591553,0.4645003080368042,False
CCRCC,shipped,resnet50,donor,abs,INT11,predicted_value_decile,5,16923,15313,0.9048632039236542,2.1724491119384766,0.5396148562431335,False
CCRCC,shipped,resnet50,donor,abs,INT11,predicted_value_decile,6,21640,19836,0.9166358595194085,2.1651954650878906,0.6204371452331543,False
CCRCC,shipped,resnet50,donor,abs,INT11,predicted_value_decile,7,29120,26667,0.9157623626373627,2.1479382514953613,0.7299021482467651,False
CCRCC,shipped,resnet50,donor,abs,INT11,predicted_value_decile,8,41404,37744,0.9116027436962613,2.1008694171905518,0.9030770659446716,False
CCRCC,shipped,resnet50,donor,abs,INT11,predicted_value_decile,9,43391,32556,0.7502938397363509,1.9651082754135132,1.1511602401733398,False
CCRCC,shipped,resnet50,donor,abs,INT12,predicted_value_decile,0,2510,2225,0.8864541832669323,2.398193836212158,0.058739930391311646,False
CCRCC,shipped,resnet50,donor,abs,INT12,predicted_value_decile,1,3940,3669,0.9312182741116751,2.3740944862365723,0.22386449575424194,False
CCRCC,shipped,resnet50,donor,abs,INT12,predicted_value_decile,2,4709,4414,0.9373540029730304,2.3507018089294434,0.3171539306640625,False
CCRCC,shipped,resnet50,donor,abs,INT12,predicted_value_decile,3,6047,5726,0.9469158260294361,2.2997353076934814,0.3863139748573303,False
CCRCC,shipped,resnet50,donor,abs,INT12,predicted_value_decile,4,7345,6941,0.94499659632403,2.2814035415649414,0.45788100361824036,False
CCRCC,shipped,resnet50,donor,abs,INT12,predicted_value_decile,5,9626,9219,0.957718678578849,2.2631874084472656,0.5315667986869812,False
CCRCC,shipped,resnet50,donor,abs,INT12,predicted_value_decile,6,12760,12243,0.9594827586206897,2.2514536380767822,0.6114035248756409,False
CCRCC,shipped,resnet50,donor,abs,INT12,predicted_value_decile,7,18503,17858,0.9651407879803275,2.2562170028686523,0.7119377255439758,False
CCRCC,shipped,resnet50,donor,abs,INT12,predicted_value_decile,8,31859,30446,0.9556483254339433,2.2523722648620605,0.8570330739021301,False
CCRCC,shipped,resnet50,donor,abs,INT12,predicted_value_decile,9,120351,101826,0.8460752299523893,2.306326389312744,1.4079554080963135,False
CCRCC,shipped,resnet50,donor,abs,INT13,predicted_value_decile,0,75115,64688,0.8611861811888438,2.2336466312408447,-0.01800466887652874,False
CCRCC,shipped,resnet50,donor,abs,INT13,predicted_value_decile,1,84758,76147,0.8984048703367233,2.2436811923980713,0.1734871119260788,False
CCRCC,shipped,resnet50,donor,abs,INT13,predicted_value_decile,2,79995,72270,0.9034314644665291,2.238419771194458,0.28022247552871704,False
CCRCC,shipped,resnet50,donor,abs,INT13,predicted_value_decile,3,74504,67912,0.9115215290454204,2.23974347114563,0.36670583486557007,False
CCRCC,shipped,resnet50,donor,abs,INT13,predicted_value_decile,4,71316,65970,0.9250378596668349,2.2393686771392822,0.4477371871471405,False
CCRCC,shipped,resnet50,donor,abs,INT13,predicted_value_decile,5,68099,63599,0.9339197345041778,2.2399778366088867,0.5318876504898071,False
CCRCC,shipped,resnet50,donor,abs,INT13,predicted_value_decile,6,64321,61035,0.9489124858133424,2.243140459060669,0.6272115707397461,False
CCRCC,shipped,resnet50,donor,abs,INT13,predicted_value_decile,7,57278,54885,0.9582213066098677,2.2436130046844482,0.7406912446022034,False
CCRCC,shipped,resnet50,donor,abs,INT13,predicted_value_decile,8,49311,47129,0.9557502382835473,2.234748363494873,0.8778210878372192,False
CCRCC,shipped,resnet50,donor,abs,INT13,predicted_value_decile,9,29153,25174,0.8635131890371488,2.205109119415283,1.0939571857452393,False
CCRCC,shipped,resnet50,donor,abs,INT14,predicted_value_decile,0,41076,38717,0.9425698704839809,2.2030835151672363,0.006074641365557909,False
CCRCC,shipped,resnet50,donor,abs,INT14,predicted_value_decile,1,68997,66151,0.958751829789701,2.1995842456817627,0.18128423392772675,False
CCRCC,shipped,resnet50,donor,abs,INT14,predicted_value_decile,2,83526,81046,0.9703086464095012,2.201801300048828,0.2828366458415985,False
CCRCC,shipped,resnet50,donor,abs,INT14,predicted_value_decile,3,91078,88785,0.9748237774215508,2.2084481716156006,0.36574384570121765,False
CCRCC,shipped,resnet50,donor,abs,INT14,predicted_value_decile,4,93743,91895,0.9802865280607619,2.2091119289398193,0.4449319839477539,False
CCRCC,shipped,resnet50,donor,abs,INT14,predicted_value_decile,5,91094,89551,0.9830614530045887,2.199582576751709,0.5252028703689575,False
CCRCC,shipped,resnet50,donor,abs,INT14,predicted_value_decile,6,82118,80962,0.9859226966073211,2.182359218597412,0.6122221946716309,False
CCRCC,shipped,resnet50,donor,abs,INT14,predicted_value_decile,7,67192,66386,0.9880045243481367,2.1618120670318604,0.7113459706306458,False
CCRCC,shipped,resnet50,donor,abs,INT14,predicted_value_decile,8,47820,46283,0.9678586365537432,2.122241258621216,0.8298332095146179,False
CCRCC,shipped,resnet50,donor,abs,INT14,predicted_value_decile,9,17656,14588,0.8262347077480743,2.106167793273926,1.0265895128250122,False
CCRCC,shipped,resnet50,donor,abs,INT15,predicted_value_decile,0,36785,33103,0.8999048525214082,1.988613486289978,-0.008942498825490475,False
CCRCC,shipped,resnet50,donor,abs,INT15,predicted_value_decile,1,58838,54677,0.9292803970223326,2.0405685901641846,0.1692078560590744,False
CCRCC,shipped,resnet50,donor,abs,INT15,predicted_value_decile,2,67004,62917,0.9390036415736374,2.0714328289031982,0.2769375741481781,False
CCRCC,shipped,resnet50,donor,abs,INT15,predicted_value_decile,3,72718,68680,0.9444704199785473,2.1028404235839844,0.36485370993614197,False
CCRCC,shipped,resnet50,donor,abs,INT15,predicted_value_decile,4,78001,73818,0.9463724824040718,2.1256511211395264,0.4457279145717621,False
CCRCC,shipped,resnet50,donor,abs,INT15,predicted_value_decile,5,83977,79638,0.9483310906557748,2.1462507247924805,0.5271281003952026,False
CCRCC,shipped,resnet50,donor,abs,INT15,predicted_value_decile,6,89553,85643,0.9563387044543454,2.16550612449646,0.6174735426902771,False
CCRCC,shipped,resnet50,donor,abs,INT15,predicted_value_decile,7,93211,89441,0.959554129877375,2.1746420860290527,0.7223877310752869,False
CCRCC,shipped,resnet50,donor,abs,INT15,predicted_value_decile,8,92585,87901,0.9494086515094238,2.1689488887786865,0.8580289483070374,False
CCRCC,shipped,resnet50,donor,abs,INT15,predicted_value_decile,9,68328,54235,0.7937448776489873,2.143962860107422,1.095492959022522,False
CCRCC,shipped,resnet50,donor,abs,INT16,predicted_value_decile,0,31190,28111,0.9012824623276692,2.246598720550537,-0.001383948139846325,False
CCRCC,shipped,resnet50,donor,abs,INT16,predicted_value_decile,1,46110,43322,0.9395358924311429,2.1801154613494873,0.19236747920513153,False
CCRCC,shipped,resnet50,donor,abs,INT16,predicted_value_decile,2,51646,48935,0.9475080354722534,2.146259307861328,0.2966286838054657,False
CCRCC,shipped,resnet50,donor,abs,INT16,predicted_value_decile,3,54918,52092,0.9485414618157981,2.121025800704956,0.37610557675361633,False
CCRCC,shipped,resnet50,donor,abs,INT16,predicted_value_decile,4,56921,54206,0.9523023137330686,2.09852933883667,0.44864124059677124,False
CCRCC,shipped,resnet50,donor,abs,INT16,predicted_value_decile,5,58652,56072,0.9560117302052786,2.0715105533599854,0.5191560387611389,False
CCRCC,shipped,resnet50,donor,abs,INT16,predicted_value_decile,6,58700,56334,0.9596933560477001,2.0371298789978027,0.5931107997894287,False
CCRCC,shipped,resnet50,donor,abs,INT16,predicted_value_decile,7,52373,50425,0.9628052622534512,2.0163002014160156,0.6788833737373352,False
CCRCC,shipped,resnet50,donor,abs,INT16,predicted_value_decile,8,43052,41403,0.961697482114652,2.0224013328552246,0.7910919189453125,False
CCRCC,shipped,resnet50,donor,abs,INT16,predicted_value_decile,9,27338,20468,0.7487014412173532,1.917934775352478,0.9650585651397705,False
CCRCC,shipped,resnet50,donor,abs,INT17,predicted_value_decile,0,195946,176681,0.9016820960876977,2.0087387561798096,-0.08498592674732208,False
CCRCC,shipped,resnet50,donor,abs,INT17,predicted_value_decile,1,93835,89028,0.948771780252571,2.0525026321411133,0.17166246473789215,False
CCRCC,shipped,resnet50,donor,abs,INT17,predicted_value_decile,2,62220,59712,0.9596914175506268,2.0617570877075195,0.28275492787361145,False
CCRCC,shipped,resnet50,donor,abs,INT17,predicted_value_decile,3,46509,44853,0.9643939882603367,2.065375328063965,0.3689577281475067,False
CCRCC,shipped,resnet50,donor,abs,INT17,predicted_value_decile,4,36701,35507,0.9674668265169887,2.072260618209839,0.4501223862171173,False
CCRCC,shipped,resnet50,donor,abs,INT17,predicted_value_decile,5,30252,29388,0.9714399047996827,2.0742053985595703,0.5313335657119751,False
CCRCC,shipped,resnet50,donor,abs,INT17,predicted_value_decile,6,25407,24611,0.9686700515605935,2.073049306869507,0.6176305413246155,False
CCRCC,shipped,resnet50,donor,abs,INT17,predicted_value_decile,7,20702,19925,0.962467394454642,2.079057216644287,0.7246285676956177,False
CCRCC,shipped,resnet50,donor,abs,INT17,predicted_value_decile,8,15798,14913,0.9439802506646411,2.0854251384735107,0.8514240384101868,False
CCRCC,shipped,resnet50,donor,abs,INT17,predicted_value_decile,9,10380,7050,0.6791907514450867,2.0962212085723877,1.1115864515304565,False
CCRCC,shipped,resnet50,donor,abs,INT18,predicted_value_decile,0,29527,25024,0.8474955125817049,2.2124805450439453,-0.0086414385586977,False
CCRCC,shipped,resnet50,donor,abs,INT18,predicted_value_decile,1,46790,41819,0.8937593502885232,2.329573631286621,0.18868130445480347,False
CCRCC,shipped,resnet50,donor,abs,INT18,predicted_value_decile,2,58711,53349,0.9086712881742774,2.3638875484466553,0.29033705592155457,False
CCRCC,shipped,resnet50,donor,abs,INT18,predicted_value_decile,3,68246,62179,0.9111010169094159,2.3826799392700195,0.3707394599914551,False
CCRCC,shipped,resnet50,donor,abs,INT18,predicted_value_decile,4,76199,69430,0.9111668132127718,2.3871963024139404,0.4438868463039398,False
CCRCC,shipped,resnet50,donor,abs,INT18,predicted_value_decile,5,83763,76112,0.908658954430954,2.3488845825195312,0.51814866065979,False
CCRCC,shipped,resnet50,donor,abs,INT18,predicted_value_decile,6,89748,81868,0.9121986005259171,2.279181718826294,0.5993748903274536,False
CCRCC,shipped,resnet50,donor,abs,INT18,predicted_value_decile,7,92216,83840,0.9091697753101414,2.1897284984588623,0.7031638026237488,False
CCRCC,shipped,resnet50,donor,abs,INT18,predicted_value_decile,8,88374,76912,0.8703012198157829,2.112152338027954,0.858481764793396,False
CCRCC,shipped,resnet50,donor,abs,INT18,predicted_value_decile,9,103676,72997,0.7040877348663143,2.0604801177978516,1.2329336404800415,False
CCRCC,shipped,resnet50,donor,abs,INT19,predicted_value_decile,0,154824,148322,0.9580039270397355,2.126702308654785,-0.03426355868577957,False
CCRCC,shipped,resnet50,donor,abs,INT19,predicted_value_decile,1,131151,128529,0.9800077772948739,2.1743204593658447,0.17349514365196228,False
CCRCC,shipped,resnet50,donor,abs,INT19,predicted_value_decile,2,104200,102633,0.9849616122840691,2.193927049636841,0.28381872177124023,False
CCRCC,shipped,resnet50,donor,abs,INT19,predicted_value_decile,3,83839,82812,0.9877503309915433,2.195844888687134,0.36876431107521057,False
CCRCC,shipped,resnet50,donor,abs,INT19,predicted_value_decile,4,70396,69635,0.9891897266890164,2.194408893585205,0.4460459053516388,False
CCRCC,shipped,resnet50,donor,abs,INT19,predicted_value_decile,5,59132,58576,0.9905973077183251,2.1881771087646484,0.5240350961685181,False
CCRCC,shipped,resnet50,donor,abs,INT19,predicted_value_decile,6,49337,48946,0.9920749133510347,2.1776716709136963,0.6132623553276062,False
CCRCC,shipped,resnet50,donor,abs,INT19,predicted_value_decile,7,39687,39110,0.9854612341572807,2.1669106483459473,0.7223007082939148,False
CCRCC,shipped,resnet50,donor,abs,INT19,predicted_value_decile,8,28632,27434,0.9581587035484772,2.1513373851776123,0.8684824705123901,False
CCRCC,shipped,resnet50,donor,abs,INT19,predicted_value_decile,9,21002,15134,0.7205980382820684,2.1316661834716797,1.1909027099609375,False
CCRCC,shipped,resnet50,donor,abs,INT2,predicted_value_decile,0,34335,32763,0.9542158147662735,2.261648416519165,-0.03213156387209892,False
CCRCC,shipped,resnet50,donor,abs,INT2,predicted_value_decile,1,35251,33626,0.9539020169640577,2.2974448204040527,0.1944519430398941,False
CCRCC,shipped,resnet50,donor,abs,INT2,predicted_value_decile,2,34476,32942,0.9555052790346908,2.292952537536621,0.30765077471733093,False
CCRCC,shipped,resnet50,donor,abs,INT2,predicted_value_decile,3,34579,32917,0.9519361462159114,2.2764463424682617,0.3904511034488678,False
CCRCC,shipped,resnet50,donor,abs,INT2,predicted_value_decile,4,35308,33691,0.954203013481364,2.267162799835205,0.4632863402366638,False
CCRCC,shipped,resnet50,donor,abs,INT2,predicted_value_decile,5,37237,35643,0.9571931143754867,2.2592217922210693,0.5318328142166138,False
CCRCC,shipped,resnet50,donor,abs,INT2,predicted_value_decile,6,40484,38782,0.9579586997332279,2.255201578140259,0.6048968434333801,False
CCRCC,shipped,resnet50,donor,abs,INT2,predicted_value_decile,7,49089,47442,0.9664486952270366,2.255906581878662,0.7035259008407593,False
CCRCC,shipped,resnet50,donor,abs,INT2,predicted_value_decile,8,55962,53698,0.9595439762696115,2.209656238555908,0.8706493377685547,False
