fragment,task,label_set,design,score,stratum,stratum_value,agg_unit,n_cells,coverage_mean,coverage_sd,width_mean,width_median,detail,encoder,fold,n_spot_gene,n_covered,coverage,pred_mean,n_folds
anatomy,CCRCC,shipped,random,scaled,gene,VMP1,cell_gene,72,0.8939094369610151,0.0020576945000815713,1.9297147923045688,1.9012085795402527,,,,,,,,
anatomy,CCRCC,shipped,random,scaled,gene,YWHAE,cell_gene,72,0.8949587096770605,0.0017727923922906768,1.6313991563187704,1.6006916761398315,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,AQP8,cell_gene,48,0.9138871853550276,0.03124511923965574,2.280512628455957,2.2566394805908203,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,AREG,cell_gene,48,0.721806405733029,0.2510122637070314,4.765907734632492,3.925918459892273,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,BANK1,cell_gene,48,0.8968986806770166,0.04795944558606472,2.691973070303599,2.7280726432800293,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CA1,cell_gene,48,0.8986227388183275,0.050553390209489596,2.9856864660978317,2.979374408721924,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CA4,cell_gene,48,0.9143659397959709,0.042742736901202324,2.860733966032664,2.820873260498047,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CALB2,cell_gene,48,0.874282588561376,0.05558573545185614,2.2541531175374985,2.222085475921631,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CCL20,cell_gene,48,0.8767907830576102,0.1031040981008522,4.453645413120587,4.494086742401123,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CCR7,cell_gene,48,0.9022783773640791,0.04520478103564268,2.6930883079767227,2.7653160095214844,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CD177,cell_gene,48,0.8791781552135944,0.05370417388468328,2.850687012076378,2.805255889892578,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CEACAM6,cell_gene,48,0.6915236885348955,0.2797183375115796,4.696257968743642,4.575318336486816,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CEACAM7,cell_gene,48,0.8537902943789959,0.13096451651731864,3.703182185689608,3.722740888595581,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CHGA,cell_gene,48,0.9144245125353336,0.04292072606495271,2.203377870221933,2.2141928672790527,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CHGB,cell_gene,48,0.8982616191109022,0.06286628220827226,2.8981551229953766,2.8726788759231567,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CHI3L2,cell_gene,48,0.9023526993890604,0.06068840870849597,2.8348603596289954,2.9447526931762695,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CLCA1,cell_gene,48,0.8967128830651442,0.10192818027744126,5.586728980143865,5.4782798290252686,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CLCA4,cell_gene,48,0.9040407290061315,0.04378717346478799,2.8349654575188956,2.8205941915512085,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,COL11A1,cell_gene,48,0.8923861384391785,0.04243689488645638,3.969660704334577,3.740568518638611,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CTSE,cell_gene,48,0.8974768730501334,0.03934783842923287,1.8820926696062088,1.864435076713562,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CXCL10,cell_gene,48,0.8209217352171739,0.13951022318041262,3.6662614246209464,3.4936543703079224,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,CXCL13,cell_gene,48,0.8469545890887579,0.09068080878792208,3.4381845742464066,3.589381217956543,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,DMBT1,cell_gene,48,0.8995924467841784,0.07842871404677032,6.546437044938405,6.448606491088867,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,DUOX2,cell_gene,48,0.8784113662938277,0.07158964552974237,4.215843985478084,4.300987482070923,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,FCRL1,cell_gene,48,0.9064791028698286,0.058428980970445285,2.483264413972696,2.54644513130188,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,GATA2,cell_gene,48,0.7662339843809605,0.24471054460539882,2.8226754864056907,2.670470118522644,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,GCG,cell_gene,48,0.904054498920838,0.06694235941101156,2.4478255609671273,2.462527275085449,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,GUCA2A,cell_gene,48,0.914671583722035,0.03629850533408119,1.7990478525559108,1.733731985092163,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,GUCA2B,cell_gene,48,0.8943289145827293,0.07605277048008868,1.8755533198515575,1.8442841172218323,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,HEPACAM2,cell_gene,48,0.9104214434822401,0.040719376702016606,2.8230835596720376,2.7342519760131836,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,IL1B,cell_gene,48,0.8617736324667931,0.11643529514634604,3.743435427546501,3.715769648551941,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,INSL5,cell_gene,48,0.9163087842365106,0.048487062825366314,2.2843226765592894,2.303634524345398,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,ITLN1,cell_gene,48,0.9065204560756683,0.07102247538553105,3.557747890551885,3.411220073699951,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,LCN2,cell_gene,48,0.82969154852132,0.10145285484839943,5.916578223307927,6.073309421539307,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,MMP1,cell_gene,48,0.8576012961566448,0.08821620088239562,3.5827130575974784,3.5454546213150024,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,MMP3,cell_gene,48,0.8211471835772196,0.11110551125490764,3.4381653567155204,3.339926838874817,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,MS4A1,cell_gene,48,0.8905363927284876,0.04987849632376764,3.3587470104297004,3.366811990737915,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,MS4A12,cell_gene,48,0.782348100716869,0.2368807609708385,4.105169768134753,4.015931248664856,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,NXPE4,cell_gene,48,0.7474050832291445,0.2214940520682788,5.1685227900743484,5.023877143859863,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,OLFM4,cell_gene,48,0.8118350406487783,0.14976889543225871,6.562768429517746,6.26073956489563,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,OTOP2,cell_gene,48,0.8941758734484514,0.08104103949858707,1.7825098261237144,1.7543392181396484,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,PI3,cell_gene,48,0.8084381818771362,0.17792832043686096,4.966491679350535,4.658074378967285,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,PRPH,cell_gene,48,0.8934941614667574,0.02756222530638054,2.1245056514938674,2.1180617809295654,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,RETNLB,cell_gene,48,0.9058533733089765,0.06069564549855808,3.1769391844669976,3.2373126745224,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,SCG2,cell_gene,48,0.8206472049156824,0.14555967516095814,2.5647996614376702,2.487397313117981,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,SCGN,cell_gene,48,0.9071154743432999,0.042234761959087194,2.4181617200374603,2.3665006160736084,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,SLC26A3,cell_gene,48,0.8434712948898474,0.0918045319207124,4.367123385270436,4.358280658721924,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,SPIB,cell_gene,48,0.8962484523653984,0.03718812675771001,2.5253373185793557,2.5491037368774414,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,TCL1A,cell_gene,48,0.9019800586005052,0.02650368537165034,2.1814425761500993,2.1876983642578125,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,TMIGD1,cell_gene,48,0.9010340310633183,0.049723597787231864,2.515191286802292,2.5580261945724487,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,TYMS,cell_gene,48,0.7627699381361405,0.17637233561645022,3.925303945938746,4.175952196121216,,,,,,,,
anatomy,COAD,shipped,donor,abs,gene,UGT2B17,cell_gene,48,0.884002628425757,0.10369218457547352,3.487300232052803,3.4482182264328003,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,AQP8,cell_gene,48,0.9003061093389988,0.057945217391180824,2.6099614749352136,2.4959319829940796,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,AREG,cell_gene,48,0.7384387583782276,0.23465127172079037,28.92541705071926,4.7361438274383545,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,BANK1,cell_gene,48,0.8723791837692261,0.07669751435987673,2.9459197893738747,2.9434953927993774,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CA1,cell_gene,48,0.889937217036883,0.05560744601438494,3.3554900834957757,3.210321545600891,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CA4,cell_gene,48,0.9086758295694987,0.07134969341462158,3.307421969870726,3.1473363637924194,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CALB2,cell_gene,48,0.8628222892681757,0.06540327236402102,2.5545194943745932,2.4872941970825195,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CCL20,cell_gene,48,0.8907379967470964,0.07995080196178465,5.5687620143095655,4.996029615402222,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CCR7,cell_gene,48,0.8876876085996628,0.07234644738625956,3.0916711688041687,3.041730046272278,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CD177,cell_gene,48,0.8708272837102413,0.05488668898548745,3.314703196287155,3.1905951499938965,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CEACAM6,cell_gene,48,0.8052254840731621,0.166699321035069,13.071355372667313,5.807077169418335,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CEACAM7,cell_gene,48,0.8555960971862078,0.13266919624518692,7.819193626443545,4.134429216384888,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CHGA,cell_gene,48,0.8582146341602007,0.1079742708153858,3.5865689354638257,2.1897417306900024,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CHGB,cell_gene,48,0.8878899738192558,0.05099948608889453,3.395882561802864,3.2357375621795654,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CHI3L2,cell_gene,48,0.9124147904415926,0.058090053899966444,3.5088587750991187,3.306591510772705,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CLCA1,cell_gene,48,0.8442940389116605,0.10287749594342079,5.571665157874425,4.70116114616394,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CLCA4,cell_gene,48,0.8911388702690601,0.05873664449361468,3.693856274088224,3.09308660030365,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,COL11A1,cell_gene,48,0.9040169914563497,0.04867725568269396,4.943398122986157,4.553995132446289,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CTSE,cell_gene,48,0.8876609951257706,0.059935092670387484,5.134809762239456,2.191823720932007,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CXCL10,cell_gene,48,0.8255786461134752,0.1455623226498894,14.724356231590113,5.018290758132935,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,CXCL13,cell_gene,48,0.8551291674375534,0.08601057361200592,4.573116446534793,4.15538215637207,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,DMBT1,cell_gene,48,0.885410080353419,0.06729361893030567,7.286749641100566,6.608081340789795,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,DUOX2,cell_gene,48,0.8766810745000839,0.07242072226975128,4.465106124679248,4.257357358932495,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,FCRL1,cell_gene,48,0.8791995222369829,0.06671372926725515,2.7424782142043114,2.6853344440460205,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,GATA2,cell_gene,48,0.7850092413524786,0.21603562562461806,3.732493052879969,3.5316903591156006,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,GCG,cell_gene,48,0.8849393464624882,0.06823996025976593,4.246051808198293,2.7165991067886353,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,GUCA2A,cell_gene,48,0.8821446262300014,0.07222538986495042,11.12787751853466,2.01297926902771,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,GUCA2B,cell_gene,48,0.8870111592113972,0.07252373678718203,2.919687087337176,2.333617091178894,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,HEPACAM2,cell_gene,48,0.8971783320109049,0.07367071807286409,3.5957787732283273,3.407073140144348,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,IL1B,cell_gene,48,0.859703908363978,0.09269494861975021,4.13381298383077,3.9429744482040405,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,INSL5,cell_gene,48,0.894058837244908,0.05190474122484774,2.8087562719980874,2.5065360069274902,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,ITLN1,cell_gene,48,0.8863817279537519,0.07898698375740686,4.085005934039752,3.920734167098999,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,LCN2,cell_gene,48,0.8516945714751879,0.08857866167439891,6.768331676721573,6.334450721740723,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,MMP1,cell_gene,48,0.883212444682916,0.08751167746298837,5.201702783505122,4.773580312728882,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,MMP3,cell_gene,48,0.851041010270516,0.10387868093427177,4.814552028973897,4.3154590129852295,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,MS4A1,cell_gene,48,0.8736392346521219,0.07710234752751899,3.9943447709083557,3.845677375793457,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,MS4A12,cell_gene,48,0.7961974944919348,0.21703448943458725,6.131493429342906,4.2943620681762695,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,NXPE4,cell_gene,48,0.8135431992510954,0.17355285193233685,6.194711700081825,6.215713024139404,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,OLFM4,cell_gene,48,0.8614322145779928,0.09811877476137441,8.67811369895935,7.7191081047058105,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,OTOP2,cell_gene,48,0.8907128212352594,0.0776651840364811,2.0967766170700393,2.1116729974746704,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,PI3,cell_gene,48,0.8439962640404701,0.1339954015287312,13.904814581076304,5.435156345367432,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,PRPH,cell_gene,48,0.8964688740670681,0.04103236421220575,2.670649583141009,2.5327298641204834,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,RETNLB,cell_gene,48,0.8683860351641973,0.10365215271266143,3.5700608268380165,3.380237102508545,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,SCG2,cell_gene,48,0.8477796564499537,0.11480561354640588,4.412692919373512,3.408061146736145,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,SCGN,cell_gene,48,0.8869053982198238,0.06091322147977579,3.7146838307380676,2.7885873317718506,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,SLC26A3,cell_gene,48,0.8666126504540443,0.08812291908957064,5.205332338809967,4.961025714874268,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,SPIB,cell_gene,48,0.8847960655887922,0.05550010809309612,2.961488207181295,2.9214086532592773,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,TCL1A,cell_gene,48,0.8863432401170334,0.08214202295266244,3.1978475525975227,2.600878596305847,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,TMIGD1,cell_gene,48,0.8966882079839706,0.04710891932350846,7.043227841456731,2.7488808631896973,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,TYMS,cell_gene,48,0.8142256550490856,0.12836104757317304,4.892225553592046,5.083685398101807,,,,,,,,
anatomy,COAD,shipped,donor,scaled,gene,UGT2B17,cell_gene,48,0.8720338543256124,0.10315247624966388,3.9095148841540017,3.9014161825180054,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,AQP8,cell_gene,24,0.8254789163668951,0.13138896791763818,1.8731864939133327,1.8241883516311646,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,AREG,cell_gene,24,0.425510806341966,0.11682718298020876,2.8087969621022544,2.772466778755188,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,BANK1,cell_gene,24,0.8182685151696205,0.0892630059308352,2.4067954321702323,2.434149742126465,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CA1,cell_gene,24,0.7729321743051211,0.1737054301420334,2.297991767525673,2.130656898021698,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CA4,cell_gene,24,0.800880528986454,0.16095393180829126,2.0064783096313477,1.860517144203186,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CALB2,cell_gene,24,0.7477606584628423,0.09316280543289546,1.9470239927371342,1.9046968817710876,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CCL20,cell_gene,24,0.7297548900047938,0.12442268534025851,2.9159055054187775,2.803940534591675,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CCR7,cell_gene,24,0.8467399924993515,0.0593177253041993,2.4614036977291107,2.467440366744995,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CD177,cell_gene,24,0.7620154644052187,0.1596444390804821,2.646417717138926,2.574509859085083,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CEACAM6,cell_gene,24,0.3984961211681366,0.11542153746793195,2.9588244954744973,2.819989323616028,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CEACAM7,cell_gene,24,0.6435354898373286,0.1875506347318413,2.255839228630066,2.0980568528175354,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CHGA,cell_gene,24,0.8491856505473455,0.1139231734010094,1.6894137660662334,1.6727389097213745,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CHGB,cell_gene,24,0.8546300902962685,0.10889575121863308,2.481568162639936,2.2890697717666626,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CHI3L2,cell_gene,24,0.7907526741425196,0.09687078986820725,2.3518900672594705,2.3065302968025208,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CLCA1,cell_gene,24,0.7712016229828199,0.23213661879484965,3.6114980280399323,3.3922863602638245,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CLCA4,cell_gene,24,0.7938894554972649,0.15148894868869506,2.153172478079796,2.063084900379181,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,COL11A1,cell_gene,24,0.759752593934536,0.1219623691880125,3.338785946369171,3.497549891471863,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CTSE,cell_gene,24,0.8117425267895063,0.10412665936697582,1.608044147491455,1.5664935111999512,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CXCL10,cell_gene,24,0.7165969684720039,0.11116532503333167,3.653345217307409,3.6484012603759766,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,CXCL13,cell_gene,24,0.6992370188236237,0.07671122074062568,3.1675520837306976,3.2650017738342285,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,DMBT1,cell_gene,24,0.8268745516737303,0.16527074584766216,5.935479273398717,5.609627842903137,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,DUOX2,cell_gene,24,0.6377737807730833,0.20917368794017138,2.575520157814026,2.4589027166366577,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,FCRL1,cell_gene,24,0.8322859853506088,0.09041721794729991,2.139969080686569,2.107194721698761,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,GATA2,cell_gene,24,0.45757070432106656,0.12762436670053864,2.2562606732050576,2.278476357460022,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,GCG,cell_gene,24,0.7853691031535467,0.19280987182750295,1.9646107703447342,1.9090333580970764,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,GUCA2A,cell_gene,24,0.869423528512319,0.09229692500044051,1.4467537452777226,1.365426480770111,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,GUCA2B,cell_gene,24,0.8266933461030325,0.10736942761937997,1.4158956309159596,1.3696660995483398,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,HEPACAM2,cell_gene,24,0.8112807174523672,0.12314827292962369,2.246933192014694,2.174812972545624,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,IL1B,cell_gene,24,0.7973163525263468,0.059132734903969586,2.750346044699351,2.687713146209717,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,INSL5,cell_gene,24,0.8360068127512932,0.13279441399124875,1.8815911759932835,1.8614989519119263,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,ITLN1,cell_gene,24,0.7519226546088854,0.21120606154162955,2.534713625907898,2.423518419265747,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,LCN2,cell_gene,24,0.44626735523343086,0.16331607065932302,2.957174981633822,2.7538389563560486,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,MMP1,cell_gene,24,0.7401018018523852,0.0803008642758694,3.0559134781360626,3.0120807886123657,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,MMP3,cell_gene,24,0.6551110694805781,0.05178434737067123,2.841471344232559,2.8749910593032837,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,MS4A1,cell_gene,24,0.776408601552248,0.10253019192086667,3.1088659266630807,3.1598418951034546,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,MS4A12,cell_gene,24,0.6281061259408792,0.184713250607999,2.194134841362635,2.0350874066352844,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,NXPE4,cell_gene,24,0.5395570235947768,0.24553880834590344,2.987344061334928,2.826944887638092,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,OLFM4,cell_gene,24,0.6909932047128677,0.2288547792450454,4.827514499425888,4.402135610580444,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,OTOP2,cell_gene,24,0.8435502325495084,0.0941701619828739,1.4712127496798832,1.4490090608596802,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,PI3,cell_gene,24,0.5133929463724295,0.18425118628374187,2.6552723050117493,2.487246036529541,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,PRPH,cell_gene,24,0.8071720624963442,0.0936534179629175,1.824728359778722,1.7852762341499329,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,RETNLB,cell_gene,24,0.7276246286928654,0.23098656087572653,2.5219112684329352,2.39283686876297,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,SCG2,cell_gene,24,0.4858374825368325,0.11896275513707764,2.1330370157957077,2.132683038711548,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,SCGN,cell_gene,24,0.7964345614115397,0.13990793190362752,1.9466458062330882,1.8291515707969666,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,SLC26A3,cell_gene,24,0.5692262469480435,0.3224381787568202,3.02838862935702,2.7413406372070312,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,SPIB,cell_gene,24,0.8538000285625458,0.058090062888868255,2.3194870352745056,2.3354464769363403,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,TCL1A,cell_gene,24,0.8346566831072172,0.08320764004401093,1.9717315137386322,1.917672038078308,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,TMIGD1,cell_gene,24,0.750875536352396,0.16570955402298645,2.074649920066198,1.9890740513801575,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,TYMS,cell_gene,24,0.44713900114099187,0.08425902546825018,2.810147042075793,2.998219847679138,,,,,,,,
anatomy,COAD,shipped,patient,abs,gene,UGT2B17,cell_gene,24,0.6771042036513487,0.2841594890671983,2.447838063041369,2.3212193846702576,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,AQP8,cell_gene,24,0.7495394969979922,0.17141252092017567,1.7527936349312465,1.6550334095954895,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,AREG,cell_gene,24,0.4502524770796299,0.17725395163757113,2.9807868798573813,2.7679160833358765,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,BANK1,cell_gene,24,0.8118969202041626,0.11983640522634822,2.744777421156565,2.9404585361480713,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CA1,cell_gene,24,0.7378707478443781,0.17416280147521238,2.2963767697413764,2.1938854455947876,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CA4,cell_gene,24,0.7665036047498385,0.18430893179260588,2.0367978513240814,1.8567724227905273,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CALB2,cell_gene,24,0.7368317358195782,0.16515162032912387,2.286382486422857,2.033068299293518,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CCL20,cell_gene,24,0.7081937765081724,0.20374089754115385,3.322925860683123,3.1018837690353394,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CCR7,cell_gene,24,0.750136581559976,0.17552076181012363,2.476390461126963,2.5800323486328125,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CD177,cell_gene,24,0.6794379005829493,0.22242559863721129,2.443576286236445,2.433929681777954,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CEACAM6,cell_gene,24,0.5145610263571143,0.317428452531127,4.701348632574081,4.003208518028259,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CEACAM7,cell_gene,24,0.6635000531872114,0.2232007162978936,3.324209834138552,2.3714170455932617,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CHGA,cell_gene,24,0.7774689470728239,0.1295419958488036,1.96397016197443,1.7602746486663818,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CHGB,cell_gene,24,0.8117876003185908,0.09630227422614289,2.611664647857348,2.4260579347610474,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CHI3L2,cell_gene,24,0.8241311038533846,0.12011507211234546,2.8329638242721558,2.724301815032959,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CLCA1,cell_gene,24,0.6969149845341841,0.2133619186974768,3.169694090882937,2.6146080493927,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CLCA4,cell_gene,24,0.75677673270305,0.16101288173121972,2.3786209573348365,2.1852892637252808,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,COL11A1,cell_gene,24,0.7634561955928802,0.13460447087273517,3.7809829860925674,3.4571648836135864,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CTSE,cell_gene,24,0.7127260031799475,0.14648756766875626,1.4186883866786957,1.4023687243461609,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CXCL10,cell_gene,24,0.7011292117337385,0.11395030113605292,3.947426915168762,3.770234704017639,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,CXCL13,cell_gene,24,0.7286750252048174,0.10351066353380067,3.781316508849462,3.5091586112976074,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,DMBT1,cell_gene,24,0.7169712670147419,0.2464994633956299,5.942696218689282,4.75206732749939,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,DUOX2,cell_gene,24,0.5986980590969324,0.25371724338973545,2.5725425705313683,2.163387715816498,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,FCRL1,cell_gene,24,0.7766012822588285,0.10707990335460041,2.1913926700750985,2.1912426948547363,,,,,,,,
anatomy,COAD,shipped,patient,scaled,gene,GATA2,cell_gene,24,0.523457462588946,0.1454603002466549,2.8839007218678794,2.9093563556671143,,,,,,,,
