task,label_set,encoder,design,score,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,scope,n_folds
CCRCC,shipped,hoptimus0,donor,abs,INT5,neoplastic_fraction_tertile,0,11850,4683,0.3951898734177215,1.9613220691680908,0.3884302377700805,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT5,neoplastic_fraction_tertile,1,43350,12529,0.2890196078431372,1.9613220691680908,0.6915028691291809,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT5,neoplastic_fraction_tertile,2,120000,29198,0.2433166666666666,1.9613219499588013,0.8471623659133911,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT6,neoplastic_fraction_tertile,0,132150,119633,0.905281876655316,2.1473753452301025,0.5586229562759399,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT6,neoplastic_fraction_tertile,1,114450,100173,0.8752555701179554,2.1473753452301025,0.7118934392929077,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT6,neoplastic_fraction_tertile,2,4650,3852,0.8283870967741935,2.1473753452301025,0.7051029205322266,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT7,neoplastic_fraction_tertile,0,230250,198172,0.8606818675352877,2.000095844268799,0.6008967161178589,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT7,neoplastic_fraction_tertile,1,124200,105829,0.852085346215781,2.000095844268799,0.6391523480415344,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT7,neoplastic_fraction_tertile,2,1350,1047,0.7755555555555556,2.000095844268799,0.6542533040046692,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT8,neoplastic_fraction_tertile,0,216450,165993,0.7668884268884268,2.018837213516236,0.7690790891647339,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT8,neoplastic_fraction_tertile,1,67200,49046,0.7298511904761905,2.018836975097656,0.8053842782974243,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT8,neoplastic_fraction_tertile,2,5700,3442,0.603859649122807,2.018836975097656,0.7631052732467651,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT9,neoplastic_fraction_tertile,0,194850,179810,0.9228124198101104,2.2761216163635254,0.6950052976608276,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT9,neoplastic_fraction_tertile,1,52500,47375,0.9023809523809524,2.2761216163635254,0.9702138304710388,fold,
CCRCC,shipped,hoptimus0,donor,abs,INT9,neoplastic_fraction_tertile,2,4050,3650,0.9012345679012346,2.2761216163635254,0.9922180771827698,fold,
COAD,shipped,hoptimus0,patient,abs,0,predicted_value_decile,0,173627,107090,0.6167819521157424,1.877719521522522,0.008570285513997,fold,
COAD,shipped,hoptimus0,patient,abs,0,predicted_value_decile,1,179153,119365,0.6662740785808778,1.8508920669555664,0.3172424435615539,fold,
COAD,shipped,hoptimus0,patient,abs,0,predicted_value_decile,2,179550,117456,0.6541687552213868,1.835720181465149,0.4797719419002533,fold,
COAD,shipped,hoptimus0,patient,abs,0,predicted_value_decile,3,177490,112339,0.632931432756775,1.8353873491287231,0.6152816414833069,fold,
COAD,shipped,hoptimus0,patient,abs,0,predicted_value_decile,4,175226,107882,0.6156734731147204,1.8380078077316284,0.747404932975769,fold,
COAD,shipped,hoptimus0,patient,abs,0,predicted_value_decile,5,172162,102136,0.5932551898792997,1.8458261489868164,0.8957112431526184,fold,
COAD,shipped,hoptimus0,patient,abs,0,predicted_value_decile,6,166231,95799,0.5763004493746654,1.857357144355774,1.0787478685379028,fold,
COAD,shipped,hoptimus0,patient,abs,0,predicted_value_decile,7,149419,87065,0.5826902870451549,1.8944813013076784,1.337312936782837,fold,
COAD,shipped,hoptimus0,patient,abs,0,predicted_value_decile,8,118080,68614,0.5810806233062331,1.946475386619568,1.6739121675491333,fold,
COAD,shipped,hoptimus0,patient,abs,0,predicted_value_decile,9,94862,45318,0.4777255381501549,2.034875631332397,2.4933762550354004,fold,
COAD,shipped,hoptimus0,patient,abs,1,predicted_value_decile,0,61173,51483,0.8415967828944142,2.708326578140259,0.210548385977745,fold,
COAD,shipped,hoptimus0,patient,abs,1,predicted_value_decile,1,55597,48559,0.8734104358148821,2.7365219593048096,0.5139833688735962,fold,
COAD,shipped,hoptimus0,patient,abs,1,predicted_value_decile,2,55200,48087,0.8711413043478261,2.7895963191986084,0.6823962330818176,fold,
COAD,shipped,hoptimus0,patient,abs,1,predicted_value_decile,3,57260,49219,0.859570380719525,2.834179162979126,0.8024889230728149,fold,
COAD,shipped,hoptimus0,patient,abs,1,predicted_value_decile,4,59524,51294,0.8617364424433842,2.9076359272003174,0.9058507680892944,fold,
COAD,shipped,hoptimus0,patient,abs,1,predicted_value_decile,5,62638,55463,0.8854529199527443,2.97304105758667,0.9846659302711488,fold,
COAD,shipped,hoptimus0,patient,abs,1,predicted_value_decile,6,68519,62180,0.9074855149666516,3.054762601852417,1.045243740081787,fold,
COAD,shipped,hoptimus0,patient,abs,1,predicted_value_decile,7,85331,78186,0.9162672416823896,3.277723550796509,1.1447099447250366,fold,
COAD,shipped,hoptimus0,patient,abs,1,predicted_value_decile,8,116670,102015,0.8743893031627668,3.359150648117065,1.462535738945007,fold,
COAD,shipped,hoptimus0,patient,abs,1,predicted_value_decile,9,139938,97569,0.6972302019465764,3.2432281970977783,1.9452427625656128,fold,
COAD,shipped,hoptimus0,patient,abs,0,neoplastic_fraction_tertile,0,616050,439757,0.7138332927522116,1.8713103532791135,0.738569438457489,fold,
COAD,shipped,hoptimus0,patient,abs,0,neoplastic_fraction_tertile,1,540300,284537,0.52662779937072,1.8713104724884035,0.9256188273429872,fold,
COAD,shipped,hoptimus0,patient,abs,0,neoplastic_fraction_tertile,2,420300,231938,0.551839162502974,1.8713103532791135,0.9355931282043456,fold,
COAD,shipped,hoptimus0,patient,abs,1,neoplastic_fraction_tertile,0,163050,151076,0.9265624041704998,3.055920362472534,0.6890162825584412,fold,
COAD,shipped,hoptimus0,patient,abs,1,neoplastic_fraction_tertile,1,239550,207214,0.8650135671049886,3.055920124053955,1.0437148809432983,fold,
COAD,shipped,hoptimus0,patient,abs,1,neoplastic_fraction_tertile,2,359250,285765,0.7954488517745303,3.055919885635376,1.365209937095642,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,predicted_value_decile,0,36434,35590,0.9768348246143712,3.6417949199676514,0.1717423200607299,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,predicted_value_decile,1,37329,36554,0.9792386616303678,3.6529130935668954,0.4937644302845001,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,predicted_value_decile,2,39253,38320,0.9762311160930376,3.6754908561706543,0.710232138633728,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,predicted_value_decile,3,41345,40179,0.9717982827427742,3.67299485206604,0.9048582911491394,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,predicted_value_decile,4,44038,42756,0.9708887778736546,3.6384596824646,1.0851274728775024,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,predicted_value_decile,5,48143,46357,0.9629021872338658,3.5707755088806152,1.2438585758209229,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,predicted_value_decile,6,55178,52015,0.9426764290115626,3.501436233520508,1.415812611579895,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,predicted_value_decile,7,65490,58776,0.8974805313788364,3.3755550384521484,1.632909893989563,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,predicted_value_decile,8,82483,69355,0.8408399306523768,3.215334415435791,1.9269031286239624,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,predicted_value_decile,9,93307,68962,0.7390870995745228,3.2242584228515625,2.851659059524536,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,predicted_value_decile,0,46572,40805,0.8761702310401099,3.123498916625977,0.1270362287759781,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,predicted_value_decile,1,46859,41500,0.8856356302951407,2.976445198059082,0.4523506462574005,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,predicted_value_decile,2,48452,42618,0.8795921736976802,2.921018123626709,0.6427205801010132,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,predicted_value_decile,3,51740,44741,0.8647274835717047,2.9465324878692627,0.8295289278030396,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,predicted_value_decile,4,55259,46795,0.8468303805714906,3.017759084701538,1.0327446460723877,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,predicted_value_decile,5,58319,49023,0.8406008333476226,3.072084665298462,1.2345330715179443,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,predicted_value_decile,6,59725,50769,0.8500460443700293,3.1057891845703125,1.461270451545715,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,predicted_value_decile,7,59708,49812,0.8342600656528438,3.1527347564697266,1.7596359252929688,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,predicted_value_decile,8,55739,43947,0.788442562658103,3.20096206665039,2.1970338821411133,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,predicted_value_decile,9,47877,33113,0.6916264594690561,3.1024227142333984,2.9019269943237305,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,predicted_value_decile,0,67099,61300,0.913575463121656,3.6059837341308594,0.1602396816015243,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,predicted_value_decile,1,64835,60741,0.9368550936993908,3.540245056152344,0.5012173652648926,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,predicted_value_decile,2,58786,55252,0.9398836457659988,3.439836978912353,0.6923512816429138,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,predicted_value_decile,3,51464,48266,0.9378594745841754,3.3778414726257324,0.8490136861801147,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,predicted_value_decile,4,45999,43079,0.9365203591382422,3.3528594970703125,0.9955565333366394,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,predicted_value_decile,5,41522,38227,0.9206444776263186,3.3331427574157715,1.1654210090637207,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,predicted_value_decile,6,39118,34964,0.8938084769159977,3.33106017112732,1.376705527305603,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,predicted_value_decile,7,38420,33381,0.868844351900052,3.440720558166504,1.6605290174484253,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,predicted_value_decile,8,40075,33820,0.8439176543980037,3.565263509750366,2.0762500762939453,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,predicted_value_decile,9,65232,47754,0.7320640176600441,3.5073046684265137,3.1892566680908203,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,predicted_value_decile,0,84695,76755,0.9062518448550682,3.028029680252075,0.0518954284489154,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,predicted_value_decile,1,85727,79013,0.921681617226778,3.03605055809021,0.4228918850421905,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,predicted_value_decile,2,88259,80780,0.9152607666073714,3.0620291233062744,0.6522414684295654,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,predicted_value_decile,3,90201,81842,0.9073291870378376,3.0870707035064697,0.8601332306861877,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,predicted_value_decile,4,89454,80321,0.89790283274085,3.1059365272521973,1.0692859888076782,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,predicted_value_decile,5,86816,77097,0.888050589753041,3.0987491607666016,1.282418727874756,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,predicted_value_decile,6,80729,67384,0.8346938522711789,3.077944278717041,1.5023635625839231,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,predicted_value_decile,7,71132,53829,0.7567480177697802,2.9794602394104004,1.7260478734970093,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,predicted_value_decile,8,56453,36837,0.6525251093830265,2.8701767921447754,1.992487907409668,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,predicted_value_decile,9,28384,15580,0.5489007891770011,2.8112897872924805,2.354717969894409,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,neoplastic_fraction_tertile,0,193350,184136,0.9523454874579778,3.457902193069458,0.9682632684707642,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,neoplastic_fraction_tertile,1,175650,155377,0.8845829775120979,3.4579017162323,1.719775676727295,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P1,neoplastic_fraction_tertile,2,171900,147491,0.8580046538685282,3.457902193069458,1.839927673339844,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,neoplastic_fraction_tertile,0,175500,157574,0.8978575498575498,3.06559681892395,1.0849536657333374,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,neoplastic_fraction_tertile,1,207750,167503,0.8062719614921781,3.06559681892395,1.3850724697113037,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P2,neoplastic_fraction_tertile,2,141600,113163,0.7991737288135593,3.06559681892395,1.431564211845398,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,neoplastic_fraction_tertile,0,247200,229179,0.9270995145631068,3.4617724418640137,0.7472624778747559,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,neoplastic_fraction_tertile,1,156900,131743,0.8396622052262588,3.4617722034454346,1.731677770614624,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_Oliveira_P5,neoplastic_fraction_tertile,2,106800,94339,0.8833239700374532,3.4617722034454346,1.6246860027313232,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,neoplastic_fraction_tertile,0,163050,152588,0.935835633241337,3.0380501747131348,0.6347131133079529,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,neoplastic_fraction_tertile,1,239550,207880,0.8677937800041745,3.038049936294556,1.0028151273727417,fold,
COAD,shipped,hoptimus0,donor,abs,COAD_donor_TENX111,neoplastic_fraction_tertile,2,359250,288970,0.8043702157272095,3.0380501747131348,1.2872689962387085,fold,
HCC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,0,23048,14033,0.6088597709128775,1.427213430404663,-0.1496186852455139,fold,
HCC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,1,33674,22332,0.6631822771277543,1.4354091882705688,0.0499174892902374,fold,
HCC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,2,37851,26876,0.710047290692452,1.4449750185012815,0.1630080640316009,fold,
HCC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,3,39894,30310,0.7597633729382864,1.456572651863098,0.2563638985157013,fold,
HCC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,4,41078,32539,0.7921271726958469,1.4694311618804932,0.3472656011581421,fold,
HCC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,5,40578,33556,0.8269505643452116,1.4938840866088867,0.4458692967891693,fold,
HCC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,6,37129,31790,0.8562040453553826,1.515308499336243,0.5325686931610107,fold,
HCC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,7,33964,28052,0.8259333411847839,1.538949966430664,0.6354100704193115,fold,
HCC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,8,28782,22655,0.7871238968799944,1.58949077129364,0.7822734713554382,fold,
HCC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,9,22252,12244,0.5502426748157468,1.6519804000854492,1.0482547283172607,fold,
HCC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,0,39902,28737,0.7201894641872588,1.6449801921844482,-0.2972218096256256,fold,
HCC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,1,29276,23045,0.7871635469326411,1.5785610675811768,0.0009184762020595,fold,
HCC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,2,25099,20461,0.8152117614247579,1.561680555343628,0.1342445909976959,fold,
HCC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,3,23006,19524,0.848648178735982,1.5620534420013428,0.2347148209810257,fold,
HCC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,4,21872,19404,0.8871616678858815,1.6000374555587769,0.3286955654621124,fold,
HCC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,5,22372,20600,0.9207938494546756,1.683377385139465,0.4310697913169861,fold,
HCC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,6,25771,23060,0.8948042373210198,1.7784384489059448,0.5960391759872437,fold,
HCC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,7,28986,25007,0.8627268336438281,1.817709684371948,0.746316134929657,fold,
HCC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,8,34168,25391,0.7431222196206977,1.8310779333114624,0.9047867655754088,fold,
HCC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,9,40698,17507,0.4301685586515308,1.8189122676849363,1.2657814025878906,fold,
HCC,shipped,hoptimus0,patient,abs,0,neoplastic_fraction_tertile,0,105600,78598,0.7442992424242424,1.496089220046997,0.4034089148044586,fold,
HCC,shipped,hoptimus0,patient,abs,0,neoplastic_fraction_tertile,1,110850,82807,0.7470184934596301,1.496088981628418,0.3913163840770721,fold,
HCC,shipped,hoptimus0,patient,abs,0,neoplastic_fraction_tertile,2,108150,82132,0.7594267221451687,1.4960891008377075,0.4031695425510406,fold,
HCC,shipped,hoptimus0,patient,abs,1,neoplastic_fraction_tertile,0,98850,74672,0.7554071825998988,1.6993038654327393,0.4657174050807953,fold,
HCC,shipped,hoptimus0,patient,abs,1,neoplastic_fraction_tertile,1,93600,71813,0.7672329059829059,1.6993041038513184,0.4310459196567535,fold,
HCC,shipped,hoptimus0,patient,abs,1,neoplastic_fraction_tertile,2,96750,74670,0.7717829457364341,1.6993039846420288,0.4771542847156524,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,predicted_value_decile,0,43072,30340,0.7044019316493314,1.6887739896774292,-0.3430273830890655,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,predicted_value_decile,1,32195,25521,0.7927007299270074,1.6398426294326782,-0.0091222180053591,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,predicted_value_decile,2,27249,22481,0.8250211016918052,1.61890971660614,0.1448923051357269,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,predicted_value_decile,3,24032,20455,0.8511567909454061,1.6085652112960815,0.252168744802475,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,predicted_value_decile,4,21945,19496,0.8884028252449305,1.627477765083313,0.341614156961441,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,predicted_value_decile,5,21424,19845,0.9262976101568334,1.6824949979782104,0.4250138700008392,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,predicted_value_decile,6,23778,21277,0.8948187400117756,1.7489880323410034,0.5540574193000793,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,predicted_value_decile,7,26906,24114,0.8962313238682822,1.7869256734848022,0.6850430369377136,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,predicted_value_decile,8,31624,24909,0.7876612699215786,1.8108150959014893,0.8429785966873169,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,predicted_value_decile,9,38925,17259,0.4433911368015414,1.8183401823043823,1.2014145851135254,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,predicted_value_decile,0,19878,11912,0.5992554582956032,1.3914834260940552,-0.1731055378913879,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,predicted_value_decile,1,30755,19715,0.6410339782149244,1.3457684516906738,0.0191465113312006,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,predicted_value_decile,2,35701,24377,0.6828100053219798,1.3649617433547974,0.1377757638692855,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,predicted_value_decile,3,38868,28830,0.7417412781722754,1.3869502544403076,0.2390210777521133,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,predicted_value_decile,4,41005,32533,0.7933910498719668,1.4078201055526731,0.336599051952362,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,predicted_value_decile,5,41526,33744,0.8125993353561624,1.4369372129440308,0.4461262226104736,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,predicted_value_decile,6,39122,32184,0.822657328357446,1.4629669189453125,0.5455635190010071,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,predicted_value_decile,7,36044,28674,0.7955276883808678,1.4870928525924685,0.6618620753288269,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,predicted_value_decile,8,31326,23094,0.7372150928940816,1.542214035987854,0.8227529525756836,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,predicted_value_decile,9,24025,12157,0.5060145681581686,1.6440666913986206,1.1234214305877686,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,neoplastic_fraction_tertile,0,98850,74779,0.7564896307536672,1.7096879482269287,0.4290225505828857,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,neoplastic_fraction_tertile,1,93600,72807,0.7778525641025641,1.7096879482269287,0.3752622902393341,fold,
HCC,shipped,hoptimus0,donor,abs,CHC20,neoplastic_fraction_tertile,2,96750,76641,0.79215503875969,1.7096879482269287,0.3960345983505249,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,neoplastic_fraction_tertile,0,105600,75874,0.7185037878787879,1.4419231414794922,0.4303427636623382,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,neoplastic_fraction_tertile,1,110850,80839,0.7292647722147045,1.4419232606887815,0.4182451069355011,fold,
HCC,shipped,hoptimus0,donor,abs,CHC23,neoplastic_fraction_tertile,2,108150,80240,0.7419325011558021,1.4419231414794922,0.4192545115947723,fold,
IDC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,0,255872,234298,0.9156844047023512,3.8521721363067623,0.3899992704391479,fold,
IDC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,1,317120,291862,0.9203519172552976,3.92665958404541,0.8375647664070129,fold,
IDC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,2,325281,298945,0.9190361564309012,3.77079439163208,1.0808833837509155,fold,
IDC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,3,333197,304305,0.9132885350108194,3.774368524551392,1.292284369468689,fold,
IDC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,4,337889,300166,0.8883568272420824,3.7530205249786377,1.504491686820984,fold,
IDC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,5,337883,289624,0.8571724531864581,3.647166967391968,1.684741497039795,fold,
IDC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,6,337156,276704,0.8207002099918139,3.5695910453796387,1.9045346975326536,fold,
IDC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,7,336575,264574,0.7860773973111491,3.64026141166687,2.250211715698242,fold,
IDC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,8,314557,238359,0.7577609145560265,3.7410500049591056,2.7107675075531006,fold,
IDC,shipped,hoptimus0,patient,abs,0,predicted_value_decile,9,218620,143277,0.6553700484859574,3.871487617492676,3.5056467056274414,fold,
IDC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,0,113459,91878,0.8097903207325995,4.730698585510254,0.4007760286331177,fold,
IDC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,1,108819,81586,0.7497403946002077,4.736080646514893,0.7135705351829529,fold,
IDC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,2,109011,84592,0.7759950830650117,4.509111881256104,0.9234472513198853,fold,
IDC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,3,105069,88426,0.8415993299641188,4.149567604064941,1.1654788255691528,fold,
IDC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,4,108517,93465,0.8612936221974438,4.1330671310424805,1.4333407878875732,fold,
IDC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,5,112884,98670,0.8740831295843521,4.158040046691895,1.7649857997894287,fold,
IDC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,6,116434,104601,0.8983716096672794,4.120283603668213,2.126394748687744,fold,
IDC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,7,116216,108006,0.9293556825222,3.940899848937988,2.299138307571411,fold,
IDC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,8,124904,112889,0.9038061231025428,3.700371026992798,2.466681718826294,fold,
IDC,shipped,hoptimus0,patient,abs,1,predicted_value_decile,9,148687,125799,0.8460658968168031,3.548903465270996,3.164480686187744,fold,
IDC,shipped,hoptimus0,patient,abs,2,predicted_value_decile,0,118647,69013,0.5816666245248511,3.6967968940734863,0.3866870999336242,fold,
IDC,shipped,hoptimus0,patient,abs,2,predicted_value_decile,1,72456,50470,0.6965606713039638,3.6647543907165527,0.816986620426178,fold,
IDC,shipped,hoptimus0,patient,abs,2,predicted_value_decile,2,62276,45720,0.7341511978932495,3.829054355621338,1.0763952732086182,fold,
IDC,shipped,hoptimus0,patient,abs,2,predicted_value_decile,3,57205,42681,0.7461061096058037,4.022000312805176,1.3208047151565552,fold,
IDC,shipped,hoptimus0,patient,abs,2,predicted_value_decile,4,50264,37050,0.7371080693936017,3.903743028640747,1.485425591468811,fold,
IDC,shipped,hoptimus0,patient,abs,2,predicted_value_decile,5,45765,32735,0.7152846061400634,3.7168896198272714,1.7081561088562012,fold,
IDC,shipped,hoptimus0,patient,abs,2,predicted_value_decile,6,42202,28819,0.6828823278517606,3.5736303329467773,1.8928420543670652,fold,
IDC,shipped,hoptimus0,patient,abs,2,predicted_value_decile,7,42093,27354,0.6498467678711425,3.549126386642456,2.122406482696533,fold,
IDC,shipped,hoptimus0,patient,abs,2,predicted_value_decile,8,49360,31146,0.6309967585089141,3.687998294830322,2.4456353187561035,fold,
IDC,shipped,hoptimus0,patient,abs,2,predicted_value_decile,9,61232,40296,0.6580872746276457,3.948153018951416,3.3673880100250244,fold,
IDC,shipped,hoptimus0,patient,abs,3,predicted_value_decile,0,45072,40050,0.8885782747603834,4.021677017211914,0.3373861014842987,fold,
IDC,shipped,hoptimus0,patient,abs,3,predicted_value_decile,1,34655,30983,0.894041263886885,4.090843677520752,0.8270862102508545,fold,
IDC,shipped,hoptimus0,patient,abs,3,predicted_value_decile,2,36482,32798,0.89901869415054,4.389408588409424,1.1631100177764893,fold,
IDC,shipped,hoptimus0,patient,abs,3,predicted_value_decile,3,37529,32735,0.8722587865384103,4.175468921661377,1.519087791442871,fold,
IDC,shipped,hoptimus0,patient,abs,3,predicted_value_decile,4,36380,31404,0.8632215503023639,4.049807548522949,1.7396714687347412,fold,
IDC,shipped,hoptimus0,patient,abs,3,predicted_value_decile,5,36518,31827,0.8715428008105591,4.286579608917236,1.9684404134750368,fold,
IDC,shipped,hoptimus0,patient,abs,3,predicted_value_decile,6,37208,32216,0.8658353042356483,4.442698955535889,2.156909227371216,fold,
IDC,shipped,hoptimus0,patient,abs,3,predicted_value_decile,7,38166,32240,0.8447309123303464,4.23712968826294,2.266342639923096,fold,
IDC,shipped,hoptimus0,patient,abs,3,predicted_value_decile,8,44229,36803,0.8321011101313618,3.844440937042236,2.3451504707336426,fold,
IDC,shipped,hoptimus0,patient,abs,3,predicted_value_decile,9,104511,86727,0.8298360938083073,3.4614503383636475,3.247964859008789,fold,
