task,label_set,encoder,design,score,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,scope,n_folds
PAAD,shipped,resnet50,patient,abs,2,predicted_value_decile,8,10462,9924,0.9485757981265532,3.670452356338501,1.5560258626937866,fold,
PAAD,shipped,resnet50,patient,abs,2,predicted_value_decile,9,11599,8283,0.7141132856280714,3.57292914390564,2.338628053665161,fold,
PAAD,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,0,11900,9162,0.7699159663865546,3.4659998416900635,0.831443727016449,fold,
PAAD,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,1,27350,20173,0.7375868372943327,3.4659998416900635,0.990057647228241,fold,
PAAD,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,2,60700,47433,0.7814332784184514,3.4659998416900635,1.046455144882202,fold,
PAAD,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,0,76050,69610,0.915318869165023,3.615793466567993,0.9576281905174256,fold,
PAAD,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,1,71150,64296,0.9036683063949402,3.615793228149414,1.3736144304275513,fold,
PAAD,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,2,30750,28075,0.9130081300813008,3.615793228149414,1.2611910104751587,fold,
PAAD,shipped,resnet50,patient,abs,2,neoplastic_fraction_tertile,0,37050,35707,0.9637516869095816,4.195282936096191,0.8956883549690247,fold,
PAAD,shipped,resnet50,patient,abs,2,neoplastic_fraction_tertile,1,26500,25349,0.956566037735849,4.195282936096191,1.1161479949951172,fold,
PAAD,shipped,resnet50,patient,abs,2,neoplastic_fraction_tertile,2,33550,30045,0.8955290611028316,4.195282459259033,1.530803680419922,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,predicted_value_decile,0,15616,10704,0.6854508196721312,3.144597291946411,-0.2208521217107772,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,predicted_value_decile,1,14749,11040,0.7485253237507627,3.08644700050354,0.2559649348258972,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,predicted_value_decile,2,13171,10594,0.804342874497001,3.099832773208618,0.5040959119796753,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,predicted_value_decile,3,12023,10027,0.833984862347168,3.157020568847656,0.7166336178779602,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,predicted_value_decile,4,10933,9364,0.8564895271197293,3.216237783432007,0.9283171892166138,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,predicted_value_decile,5,9810,8619,0.8785932721712538,3.264585256576538,1.1310123205184937,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,predicted_value_decile,6,8121,7153,0.8808028567910355,3.3214588165283203,1.3767484426498413,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,predicted_value_decile,7,6799,5883,0.8652743050448596,3.3843753337860107,1.676390290260315,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,predicted_value_decile,8,5558,4870,0.8762144656351205,3.6012444496154785,2.256002426147461,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,predicted_value_decile,9,3720,3279,0.8814516129032258,3.910986423492432,3.148289918899536,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,predicted_value_decile,0,5536,5282,0.9541184971098264,4.915782928466797,0.1785119622945785,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,predicted_value_decile,1,7854,7570,0.9638400814871404,4.755763053894043,0.5135437846183777,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,predicted_value_decile,2,9233,8978,0.9723816744286796,4.568138599395752,0.6749594211578369,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,predicted_value_decile,3,9827,9565,0.9733387605576472,4.350295066833496,0.8022527098655701,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,predicted_value_decile,4,10087,9819,0.973431149003668,4.264853000640869,0.92713463306427,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,predicted_value_decile,5,10052,9799,0.9748308794269795,4.117395877838135,1.0401097536087036,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,predicted_value_decile,6,10131,9923,0.9794689566676538,3.914404392242432,1.15227472782135,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,predicted_value_decile,7,10282,10031,0.9755884069247228,3.781407356262207,1.337783694267273,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,predicted_value_decile,8,11485,10921,0.950892468437092,3.6664109230041504,1.6519782543182373,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,predicted_value_decile,9,13063,9635,0.7375794227972136,3.683337450027466,2.4851527214050293,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,predicted_value_decile,0,16698,15663,0.9380165289256198,3.3157196044921875,-0.0652573630213737,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,predicted_value_decile,1,15247,14246,0.9343477405391224,3.3985886573791504,0.3317166268825531,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,predicted_value_decile,2,15479,14386,0.9293882033723108,3.485969305038452,0.560161292552948,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,predicted_value_decile,3,15967,14700,0.920648838228847,3.5534138679504395,0.7646667957305908,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,predicted_value_decile,4,16830,15672,0.9311942959001782,3.5921497344970703,0.944459080696106,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,predicted_value_decile,5,18020,16864,0.9358490566037736,3.647273063659668,1.139485001564026,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,predicted_value_decile,6,19599,18129,0.9249961732741466,3.6926109790802,1.34488844871521,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,predicted_value_decile,7,20736,19091,0.9206693672839508,3.736522912979126,1.569263935089111,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,predicted_value_decile,8,20807,18893,0.908011726822704,3.7640631198883057,1.8205937147140503,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,predicted_value_decile,9,21117,16838,0.7973670502438793,3.808269739151001,2.4417552947998047,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,neoplastic_fraction_tertile,0,11900,9889,0.8310084033613445,3.235323667526245,0.8178220391273499,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,neoplastic_fraction_tertile,1,27350,21870,0.7996343692870201,3.235323667526245,0.9432568550109864,fold,
PAAD,shipped,resnet50,donor,abs,TENX116,neoplastic_fraction_tertile,2,60700,49241,0.8112191103789127,3.235323667526245,0.7955850958824158,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,neoplastic_fraction_tertile,0,37050,35681,0.9630499325236168,4.127755641937256,0.9110714197158812,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,neoplastic_fraction_tertile,1,26500,25369,0.9573207547169812,4.127756118774414,1.1068066358566284,fold,
PAAD,shipped,resnet50,donor,abs,TENX126,neoplastic_fraction_tertile,2,33550,30023,0.8948733233979136,4.127756118774414,1.565292239189148,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,neoplastic_fraction_tertile,0,76050,69610,0.915318869165023,3.615793466567993,0.9576281905174256,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,neoplastic_fraction_tertile,1,71150,64296,0.9036683063949402,3.615793228149414,1.3736144304275513,fold,
PAAD,shipped,resnet50,donor,abs,TENX140,neoplastic_fraction_tertile,2,30750,28075,0.9130081300813008,3.615793228149414,1.2611910104751587,fold,
PRAD,shipped,resnet50,patient,abs,0,predicted_value_decile,0,117029,110345,0.942885951345393,1.9935609102249143,0.0007242415449582,fold,
PRAD,shipped,resnet50,patient,abs,0,predicted_value_decile,1,179215,169143,0.9437993471528612,1.9549754858016968,0.1956225484609604,fold,
PRAD,shipped,resnet50,patient,abs,0,predicted_value_decile,2,218207,203097,0.930753825495974,1.945400595664978,0.3277978301048279,fold,
PRAD,shipped,resnet50,patient,abs,0,predicted_value_decile,3,279969,255556,0.9128010601173702,1.9482730627059937,0.4638598561286926,fold,
PRAD,shipped,resnet50,patient,abs,0,predicted_value_decile,4,376424,336980,0.8952139077210804,1.9482946395874023,0.6066353917121887,fold,
PRAD,shipped,resnet50,patient,abs,0,predicted_value_decile,5,480246,422236,0.8792077393669078,1.9415671825408936,0.7348504066467285,fold,
PRAD,shipped,resnet50,patient,abs,0,predicted_value_decile,6,559057,466038,0.8336144614949818,1.9346452951431277,0.8535143136978149,fold,
PRAD,shipped,resnet50,patient,abs,0,predicted_value_decile,7,609743,456453,0.748598999906518,1.929025650024414,0.9839731454849244,fold,
PRAD,shipped,resnet50,patient,abs,0,predicted_value_decile,8,612634,390431,0.6372989419457621,1.9278931617736816,1.1569256782531738,fold,
PRAD,shipped,resnet50,patient,abs,0,predicted_value_decile,9,451126,260233,0.5768521433036446,1.9425896406173704,1.4809788465499878,fold,
PRAD,shipped,resnet50,patient,abs,1,predicted_value_decile,0,823621,740108,0.8986026339784925,2.5096354484558105,-0.053410705178976,fold,
PRAD,shipped,resnet50,patient,abs,1,predicted_value_decile,1,761435,721121,0.947055231241012,2.5968780517578125,0.2107299268245697,fold,
PRAD,shipped,resnet50,patient,abs,1,predicted_value_decile,2,722443,691419,0.9570568197075756,2.660578727722168,0.3509149253368377,fold,
PRAD,shipped,resnet50,patient,abs,1,predicted_value_decile,3,660681,634604,0.9605301196795428,2.694374322891236,0.4694234132766723,fold,
PRAD,shipped,resnet50,patient,abs,1,predicted_value_decile,4,564226,542787,0.9620028144750508,2.706583023071289,0.5779303312301636,fold,
PRAD,shipped,resnet50,patient,abs,1,predicted_value_decile,5,460404,444341,0.9651110763590238,2.7248129844665527,0.6878481507301331,fold,
PRAD,shipped,resnet50,patient,abs,1,predicted_value_decile,6,381593,369232,0.9676068481340068,2.769725799560547,0.8096506595611572,fold,
PRAD,shipped,resnet50,patient,abs,1,predicted_value_decile,7,330907,320821,0.9695201370777892,2.8296945095062256,0.9522114396095276,fold,
PRAD,shipped,resnet50,patient,abs,1,predicted_value_decile,8,328016,315108,0.960648261060436,2.909788131713867,1.145255446434021,fold,
PRAD,shipped,resnet50,patient,abs,1,predicted_value_decile,9,489524,397408,0.8118253650484961,3.0367939472198486,1.6797045469284058,fold,
PRAD,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,1,2621850,2138274,0.815559242519595,1.9400999546051023,0.8168890476226807,fold,
PRAD,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,2,1238550,910472,0.7351112187638771,1.9400999546051023,0.9047297239303588,fold,
PRAD,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,1,3623850,3478066,0.9597709618223712,2.709205150604248,0.5147781372070312,fold,
PRAD,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,2,1885500,1686325,0.8943648899496155,2.709205150604248,0.6790381669998169,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient1,predicted_value_decile,0,152090,138672,0.9117759221513576,2.085171222686768,-0.0500797033309936,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient1,predicted_value_decile,1,215748,196222,0.9094962641600386,2.026373147964477,0.1786108314990997,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient1,predicted_value_decile,2,243877,219573,0.9003432057963645,1.9976118803024288,0.3267667591571808,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient1,predicted_value_decile,3,280150,249220,0.889594859896484,1.971176624298096,0.4484921097755432,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient1,predicted_value_decile,4,325532,285258,0.876282516004571,1.9463239908218384,0.5495628118515015,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient1,predicted_value_decile,5,390593,339419,0.8689838271551206,1.929751992225647,0.639869749546051,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient1,predicted_value_decile,6,478835,407718,0.8514791107584032,1.9266207218170168,0.7361183762550354,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient1,predicted_value_decile,7,569318,456841,0.8024355456879986,1.93912672996521,0.8571027517318726,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient1,predicted_value_decile,8,624832,470931,0.7536921924613336,1.9666106700897217,1.0129096508026123,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient1,predicted_value_decile,9,602675,380391,0.6311710291616542,2.009068250656128,1.3283865451812744,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient2,predicted_value_decile,0,788560,683997,0.867400071015522,2.6042490005493164,-0.1341891437768936,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient2,predicted_value_decile,1,724902,669090,0.9230075237756276,2.573788642883301,0.1555234640836715,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient2,predicted_value_decile,2,696773,651467,0.934977388618675,2.55484676361084,0.2906176745891571,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient2,predicted_value_decile,3,660499,623673,0.944245184322762,2.539502620697021,0.3957952558994293,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient2,predicted_value_decile,4,615119,584504,0.950229142653698,2.5345606803894043,0.4953284561634063,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient2,predicted_value_decile,5,550057,524456,0.9534575507629208,2.5494697093963623,0.6025650501251221,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient2,predicted_value_decile,6,461815,441550,0.9561187921570324,2.6069536209106445,0.7294409275054932,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient2,predicted_value_decile,7,371332,354573,0.954867881033684,2.7080237865448,0.8837185502052307,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient2,predicted_value_decile,8,315818,298608,0.9455065892381056,2.8329017162323,1.0899356603622437,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient2,predicted_value_decile,9,337975,279341,0.826513795399068,2.867652177810669,1.4926190376281738,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient1,neoplastic_fraction_tertile,1,2621850,2179272,0.83119629269409,1.9690715074539185,0.7199679613113403,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient1,neoplastic_fraction_tertile,2,1238550,942757,0.7611779903919906,1.9690715074539185,0.8429931998252869,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient2,neoplastic_fraction_tertile,1,3623850,3454694,0.9533214675000344,2.609455108642578,0.4470356702804565,fold,
PRAD,shipped,resnet50,donor,abs,PRAD_patient2,neoplastic_fraction_tertile,2,1885500,1645214,0.8725611243701936,2.609455347061157,0.5329242944717407,fold,
READ,shipped,resnet50,patient,abs,0,predicted_value_decile,0,23532,21563,0.9163267040625532,2.195381164550781,-0.17094586789608,fold,
READ,shipped,resnet50,patient,abs,0,predicted_value_decile,1,24643,23306,0.9457452420565676,2.1301310062408447,0.0421986803412437,fold,
READ,shipped,resnet50,patient,abs,0,predicted_value_decile,2,24471,23181,0.9472845408851294,2.0941808223724365,0.1606187969446182,fold,
READ,shipped,resnet50,patient,abs,0,predicted_value_decile,3,24146,23029,0.9537397498550484,2.0657222270965576,0.2638751566410064,fold,
READ,shipped,resnet50,patient,abs,0,predicted_value_decile,4,23898,22039,0.922211063687338,2.055708408355713,0.3586660027503967,fold,
READ,shipped,resnet50,patient,abs,0,predicted_value_decile,5,24163,20444,0.8460869925092083,2.059234142303467,0.4499192237854004,fold,
READ,shipped,resnet50,patient,abs,0,predicted_value_decile,6,24182,20562,0.850301877429493,2.0768280029296875,0.5419840216636658,fold,
READ,shipped,resnet50,patient,abs,0,predicted_value_decile,7,23507,20022,0.8517462883396435,2.109581708908081,0.6290836334228516,fold,
READ,shipped,resnet50,patient,abs,0,predicted_value_decile,8,19684,16610,0.8438325543588702,2.187651395797729,0.6702871918678284,fold,
READ,shipped,resnet50,patient,abs,0,predicted_value_decile,9,17174,14467,0.8423780132758821,2.2778358459472656,0.7888416647911072,fold,
READ,shipped,resnet50,patient,abs,1,predicted_value_decile,0,18517,13882,0.749689474536912,1.3477169275283811,-0.0855539292097091,fold,
READ,shipped,resnet50,patient,abs,1,predicted_value_decile,1,17408,13365,0.7677504595588235,1.3048526048660278,0.0957157239317894,fold,
READ,shipped,resnet50,patient,abs,1,predicted_value_decile,2,17529,13468,0.7683267727765417,1.2986226081848145,0.1732668727636337,fold,
READ,shipped,resnet50,patient,abs,1,predicted_value_decile,3,17904,13867,0.7745196604110813,1.2995705604553225,0.2329680770635604,fold,
READ,shipped,resnet50,patient,abs,1,predicted_value_decile,4,18102,13653,0.7542260523699039,1.305856466293335,0.2929123938083648,fold,
READ,shipped,resnet50,patient,abs,1,predicted_value_decile,5,17887,13329,0.745178062279868,1.3177481889724731,0.3609177768230438,fold,
READ,shipped,resnet50,patient,abs,1,predicted_value_decile,6,17868,12623,0.706458473248265,1.3382340669631958,0.4484981894493103,fold,
READ,shipped,resnet50,patient,abs,1,predicted_value_decile,7,18493,12058,0.6520304980262802,1.3792095184326172,0.5939961075782776,fold,
READ,shipped,resnet50,patient,abs,1,predicted_value_decile,8,22366,10813,0.4834570329965125,1.4372388124465942,0.8856531381607056,fold,
READ,shipped,resnet50,patient,abs,1,predicted_value_decile,9,24876,8629,0.3468805274159833,1.4717204570770264,1.3415037393569946,fold,
READ,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,0,87900,75469,0.8585779294653014,2.119257926940918,0.4535365998744964,fold,
READ,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,1,56200,50598,0.9003202846975089,2.119258165359497,0.3137021362781524,fold,
READ,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,2,85150,79035,0.9281855549031122,2.119258403778076,0.2804836630821228,fold,
READ,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,0,51900,34462,0.6640077071290944,1.3568153381347656,0.4530605971813202,fold,
READ,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,1,83550,53252,0.6373668461998803,1.3568153381347656,0.5098438262939453,fold,
READ,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,2,54700,37454,0.6847166361974406,1.3568153381347656,0.4513014256954193,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,predicted_value_decile,0,23598,21644,0.9171963725739468,2.204252958297729,-0.1696768999099731,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,predicted_value_decile,1,24544,23228,0.9463820078226858,2.1313636302948,0.0421142727136611,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,predicted_value_decile,2,24412,23143,0.9480173685072916,2.09290099143982,0.1614211797714233,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,predicted_value_decile,3,24099,23009,0.95476990746504,2.063814640045166,0.2656583189964294,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,predicted_value_decile,4,23861,21951,0.919953061481078,2.052720785140991,0.3594213426113128,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,predicted_value_decile,5,24022,20383,0.8485138622928982,2.05730938911438,0.4465468823909759,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,predicted_value_decile,6,23904,20316,0.8498995983935743,2.073838710784912,0.540817379951477,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,predicted_value_decile,7,23156,19747,0.8527811366384522,2.1084980964660645,0.6253414750099182,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,predicted_value_decile,8,19935,16848,0.8451467268623025,2.184974908828736,0.6662442684173584,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,predicted_value_decile,9,17869,14954,0.8368683194358946,2.2746853828430176,0.7853009104728699,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,predicted_value_decile,0,18452,13994,0.7584001734229352,1.3480770587921145,-0.0842428877949714,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,predicted_value_decile,1,17506,13469,0.7693933508511368,1.3096808195114136,0.0986126065254211,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,predicted_value_decile,2,17588,13575,0.7718330680009097,1.2998933792114258,0.1750697344541549,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,predicted_value_decile,3,17951,13926,0.7757785081611053,1.2971739768981934,0.231112539768219,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,predicted_value_decile,4,18139,13770,0.7591377694470478,1.3040645122528076,0.2915887534618377,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,predicted_value_decile,5,18028,13416,0.7441757266474374,1.3217048645019531,0.3635545969009399,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,predicted_value_decile,6,18146,12938,0.7129945993607406,1.3395875692367554,0.4459166228771209,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,predicted_value_decile,7,18844,12204,0.6476331988962004,1.380321979522705,0.5889918208122253,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,predicted_value_decile,8,22115,10693,0.4835179742256387,1.4351657629013062,0.8756134510040283,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,predicted_value_decile,9,24181,8365,0.3459327571233613,1.4750877618789673,1.3311800956726074,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,neoplastic_fraction_tertile,0,87900,75469,0.8585779294653014,2.119257926940918,0.4535365998744964,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,neoplastic_fraction_tertile,1,56200,50598,0.9003202846975089,2.119258165359497,0.3137021362781524,fold,
READ,shipped,resnet50,donor,abs,READ_specimen1,neoplastic_fraction_tertile,2,85150,79035,0.9281855549031122,2.119258403778076,0.2804836630821228,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,neoplastic_fraction_tertile,0,51900,34424,0.6632755298651253,1.357208251953125,0.4500092566013336,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,neoplastic_fraction_tertile,1,83550,53647,0.6420945541591861,1.357208490371704,0.5026776790618896,fold,
READ,shipped,resnet50,donor,abs,READ_specimen7,neoplastic_fraction_tertile,2,54700,37755,0.6902193784277879,1.3572083711624146,0.442514568567276,fold,
SKCM,shipped,resnet50,patient,abs,0,predicted_value_decile,0,27648,22435,0.8114510995370371,3.155442476272583,-0.5721020102500916,fold,
SKCM,shipped,resnet50,patient,abs,0,predicted_value_decile,1,25054,22953,0.9161411351480802,3.1798932552337646,0.2344569563865661,fold,
SKCM,shipped,resnet50,patient,abs,0,predicted_value_decile,2,24765,22724,0.9175853018372704,3.163005113601685,0.676779568195343,fold,
SKCM,shipped,resnet50,patient,abs,0,predicted_value_decile,3,23725,21225,0.8946259220231823,3.1421473026275635,1.044955849647522,fold,
SKCM,shipped,resnet50,patient,abs,0,predicted_value_decile,4,20946,16976,0.8104650052515994,3.064805507659912,1.4241209030151367,fold,
SKCM,shipped,resnet50,patient,abs,0,predicted_value_decile,5,15622,10252,0.6562540007681474,2.878002166748047,1.7659193277359009,fold,
SKCM,shipped,resnet50,patient,abs,0,predicted_value_decile,6,13374,8596,0.6427396440855391,2.727723836898804,1.981767177581787,fold,
SKCM,shipped,resnet50,patient,abs,0,predicted_value_decile,7,13585,8927,0.6571218255428781,2.6645450592041016,2.213811159133911,fold,
SKCM,shipped,resnet50,patient,abs,0,predicted_value_decile,8,14043,8373,0.5962401196325572,2.6583940982818604,2.609530210494995,fold,
SKCM,shipped,resnet50,patient,abs,0,predicted_value_decile,9,15188,8619,0.567487490123782,2.7415614128112797,3.410195827484131,fold,
SKCM,shipped,resnet50,patient,abs,1,predicted_value_decile,0,17902,10033,0.560440174282203,2.980922222137451,-0.6001250743865967,fold,
SKCM,shipped,resnet50,patient,abs,1,predicted_value_decile,1,20446,14940,0.7307052724249242,2.908281087875366,0.0953189879655838,fold,
SKCM,shipped,resnet50,patient,abs,1,predicted_value_decile,2,20735,16243,0.7833614661200868,2.905470609664917,0.5532983541488647,fold,
SKCM,shipped,resnet50,patient,abs,1,predicted_value_decile,3,21775,17263,0.7927898966704937,2.905221462249756,0.9801859259605408,fold,
SKCM,shipped,resnet50,patient,abs,1,predicted_value_decile,4,24554,18630,0.7587358475197524,2.8823766708374023,1.4187875986099243,fold,
SKCM,shipped,resnet50,patient,abs,1,predicted_value_decile,5,29878,18620,0.623201017471049,2.834615468978882,1.957515001296997,fold,
SKCM,shipped,resnet50,patient,abs,1,predicted_value_decile,6,32126,15338,0.4774326091016622,2.81219220161438,2.5413084030151367,fold,
SKCM,shipped,resnet50,patient,abs,1,predicted_value_decile,7,31915,12039,0.3772207425975247,2.805628776550293,3.1509737968444824,fold,
SKCM,shipped,resnet50,patient,abs,1,predicted_value_decile,8,31457,11154,0.3545792669358171,2.815692186355591,3.794464349746704,fold,
SKCM,shipped,resnet50,patient,abs,1,predicted_value_decile,9,30362,10278,0.3385152493248139,2.8599703311920166,4.759172439575195,fold,
SKCM,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,0,115050,90639,0.7878226857887874,2.993527173995972,0.9842740297317504,fold,
SKCM,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,1,51900,38486,0.7415414258188825,2.993527173995972,1.73969829082489,fold,
SKCM,shipped,resnet50,patient,abs,0,neoplastic_fraction_tertile,2,19050,14796,0.7766929133858268,2.993527412414551,1.5622920989990234,fold,
SKCM,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,0,28800,20242,0.7028472222222222,2.860783338546753,1.28498375415802,fold,
SKCM,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,1,91650,55025,0.6003818876159301,2.860783576965332,2.336306571960449,fold,
SKCM,shipped,resnet50,patient,abs,1,neoplastic_fraction_tertile,2,124950,55733,0.4460424169667867,2.860783576965332,2.429596424102783,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_1,predicted_value_decile,0,28774,24542,0.852922777507472,3.474005699157715,-0.5545438528060913,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_1,predicted_value_decile,1,25404,23440,0.9226893402613762,3.4546852111816406,0.2375269532203674,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_1,predicted_value_decile,2,24106,22100,0.916784203102962,3.3852767944335938,0.6623515486717224,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_1,predicted_value_decile,3,22808,20543,0.9006927393896879,3.3071930408477783,1.027202844619751,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_1,predicted_value_decile,4,20288,16634,0.8198935331230284,3.180076837539673,1.391500473022461,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_1,predicted_value_decile,5,15764,10671,0.6769221009895966,2.9890503883361816,1.6972311735153198,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_1,predicted_value_decile,6,13434,8662,0.6447818966800655,2.8156120777130127,1.8532649278640747,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_1,predicted_value_decile,7,13481,8928,0.6622654105778503,2.738555908203125,2.1144955158233643,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_1,predicted_value_decile,8,14482,8655,0.5976384477282143,2.6988675594329834,2.5058434009552,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_1,predicted_value_decile,9,15409,8606,0.5585047699396457,2.7020959854125977,3.3197121620178223,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_2,predicted_value_decile,0,16776,7720,0.4601812112541726,2.8897085189819336,-0.7650073170661926,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_2,predicted_value_decile,1,20096,13214,0.6575437898089171,2.8259432315826416,-0.0163078550249338,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_2,predicted_value_decile,2,21394,15683,0.7330559970085071,2.8462107181549072,0.4760567247867584,fold,
SKCM,shipped,resnet50,donor,abs,SKCM_hest_patient_2,predicted_value_decile,3,22692,17266,0.7608848933544862,2.8198983669281006,0.912450909614563,fold,
