encoder,task,label_set,design,fold,K,calibration_unit,block_fold,between_var,within_var,between_share,coverage_observed,n_cal_per_unit_cap,uses_test_labels,scope,simulated_coverage_mean,simulated_coverage_sd,simulated_coverage_q05,simulated_coverage_q50,simulated_coverage_q95,quantile_infinite,n_cal_simulated,n_sim,observed_minus_simulated,n_folds,coverage_observed_sd,n_sim_requested
hoptimus0,PRAD,shipped,slide_out,MEND148,6.0,slide,False,0.013175991948209384,0.1194857853579375,0.11314944941226052,0.9781220657276996,2000.0,True,fold,0.8946181817545517,0.06322032483854595,0.774933035192874,0.9063317743881462,0.9727090721893008,False,11751.0,1000.0,0.0835038839731479,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND149,6.0,slide,False,0.010429712922869525,0.10893062286829733,0.091630204489789,0.9500522240230508,2000.0,True,fold,0.8976092610755009,0.05688967165856564,0.7896931647658002,0.9080886316284069,0.9688697589237005,False,11211.0,1000.0,0.05244296294754991,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND150,6.0,slide,False,0.022168011962216433,0.14521529606263944,0.1306106640604574,0.9097353893013516,2000.0,True,fold,0.897245079155574,0.07812105727819442,0.743548067221573,0.9173619581253223,0.9822068745141782,False,11418.0,1000.0,0.012490310145777506,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND151,6.0,slide,False,0.009059934906781975,0.1356235626231495,0.06569194873225584,0.9577051282051282,2000.0,True,fold,0.8961175018664455,0.05121785335045909,0.802205804382045,0.9049816819818233,0.9646382470775825,False,11693.0,1000.0,0.061587626338682755,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND152,6.0,slide,False,0.011464500968030172,0.1286029553252585,0.09876343842890511,0.9165671641791046,2000.0,True,fold,0.8981760379204772,0.05733436342643351,0.7874879567191264,0.908024694775589,0.9681318549918423,False,11815.0,1000.0,0.018391126258627377,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND153,6.0,slide,False,0.02496316889890579,0.13875354090772352,0.17223921434608597,0.9448754578754578,2000.0,True,fold,0.8898242203486484,0.08031555193696228,0.7267422482315562,0.909955963014662,0.9825606209789692,False,11686.0,1000.0,0.055051237526809405,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND154,6.0,slide,False,0.007280512312677637,0.10627950859065746,0.07450277113963893,0.8417373294346978,2000.0,True,fold,0.8977125968628322,0.051472569023710155,0.7980014642722185,0.9090770452076733,0.962606904385952,False,11719.0,1000.0,-0.05597526742813441,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND156,6.0,slide,False,0.018337203680872605,0.14908362901097705,0.1168558469271948,0.7246933033202025,2000.0,True,fold,0.8953089027821479,0.06853774242954686,0.7596089339353385,0.910219154854378,0.9751753903522228,False,11238.0,1000.0,-0.17061559946194538,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND157,6.0,slide,False,0.011150119042024988,0.11731819939557409,0.09594949236267253,0.8274022988505747,2000.0,True,fold,0.8972767361929472,0.05813982058088814,0.7801173280341346,0.9085947553851581,0.9694666202692941,False,11051.0,1000.0,-0.06987443734237253,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND158,6.0,slide,False,0.024951552639306,0.1586045201920337,0.14259163036512468,0.8928201811125485,2000.0,True,fold,0.8923953818853092,0.07759971549707499,0.7386077639689798,0.9089060933974961,0.9799930604123506,False,11178.0,1000.0,0.00042479922723925867,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND159,6.0,slide,False,0.03207425834624186,0.12715586193470257,0.20498813533883167,0.6266545643153527,2000.0,True,fold,0.8898899680296877,0.09750232908242613,0.6950084151347168,0.9173123945592054,0.9891770822071001,False,11278.0,1000.0,-0.26323540371433496,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND160,6.0,slide,False,0.019806811395547685,0.12386616742475387,0.11178522938335458,0.8811326305467025,2000.0,True,fold,0.8929164622614489,0.07761691779168972,0.7363416326558948,0.9115918952844779,0.981572701395955,False,11278.0,1000.0,-0.011783831714746396,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND161,6.0,slide,False,0.02134731110463607,0.14561050208169696,0.13099101526365772,0.7644372372372373,2000.0,True,fold,0.8950912602037185,0.07370086788681822,0.7469580438586869,0.9109032859738158,0.9804072398465624,False,11382.0,1000.0,-0.1306540229664812,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND162,6.0,slide,False,0.007149785470141418,0.09300575863031821,0.06893274575496357,0.948879519611601,2000.0,True,fold,0.8997756697051889,0.052243442971744145,0.803442252886909,0.908799696175425,0.9678171423171568,False,11480.0,1000.0,0.049103849906412145,,,1000
hoptimus0,READ,shipped,donor,READ_specimen1,1.0,slide,False,0.005316474369864321,0.13082517244648983,0.033764031127428346,0.8959820789451396,2000.0,True,fold,0.8922579585869699,0.055250464571464056,0.7801651917755568,0.9048198655739945,0.9612513639184925,False,1691.0,1000.0,0.0037241203581697135,,,1000
hoptimus0,READ,shipped,donor,READ_specimen7,1.0,slide,False,0.0071965031529352685,0.11946279403155063,0.056761833923482344,0.7659014636309875,2000.0,True,fold,0.8884962456139592,0.06443127727401116,0.7687830322105623,0.9006354459790029,0.9677769537187082,False,2000.0,1000.0,-0.12259478198297169,,,1000
hoptimus0,READ,shipped,patient,0,1.0,slide,False,0.005316474369864321,0.13082517244648983,0.033764031127428346,0.8959820789451396,2000.0,True,fold,0.8889631304097638,0.05251493136694291,0.7943708716736165,0.8972497343288894,0.9584428257648154,False,1691.0,1000.0,0.007018948535375769,,,1000
hoptimus0,READ,shipped,patient,1,1.0,slide,False,0.00834152780398257,0.12149641680082404,0.05979615676261085,0.7640442574131958,2000.0,True,fold,0.8795245459354973,0.07161135776388823,0.7382558560803704,0.8960056672008911,0.9672314333340783,False,2000.0,1000.0,-0.11548028852230152,,,1000
hoptimus0,READ,shipped,slide_out,ZEN36,1.0,slide,False,0.004610531981823748,0.10944225887199821,0.034065267585476164,0.7761955450423811,2000.0,True,fold,0.8887518357790142,0.05648406198203036,0.7793804738319449,0.9012549642156005,0.9616033179793223,False,2000.0,1000.0,-0.11255629073663309,,,1000
hoptimus0,READ,shipped,slide_out,ZEN40,1.0,slide,False,0.003571723958946924,0.07273136945773745,0.04731972931326754,0.7923182957393484,2000.0,True,fold,0.8914091681918814,0.05750898773086642,0.7881306385738681,0.902037703881895,0.9641968445925894,False,2000.0,1000.0,-0.09909087245253301,,,1000
hoptimus0,READ,shipped,slide_out,ZEN48,1.0,slide,False,0.001134213235159609,0.10268647156051045,0.01298968303937019,0.9348148148148148,2000.0,True,fold,0.8986644221471135,0.026450647906706894,0.850988472021245,0.9009803107761796,0.9375024817872222,False,1691.0,1000.0,0.03615039266770126,,,1000
hoptimus0,READ,shipped,slide_out,ZEN49,1.0,slide,False,0.0013096113950557126,0.0922020052390895,0.012324603799308522,0.9069359963685883,2000.0,True,fold,0.8975129788331947,0.030554205631259285,0.8418090967060015,0.9004687734148349,0.9425886913565646,False,2000.0,1000.0,0.009423017535393652,,,1000
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_1,5.0,block,True,0.01902248725164904,0.3205139168488724,0.05693682247535922,0.6821861304459912,2000.0,True,fold,0.8969736567639206,0.051955724999182176,0.7983673506605609,0.9066779061637519,0.9668149747779562,False,413.0,1000.0,-0.2147875263179294,,,1000
hoptimus0,SKCM,shipped,donor,SKCM_hest_patient_2,7.0,block,True,0.01973770190451074,0.38813845454173834,0.05251826395117645,0.6525598315144553,2000.0,True,fold,0.9003953183970834,0.047379196773212354,0.8125156161074135,0.9070729197302276,0.9616692537416572,False,274.0,1000.0,-0.24783548688262813,,,1000
hoptimus0,SKCM,shipped,patient,0,6.0,block,True,0.016050278645528604,0.32422028571688166,0.04945738558963678,0.6812683681361177,2000.0,True,fold,0.8961226942646544,0.05140214790338742,0.8046094663841614,0.9058638328503665,0.9603857286780073,False,263.0,1000.0,-0.21485432612853672,,,1000
hoptimus0,SKCM,shipped,patient,1,7.0,block,True,0.018808584663714434,0.4224004275241926,0.04554928538359387,0.6839938732529198,2000.0,True,fold,0.8993537706115811,0.044721275205066205,0.811145248646402,0.9078703844748095,0.958780972259838,False,306.0,1000.0,-0.21535989735866123,,,1000
resnet50,CCRCC,shipped,donor,INT1,6.0,donor,False,0.022449529697596365,0.10256504742828723,0.17527305666133253,0.7853997539975399,2000.0,True,fold,0.8944158864218654,0.0916727851203749,0.7102945764164492,0.922158772960994,0.9875531414929516,False,11949.0,1000.0,-0.10901613242432551,,,1000
resnet50,CCRCC,shipped,donor,INT10,6.0,donor,False,0.03975238450020668,0.1357546911600391,0.21203238626221974,0.8049789880652211,2000.0,True,fold,0.8893919174075995,0.10599939371144364,0.679273804898207,0.9214417181606498,0.9921988939928341,False,11186.0,1000.0,-0.08441292934237843,,,1000
resnet50,CCRCC,shipped,donor,INT11,6.0,donor,False,0.020516579491000886,0.10863215301534782,0.1592493890484279,0.863080843178133,2000.0,True,fold,0.895536107684541,0.08691080054557049,0.7314209636183026,0.9188529512934622,0.9870714975731971,False,11129.0,1000.0,-0.0324552645064079,,,1000
resnet50,CCRCC,shipped,donor,INT12,6.0,donor,False,0.02160997623353232,0.13188745014762995,0.14335888137837471,0.8939444061566736,2000.0,True,fold,0.8939403569939087,0.07978728546018382,0.7362277573853375,0.9149708165638668,0.9811804226011336,False,11645.0,1000.0,4.049162764863112e-06,,,1000
resnet50,CCRCC,shipped,donor,INT13,6.0,donor,False,0.017626550981456546,0.1240333431782645,0.13155636164665435,0.9158201422344576,2000.0,True,fold,0.8967194561304087,0.0735733955075051,0.751492724056216,0.9117489922415072,0.9816983690056151,False,10762.0,1000.0,0.019100686104048914,,,1000
resnet50,CCRCC,shipped,donor,INT14,6.0,donor,False,0.013711979136561123,0.11657566751684577,0.10425145059698843,0.970866578985825,2000.0,True,fold,0.8950043626073283,0.06837362084333638,0.760242359362052,0.9109238095709082,0.9747075932746935,False,11400.0,1000.0,0.07586221637849666,,,1000
resnet50,CCRCC,shipped,donor,INT15,6.0,donor,False,0.022716822424378835,0.10907317136301453,0.15503381161899488,0.9312456140350877,2000.0,True,fold,0.8914880427780031,0.08562848651154832,0.7209664621912114,0.9149502619672805,0.984676349431618,False,11679.0,1000.0,0.03975757125708457,,,1000
resnet50,CCRCC,shipped,donor,INT16,6.0,donor,False,0.018605856009287575,0.11262043182052497,0.14172439043365498,0.9385901434809732,2000.0,True,fold,0.8939646518577993,0.08130577342660629,0.7338882571256791,0.9139684762621114,0.981324523040356,False,10825.0,1000.0,0.044625491623173974,,,1000
resnet50,CCRCC,shipped,donor,INT17,6.0,donor,False,0.011937292707100672,0.11136181591329947,0.10704250308994484,0.9329019060901906,2000.0,True,fold,0.8977006787557439,0.06313653654136657,0.7692308733044724,0.9107582478618357,0.9737769852998505,False,11084.0,1000.0,0.03520122733444675,,,1000
resnet50,CCRCC,shipped,donor,INT18,6.0,donor,False,0.06905906984068681,0.12366834809738028,0.3300842813609792,0.8728789420142421,2000.0,True,fold,0.8872456548603426,0.13370498567471595,0.6016589327558804,0.9400821069449659,0.9982702754604588,False,11349.0,1000.0,-0.014366712846100471,,,1000
resnet50,CCRCC,shipped,donor,INT19,6.0,donor,False,0.013100306660939351,0.11317159956887068,0.12164879677222373,0.9716127728375102,2000.0,True,fold,0.8979544212344788,0.06540653353221218,0.7682091396400212,0.9133899436075184,0.9754720616899657,False,11678.0,1000.0,0.07365835160303147,,,1000
resnet50,CCRCC,shipped,donor,INT2,6.0,donor,False,0.016030672641311278,0.1299416018171013,0.12144285859312232,0.9470077519379844,2000.0,True,fold,0.8948948711230669,0.06744243244008921,0.7687687558967603,0.9086161783101067,0.9771672875247236,False,11281.0,1000.0,0.052112880814917495,,,1000
resnet50,CCRCC,shipped,donor,INT20,6.0,donor,False,0.011732668492607568,0.10883430843432107,0.10821932108026577,0.9624170096021948,2000.0,True,fold,0.8974941645898404,0.06347415751955417,0.7748564119420343,0.9121778051861007,0.9720688520821211,False,10129.0,1000.0,0.06492284501235435,,,1000
resnet50,CCRCC,shipped,donor,INT21,6.0,donor,False,0.017867687768716528,0.12173092532281868,0.127879764763714,0.920692797319933,2000.0,True,fold,0.8983990334912412,0.07070169711939808,0.7590506439529555,0.9163376279810638,0.9806937002352495,False,9974.0,1000.0,0.02229376382869186,,,1000
resnet50,CCRCC,shipped,donor,INT22,6.0,donor,False,0.013173354322571246,0.10846069341694389,0.12124446583303598,0.8608897014015845,2000.0,True,fold,0.8953348016068287,0.06412518857241278,0.7721550490848368,0.9105031083592403,0.9753620473475719,False,10788.0,1000.0,-0.03444510020524416,,,1000
resnet50,CCRCC,shipped,donor,INT23,6.0,donor,False,0.07941572170765271,0.1265480513477536,0.3752288306325343,0.8645383806519452,2000.0,True,fold,0.8860969022774828,0.1469763539412777,0.586118778829021,0.9449041009854053,0.998756915365552,False,11678.0,1000.0,-0.02155852162553762,,,1000
resnet50,CCRCC,shipped,donor,INT24,6.0,donor,False,0.025285342281658185,0.11900553895246846,0.16086188017400171,0.9228011825572802,2000.0,True,fold,0.8892841934706152,0.09517807880216152,0.7004804333241738,0.916011355336252,0.9850289944130598,False,10535.0,1000.0,0.033516989086665006,,,1000
resnet50,CCRCC,shipped,donor,INT3,6.0,donor,False,0.10246099490105412,0.11940444931159533,0.45445342862383425,0.95715661850191,2000.0,True,fold,0.8790087752783305,0.1714593972233844,0.5073670742729006,0.9574151547176738,0.9997245247337846,False,10864.0,1000.0,0.07814784322357948,,,1000
resnet50,CCRCC,shipped,donor,INT4,6.0,donor,False,0.02929188485979628,0.11286303562725294,0.19285535645469232,0.90763528539659,2000.0,True,fold,0.8856412844405459,0.10480013138380814,0.6658969678744411,0.9185031029647581,0.9909221341356015,False,10196.0,1000.0,0.02199400095604409,,,1000
resnet50,CCRCC,shipped,donor,INT5,6.0,donor,False,0.1026225561673782,0.11916446758735474,0.4725426713301218,0.263282743114109,2000.0,True,fold,0.8776700477358095,0.16483029563710588,0.5208269793122801,0.9512666551296747,0.9996555993549665,False,11084.0,1000.0,-0.6143873046217005,,,1000
resnet50,CCRCC,shipped,donor,INT6,6.0,donor,False,0.03522911536419382,0.13003755738173245,0.16637562131036931,0.8732300357568534,2000.0,True,fold,0.8922062447118176,0.10151616503667953,0.6814285970346405,0.9227114355768483,0.9925544440137106,False,11383.0,1000.0,-0.018976208954964213,,,1000
resnet50,CCRCC,shipped,donor,INT7,6.0,donor,False,0.01034505260454216,0.11859561303119182,0.0818458388357442,0.8369615276607695,2000.0,True,fold,0.8925005846259431,0.05776940995012841,0.7827406786590004,0.905197984122503,0.9634535379581437,False,11100.0,1000.0,-0.05553905696517358,,,1000
resnet50,CCRCC,shipped,donor,INT8,6.0,donor,False,0.030025207344691218,0.11409988096165878,0.19692677903451225,0.7218505216350266,2000.0,True,fold,0.8899930174770818,0.09942498889037123,0.6794922046411548,0.9216990946007473,0.9912548413306851,False,11451.0,1000.0,-0.1681424958420552,,,1000
resnet50,CCRCC,shipped,donor,INT9,6.0,donor,False,0.06614237507535131,0.12279111625657042,0.3554114313278133,0.8661910377358492,2000.0,True,fold,0.878791628066167,0.14488825804177233,0.5768808249648983,0.9330305776594805,0.997826911297116,False,9670.0,1000.0,-0.012600590330317796,,,1000
resnet50,CCRCC,shipped,patient,0,5.0,patient,False,0.0410100841486757,0.11992488391093305,0.2795260640783933,0.9531804512785612,2000.0,True,fold,0.8890250917103267,0.11288599971780813,0.6753285561923478,0.9258323258448352,0.9937299553942217,False,8150.0,1000.0,0.06415535956823448,,,1000
resnet50,CCRCC,shipped,patient,1,5.0,patient,False,0.03074342117614154,0.1332832615024956,0.17488698138275424,0.7611313582544464,2000.0,True,fold,0.8916186237375173,0.0918004768155359,0.7047252438937248,0.9167068390409712,0.9875789446913511,False,10000.0,1000.0,-0.13048726548307088,,,1000
resnet50,CCRCC,shipped,patient,2,5.0,patient,False,0.023921581651898963,0.1506517018049549,0.12170637079742072,0.8171576162844363,2000.0,True,fold,0.8922366132714291,0.0755460145888371,0.7395843176574683,0.9081964022188844,0.979926160904834,False,10000.0,1000.0,-0.07507899698699283,,,1000
resnet50,CCRCC,shipped,patient,3,5.0,patient,False,0.023980221827948095,0.1822948861452715,0.1250026904298588,0.7319067439494912,2000.0,True,fold,0.8931527548980851,0.06860085667385522,0.7585090833865087,0.9079864187868466,0.9747646705471719,False,9610.0,1000.0,-0.16124601094859392,,,1000
resnet50,CCRCC,shipped,patient,4,5.0,patient,False,0.021794221783542775,0.12226370317437399,0.12274446049402399,0.8944356397168134,2000.0,True,fold,0.89099337274796,0.08315826859371639,0.7284968094407015,0.9086549666361161,0.9850371704442741,False,8625.0,1000.0,0.0034422669688534135,,,1000
resnet50,CCRCC,shipped,patient,5,5.0,patient,False,0.013022038997084678,0.11968158456872649,0.09874274266948058,0.952103138076389,2000.0,True,fold,0.8997705468935924,0.06375042643667629,0.7777352016578468,0.9121146841821,0.9730742328460625,False,9332.0,1000.0,0.05233259118279665,,,1000
resnet50,COAD,shipped,donor,COAD_Oliveira_P1,1.0,donor,False,0.0031426547004258926,0.4474561386106096,0.006890036314927449,0.9061915285451198,2000.0,True,fold,0.8991435006621448,0.021173076640263862,0.8591702416361041,0.9010212136125693,0.9299003610821408,False,2000.0,1000.0,0.007048027882974983,,,1000
resnet50,COAD,shipped,donor,COAD_Oliveira_P2,1.0,donor,False,0.004360483409067584,0.5135178975038079,0.011294720980425395,0.8295426685525696,2000.0,True,fold,0.8977755951319732,0.024988398100555993,0.8533292531240478,0.9008942748011409,0.9340083555511379,False,2000.0,1000.0,-0.06823292657940361,,,1000
resnet50,COAD,shipped,donor,COAD_Oliveira_P5,1.0,donor,False,0.002970535707381483,0.5074798711970565,0.00689693055418162,0.898562091503268,2000.0,True,fold,0.8993006597423928,0.02011302631322521,0.8644359518952784,0.9010466242843775,0.9303306659983023,False,2000.0,1000.0,-0.0007385682391247705,,,1000
resnet50,COAD,shipped,donor,COAD_donor_TENX111,1.0,donor,False,0.010068503076159196,0.37191190638418764,0.039347415288467684,0.841267966135066,2000.0,True,fold,0.8934842008153464,0.04304054835376451,0.814377150865888,0.8993285320481731,0.9512006834244291,False,2000.0,1000.0,-0.05221623468028036,,,1000
resnet50,COAD,shipped,patient,0,8.0,block,True,0.03033272815460042,1.0357162618718543,0.037208649024067834,0.5484148150667353,2000.0,True,fold,0.8996308077097549,0.03251716735859052,0.8422802989649906,0.9032626049771547,0.947322201567165,False,1255.0,1000.0,-0.3512159926430196,,,1000
resnet50,COAD,shipped,patient,1,1.0,slide,False,0.010056752940542271,0.36392387313269925,0.03775797583418679,0.8493338583710704,2000.0,True,fold,0.8927924760339613,0.04467399714678582,0.8133339994617917,0.8995186004371835,0.9519032875734926,False,2000.0,1000.0,-0.04345861766289083,,,1000
resnet50,HCC,shipped,donor,CHC20,6.0,block,True,0.0018912529683315984,0.1120679264278541,0.017958110456516352,0.7996530997767474,2000.0,True,fold,0.9009959327555582,0.026716848572583236,0.8532508275803684,0.9038181584291358,0.9400152147720781,False,513.0,1000.0,-0.10134283297881086,,,1000
resnet50,HCC,shipped,donor,CHC23,7.0,block,True,0.005914287603429297,0.16728657341101055,0.03449960423114002,0.6776674057649666,2000.0,True,fold,0.9033332250520082,0.03850423914294928,0.8344302283155615,0.9081241842437076,0.9553558157501298,False,338.0,1000.0,-0.22566581928704155,,,1000
resnet50,HCC,shipped,patient,0,6.0,block,True,0.005139333073889085,0.14688440156357846,0.028340148209719876,0.70930081300813,2000.0,True,fold,0.9019112661930289,0.038216639982013675,0.8291779203714487,0.9082501902365219,0.9528313438849245,False,407.0,1000.0,-0.1926104531848989,,,1000
resnet50,HCC,shipped,patient,1,6.0,block,True,0.0018864737028818704,0.10714490162189105,0.01781608521316605,0.8060175167439464,2000.0,True,fold,0.8999571840241261,0.029122714079203138,0.8484116517951926,0.9031689436168939,0.941543319802913,False,487.0,1000.0,-0.09393966728017966,,,1000
resnet50,IDC,audited,donor,IDC_JanesickSample1,1.0,donor,False,0.042657118106403685,0.9367302625854482,0.06890730560014219,0.9035826203423648,2000.0,True,fold,0.88839499571954,0.057301329760353424,0.7742467230492421,0.8963510012875753,0.9624584060826898,False,2000.0,1000.0,0.015187624622824858,,,1000
resnet50,IDC,audited,donor,NCBI783,1.0,donor,False,0.022212709449566215,0.8681983625578924,0.02604177914910556,0.7924392678868553,2000.0,True,fold,0.8951632889925596,0.04018608877183805,0.8191220432608397,0.9000589034325718,0.9516308460655607,False,2000.0,1000.0,-0.10272402110570433,,,1000
resnet50,IDC,audited,donor,NCBI785,1.0,donor,False,0.023957231234515874,0.7498131182407819,0.03161307565510166,0.831715710723192,2000.0,True,fold,0.8936946696285296,0.04388013033095871,0.8119251923626057,0.9000431958510884,0.9523655969299497,False,2000.0,1000.0,-0.06197895890533767,,,1000
resnet50,IDC,audited,patient,0,1.0,patient,False,0.013886291771753267,0.56521056485713,0.03232344908561832,0.8544013615272226,2000.0,True,fold,0.8929994026588288,0.040383786825444294,0.8206268484000917,0.8985498872246946,0.9488160216296874,False,2000.0,1000.0,-0.03859804113160625,,,1000
resnet50,IDC,audited,patient,1,1.0,patient,False,0.02030726589768775,0.528300693750791,0.040828113617400935,0.8853900343642612,2000.0,True,fold,0.8910620454776481,0.05207217225487373,0.7913021382413177,0.9008997122409651,0.9593086383394538,False,2000.0,1000.0,-0.005672011113386888,,,1000
resnet50,IDC,audited,patient,2,1.0,patient,False,0.043693415433365135,0.7354833564062453,0.047040174934665,0.7741612635078968,2000.0,True,fold,0.8935188929815485,0.06006917503347927,0.778618143205187,0.9046919849359117,0.9697902147586221,False,2000.0,1000.0,-0.1193576294736517,,,1000
resnet50,IDC,audited,patient,3,1.0,patient,False,0.01660304140605931,0.5672662964694046,0.029260137889463144,0.8302074320576817,2000.0,True,fold,0.8931556478887163,0.042311096703326244,0.8163438964741048,0.8981821077455853,0.9509252048241393,False,2000.0,1000.0,-0.0629482158310346,,,1000
resnet50,IDC,audited,slide_out,NCBI783,1.0,slide,False,0.017342178441089207,0.6361085441705067,0.027420750679058765,0.8615973377703826,2000.0,True,fold,0.8939807887842219,0.04418334157287159,0.815204404279437,0.9005790082049684,0.952570753402454,False,2000.0,1000.0,-0.032383451013839326,,,1000
resnet50,IDC,audited,slide_out,NCBI785,1.0,slide,False,0.02357995484002383,0.5567375125744849,0.043501624968473124,0.7565270157938487,2000.0,True,fold,0.8893352502801706,0.05308723710554462,0.7934748623526673,0.8967500021580552,0.9588134776334319,False,2000.0,1000.0,-0.13280823448632184,,,1000
resnet50,IDC,audited,slide_out,TENX95,1.0,slide,False,0.05634754021606547,0.649370466732464,0.07544320436783347,0.894405498281787,2000.0,True,fold,0.8808057562956344,0.08120678916557265,0.7252878639488017,0.8967650732856045,0.9789034550629765,False,2000.0,1000.0,0.013599741986152547,,,1000
resnet50,IDC,audited,slide_out,TENX99,1.0,slide,False,0.016468593914292895,0.5339275536623027,0.03672797808563914,0.866023473499992,2000.0,True,fold,0.8911965517269894,0.04719411070947108,0.8058457651079852,0.8968953042638923,0.9551404854850177,False,2000.0,1000.0,-0.025173078226997436,,,1000
resnet50,IDC,shipped,donor,IDC_shipped_patient_1,1.0,donor,False,0.016834729430691725,0.5203647196933427,0.04001930975698145,0.8667796991153285,2000.0,True,fold,0.8929351496447139,0.045649080236093154,0.8063866434157866,0.9010463240225695,0.9521378170206681,False,2000.0,1000.0,-0.026155450529385393,,,1000
resnet50,IDC,shipped,donor,IDC_shipped_patient_2,1.0,donor,False,0.051377458968931033,0.5791786439594739,0.0781225326183316,0.8987792096219932,2000.0,True,fold,0.8823423832691645,0.08033447719709506,0.7284054101601664,0.9017458481022307,0.9781695300461498,False,2000.0,1000.0,0.016436826352828726,,,1000
resnet50,IDC,shipped,donor,NCBI783,1.0,donor,False,0.01162958210414855,0.5455454431210136,0.019964244335809546,0.842216306156406,2000.0,True,fold,0.895482860707702,0.03808943521551934,0.8211039457004515,0.9012686910470571,0.9473776958455155,False,2000.0,1000.0,-0.05326655455129603,,,1000
resnet50,IDC,shipped,donor,NCBI785,1.0,donor,False,0.024224385208500787,0.5585517964332005,0.041906902917502986,0.7598453865336658,2000.0,True,fold,0.8906890605493174,0.05471715253634788,0.7860154232971426,0.900654863818526,0.9612066681984984,False,2000.0,1000.0,-0.13084367401565156,,,1000
resnet50,IDC,shipped,patient,0,1.0,patient,False,0.012620308400959762,0.5244854429048664,0.03410383777191202,0.8555448517251899,2000.0,True,fold,0.893300856760733,0.03974800014257256,0.8224048402932201,0.8981184974828883,0.9484817996157615,False,2000.0,1000.0,-0.037756005035543105,,,1000
resnet50,IDC,shipped,patient,1,1.0,patient,False,0.017126116932647206,0.5109400305221151,0.041263245573068055,0.8789441580756013,2000.0,True,fold,0.895116277703827,0.04538095967037854,0.8090184582744347,0.9015862904424778,0.9561723416137113,False,2000.0,1000.0,-0.016172119628225623,,,1000
resnet50,IDC,shipped,patient,2,1.0,patient,False,0.03824354291415166,0.7139831821523541,0.044409745981271356,0.7815178719866999,2000.0,True,fold,0.8890542978881412,0.061466020344771916,0.7700309630443097,0.9017349146162078,0.968214296142229,False,2000.0,1000.0,-0.1075364259014413,,,1000
resnet50,IDC,shipped,patient,3,1.0,patient,False,0.014041345413187134,0.553498883181779,0.026950218487291205,0.8275851358846368,2000.0,True,fold,0.8936036435521975,0.04307555519502629,0.8135668175578048,0.9006610885497571,0.9515102293457071,False,2000.0,1000.0,-0.06601850766756068,,,1000
resnet50,LUNG,shipped,donor,LUNG_hest_patient_1,7.0,block,True,0.012635478840961806,0.43446949054415684,0.032859834076453195,0.6586347843858573,2000.0,True,fold,0.9014093958089425,0.03404941313956659,0.8400041202178338,0.9057971402939391,0.9478298529676175,False,453.0,1000.0,-0.2427746114230852,,,1000
resnet50,LUNG,shipped,donor,LUNG_hest_patient_2,8.0,block,True,0.023743347785864344,0.41458440035724836,0.06133843968526727,0.6367318244170096,2000.0,True,fold,0.8973566596392872,0.04668185335256982,0.8023770313766696,0.9065129820274594,0.9591498896119665,False,682.0,1000.0,-0.26062483522227764,,,1000
resnet50,LUNG,shipped,patient,0,7.0,block,True,0.014089929969195447,0.46067617839958985,0.032021568981952936,0.6659717964438995,2000.0,True,fold,0.9018039704673614,0.03725564416461286,0.8329653703420474,0.9071871200673667,0.95268761947967,False,388.0,1000.0,-0.2358321740234619,,,1000
resnet50,LUNG,shipped,patient,1,8.0,block,True,0.03187792929061506,0.42875138581414257,0.0685114010672045,0.6267729766803841,2000.0,True,fold,0.8986095928454333,0.0518912524057122,0.8027050934516942,0.9081285934703764,0.9643153982219497,False,684.0,1000.0,-0.27183661616504917,,,1000
resnet50,LYMPH_IDC,shipped,donor,Patient_3,1.0,donor,False,0.005969659456119936,0.17677556856489957,0.04643200594765515,0.8901095085470084,2000.0,True,fold,0.8881253478037202,0.04971122204263917,0.7935725962861304,0.8958507020122255,0.9563710051369773,False,2000.0,1000.0,0.0019841607432882213,,,1000
resnet50,LYMPH_IDC,shipped,donor,Patient_6,1.0,donor,False,0.015194480750948466,0.17226444819758502,0.09640445933060536,0.8700801282051281,2000.0,True,fold,0.8808070805007305,0.08284911630881478,0.7233384456719939,0.9000024098413283,0.9761116283281284,False,2000.0,1000.0,-0.010726952295602388,,,1000
resnet50,LYMPH_IDC,shipped,donor,Patient_7,1.0,donor,False,0.036936363736500805,0.2047446828406052,0.1600056604091084,0.6273469660518578,2000.0,True,fold,0.8688649642569597,0.12320666411881835,0.6275490381627674,0.9079118494373554,0.9904092370123289,False,2000.0,1000.0,-0.2415179982051019,,,1000
