encoder,task,label_set,design,fold,K,calibration_unit,block_fold,between_var,within_var,between_share,coverage_observed,n_cal_per_unit_cap,uses_test_labels,scope,simulated_coverage_mean,simulated_coverage_sd,simulated_coverage_q05,simulated_coverage_q50,simulated_coverage_q95,quantile_infinite,n_cal_simulated,n_sim,observed_minus_simulated,n_folds,coverage_observed_sd,n_sim_requested
hoptimus0,HCC,shipped,patient,0,6.0,block,True,0.0033718815077875275,0.13005938246465942,0.025392806805230643,0.7520679970436069,2000.0,True,fold,0.9009572743777162,0.03293316115318378,0.8440631362079567,0.9039291945995525,0.9484459665386324,False,407.0,1000.0,-0.14888927733410928,,,1000
hoptimus0,HCC,shipped,patient,1,6.0,block,True,0.0028307776354868294,0.14352111375240822,0.0175780657238322,0.7650214665979735,2000.0,True,fold,0.9012475120229838,0.030839933319815736,0.8462861484632144,0.9037109012847785,0.9457703867272159,False,487.0,1000.0,-0.13622604542501027,,,1000
hoptimus0,IDC,audited,donor,IDC_JanesickSample1,1.0,donor,False,0.05042750058795403,0.40072526192985214,0.0800114436311758,0.9175334874643524,2000.0,True,fold,0.8723457550922997,0.09865123568770796,0.6731624233133057,0.8979982768787906,0.9814222725519227,False,2000.0,1000.0,0.04518773237205265,,,1000
hoptimus0,IDC,audited,donor,NCBI783,1.0,donor,False,0.0032346014317637395,0.4811906613100701,0.008375366697873227,0.8577371048252913,2000.0,True,fold,0.8990129419579422,0.021802570056295854,0.8615992195853683,0.9006619666155516,0.9311099257306311,False,2000.0,1000.0,-0.04127583713265093,,,1000
hoptimus0,IDC,audited,donor,NCBI785,1.0,donor,False,0.04938645235182987,0.4501527592502427,0.06816574499739483,0.7261745635910225,2000.0,True,fold,0.87846213442513,0.08857368470033866,0.7116452554580976,0.901827747232931,0.9795540149211291,False,2000.0,1000.0,-0.1522875708341075,,,1000
hoptimus0,IDC,audited,patient,0,1.0,patient,False,0.006542064708345174,0.3463639460329686,0.028427462021895212,0.8552693351315769,2000.0,True,fold,0.8965020967962516,0.035565810546493715,0.830097833333384,0.9026732740363119,0.9459250513714473,False,2000.0,1000.0,-0.04123276166467471,,,1000
hoptimus0,IDC,audited,patient,1,1.0,patient,False,0.018062838084868665,0.40427470481559125,0.04273238000145762,0.8506907216494844,2000.0,True,fold,0.8899211289332829,0.056721042083682345,0.7754976909774824,0.9003347847596451,0.9622066242906449,False,2000.0,1000.0,-0.03923040728379845,,,1000
hoptimus0,IDC,audited,patient,2,1.0,patient,False,0.06258120559926783,0.47127176705696455,0.11612998630605526,0.6653582709891936,2000.0,True,fold,0.868395282015077,0.1033174783885519,0.6626907899534639,0.8957184970196699,0.9793149776595927,False,2000.0,1000.0,-0.20303701102588334,,,1000
hoptimus0,IDC,audited,patient,3,1.0,patient,False,0.01798571451182407,0.41652135987164784,0.04022782281753151,0.8609717138103162,2000.0,True,fold,0.8908769589698141,0.053839163531200114,0.7902541957399623,0.8995425745954474,0.9624429367352528,False,2000.0,1000.0,-0.029905245159497884,,,1000
hoptimus0,IDC,audited,slide_out,NCBI783,1.0,slide,False,0.03555335790925912,0.4369835910854871,0.06440838670047508,0.8948907376594565,2000.0,True,fold,0.8863265995184191,0.0740522092963973,0.7444939062394903,0.9035576305118709,0.9728224403354011,False,2000.0,1000.0,0.008564138141037403,,,1000
hoptimus0,IDC,audited,slide_out,NCBI785,1.0,slide,False,0.04625447069413541,0.38164231394922954,0.11704929533846145,0.6496309226932668,2000.0,True,fold,0.8735802558198288,0.09731146531378061,0.6705460052396358,0.8996858220392783,0.9824720876156575,False,2000.0,1000.0,-0.22394933312656196,,,1000
hoptimus0,IDC,audited,slide_out,TENX95,1.0,slide,False,0.04338794808863239,0.4272234882050847,0.07952153596930504,0.8738135738831615,2000.0,True,fold,0.8814681117922253,0.08630905256137465,0.7076501854605395,0.9035790243820394,0.9769171449117146,False,2000.0,1000.0,-0.0076545379090637855,,,1000
hoptimus0,IDC,audited,slide_out,TENX99,1.0,slide,False,0.01717893658804534,0.34706901452429306,0.04391091533696907,0.872100573190116,2000.0,True,fold,0.8909630606212439,0.05767546341616359,0.7871487879642123,0.8990524451894992,0.9653149992257885,False,2000.0,1000.0,-0.01886248743112784,,,1000
hoptimus0,IDC,shipped,donor,IDC_shipped_patient_1,1.0,donor,False,0.0184538062370726,0.35415217439784374,0.046476172595589865,0.8739424883194452,2000.0,True,fold,0.8926211940046076,0.058050257302172545,0.7773113960839038,0.9021031287916055,0.9658133908072943,False,2000.0,1000.0,-0.01867870568516239,,,1000
hoptimus0,IDC,shipped,donor,IDC_shipped_patient_2,1.0,donor,False,0.04724522952246896,0.42529966027760363,0.09114199181910174,0.8727396907216495,2000.0,True,fold,0.8735960951318364,0.09765655768789154,0.6828643266137955,0.9003675001862249,0.9779142985093227,False,2000.0,1000.0,-0.0008564044101869728,,,1000
hoptimus0,IDC,shipped,donor,NCBI783,1.0,donor,False,0.017941596805096105,0.4103566681471196,0.039547727667112474,0.8751613976705491,2000.0,True,fold,0.8871578204158737,0.0571712455370487,0.7783462590170896,0.8993930485828474,0.9617821531498931,False,2000.0,1000.0,-0.011996422745324531,,,1000
hoptimus0,IDC,shipped,donor,NCBI785,1.0,donor,False,0.04630310853845099,0.37510172050414003,0.12323952991323361,0.6338420615128845,2000.0,True,fold,0.8740355457942812,0.09914235375822074,0.6838368311601031,0.8986108645431159,0.9816696991282217,False,2000.0,1000.0,-0.24019348428139675,,,1000
hoptimus0,IDC,shipped,patient,0,1.0,patient,False,0.008513651667394206,0.3586085882207888,0.029123351038989692,0.8484222018849445,2000.0,True,fold,0.8966774199768963,0.04010760380239814,0.8255229623545074,0.9016069681014969,0.9503065638931226,False,2000.0,1000.0,-0.04825521809195177,,,1000
hoptimus0,IDC,shipped,patient,1,1.0,patient,False,0.018096491962302536,0.3969381064177997,0.0425821196522154,0.8504398625429553,2000.0,True,fold,0.8929845117648715,0.05533244017050955,0.7926407367747577,0.9012586975038774,0.964778900325682,False,2000.0,1000.0,-0.04254464922191614,,,1000
hoptimus0,IDC,shipped,patient,2,1.0,patient,False,0.05691428939419163,0.4438134279752752,0.09741177501432238,0.6737888611803825,2000.0,True,fold,0.8735970314891686,0.09624151233790865,0.6727025515639422,0.8979634520569205,0.9823842320905442,False,2000.0,1000.0,-0.19980817030878606,,,1000
hoptimus0,IDC,shipped,patient,3,1.0,patient,False,0.017425106178206307,0.3937155421097358,0.03682445551851279,0.86030615640599,2000.0,True,fold,0.8940030684845258,0.053649393105497,0.7903624403981827,0.903364897556792,0.9630615538371861,False,2000.0,1000.0,-0.03369691207853587,,,1000
hoptimus0,LUNG,shipped,donor,LUNG_hest_patient_1,7.0,block,True,0.01573673281505697,0.336728358538398,0.042200053689468275,0.6012671162885755,2000.0,True,fold,0.9004911905249919,0.04392475204436415,0.8201339713336208,0.9064740922720997,0.9600031063081029,False,453.0,1000.0,-0.2992240742364164,,,1000
hoptimus0,LUNG,shipped,donor,LUNG_hest_patient_2,8.0,block,True,0.022672921523079592,0.30594420997221183,0.06542724565824912,0.607664609053498,2000.0,True,fold,0.8982179147587706,0.05235670183806838,0.8026434441321958,0.9106895996209781,0.9637565922082317,False,682.0,1000.0,-0.2905533057052726,,,1000
hoptimus0,LUNG,shipped,patient,0,7.0,block,True,0.01819559393607101,0.3552459686915314,0.04631927682752005,0.6153484569793582,2000.0,True,fold,0.8998246102875249,0.045295520487946404,0.8152810513063284,0.9065098320401583,0.9621371805067751,False,388.0,1000.0,-0.28447615330816667,,,1000
hoptimus0,LUNG,shipped,patient,1,8.0,block,True,0.026826039746378844,0.3062203658366438,0.07791102745242864,0.6149314128943758,2000.0,True,fold,0.8980823650863645,0.05416395428390966,0.7974077505334094,0.9075096756674649,0.9680381104820864,False,684.0,1000.0,-0.2831509521919887,,,1000
hoptimus0,LYMPH_IDC,shipped,donor,Patient_3,1.0,donor,False,0.02168548645499989,0.16837806824846951,0.11250947387311322,0.9221794871794872,2000.0,True,fold,0.8637307981569368,0.10725477400344154,0.6600945040282029,0.8930294174663431,0.9798131842860819,False,2000.0,1000.0,0.058448689022550404,,,1000
hoptimus0,LYMPH_IDC,shipped,donor,Patient_6,1.0,donor,False,0.029835994412375028,0.1820380896040782,0.14968248049462524,0.8424131944444445,2000.0,True,fold,0.8690389391693818,0.11572496532460311,0.6529391541237324,0.9028181733309228,0.9868597676970107,False,2000.0,1000.0,-0.026625744724937284,,,1000
hoptimus0,LYMPH_IDC,shipped,donor,Patient_7,1.0,donor,False,0.04333148753255506,0.20497041302352914,0.1656682348513619,0.6207805399625768,2000.0,True,fold,0.8617359510141,0.12412529031143185,0.609474103298359,0.8940879202279279,0.9909204821248965,False,2000.0,1000.0,-0.2409554110515233,,,1000
hoptimus0,LYMPH_IDC,shipped,donor,Patient_8,1.0,donor,False,0.010528934280313512,0.19833803428306718,0.050218735265906464,0.8794524572649572,2000.0,True,fold,0.8883760123674592,0.06394429268590796,0.7693030033358658,0.9024173849397874,0.96525293060682,False,2000.0,1000.0,-0.008923555102501979,,,1000
hoptimus0,LYMPH_IDC,shipped,patient,0,1.0,patient,False,0.0150963439294617,0.15273991773298704,0.0982449233281914,0.9129340277777778,2000.0,True,fold,0.8791045078131858,0.09049361318690839,0.6990287770552662,0.9001039647210956,0.9782210636285994,False,2000.0,1000.0,0.033829519964591936,,,1000
hoptimus0,LYMPH_IDC,shipped,patient,1,1.0,patient,False,0.01518127159877515,0.1826199070259523,0.09259184636229534,0.8073143696581196,2000.0,True,fold,0.8833620194227478,0.07940777526319044,0.7209921989104142,0.9025491610324179,0.9747782561727953,False,2000.0,1000.0,-0.07604764976462819,,,1000
hoptimus0,LYMPH_IDC,shipped,patient,2,1.0,patient,False,0.04387956133619497,0.20789449436805346,0.15831750726546157,0.6359195402298851,2000.0,True,fold,0.8590096921538841,0.13266418087593027,0.59548300246086,0.9006478637591802,0.9908798486089467,False,2000.0,1000.0,-0.22309015192399906,,,1000
hoptimus0,LYMPH_IDC,shipped,patient,3,1.0,patient,False,0.005483762628971364,0.19610455190703774,0.04010531522479745,0.8697916666666666,2000.0,True,fold,0.894469388865657,0.0430895667151816,0.8129094207181976,0.900256891063881,0.9528093295475062,False,2000.0,1000.0,-0.024677722198990337,,,1000
hoptimus0,PAAD,shipped,donor,TENX116,1.0,donor,False,0.002149345981516476,0.27130562047682716,0.009496882158999862,0.9030348258706468,2000.0,True,fold,0.898796088504062,0.022911704794079977,0.8570576042241946,0.9014941760445754,0.9320691697644822,False,2000.0,1000.0,0.004238737366584755,,,1000
hoptimus0,PAAD,shipped,donor,TENX126,1.0,donor,False,0.0021055694583913542,0.28318687587682045,0.00947471010440733,0.9192106611993848,2000.0,True,fold,0.8980460886347073,0.021705999536528367,0.8579137469009422,0.8993688356605021,0.9302442928715785,False,2000.0,1000.0,0.02116457256467752,,,1000
hoptimus0,PAAD,shipped,donor,TENX140,1.0,donor,False,0.002149345981516476,0.27130562047682716,0.009496882158999862,0.8504819944598339,2000.0,True,fold,0.8989830142396315,0.023168493207236025,0.8578959159969751,0.9009992332773105,0.9348083089471063,False,2000.0,1000.0,-0.048501019779797594,,,1000
hoptimus0,PAAD,shipped,patient,0,1.0,patient,False,0.0031122239134012686,0.2785255871295229,0.011843739053573436,0.7971940298507463,2000.0,True,fold,0.8972783659638968,0.028041299789813876,0.8420037901654036,0.8997988520814209,0.9368476480495357,False,1951.0,1000.0,-0.10008433611315048,,,1000
hoptimus0,PAAD,shipped,patient,1,1.0,patient,False,0.002149345981516476,0.27130562047682716,0.009496882158999862,0.8504819944598339,2000.0,True,fold,0.8968196557738364,0.02366877987037637,0.853624642621257,0.8980934037241508,0.9305956642007568,False,2000.0,1000.0,-0.04633766131400252,,,1000
hoptimus0,PAAD,shipped,patient,2,1.0,patient,False,0.002108125902856778,0.28685900486422916,0.010781124642845068,0.9249615581752948,2000.0,True,fold,0.8991280554811406,0.0225771698606288,0.8600362682289675,0.9004648203419656,0.9327972956094832,False,2000.0,1000.0,0.025833502694154187,,,1000
hoptimus0,PRAD,shipped,donor,PRAD_patient1,4.0,slide,False,0.006482009882009643,0.16772265260856845,0.04449298694249496,0.8126948498799814,2000.0,True,fold,0.8958508340063017,0.03955334904572421,0.8244068684950835,0.9013477149577482,0.9522855518850406,False,7633.0,1000.0,-0.0831559841263203,,,1000
hoptimus0,PRAD,shipped,donor,PRAD_patient2,2.0,slide,False,0.0040141151888155036,0.1640717503129297,0.024031186944071997,0.9289338122404532,2000.0,True,fold,0.8991109771166341,0.03349825877618431,0.836817199476285,0.9025048664200034,0.9471891311326077,False,4000.0,1000.0,0.029822835123819114,,,1000
hoptimus0,PRAD,shipped,patient,0,4.0,slide,False,0.006240476415659835,0.17040175574476252,0.04036800842516544,0.7935462208168564,2000.0,True,fold,0.8974339622356424,0.037956788276301875,0.8288377815708015,0.9024100427045979,0.9500824704632128,False,7216.0,1000.0,-0.10388774141878598,,,1000
hoptimus0,PRAD,shipped,patient,1,2.0,slide,False,0.0030696520015585926,0.1431203985689376,0.020981239682621926,0.9516874530515086,2000.0,True,fold,0.898273347426836,0.03276942342295721,0.8376322147432603,0.9030689718191374,0.9437761504511062,False,4000.0,1000.0,0.053414105624672636,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND139,6.0,slide,False,0.015059242166815326,0.14831834342758768,0.1004410468016455,0.8505432559793723,2000.0,True,fold,0.8976042101652808,0.06259882373264447,0.7694950909214237,0.9110667189122849,0.970750979377791,False,11509.0,1000.0,-0.0470609541859085,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND140,6.0,slide,False,0.01409465903107799,0.11042747255705307,0.1239854058559293,0.8982497846683893,2000.0,True,fold,0.8951764971453572,0.06973215218857899,0.7604743667311287,0.9124868746623277,0.9775914773677565,False,11851.0,1000.0,0.0030732875230321532,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND141,6.0,slide,False,0.006983282759712467,0.10861629392588254,0.05848493455003721,0.9525901151988108,2000.0,True,fold,0.8973616045896252,0.05016302492858007,0.8042070585699873,0.9081481097694248,0.9621425177017964,False,11384.0,1000.0,0.055228510609185544,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND142,6.0,slide,False,0.013607015804445496,0.11327633210750852,0.11156997671279734,0.9591435880324768,2000.0,True,fold,0.8955026860183404,0.06584242503049857,0.7720580901339665,0.9109681692522665,0.9750586890530969,False,11238.0,1000.0,0.06364090201413641,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND143,6.0,slide,False,0.007573176585456115,0.09996393884931723,0.08055834537641333,0.9731114605171208,2000.0,True,fold,0.8964809075455222,0.05201525236364439,0.79789287188474,0.9039814565138183,0.9664217437620846,False,11544.0,1000.0,0.0766305529715986,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND144,6.0,slide,False,0.011230716097025133,0.10883350802627371,0.1146810129859264,0.975077728685976,2000.0,True,fold,0.8930531657729622,0.06104410161933165,0.7754286199804789,0.9024187588978553,0.9729192012961402,False,11820.0,1000.0,0.08202456291301374,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND145,6.0,slide,False,0.012360651692773658,0.12899248415099604,0.09644430846319683,0.9508321579689704,2000.0,True,fold,0.8977178493749066,0.05952031017152536,0.783345208248952,0.9090938102955273,0.9708488208815486,False,11465.0,1000.0,0.05311430859406374,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND146,6.0,slide,False,0.013442645078580936,0.10940066415684443,0.11057994159493886,0.9639952477936186,2000.0,True,fold,0.8966293815910349,0.06793215604065414,0.7564185536931136,0.9132396634440265,0.9748280182672326,False,11751.0,1000.0,0.06736586620258367,,,1000
hoptimus0,PRAD,shipped,slide_out,MEND147,6.0,slide,False,0.01179072326268292,0.129709480416398,0.08732314114537201,0.9619471805852964,2000.0,True,fold,0.8968115680766235,0.05451667586508962,0.7888973915996672,0.9072346691381,0.9660352472450571,False,11784.0,1000.0,0.06513561250867284,,,1000
