encoder,task,label_set,design,arm,fold,cal_draw,score,calibration_unit,n_T,n_C,n_E,n_test_slides,coverage,width_mean,interval_score,miss_above,miss_below,q_alpha_mean,quantile_infinite,superseded_label_set
uni_v2,CCRCC,shipped,donor,anchor_a1,INT1,2,abs,donor,35996,17537,1084,1,0.866457564575646,2.1038942303747086,2.7009051674020537,0.021586715867158674,0.11195571955719559,1.051947115187353,False,False
uni_v2,CCRCC,shipped,donor,anchor_a1,INT1,2,scaled,donor,35996,17537,1084,1,0.9354981549815499,2.498849072298518,2.746992325593891,0.01955719557195572,0.04494464944649446,2.6814813311919057,False,False
uni_v2,CCRCC,shipped,donor,C_unit,INT1,2,abs,donor,24584,7730,1084,1,0.8783579335793358,2.0442555549285824,2.61693065192727,0.02656826568265682,0.09507380073800739,1.0221277774642952,False,False
uni_v2,CCRCC,shipped,donor,C_unit,INT1,2,scaled,donor,24584,7730,1084,1,0.9215682656826568,2.2987136249387357,2.6119727476952983,0.025202952029520304,0.05322878228782286,2.4917045807737908,False,False
uni_v2,CCRCC,shipped,donor,C_block,INT1,2,abs,block,24584,7730,1084,1,0.7841328413284131,1.6137868893589868,2.7955790161022303,0.042822878228782287,0.17304428044280448,0.8068934446794945,False,False
uni_v2,CCRCC,shipped,donor,C_block,INT1,2,scaled,block,24584,7730,1084,1,0.8593542435424355,1.8240678736108242,2.4714715661972217,0.036439114391143904,0.10420664206642068,1.981363268082886,False,False
uni_v2,CCRCC,shipped,donor,anchor_a1,INT10,0,abs,donor,35996,20751,1983,1,0.829601613716591,2.052332778750136,3.381782592582038,0.16024205748865356,0.01015632879475542,1.0261663893750619,False,False
uni_v2,CCRCC,shipped,donor,anchor_a1,INT10,0,scaled,donor,35996,20751,1983,1,0.872970247100353,2.148650309884125,3.043887604530384,0.12503277861825515,0.0019969742813918307,2.6983969446781373,False,False
uni_v2,CCRCC,shipped,donor,C_unit,INT10,0,abs,donor,24343,7694,1983,1,0.8382349974785677,2.0659439180219437,3.296061152263409,0.1494301563287948,0.012334846192637418,1.032971959010962,False,False
uni_v2,CCRCC,shipped,donor,C_unit,INT10,0,scaled,donor,24343,7694,1983,1,0.8872919818456885,2.228592347903281,3.013277716143767,0.11001512859304084,0.0026928895612708015,2.7222576251685435,False,False
uni_v2,CCRCC,shipped,donor,C_block,INT10,0,abs,block,24343,7694,1983,1,0.7568532526475038,1.5695099766669574,3.541250348983364,0.2138477054967221,0.029299041855774085,0.7847549883334751,False,False
uni_v2,CCRCC,shipped,donor,C_block,INT10,0,scaled,block,24343,7694,1983,1,0.7912960161371663,1.5776696304746352,3.185582511303848,0.1963287947554211,0.01237518910741301,1.920808980885931,False,False
uni_v2,CCRCC,shipped,donor,anchor_a1,INT10,1,abs,donor,35996,19589,1983,1,0.7659203227433181,2.176532205096351,4.326729966676233,0.2323651033787191,0.0017145738779626829,1.0882661025481757,False,False
uni_v2,CCRCC,shipped,donor,anchor_a1,INT10,1,scaled,donor,35996,19589,1983,1,0.7285930408472012,1.9442401500164572,4.22516074078311,0.27072112960161376,0.0006858295511850732,2.785613332913859,False,False
uni_v2,CCRCC,shipped,donor,C_unit,INT10,1,abs,donor,24211,7860,1983,1,0.773373676248109,2.151247140603945,4.179945296556338,0.2234291477559253,0.0031971759959657092,1.075623570301979,False,False
