task,label_set,design,score,stratum,stratum_value,agg_unit,n_cells,coverage_mean,coverage_sd,width_mean,width_median,detail,superseded_label_set
READ,shipped,random,abs,gene,APOC1,cell_gene,24,0.8936723445852598,0.0031313319132346496,1.7895943770805995,1.7717487215995789,,False
READ,shipped,random,abs,gene,BTNL3,cell_gene,24,0.9018776143590609,0.002921728748925397,1.1507672568162282,1.15366929769516,,False
READ,shipped,random,abs,gene,CA1,cell_gene,24,0.9031355977058411,0.0047105637019164235,1.5299999763568242,1.5206109881401062,,False
READ,shipped,random,abs,gene,CA2,cell_gene,24,0.9043906107544899,0.004975207666680334,1.6317928383747737,1.6052913665771484,,False
READ,shipped,random,abs,gene,CCL14,cell_gene,24,0.8948388124505678,0.006236833191492297,1.0002946704626083,0.998881459236145,,False
READ,shipped,random,abs,gene,CCL21,cell_gene,24,0.8921792755524317,0.00393160483958975,1.5824051251014073,1.5812262892723083,,False
READ,shipped,random,abs,gene,CD177,cell_gene,24,0.9060148249069849,0.004807627786360169,1.5597341458002727,1.5259330868721008,,False
READ,shipped,random,abs,gene,CEMIP,cell_gene,24,0.8997465992967287,0.004743999974690244,1.3296547035376232,1.3284735083580017,,False
READ,shipped,random,abs,gene,CHI3L1,cell_gene,24,0.8950574100017548,0.003902259641819877,1.5508871674537659,1.548403799533844,,False
READ,shipped,random,abs,gene,CLCA1,cell_gene,24,0.9032822971542677,0.006026652453539615,1.670353263616562,1.6661748886108398,,False
READ,shipped,random,abs,gene,CLU,cell_gene,24,0.8976357529560725,0.005533352874690502,1.5836030294497807,1.578418791294098,,False
READ,shipped,random,abs,gene,CXCL10,cell_gene,24,0.8966478332877159,0.003132250246143207,1.4243013560771942,1.4220147132873535,,False
READ,shipped,random,abs,gene,CXCL8,cell_gene,24,0.9041269918282827,0.0031311402562935126,1.6863454381624858,1.6845458149909973,,False
READ,shipped,random,abs,gene,CXCL9,cell_gene,24,0.89839785049359,0.005130160229133723,1.2977099468310673,1.2961028814315796,,False
READ,shipped,random,abs,gene,EFEMP1,cell_gene,24,0.8877438629666964,0.007456368377994293,1.4996014734109242,1.4946203827857971,,False
READ,shipped,random,abs,gene,EGLN3,cell_gene,24,0.8972216844558716,0.009023873788386748,1.239331379532814,1.2433003187179565,,False
READ,shipped,random,abs,gene,FRZB,cell_gene,24,0.8934698154528936,0.006122011712265415,1.2883148739735286,1.291473627090454,,False
READ,shipped,random,abs,gene,GUCA2A,cell_gene,24,0.9096916019916534,0.003978465753377789,1.655983030796051,1.616028904914856,,False
READ,shipped,random,abs,gene,HMOX1,cell_gene,24,0.8990147138635317,0.003876698939764488,1.26313021282355,1.2598211169242859,,False
READ,shipped,random,abs,gene,IGHG2,cell_gene,24,0.8993550017476082,0.007765452552882518,2.168681492408117,2.152040719985962,,False
READ,shipped,random,abs,gene,IGHG4,cell_gene,24,0.8948505967855453,0.002597766472104583,2.2295007606347403,2.2173248529434204,,False
READ,shipped,random,abs,gene,ITGB2,cell_gene,24,0.8951572974522909,0.004566252243172619,1.615405519803365,1.6071877479553223,,False
READ,shipped,random,abs,gene,ITIH5,cell_gene,24,0.8989797880252203,0.004177464470424951,1.3109713196754456,1.3079097270965576,,False
READ,shipped,random,abs,gene,LAMA3,cell_gene,24,0.8975288247068723,0.004532819631155502,1.2721648166577022,1.2737078666687012,,False
READ,shipped,random,abs,gene,LOX,cell_gene,24,0.8949824223915736,0.005423220637385049,1.317305381099383,1.3162806630134583,,False
READ,shipped,random,abs,gene,MMP28,cell_gene,24,0.9016535927851995,0.003981596422867131,1.2801889230807622,1.2769641280174255,,False
READ,shipped,random,abs,gene,MMP7,cell_gene,24,0.8940734167893728,0.004303004295624469,1.1044093271096547,1.1045916080474854,,False
READ,shipped,random,abs,gene,MMP9,cell_gene,24,0.897152749200662,0.0024815636260925775,1.619201545914014,1.613086998462677,,False
READ,shipped,random,abs,gene,MT1F,cell_gene,24,0.8963521594802538,0.003389672480461269,1.2589483459790547,1.2627382278442383,,False
READ,shipped,random,abs,gene,MT1M,cell_gene,24,0.9008608460426331,0.005014670976545131,1.3719064444303513,1.3724151849746704,,False
READ,shipped,random,abs,gene,MXI1,cell_gene,24,0.9023481781284014,0.005196948162968203,1.2460194279750187,1.241183340549469,,False
READ,shipped,random,abs,gene,P3H3,cell_gene,24,0.8944544047117233,0.0039165001256021015,1.3115901897350948,1.309329867362976,,False
READ,shipped,random,abs,gene,PADI2,cell_gene,24,0.8987481196721395,0.003886567309350531,1.461805174748103,1.4568988680839539,,False
READ,shipped,random,abs,gene,PDE9A,cell_gene,24,0.9071367805202802,0.004596358003039562,1.1564823985099792,1.1579248309135437,,False
READ,shipped,random,abs,gene,PLAAT3,cell_gene,24,0.8930976092815399,0.0028163435801993207,1.2736015021800995,1.273644506931305,,False
READ,shipped,random,abs,gene,PRRG3,cell_gene,24,0.8989808956782023,0.0034219416543121587,1.2366032898426056,1.2385742664337158,,False
READ,shipped,random,abs,gene,PTGDS,cell_gene,24,0.8946384390195211,0.008023438318493179,1.5243042359749477,1.5345970392227173,,False
READ,shipped,random,abs,gene,SECTM1,cell_gene,24,0.9047656084100405,0.00279134261180393,1.1844576249519985,1.1837356090545654,,False
READ,shipped,random,abs,gene,SGK1,cell_gene,24,0.8971628273526827,0.003284051039360034,1.5212688843409221,1.5152947902679443,,False
READ,shipped,random,abs,gene,SLC26A2,cell_gene,24,0.901034434636434,0.00512308844272344,1.6963961571455002,1.6844456195831299,,False
READ,shipped,random,abs,gene,SLC26A3,cell_gene,24,0.9057781745990118,0.004790920868022397,1.9221852471431096,1.874319076538086,,False
READ,shipped,random,abs,gene,SMPDL3A,cell_gene,24,0.9038577849666277,0.00231238991669846,1.3120319644610088,1.3084994554519653,,False
READ,shipped,random,abs,gene,SPHK1,cell_gene,24,0.8871549814939499,0.0031290836600874985,1.2332474887371063,1.2381902933120728,,False
READ,shipped,random,abs,gene,SPP1,cell_gene,24,0.8906402240196863,0.004236329350218273,1.3343417296806972,1.330413818359375,,False
READ,shipped,random,abs,gene,TPSB2,cell_gene,24,0.8873303805788358,0.005880314866291046,1.6808502823114395,1.669945776462555,,False
READ,shipped,random,abs,gene,TSPAN9,cell_gene,24,0.887246660888195,0.00632514247042823,1.2812238732973735,1.2809208035469055,,False
READ,shipped,random,abs,gene,UBD,cell_gene,24,0.8927671313285828,0.004758004025763654,1.6305666317542393,1.6240556836128235,,False
READ,shipped,random,scaled,gene,AC010883.3,cell_gene,24,0.9040199865897497,0.004550817905571188,2.013240079085032,1.9770524501800537,,False
READ,shipped,random,scaled,gene,ADAMDEC1,cell_gene,24,0.9001637001832327,0.00510594749274702,1.6871713449557622,1.6904264092445374,,False
READ,shipped,random,scaled,gene,ANGPTL2,cell_gene,24,0.9047364617387453,0.005480665433619879,1.697670891880989,1.7005062103271484,,False
READ,shipped,random,scaled,gene,APOC1,cell_gene,24,0.9001638069748878,0.005808598376269072,1.973016232252121,1.957817256450653,,False
READ,shipped,random,scaled,gene,BTNL3,cell_gene,24,0.9048276419440905,0.005184890491572212,1.4192300538221996,1.407663881778717,,False
READ,shipped,random,scaled,gene,CA1,cell_gene,24,0.8995720346768697,0.003164438994945113,1.722695420185725,1.6598806977272034,,False
READ,shipped,random,scaled,gene,CA2,cell_gene,24,0.9002657532691956,0.005126686578202154,1.7316179722547531,1.7163297533988953,,False
READ,shipped,random,scaled,gene,CCL14,cell_gene,24,0.8989027986923853,0.003963544159439464,1.7246643503506978,1.7136985659599304,,False
READ,shipped,random,scaled,gene,CCL21,cell_gene,24,0.9047993769248327,0.0044762325959796755,2.1786832561095557,2.151100993156433,,False
READ,shipped,random,scaled,gene,CD177,cell_gene,24,0.8999237343668938,0.0034757607474622926,1.662701000769933,1.6157256364822388,,False
READ,shipped,random,scaled,gene,CEMIP,cell_gene,24,0.8967695658405622,0.005331079626359232,1.5006982485453289,1.50130295753479,,False
READ,shipped,random,scaled,gene,CHI3L1,cell_gene,24,0.8998146827022234,0.004927597913134605,1.772908295194308,1.76144140958786,,False
READ,shipped,random,scaled,gene,CLCA1,cell_gene,24,0.9007893403371176,0.006113370725226583,1.8287608126799266,1.8267235159873962,,False
READ,shipped,random,scaled,gene,CLU,cell_gene,24,0.9026956732074419,0.005466876517546542,1.7477232813835144,1.7368938326835632,,False
READ,shipped,random,scaled,gene,CXCL10,cell_gene,24,0.90151014427344,0.006596307934083389,1.8519040197134018,1.8187437057495117,,False
READ,shipped,random,scaled,gene,CXCL8,cell_gene,24,0.8982938850919405,0.004170793822780834,1.770229200522105,1.7609958052635193,,False
READ,shipped,random,scaled,gene,CXCL9,cell_gene,24,0.9026112804810206,0.004453642292562496,1.6878539472818375,1.6919307112693787,,False
READ,shipped,random,scaled,gene,EFEMP1,cell_gene,24,0.9041668524344763,0.004694291743928579,1.638695240020752,1.617831528186798,,False
READ,shipped,random,scaled,gene,EGLN3,cell_gene,24,0.8997499148050944,0.005968840875271148,1.4694165339072545,1.4600980281829834,,False
READ,shipped,random,scaled,gene,FRZB,cell_gene,24,0.9063642099499702,0.005700105366363034,1.526150758067767,1.5287407636642456,,False
READ,shipped,random,scaled,gene,GUCA2A,cell_gene,24,0.9015103926261266,0.0037992686568985782,1.770516499876976,1.692511260509491,,False
READ,shipped,random,scaled,gene,HMOX1,cell_gene,24,0.9074587176243464,0.003099990301910526,1.6206144442160924,1.630044162273407,,False
READ,shipped,random,scaled,gene,IGHG2,cell_gene,24,0.9033917263150215,0.0043567712172542785,2.5413364370663962,2.5261608362197876,,False
READ,shipped,random,scaled,gene,IGHG4,cell_gene,24,0.9066155403852463,0.0038361277787848295,2.694672634204229,2.682158350944519,,False
READ,shipped,random,scaled,gene,ITGB2,cell_gene,24,0.9024056941270828,0.00367138529433204,1.7638201018174489,1.7545218467712402,,False
READ,shipped,random,scaled,gene,ITIH5,cell_gene,24,0.9060815423727036,0.0061128112678734145,1.5538210620482762,1.553599238395691,,False
READ,shipped,random,scaled,gene,LAMA3,cell_gene,24,0.8963277861475945,0.004520426014955419,1.4194622685511906,1.4045112133026123,,False
READ,shipped,random,scaled,gene,LOX,cell_gene,24,0.9042223691940308,0.005732670830804627,1.493936613202095,1.4763367772102356,,False
READ,shipped,random,scaled,gene,MMP28,cell_gene,24,0.8993712216615677,0.0036577605164051343,1.4177827735741932,1.4032881259918213,,False
READ,shipped,random,scaled,gene,MMP7,cell_gene,24,0.9004133517543474,0.005477031127521838,1.9725904713074367,1.9141246676445007,,False
READ,shipped,random,scaled,gene,MMP9,cell_gene,24,0.9079391558965048,0.00431751795932501,1.9131889939308167,1.8770979642868042,,False
READ,shipped,random,scaled,gene,MT1F,cell_gene,24,0.8964560478925705,0.00395420060970281,1.4398603489001591,1.4348546862602234,,False
READ,shipped,random,scaled,gene,MT1M,cell_gene,24,0.897467814385891,0.003845798340470559,1.4855075975259144,1.4535395503044128,,False
READ,shipped,random,scaled,gene,MXI1,cell_gene,24,0.9057070538401604,0.00316652103491899,1.4898011287053425,1.4772371649742126,,False
READ,shipped,random,scaled,gene,P3H3,cell_gene,24,0.9059625243147215,0.0037524025800882424,1.5071518272161484,1.498120665550232,,False
READ,shipped,random,scaled,gene,PADI2,cell_gene,24,0.9012818410992622,0.005261235446954532,1.546659270922343,1.550485074520111,,False
READ,shipped,random,scaled,gene,PDE9A,cell_gene,24,0.9071045319239298,0.004445670805711493,1.59595920642217,1.576277256011963,,False
READ,shipped,random,scaled,gene,PLAAT3,cell_gene,24,0.9011216536164284,0.0037614665878516,1.4294989655415218,1.4264123439788818,,False
READ,shipped,random,scaled,gene,PRRG3,cell_gene,24,0.8988661443193754,0.0036019579308930886,1.6994257767995198,1.6789290308952332,,False
READ,shipped,random,scaled,gene,PTGDS,cell_gene,24,0.9071813747286797,0.005940575994881899,1.7135780056317647,1.687027096748352,,False
READ,shipped,random,scaled,gene,SECTM1,cell_gene,24,0.9011359736323357,0.0047622474586318415,1.4163782894611359,1.412348747253418,,False
READ,shipped,random,scaled,gene,SGK1,cell_gene,24,0.9017106046279272,0.004731824714599121,1.6483547737201054,1.6393434405326843,,False
READ,shipped,random,scaled,gene,SLC26A2,cell_gene,24,0.8967889646689097,0.0048507495546454265,1.7797499845425289,1.76174795627594,,False
READ,shipped,random,scaled,gene,SLC26A3,cell_gene,24,0.9008768076697985,0.005388878658947615,2.0429711093505225,1.9586701393127441,,False
READ,shipped,random,scaled,gene,SMPDL3A,cell_gene,24,0.9031409944097201,0.0037657293031212974,1.4999196827411652,1.5000314712524414,,False
READ,shipped,random,scaled,gene,SPHK1,cell_gene,24,0.8990858147541682,0.004736754228786205,1.4194519420464833,1.400341510772705,,False
READ,shipped,random,scaled,gene,SPP1,cell_gene,24,0.9022023007273674,0.005029982596043929,1.8923872659603755,1.8495596051216125,,False
READ,shipped,random,scaled,gene,TPSB2,cell_gene,24,0.9001545161008835,0.0041065923628892005,1.8783992777268093,1.8671612739562988,,False
READ,shipped,random,scaled,gene,TSPAN9,cell_gene,24,0.9044836436708769,0.004478384618798925,1.4657930880784988,1.4648877382278442,,False
READ,shipped,random,scaled,gene,UBD,cell_gene,24,0.9022900114456812,0.004145548503777664,1.7893786430358887,1.7756114602088928,,False
READ,shipped,slide_out,abs,gene,AC010883.3,cell_gene,48,0.8929484772185484,0.04157459919495626,1.1316692233085632,1.1100488901138306,,False
READ,shipped,slide_out,abs,gene,ADAMDEC1,cell_gene,48,0.8104990037779013,0.15638017836681253,1.8113703206181526,1.7575316429138184,,False
READ,shipped,slide_out,abs,gene,ANGPTL2,cell_gene,48,0.7848493953545889,0.1824399722857483,1.8010993500550587,1.8238673210144043,,False
READ,shipped,slide_out,abs,gene,APOC1,cell_gene,48,0.8182390940686067,0.14930770294534,2.2459089110294976,2.1502712965011597,,False
READ,shipped,slide_out,abs,gene,BTNL3,cell_gene,48,0.8529591156790653,0.11731335341536135,1.2540817881623905,1.2032709121704102,,False
READ,shipped,slide_out,abs,gene,CA1,cell_gene,48,0.8287279484793544,0.18089156374038554,1.9615890209873517,1.841373860836029,,False
READ,shipped,slide_out,abs,gene,CA2,cell_gene,48,0.8450401490554214,0.15837601050033864,2.027541341880957,1.8876819014549255,,False
READ,shipped,slide_out,abs,gene,CCL14,cell_gene,48,0.8571311794221401,0.10522192013703663,1.045689666022857,1.0619961619377136,,False
READ,shipped,slide_out,abs,gene,CCL21,cell_gene,48,0.8259135739256939,0.1417404608547181,1.7739514236648877,1.7509217262268066,,False
READ,shipped,slide_out,abs,gene,CD177,cell_gene,48,0.8521902828166882,0.15386490220783242,1.838715597987175,1.7658214569091797,,False
READ,shipped,slide_out,abs,gene,CEMIP,cell_gene,48,0.9066147531072298,0.04011604625931454,1.4653960764408112,1.4659291505813599,,False
READ,shipped,slide_out,abs,gene,CHI3L1,cell_gene,48,0.8335644099861383,0.13691469742988246,1.8934207086761792,1.7684599161148071,,False
READ,shipped,slide_out,abs,gene,CLCA1,cell_gene,48,0.885172268996636,0.05294094253016279,1.7341618140538533,1.7584331035614014,,False
READ,shipped,slide_out,abs,gene,CLU,cell_gene,48,0.7957269704590241,0.17533283065524646,1.6575216799974442,1.6590431928634644,,False
READ,shipped,slide_out,abs,gene,CXCL10,cell_gene,48,0.8572508717576662,0.09663344788191496,1.721743846933047,1.655018925666809,,False
READ,shipped,slide_out,abs,gene,CXCL8,cell_gene,48,0.8988743697603544,0.05432846216867709,1.8569224377473195,1.8511245250701904,,False
READ,shipped,slide_out,abs,gene,CXCL9,cell_gene,48,0.8934730204443136,0.05122539153563747,1.4529174168904622,1.4571766257286072,,False
READ,shipped,slide_out,abs,gene,EFEMP1,cell_gene,48,0.7332174287488064,0.23496115459392192,1.7202133263150852,1.781653881072998,,False
READ,shipped,slide_out,abs,gene,EGLN3,cell_gene,48,0.8754232743134102,0.09538124734121409,1.3860526209076245,1.3423145413398743,,False
READ,shipped,slide_out,abs,gene,FRZB,cell_gene,48,0.8294719991584619,0.133043108190952,1.3879445704321067,1.4708337187767029,,False
READ,shipped,slide_out,abs,gene,GUCA2A,cell_gene,48,0.8461168936143318,0.14828424261298243,1.9306906114021938,1.8330840468406677,,False
READ,shipped,slide_out,abs,gene,HMOX1,cell_gene,48,0.819489381586512,0.14966966837588117,1.3480967705448468,1.3220565915107727,,False
READ,shipped,slide_out,abs,gene,IGHG2,cell_gene,48,0.859033520023028,0.08493705292672284,2.597828653951486,2.5378692150115967,,False
READ,shipped,slide_out,abs,gene,IGHG4,cell_gene,48,0.8086275570094585,0.1501276353974316,2.5219851657748222,2.6038925647735596,,False
READ,shipped,slide_out,abs,gene,ITGB2,cell_gene,48,0.812299537161986,0.16240729180675562,1.912763960659504,1.8243770599365234,,False
READ,shipped,slide_out,abs,gene,ITIH5,cell_gene,48,0.8440041355788708,0.11963732797489027,1.437724861005942,1.41139417886734,,False
READ,shipped,slide_out,abs,gene,LAMA3,cell_gene,48,0.9011292010545731,0.037440912716354,1.4292277842760086,1.3805149793624878,,False
READ,shipped,slide_out,abs,gene,LOX,cell_gene,48,0.8384375410775343,0.12186432610730212,1.3976732331017654,1.4609888195991516,,False
READ,shipped,slide_out,abs,gene,MMP28,cell_gene,48,0.8680676873773336,0.11914014696964843,1.3411260048548381,1.3166735172271729,,False
READ,shipped,slide_out,abs,gene,MMP7,cell_gene,48,0.8925856985151768,0.055538047972711335,1.2913704191644986,1.2855446338653564,,False
READ,shipped,slide_out,abs,gene,MMP9,cell_gene,48,0.8453627439836661,0.12272160735172867,1.906916081905365,1.7672945261001587,,False
READ,shipped,slide_out,abs,gene,MT1F,cell_gene,48,0.8536723492046198,0.14912445441936512,1.3737837597727776,1.3056194186210632,,False
READ,shipped,slide_out,abs,gene,MT1M,cell_gene,48,0.8526242605100075,0.14651382784573563,1.5449833422899246,1.4617431163787842,,False
READ,shipped,slide_out,abs,gene,MXI1,cell_gene,48,0.878221832215786,0.07928433268144555,1.3588925426204999,1.289677619934082,,False
READ,shipped,slide_out,abs,gene,P3H3,cell_gene,48,0.7928758133202791,0.17494362639009192,1.3559011444449425,1.3831683993339539,,False
READ,shipped,slide_out,abs,gene,PADI2,cell_gene,48,0.8748343735933304,0.11715040805512128,1.7934435879190762,1.8035187125205994,,False
READ,shipped,slide_out,abs,gene,PDE9A,cell_gene,48,0.866970444098115,0.11144744805079453,1.3360838120182355,1.2420559525489807,,False
READ,shipped,slide_out,abs,gene,PLAAT3,cell_gene,48,0.8336011556287607,0.14816034511234144,1.562321662902832,1.4749510288238525,,False
READ,shipped,slide_out,abs,gene,PRRG3,cell_gene,48,0.9032092715303103,0.03294048812306213,1.296677162249883,1.2909761667251587,,False
READ,shipped,slide_out,abs,gene,PTGDS,cell_gene,48,0.7753790890177091,0.20077064383266008,1.7052785456180573,1.6883178353309631,,False
READ,shipped,slide_out,abs,gene,SECTM1,cell_gene,48,0.8997179083526134,0.028441599715735958,1.1968146537741025,1.1860732436180115,,False
READ,shipped,slide_out,abs,gene,SGK1,cell_gene,48,0.84376318876942,0.11978209464715907,1.7461445728937786,1.6711245775222778,,False
READ,shipped,slide_out,abs,gene,SLC26A2,cell_gene,48,0.8657156849900881,0.12225612986765874,1.960348849495252,1.876786708831787,,False
READ,shipped,slide_out,abs,gene,SLC26A3,cell_gene,48,0.8392124169816574,0.15984938627189135,2.418230101466179,2.3658822774887085,,False
READ,shipped,slide_out,abs,gene,SMPDL3A,cell_gene,48,0.8739955617735783,0.09505271972948323,1.4064129342635472,1.3883013725280762,,False
READ,shipped,slide_out,abs,gene,SPHK1,cell_gene,48,0.7851062746097645,0.17888237506453383,1.3038211055099964,1.3060137033462524,,False
READ,shipped,slide_out,abs,gene,SPP1,cell_gene,48,0.8490662487844626,0.11037978740897705,1.5832517072558403,1.5467401146888733,,False
READ,shipped,slide_out,abs,gene,TPSB2,cell_gene,48,0.7614866513758898,0.20224146839226978,1.8860085606575012,1.8932600617408752,,False
READ,shipped,slide_out,abs,gene,TSPAN9,cell_gene,48,0.809460940460364,0.15870907363969464,1.4542334315677483,1.4966023564338684,,False
READ,shipped,slide_out,abs,gene,UBD,cell_gene,48,0.8421381935477257,0.12031718430966755,2.074476803342501,2.020589053630829,,False
READ,shipped,slide_out,scaled,gene,AC010883.3,cell_gene,48,0.8619100662569205,0.09712727072638788,8.42974774291118,4.547729730606079,,False
READ,shipped,slide_out,scaled,gene,ADAMDEC1,cell_gene,48,0.8660696831842264,0.09090698003222446,3.2282221441467605,2.312786102294922,,False
READ,shipped,slide_out,scaled,gene,ANGPTL2,cell_gene,48,0.8297082558274269,0.14303455082600106,5.466944168011348,1.9482909440994263,,False
READ,shipped,slide_out,scaled,gene,APOC1,cell_gene,48,0.8571245645483335,0.11437705858592213,4.7764418224493665,2.6125377416610718,,False
READ,shipped,slide_out,scaled,gene,BTNL3,cell_gene,48,0.8567123574515184,0.09892627473753,2.864087267468373,1.7065964937210083,,False
READ,shipped,slide_out,scaled,gene,CA1,cell_gene,48,0.8435253308465084,0.14772013449423738,2.352747291326523,2.1281728744506836,,False
READ,shipped,slide_out,scaled,gene,CA2,cell_gene,48,0.863654112132887,0.1546518913282264,17.430639296770096,2.204282760620117,,False
READ,shipped,slide_out,scaled,gene,CCL14,cell_gene,48,0.9062213574846586,0.06048910928982802,4.4835166074335575,2.0422589778900146,,False
READ,shipped,slide_out,scaled,gene,CCL21,cell_gene,48,0.9065919555723667,0.041506589603695646,11.918229872981707,3.1468307971954346,,False
READ,shipped,slide_out,scaled,gene,CD177,cell_gene,48,0.8466393885513147,0.14890685034010157,2.4949827219049134,2.1320385932922363,,False
READ,shipped,slide_out,scaled,gene,CEMIP,cell_gene,48,0.8996100462973118,0.0593063730846341,9.174603335559368,1.9151055216789246,,False
READ,shipped,slide_out,scaled,gene,CHI3L1,cell_gene,48,0.8380446222921213,0.12491655711682166,4.205138785143693,2.281386613845825,,False
READ,shipped,slide_out,scaled,gene,CLCA1,cell_gene,48,0.8719374270488819,0.09122564387174972,4.3573640783627825,1.8102899193763733,,False
READ,shipped,slide_out,scaled,gene,CLU,cell_gene,48,0.8458988144993782,0.10407865403166468,2.8929043114185333,1.9033838510513306,,False
READ,shipped,slide_out,scaled,gene,CXCL10,cell_gene,48,0.870092206945022,0.08504713131500063,5.5583219689627485,2.3791810274124146,,False
READ,shipped,slide_out,scaled,gene,CXCL8,cell_gene,48,0.8897684055070082,0.05068577700809537,2.950782999396324,2.09661328792572,,False
READ,shipped,slide_out,scaled,gene,CXCL9,cell_gene,48,0.893979704628388,0.05278859683917333,7.137429341673851,2.141402006149292,,False
READ,shipped,slide_out,scaled,gene,EFEMP1,cell_gene,48,0.853443406522274,0.08331432429176552,2.0482190748055777,1.9578360319137573,,False
READ,shipped,slide_out,scaled,gene,EGLN3,cell_gene,48,0.8566718858977159,0.0950270507292205,1.7571874434749286,1.6308599710464478,,False
READ,shipped,slide_out,scaled,gene,FRZB,cell_gene,48,0.8890887498855591,0.05942893442364846,12.203001094361147,2.1875301599502563,,False
READ,shipped,slide_out,scaled,gene,GUCA2A,cell_gene,48,0.8725889250636101,0.09592333691580078,2.1583342626690865,2.0616207122802734,,False
READ,shipped,slide_out,scaled,gene,HMOX1,cell_gene,48,0.8796852653225263,0.07690768976501822,2.4136039999624095,1.6712827682495117,,False
READ,shipped,slide_out,scaled,gene,IGHG2,cell_gene,48,0.8850093434254328,0.0757584143096319,6.419923181335132,3.9780813455581665,,False
READ,shipped,slide_out,scaled,gene,IGHG4,cell_gene,48,0.8610585480928421,0.09028617792528042,15.371375111242136,3.1398736238479614,,False
READ,shipped,slide_out,scaled,gene,ITGB2,cell_gene,48,0.8407116122543812,0.12496942999986535,4.991062146921952,2.401318907737732,,False
READ,shipped,slide_out,scaled,gene,ITIH5,cell_gene,48,0.8800077363848686,0.07519247411919981,5.22052954013149,2.4917514324188232,,False
READ,shipped,slide_out,scaled,gene,LAMA3,cell_gene,48,0.8920945301651955,0.07813155130137575,1.990171091010173,1.7932146191596985,,False
READ,shipped,slide_out,scaled,gene,LOX,cell_gene,48,0.8884620368480682,0.05410954152827735,5.412218550841014,1.7435905933380127,,False
READ,shipped,slide_out,scaled,gene,MMP28,cell_gene,48,0.8806707790742317,0.09506627959369975,2.468554314225912,1.4810445308685303,,False
READ,shipped,slide_out,scaled,gene,MMP7,cell_gene,48,0.8858953230082989,0.07924676812981526,15.76058936988314,5.981540679931641,,False
READ,shipped,slide_out,scaled,gene,MMP9,cell_gene,48,0.8782758563756943,0.07754129445163069,9.705911457538605,2.5534262657165527,,False
READ,shipped,slide_out,scaled,gene,MT1F,cell_gene,48,0.8916560746729374,0.06335137846014392,1.6902080737054348,1.5302257537841797,,False
READ,shipped,slide_out,scaled,gene,MT1M,cell_gene,48,0.8894975620011488,0.061445609799189484,1.9406620984276135,1.6945876479148865,,False
READ,shipped,slide_out,scaled,gene,MXI1,cell_gene,48,0.8947547028462092,0.06943522536003677,1.6644436207910378,1.6474599242210388,,False
READ,shipped,slide_out,scaled,gene,P3H3,cell_gene,48,0.8797059704860052,0.07934234081470953,6.774550964434941,1.8420448303222656,,False
READ,shipped,slide_out,scaled,gene,PADI2,cell_gene,48,0.8649643175303936,0.13835180690662283,3.8310762445131936,2.3297805786132812,,False
READ,shipped,slide_out,scaled,gene,PDE9A,cell_gene,48,0.8905547807614008,0.058171094192279185,2.1907299806674323,1.5252259373664856,,False
READ,shipped,slide_out,scaled,gene,PLAAT3,cell_gene,48,0.8578721197942892,0.10679463752688591,5.464333339283864,1.9231946468353271,,False
READ,shipped,slide_out,scaled,gene,PRRG3,cell_gene,48,0.9004529565572739,0.04623793438820753,2.5696907167633376,1.8624947667121887,,False
READ,shipped,slide_out,scaled,gene,PTGDS,cell_gene,48,0.8484793423364559,0.11699558963959988,8.642437736193338,2.105329155921936,,False
READ,shipped,slide_out,scaled,gene,SECTM1,cell_gene,48,0.8903424541155497,0.05316184415647247,4.1010586222012835,1.3715096712112427,,False
READ,shipped,slide_out,scaled,gene,SGK1,cell_gene,48,0.8804043444494406,0.07206228941574609,1.9586635679006577,1.90468031167984,,False
READ,shipped,slide_out,scaled,gene,SLC26A2,cell_gene,48,0.8818830512464046,0.08700389301261112,2.096546083688736,2.067833185195923,,False
READ,shipped,slide_out,scaled,gene,SLC26A3,cell_gene,48,0.8530385885387659,0.1370122451745671,2.73237801839908,2.7740073204040527,,False
READ,shipped,slide_out,scaled,gene,SMPDL3A,cell_gene,48,0.890175229559342,0.07296415423809528,2.0405489951372147,1.665237545967102,,False
READ,shipped,slide_out,scaled,gene,SPHK1,cell_gene,48,0.8970428841809431,0.05602742445872324,2.8902354141076407,1.6157565116882324,,False
READ,shipped,slide_out,scaled,gene,SPP1,cell_gene,48,0.8869044904907545,0.06132398875233435,9.220160583655039,2.740831136703491,,False
READ,shipped,slide_out,scaled,gene,TPSB2,cell_gene,48,0.8577824383974075,0.08453898476778841,2.5323650737603507,2.0513577461242676,,False
READ,shipped,slide_out,scaled,gene,TSPAN9,cell_gene,48,0.8746663791437944,0.08940067122437236,7.832211844623089,1.9129784107208252,,False
READ,shipped,slide_out,scaled,gene,UBD,cell_gene,48,0.8515337345500787,0.11545879302757496,3.030990496277809,2.2298226356506348,,False
SKCM,shipped,donor,abs,gene,ACER1,cell_gene,24,0.7473618760704994,0.08849048030767649,1.9416371633609135,1.9481902122497559,,False
SKCM,shipped,donor,abs,gene,AHNAK2,cell_gene,24,0.6978660623232523,0.09460962096925289,2.4051521172126136,2.4485363960266113,,False
SKCM,shipped,donor,abs,gene,AQP3,cell_gene,24,0.6743226063748201,0.09964028737417613,2.664040466149648,2.517559766769409,,False
SKCM,shipped,donor,abs,gene,BIRC3,cell_gene,24,0.6730343463520209,0.11210431260048882,2.3753745953241983,2.3975303173065186,,False
