encoder,task,label_set,design,arm,fold,cal_draw,score,calibration_unit,n_T,n_C,n_E,n_test_slides,coverage,width_mean,interval_score,miss_above,miss_below,q_alpha_mean,quantile_infinite,superseded_label_set
resnet50,CCRCC,shipped,donor,anchor_a1,INT1,0,abs,donor,35996,22105,1084,1,0.6671217712177122,1.7924485395478078,3.8031674111011013,0.014557195571955719,0.3183210332103321,0.8962242697739018,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT1,0,scaled,donor,35996,22105,1084,1,0.907656826568266,2.4173310187875368,2.690300892600728,0.007084870848708485,0.08525830258302586,2.129166210107994,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT1,0,abs,donor,24315,7873,1084,1,0.7154612546125462,1.8242174115436072,3.417556286873367,0.016955719557195572,0.2675830258302583,0.9121087057718033,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT1,0,scaled,donor,24315,7873,1084,1,0.9386162361623618,2.473284533110764,2.6536412521237605,0.008523985239852398,0.052859778597785984,2.2070994442025724,False,False
resnet50,CCRCC,shipped,donor,C_block,INT1,0,abs,block,24315,7873,1084,1,0.7271033210332105,1.7995605103373975,3.316419481816179,0.024538745387453872,0.24835793357933586,0.8997802551686985,False,False
resnet50,CCRCC,shipped,donor,C_block,INT1,0,scaled,block,24315,7873,1084,1,0.8824723247232471,2.110296549108518,2.584881809533706,0.023487084870848707,0.09404059040590408,1.8819431402799962,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT1,1,abs,donor,35996,22542,1084,1,0.951070110701107,2.2221841946198073,2.4745703581270915,0.040405904059040584,0.008523985239852398,1.1110920973099032,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT1,1,scaled,donor,35996,22542,1084,1,0.9636531365313655,2.384565353172441,2.592172881974241,0.03409594095940959,0.0022509225092250925,2.797806180423584,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT1,1,abs,donor,24197,7721,1084,1,0.9513653136531366,2.207255995957675,2.4420709471177138,0.035682656826568265,0.012952029520295203,1.103627997978836,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT1,1,scaled,donor,24197,7721,1084,1,0.9654612546125462,2.4360008711343224,2.6311894785864167,0.030221402214022145,0.004317343173431734,2.7831028638525726,False,False
resnet50,CCRCC,shipped,donor,C_block,INT1,1,abs,block,24197,7721,1084,1,0.8933394833948337,1.6184736542879847,2.176339071027347,0.06429889298892986,0.042361623616236146,0.8092368271439949,False,False
resnet50,CCRCC,shipped,donor,C_block,INT1,1,scaled,block,24197,7721,1084,1,0.9139852398523987,1.65747291836076,2.1732121613926303,0.06686346863468634,0.01915129151291513,1.8866646727050698,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT1,2,abs,donor,35996,17537,1084,1,0.7380073800738007,2.0552884914411007,3.4369233345219654,0.013597785977859777,0.24839483394833947,1.0276442457205475,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT1,2,scaled,donor,35996,17537,1084,1,0.9448339483394835,2.747159746054346,2.9294309581252618,0.011180811808118083,0.04398523985239853,2.4103190043334264,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT1,2,abs,donor,24584,7730,1084,1,0.7780442804428043,2.057893216157975,3.134626073242141,0.017343173431734325,0.2046125461254612,1.028946608078987,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT1,2,scaled,donor,24584,7730,1084,1,0.9569003690036901,2.733062297458315,2.892017779120726,0.013136531365313654,0.029963099630996307,2.4412984813702217,False,False
resnet50,CCRCC,shipped,donor,C_block,INT1,2,abs,block,24584,7730,1084,1,0.7103136531365314,1.7513203849734214,3.3190169862500714,0.022638376383763835,0.2670479704797048,0.875660192486709,False,False
resnet50,CCRCC,shipped,donor,C_block,INT1,2,scaled,block,24584,7730,1084,1,0.9109778597785977,2.203986434193811,2.552637379123056,0.016808118081180812,0.0722140221402214,1.9478075050540673,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT10,0,abs,donor,35996,20751,1983,1,0.8484215834594048,2.1560356410218655,3.1854434121968014,0.12201714573877967,0.029561270801815434,1.0780178205109403,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT10,0,scaled,donor,35996,20751,1983,1,0.8913666162380232,2.330396467014119,3.037120789189851,0.09595562279374682,0.012677760968229954,2.637812698032859,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT10,0,abs,donor,24343,7694,1983,1,0.8534140191628845,2.179437748756174,3.1574462514537167,0.1120625315179022,0.03452344931921331,1.089718874378086,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT10,0,scaled,donor,24343,7694,1983,1,0.9052748361069085,2.4454696553324244,3.0579602801373222,0.08256177508825009,0.012163388804841151,2.728066379003865,False,False
resnet50,CCRCC,shipped,donor,C_block,INT10,0,abs,block,24343,7694,1983,1,0.7562279374684822,1.6423551584424398,3.3907109135415667,0.17533030761472518,0.06844175491679275,0.8211775792212194,False,False
resnet50,CCRCC,shipped,donor,C_block,INT10,0,scaled,block,24343,7694,1983,1,0.7968935955622792,1.7121206934413318,3.108804106651241,0.1596570852244074,0.04344931921331316,1.8997618347749048,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT10,1,abs,donor,35996,19589,1983,1,0.7536459909228442,2.325369810017572,4.824939402342262,0.24431669188098837,0.0020373171961674233,1.162684905008787,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT10,1,scaled,donor,35996,19589,1983,1,0.7328290468986384,2.211391398989785,5.03803292888895,0.266737266767524,0.0004336863338376198,3.02142190546062,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT10,1,abs,donor,24211,7860,1983,1,0.7492284417549169,2.2988530746449967,4.908175816019477,0.24851235501765007,0.002259203227433183,1.1494265373225019,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT10,1,scaled,donor,24211,7860,1983,1,0.7261522945032776,2.1647834771482737,5.201765634227632,0.2734442763489663,0.00040342914775592535,2.934459116261711,False,False
resnet50,CCRCC,shipped,donor,C_block,INT10,1,abs,block,24211,7860,1983,1,0.6435501765002521,1.650686747119583,6.242890650591878,0.3504790721129601,0.005970751386787696,0.82534337355979,False,False
resnet50,CCRCC,shipped,donor,C_block,INT10,1,scaled,block,24211,7860,1983,1,0.5822087745839637,1.3767189303956595,6.955778439554248,0.41532022188603135,0.0024710035300050427,1.8493050246634057,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT10,2,abs,donor,35996,15682,1983,1,0.8128693898134141,2.2353063561690414,3.9243799736436142,0.18232980332829052,0.004800806858295511,1.1176531780845251,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT10,2,scaled,donor,35996,15682,1983,1,0.7953605648008067,2.0853335061409477,4.004510544833917,0.2035199193141704,0.001119515885022693,2.2943298028657413,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT10,2,abs,donor,24404,7715,1983,1,0.8049420070600103,2.1783683466733716,3.944960524515058,0.18937972768532524,0.00567826525466465,1.0891841733366903,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT10,2,scaled,donor,24404,7715,1983,1,0.7945032778618255,2.071867679922387,4.008179476963994,0.20440746343923352,0.0010892586989409987,2.281765566452225,False,False
resnet50,CCRCC,shipped,donor,C_block,INT10,2,abs,block,24404,7715,1983,1,0.7278971255673221,1.7485353946604045,4.524976180492504,0.25573373676248107,0.01636913767019667,0.8742676973302014,False,False
resnet50,CCRCC,shipped,donor,C_block,INT10,2,scaled,block,24404,7715,1983,1,0.7470902672718104,1.7857259732399726,4.342022413881278,0.24945032778618256,0.0034594049420070606,1.9739504285999265,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT11,0,abs,donor,35996,18765,1439,1,0.8216122307157748,1.9351985180016171,3.043057473473423,0.09820708825573314,0.08018068102849202,0.9675992590008095,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT11,0,scaled,donor,35996,18765,1439,1,0.8536066712995136,2.0381789999017137,2.98106764224703,0.10322446143154966,0.043168867268936754,2.164141824951673,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT11,0,abs,donor,23899,8038,1439,1,0.8289089645587211,1.938220771256586,3.0092357871938713,0.1048227936066713,0.06626824183460736,0.9691103856282954,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT11,0,scaled,donor,23899,8038,1439,1,0.8561640027797083,2.019291139643694,3.0209123689796993,0.11399583043780405,0.029840166782487833,2.1336629387156814,False,False
resnet50,CCRCC,shipped,donor,C_block,INT11,0,abs,block,23899,8038,1439,1,0.7982765809589993,1.7737679514123426,3.0826773639414116,0.12314107018763032,0.07858234885337038,0.8868839757061694,False,False
resnet50,CCRCC,shipped,donor,C_block,INT11,0,scaled,block,23899,8038,1439,1,0.8242529534398888,1.8298012819714307,3.1196943301872193,0.1377345378735233,0.038012508686587905,1.9313835116697016,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT11,1,abs,donor,35996,19774,1439,1,0.9249617790132035,2.401053546004098,2.8280209168204373,0.060430854760250174,0.014607366226546214,1.2005267730020477,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT11,1,scaled,donor,35996,19774,1439,1,0.9102710215427381,2.347262340013595,2.9413198866613404,0.08011118832522582,0.009617790132036137,2.786322031572825,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT11,1,abs,donor,24245,7793,1439,1,0.9233217512161224,2.4084557804775044,2.844760861112649,0.06095899930507299,0.015719249478804723,1.2042278902387498,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT11,1,scaled,donor,24245,7793,1439,1,0.904739402362752,2.3249414436098217,2.9656698840559734,0.0839888811674774,0.011271716469770671,2.8088581070952228,False,False
resnet50,CCRCC,shipped,donor,C_block,INT11,1,abs,block,24245,7793,1439,1,0.7942460041695623,1.6443904349797063,2.965130351471789,0.1453926337734538,0.06036136205698404,0.8221952174898571,False,False
resnet50,CCRCC,shipped,donor,C_block,INT11,1,scaled,block,24245,7793,1439,1,0.7901876302988184,1.603844429592391,3.115698907333833,0.16519805420430853,0.044614315496872836,1.9217362856395506,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT11,2,abs,donor,35996,16893,1439,1,0.8426685198054206,1.9776962775608014,2.98519330591404,0.11271716469770673,0.044614315496872836,0.9888481387803997,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT11,2,scaled,donor,35996,16893,1439,1,0.8335232800555944,1.9295149657451611,3.163174841548634,0.1385406532314107,0.02793606671299513,2.154348652033066,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT11,2,abs,donor,24166,7971,1439,1,0.8448922863099374,1.991398926443809,2.9411319728308705,0.10533703961084086,0.04977067407922167,0.9956994632219114,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT11,2,scaled,donor,24166,7971,1439,1,0.8571507991660874,2.031835066036836,3.0471391837349797,0.11924947880472554,0.023599722029186934,2.2023952414525683,False,False
resnet50,CCRCC,shipped,donor,C_block,INT11,2,abs,block,24166,7971,1439,1,0.7888672689367614,1.780274487584966,3.185842177226708,0.13528839471855456,0.07584433634468381,0.8901372437924809,False,False
resnet50,CCRCC,shipped,donor,C_block,INT11,2,scaled,block,24166,7971,1439,1,0.8068797776233496,1.7953715583225702,3.2309514539107824,0.15109103544127872,0.04202918693537178,1.9485873729745027,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT12,0,abs,donor,35996,19276,1451,1,0.8914679531357685,2.323527791252587,2.9611568735521008,0.0171881461061337,0.09134390075809787,1.1617638956262923,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT12,0,scaled,donor,35996,19276,1451,1,0.9610751206064783,2.993562872746044,3.2258542440104323,0.01059958649207443,0.028325292901447283,2.632142987859047,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT12,0,abs,donor,24124,7969,1451,1,0.8765954514128186,2.3094067340296482,3.0448125660625935,0.016898690558235698,0.10650585802894558,1.1547033670148226,False,False
resnet50,CCRCC,shipped,donor,C_unit,INT12,0,scaled,donor,24124,7969,1451,1,0.9577119228118539,2.999420771547897,3.2522010713418323,0.010723638869745004,0.03156443831840111,2.640400488013405,False,False
resnet50,CCRCC,shipped,donor,C_block,INT12,0,abs,block,24124,7969,1451,1,0.7409648518263263,1.6989814833773083,3.4059520028704573,0.04206753962784286,0.21696760854583047,0.8494907416886519,False,False
resnet50,CCRCC,shipped,donor,C_block,INT12,0,scaled,block,24124,7969,1451,1,0.8847829083390762,2.195356563644991,2.867833571973338,0.02935906271536871,0.08585802894555478,1.9198870052895922,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT12,1,abs,donor,35996,19118,1451,1,0.8876361130254996,2.0721403208814717,2.67789512758408,0.05170227429359061,0.060661612680909735,1.0360701604407347,False,False
resnet50,CCRCC,shipped,donor,anchor_a1,INT12,1,scaled,donor,35996,19118,1451,1,0.9318263266712614,2.384977788325375,2.7582033280209135,0.04464507236388697,0.02352860096485183,2.184972388521777,False,False
