task,label_set,encoder,design,score,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean
CCRCC,shipped,uni_v2,patient,abs,3,predicted_value_decile,2,60557,54954,0.9074756014994138,1.9305624961853027,0.2979204058647156
CCRCC,shipped,uni_v2,patient,abs,3,predicted_value_decile,3,77228,69863,0.9046330346506448,1.939793586730957,0.3778355121612549
CCRCC,shipped,uni_v2,patient,abs,3,predicted_value_decile,4,94326,83884,0.8892988147488498,1.956426739692688,0.4602849781513214
CCRCC,shipped,uni_v2,patient,abs,3,predicted_value_decile,5,109288,95110,0.8702693799868239,1.957620620727539,0.5479754209518433
CCRCC,shipped,uni_v2,patient,abs,3,predicted_value_decile,6,123235,103148,0.8370024749462409,1.9383991956710815,0.6420964002609253
CCRCC,shipped,uni_v2,patient,abs,3,predicted_value_decile,7,148489,114931,0.7740034615358713,1.903685212135315,0.7546213269233704
CCRCC,shipped,uni_v2,patient,abs,3,predicted_value_decile,8,222427,142347,0.6399717660176147,1.8719959259033203,0.9744749069213867
CCRCC,shipped,uni_v2,patient,abs,3,predicted_value_decile,9,156910,78219,0.4984959530941304,1.7969810962677002,1.288550615310669
CCRCC,shipped,uni_v2,patient,abs,4,predicted_value_decile,0,84696,81439,0.961544819117786,2.3295395374298096,0.08356692641973495
CCRCC,shipped,uni_v2,patient,abs,4,predicted_value_decile,1,154662,148950,0.963067851185165,2.2877418994903564,0.21706639230251312
CCRCC,shipped,uni_v2,patient,abs,4,predicted_value_decile,2,195318,188141,0.96325479474498,2.245481014251709,0.30613020062446594
CCRCC,shipped,uni_v2,patient,abs,4,predicted_value_decile,3,223871,215198,0.9612589392998646,2.201874017715454,0.38138115406036377
CCRCC,shipped,uni_v2,patient,abs,4,predicted_value_decile,4,248027,236456,0.9533478210033585,2.1629836559295654,0.45299991965293884
CCRCC,shipped,uni_v2,patient,abs,4,predicted_value_decile,5,270772,256686,0.9479783729484584,2.1426048278808594,0.528365433216095
CCRCC,shipped,uni_v2,patient,abs,4,predicted_value_decile,6,297697,281650,0.9460961984836932,2.128870964050293,0.6139218807220459
CCRCC,shipped,uni_v2,patient,abs,4,predicted_value_decile,7,309170,289124,0.9351618850470614,2.135676622390747,0.732326865196228
CCRCC,shipped,uni_v2,patient,abs,4,predicted_value_decile,8,250009,223534,0.8941038122627586,2.1489760875701904,0.8874378204345703
CCRCC,shipped,uni_v2,patient,abs,4,predicted_value_decile,9,177978,132908,0.7467664542808662,2.164511203765869,1.1731406450271606
CCRCC,shipped,uni_v2,patient,abs,5,predicted_value_decile,0,429891,413192,0.9611552695915941,2.3364450931549072,0.037166256457567215
CCRCC,shipped,uni_v2,patient,abs,5,predicted_value_decile,1,361784,349616,0.9663666718262831,2.395750045776367,0.20627060532569885
CCRCC,shipped,uni_v2,patient,abs,5,predicted_value_decile,2,312262,302563,0.9689395443569823,2.411468029022217,0.3003394901752472
CCRCC,shipped,uni_v2,patient,abs,5,predicted_value_decile,3,275458,267163,0.9698865162747133,2.4165117740631104,0.37959879636764526
CCRCC,shipped,uni_v2,patient,abs,5,predicted_value_decile,4,243530,236360,0.970558042130333,2.411745548248291,0.45461025834083557
CCRCC,shipped,uni_v2,patient,abs,5,predicted_value_decile,5,214203,207551,0.9689453462369808,2.400367498397827,0.5319026112556458
CCRCC,shipped,uni_v2,patient,abs,5,predicted_value_decile,6,187581,181007,0.9649538066222059,2.3816070556640625,0.6222990155220032
CCRCC,shipped,uni_v2,patient,abs,5,predicted_value_decile,7,162633,154715,0.9513136940227384,2.3377685546875,0.7245946526527405
CCRCC,shipped,uni_v2,patient,abs,5,predicted_value_decile,8,159370,143437,0.9000250988266298,2.2757129669189453,0.8660762906074524
CCRCC,shipped,uni_v2,patient,abs,5,predicted_value_decile,9,151388,113601,0.7503963326023199,2.2222414016723633,1.1541368961334229
CCRCC,shipped,uni_v2,patient,abs,0,neoplastic_fraction_tertile,0,562650,540302,0.9602808140051542,2.450575113296509,0.3043660819530487
CCRCC,shipped,uni_v2,patient,abs,0,neoplastic_fraction_tertile,1,1328850,1271015,0.956477405275238,2.450575351715088,0.43310287594795227
CCRCC,shipped,uni_v2,patient,abs,0,neoplastic_fraction_tertile,2,853800,807590,0.9458772546263762,2.450575113296509,0.5642421245574951
CCRCC,shipped,uni_v2,patient,abs,1,neoplastic_fraction_tertile,0,704850,570657,0.8096148116620557,1.976851463317871,0.7788776159286499
CCRCC,shipped,uni_v2,patient,abs,1,neoplastic_fraction_tertile,1,265500,198234,0.7466440677966102,1.976851224899292,1.023534893989563
CCRCC,shipped,uni_v2,patient,abs,1,neoplastic_fraction_tertile,2,8850,6423,0.7257627118644068,1.9768515825271606,1.036026120185852
CCRCC,shipped,uni_v2,patient,abs,2,neoplastic_fraction_tertile,0,625950,522832,0.835261602364406,2.304619789123535,0.5291111469268799
CCRCC,shipped,uni_v2,patient,abs,2,neoplastic_fraction_tertile,1,321300,265814,0.8273078120136944,2.304619789123535,0.602976381778717
CCRCC,shipped,uni_v2,patient,abs,2,neoplastic_fraction_tertile,2,200100,169464,0.8468965517241379,2.304619550704956,0.5446180701255798
CCRCC,shipped,uni_v2,patient,abs,3,neoplastic_fraction_tertile,0,577500,491427,0.8509558441558441,1.9021235704421997,0.7065813541412354
CCRCC,shipped,uni_v2,patient,abs,3,neoplastic_fraction_tertile,1,346350,269499,0.7781117366825465,1.9021235704421997,0.740511953830719
CCRCC,shipped,uni_v2,patient,abs,3,neoplastic_fraction_tertile,2,130500,37057,0.2839616858237548,1.9021236896514893,0.8039147257804871
CCRCC,shipped,uni_v2,patient,abs,4,neoplastic_fraction_tertile,0,288450,274264,0.9508198994626452,2.176940441131592,0.5163688063621521
CCRCC,shipped,uni_v2,patient,abs,4,neoplastic_fraction_tertile,1,457650,418815,0.9151425762045231,2.176940679550171,0.5775326490402222
CCRCC,shipped,uni_v2,patient,abs,4,neoplastic_fraction_tertile,2,993600,913778,0.91966384863124,2.176940679550171,0.6012893915176392
CCRCC,shipped,uni_v2,patient,abs,5,neoplastic_fraction_tertile,0,623700,610969,0.9795879429212763,2.368744134902954,0.24541689455509186
CCRCC,shipped,uni_v2,patient,abs,5,neoplastic_fraction_tertile,1,664350,639563,0.9626898472190863,2.368744373321533,0.3718314468860626
CCRCC,shipped,uni_v2,patient,abs,5,neoplastic_fraction_tertile,2,1197000,1105923,0.9239122807017544,2.368744373321533,0.5492748618125916
CCRCC,shipped,uni_v2,donor,abs,INT1,predicted_value_decile,0,8229,7923,0.9628144367480861,2.4316844940185547,0.12493889778852463
CCRCC,shipped,uni_v2,donor,abs,INT1,predicted_value_decile,1,10694,10219,0.9555825696652328,2.2883219718933105,0.2462192177772522
CCRCC,shipped,uni_v2,donor,abs,INT1,predicted_value_decile,2,11629,11146,0.9584659042050048,2.180936574935913,0.31381940841674805
CCRCC,shipped,uni_v2,donor,abs,INT1,predicted_value_decile,3,11723,11225,0.9575194062953168,2.134032964706421,0.3854452073574066
CCRCC,shipped,uni_v2,donor,abs,INT1,predicted_value_decile,4,12460,11986,0.9619582664526485,2.0968878269195557,0.45651960372924805
CCRCC,shipped,uni_v2,donor,abs,INT1,predicted_value_decile,5,13229,12732,0.9624310227530426,2.050326347351074,0.5262245535850525
CCRCC,shipped,uni_v2,donor,abs,INT1,predicted_value_decile,6,14871,14293,0.9611324053526998,1.9850345849990845,0.5996835827827454
CCRCC,shipped,uni_v2,donor,abs,INT1,predicted_value_decile,7,21217,19761,0.9313757835697789,1.905123233795166,0.7127783298492432
CCRCC,shipped,uni_v2,donor,abs,INT1,predicted_value_decile,8,28087,23733,0.844981664115071,1.865715742111206,0.91051185131073
CCRCC,shipped,uni_v2,donor,abs,INT1,predicted_value_decile,9,30461,16862,0.5535602902071501,1.8452339172363281,1.1606662273406982
CCRCC,shipped,uni_v2,donor,abs,INT10,predicted_value_decile,0,82892,74561,0.8994957293828114,2.11712646484375,-0.03830032795667648
CCRCC,shipped,uni_v2,donor,abs,INT10,predicted_value_decile,1,31847,27394,0.8601752127358935,2.157632827758789,0.22724023461341858
CCRCC,shipped,uni_v2,donor,abs,INT10,predicted_value_decile,2,23507,19408,0.8256264091547199,2.1456429958343506,0.3217862546443939
CCRCC,shipped,uni_v2,donor,abs,INT10,predicted_value_decile,3,20382,16094,0.7896182906486116,2.111315965652466,0.3929676115512848
CCRCC,shipped,uni_v2,donor,abs,INT10,predicted_value_decile,4,19059,14834,0.778319953827588,2.091623544692993,0.4590020477771759
CCRCC,shipped,uni_v2,donor,abs,INT10,predicted_value_decile,5,19163,14480,0.7556228147993529,2.0663774013519287,0.5232973098754883
CCRCC,shipped,uni_v2,donor,abs,INT10,predicted_value_decile,6,20292,14985,0.738468361916026,2.042666435241699,0.5991784334182739
CCRCC,shipped,uni_v2,donor,abs,INT10,predicted_value_decile,7,24225,16449,0.6790092879256966,2.0137691497802734,0.7083239555358887
CCRCC,shipped,uni_v2,donor,abs,INT10,predicted_value_decile,8,28869,18495,0.6406526031383144,1.9877877235412598,0.88609778881073
CCRCC,shipped,uni_v2,donor,abs,INT10,predicted_value_decile,9,27214,18857,0.6929154111854192,1.9102357625961304,1.220544695854187
CCRCC,shipped,uni_v2,donor,abs,INT11,predicted_value_decile,0,7102,6225,0.876513658124472,2.0761611461639404,0.05931538715958595
CCRCC,shipped,uni_v2,donor,abs,INT11,predicted_value_decile,1,7051,6201,0.8794497234434832,2.1549665927886963,0.2353263944387436
CCRCC,shipped,uni_v2,donor,abs,INT11,predicted_value_decile,2,7387,6526,0.8834438879111953,2.170928955078125,0.3265145719051361
CCRCC,shipped,uni_v2,donor,abs,INT11,predicted_value_decile,3,7678,6689,0.8711904141703568,2.1685516834259033,0.4008411169052124
CCRCC,shipped,uni_v2,donor,abs,INT11,predicted_value_decile,4,8437,7412,0.8785113191892853,2.1494057178497314,0.47881391644477844
CCRCC,shipped,uni_v2,donor,abs,INT11,predicted_value_decile,5,9867,8769,0.8887199756764974,2.1354119777679443,0.5490755438804626
CCRCC,shipped,uni_v2,donor,abs,INT11,predicted_value_decile,6,13164,11944,0.9073230021270131,2.133852005004883,0.6249971985816956
CCRCC,shipped,uni_v2,donor,abs,INT11,predicted_value_decile,7,20004,18131,0.9063687262547491,2.117156744003296,0.7326510548591614
CCRCC,shipped,uni_v2,donor,abs,INT11,predicted_value_decile,8,36118,32154,0.89024862949222,2.05717396736145,0.8977880477905273
CCRCC,shipped,uni_v2,donor,abs,INT11,predicted_value_decile,9,99042,67921,0.6857797701985017,1.9362918138504028,1.275249719619751
CCRCC,shipped,uni_v2,donor,abs,INT12,predicted_value_decile,0,774,741,0.9573643410852714,2.2249250411987305,0.0598595105111599
CCRCC,shipped,uni_v2,donor,abs,INT12,predicted_value_decile,1,1737,1658,0.9545192861255037,2.286893129348755,0.21295763552188873
CCRCC,shipped,uni_v2,donor,abs,INT12,predicted_value_decile,2,2778,2675,0.962922966162707,2.2674736976623535,0.3204119801521301
CCRCC,shipped,uni_v2,donor,abs,INT12,predicted_value_decile,3,4193,4035,0.9623181492964464,2.2620136737823486,0.40191659331321716
CCRCC,shipped,uni_v2,donor,abs,INT12,predicted_value_decile,4,5948,5707,0.9594821788836584,2.22432541847229,0.47125008702278137
CCRCC,shipped,uni_v2,donor,abs,INT12,predicted_value_decile,5,8713,8399,0.9639618960174452,2.20405650138855,0.5404835939407349
CCRCC,shipped,uni_v2,donor,abs,INT12,predicted_value_decile,6,12781,12346,0.9659651044519209,2.1784257888793945,0.6238619089126587
CCRCC,shipped,uni_v2,donor,abs,INT12,predicted_value_decile,7,19522,18812,0.9636307755352935,2.1195807456970215,0.7191870808601379
CCRCC,shipped,uni_v2,donor,abs,INT12,predicted_value_decile,8,34978,32650,0.9334438790096632,2.068833351135254,0.8687058687210083
CCRCC,shipped,uni_v2,donor,abs,INT12,predicted_value_decile,9,126226,100534,0.7964603172088159,2.0485072135925293,1.3455389738082886
CCRCC,shipped,uni_v2,donor,abs,INT13,predicted_value_decile,0,59816,53218,0.8896950648655878,2.101200819015503,0.07459381222724915
CCRCC,shipped,uni_v2,donor,abs,INT13,predicted_value_decile,1,80081,71736,0.8957930095778025,2.0884101390838623,0.2135060876607895
CCRCC,shipped,uni_v2,donor,abs,INT13,predicted_value_decile,2,79768,71587,0.897440076221041,2.0817527770996094,0.3022976219654083
CCRCC,shipped,uni_v2,donor,abs,INT13,predicted_value_decile,3,79408,71718,0.9031583719524481,2.0765225887298584,0.3754371702671051
CCRCC,shipped,uni_v2,donor,abs,INT13,predicted_value_decile,4,76782,69801,0.90908025318434,2.0685861110687256,0.4452250897884369
CCRCC,shipped,uni_v2,donor,abs,INT13,predicted_value_decile,5,73668,67958,0.9224900906770919,2.0748488903045654,0.5199804306030273
CCRCC,shipped,uni_v2,donor,abs,INT13,predicted_value_decile,6,68825,64295,0.9341808935706502,2.085104465484619,0.6074169278144836
CCRCC,shipped,uni_v2,donor,abs,INT13,predicted_value_decile,7,60385,56811,0.9408131158400265,2.1193783283233643,0.727252721786499
CCRCC,shipped,uni_v2,donor,abs,INT13,predicted_value_decile,8,49053,45267,0.9228181762583328,2.1694226264953613,0.8792884945869446
CCRCC,shipped,uni_v2,donor,abs,INT13,predicted_value_decile,9,26064,21501,0.8249309392265194,2.22086501121521,1.1237175464630127
CCRCC,shipped,uni_v2,donor,abs,INT14,predicted_value_decile,0,73202,69705,0.9522280811999673,2.169118881225586,0.06379330903291702
CCRCC,shipped,uni_v2,donor,abs,INT14,predicted_value_decile,1,96074,92276,0.9604679726044507,2.1645777225494385,0.21821078658103943
CCRCC,shipped,uni_v2,donor,abs,INT14,predicted_value_decile,2,99888,96797,0.969055341983021,2.159217596054077,0.30497804284095764
CCRCC,shipped,uni_v2,donor,abs,INT14,predicted_value_decile,3,96892,94449,0.9747863600710069,2.1614346504211426,0.3772771954536438
CCRCC,shipped,uni_v2,donor,abs,INT14,predicted_value_decile,4,89412,87454,0.9781013734174384,2.159109115600586,0.44458046555519104
CCRCC,shipped,uni_v2,donor,abs,INT14,predicted_value_decile,5,77586,76176,0.9818266182043152,2.168105363845825,0.5210425853729248
CCRCC,shipped,uni_v2,donor,abs,INT14,predicted_value_decile,6,61766,60816,0.9846193698798692,2.1829781532287598,0.6195045709609985
CCRCC,shipped,uni_v2,donor,abs,INT14,predicted_value_decile,7,44786,44086,0.9843701156611441,2.179441452026367,0.7339457869529724
CCRCC,shipped,uni_v2,donor,abs,INT14,predicted_value_decile,8,31806,30257,0.9512984971389046,2.1636924743652344,0.8740590214729309
CCRCC,shipped,uni_v2,donor,abs,INT14,predicted_value_decile,9,12888,10328,0.8013656114214773,2.171581268310547,1.1341004371643066
CCRCC,shipped,uni_v2,donor,abs,INT15,predicted_value_decile,0,62932,58174,0.9243945846310303,1.964311957359314,0.03126247599720955
CCRCC,shipped,uni_v2,donor,abs,INT15,predicted_value_decile,1,58605,55418,0.9456189744902312,2.002523899078369,0.21102893352508545
CCRCC,shipped,uni_v2,donor,abs,INT15,predicted_value_decile,2,62670,59298,0.9461943513642891,2.0152437686920166,0.30228665471076965
CCRCC,shipped,uni_v2,donor,abs,INT15,predicted_value_decile,3,69687,65641,0.9419403906036994,2.015308141708374,0.375180721282959
CCRCC,shipped,uni_v2,donor,abs,INT15,predicted_value_decile,4,78434,74040,0.9439783767243798,2.015310525894165,0.44599878787994385
CCRCC,shipped,uni_v2,donor,abs,INT15,predicted_value_decile,5,86739,82113,0.946667588973818,2.0044569969177246,0.5162408947944641
CCRCC,shipped,uni_v2,donor,abs,INT15,predicted_value_decile,6,89061,84552,0.9493717788931182,2.005863666534424,0.5985592007637024
CCRCC,shipped,uni_v2,donor,abs,INT15,predicted_value_decile,7,79451,75836,0.9545002580206668,2.040977716445923,0.7069908380508423
CCRCC,shipped,uni_v2,donor,abs,INT15,predicted_value_decile,8,70721,66326,0.9378543855431909,2.133765459060669,0.8746621608734131
CCRCC,shipped,uni_v2,donor,abs,INT15,predicted_value_decile,9,82700,66780,0.807496977025393,2.1993205547332764,1.1806347370147705
CCRCC,shipped,uni_v2,donor,abs,INT16,predicted_value_decile,0,61678,55510,0.8999967573527028,2.0668752193450928,0.07321632653474808
CCRCC,shipped,uni_v2,donor,abs,INT16,predicted_value_decile,1,66438,61193,0.9210542159607453,2.005603075027466,0.22779177129268646
CCRCC,shipped,uni_v2,donor,abs,INT16,predicted_value_decile,2,59594,55231,0.9267879316709736,1.9584450721740723,0.3127366602420807
CCRCC,shipped,uni_v2,donor,abs,INT16,predicted_value_decile,3,55171,51551,0.9343858186366025,1.912423849105835,0.37923216819763184
CCRCC,shipped,uni_v2,donor,abs,INT16,predicted_value_decile,4,51985,48779,0.9383283639511397,1.883577585220337,0.443773478269577
CCRCC,shipped,uni_v2,donor,abs,INT16,predicted_value_decile,5,49410,46557,0.9422586520947177,1.8474040031433105,0.5075757503509521
CCRCC,shipped,uni_v2,donor,abs,INT16,predicted_value_decile,6,47445,44858,0.9454737063968806,1.8256374597549438,0.5828335881233215
CCRCC,shipped,uni_v2,donor,abs,INT16,predicted_value_decile,7,38234,36173,0.9460950986033373,1.8264470100402832,0.6747643947601318
CCRCC,shipped,uni_v2,donor,abs,INT16,predicted_value_decile,8,30723,28002,0.9114344302314227,1.8662223815917969,0.8044942617416382
CCRCC,shipped,uni_v2,donor,abs,INT16,predicted_value_decile,9,20222,14487,0.716397982395411,1.7998266220092773,1.0008183717727661
CCRCC,shipped,uni_v2,donor,abs,INT17,predicted_value_decile,0,156649,148063,0.9451895639295494,1.9700608253479004,0.02750791236758232
CCRCC,shipped,uni_v2,donor,abs,INT17,predicted_value_decile,1,89910,86202,0.9587587587587587,1.9816594123840332,0.21309290826320648
CCRCC,shipped,uni_v2,donor,abs,INT17,predicted_value_decile,2,65921,63427,0.9621668360613461,1.9708223342895508,0.30707094073295593
CCRCC,shipped,uni_v2,donor,abs,INT17,predicted_value_decile,3,53377,51544,0.9656593663937652,1.9697390794754028,0.3865818977355957
CCRCC,shipped,uni_v2,donor,abs,INT17,predicted_value_decile,4,46145,44517,0.964719904648391,1.9571747779846191,0.45783841609954834
CCRCC,shipped,uni_v2,donor,abs,INT17,predicted_value_decile,5,39701,38180,0.9616886224528349,1.9340444803237915,0.5302755236625671
CCRCC,shipped,uni_v2,donor,abs,INT17,predicted_value_decile,6,33688,32095,0.9527131322726193,1.8955036401748657,0.6078240871429443
CCRCC,shipped,uni_v2,donor,abs,INT17,predicted_value_decile,7,24905,23263,0.9340694639630597,1.8945090770721436,0.7101550102233887
CCRCC,shipped,uni_v2,donor,abs,INT17,predicted_value_decile,8,17562,15508,0.8830429336066508,1.8950879573822021,0.8279799818992615
CCRCC,shipped,uni_v2,donor,abs,INT17,predicted_value_decile,9,9892,6253,0.6321269712899312,1.8698192834854126,1.0215803384780884
CCRCC,shipped,uni_v2,donor,abs,INT18,predicted_value_decile,0,64093,57813,0.9020173809932442,2.2402377128601074,0.04288916289806366
CCRCC,shipped,uni_v2,donor,abs,INT18,predicted_value_decile,1,63575,57442,0.9035312622886355,2.2126693725585938,0.2041405588388443
CCRCC,shipped,uni_v2,donor,abs,INT18,predicted_value_decile,2,64401,58261,0.9046598655300383,2.198725700378418,0.2933412790298462
CCRCC,shipped,uni_v2,donor,abs,INT18,predicted_value_decile,3,67018,60650,0.9049807514399116,2.21795392036438,0.3715903162956238
CCRCC,shipped,uni_v2,donor,abs,INT18,predicted_value_decile,4,70695,63626,0.9000070726359715,2.2605416774749756,0.45065686106681824
CCRCC,shipped,uni_v2,donor,abs,INT18,predicted_value_decile,5,77108,69283,0.8985189604191524,2.295971155166626,0.5337278842926025
CCRCC,shipped,uni_v2,donor,abs,INT18,predicted_value_decile,6,81441,72420,0.88923269606218,2.287299871444702,0.6241437196731567
CCRCC,shipped,uni_v2,donor,abs,INT18,predicted_value_decile,7,82802,72267,0.8727687737011184,2.2378242015838623,0.7199622392654419
CCRCC,shipped,uni_v2,donor,abs,INT18,predicted_value_decile,8,87793,73292,0.8348273780369734,2.144885540008545,0.8392831683158875
CCRCC,shipped,uni_v2,donor,abs,INT18,predicted_value_decile,9,78324,55720,0.711403911955467,1.979089617729187,1.0772039890289307
CCRCC,shipped,uni_v2,donor,abs,INT19,predicted_value_decile,0,91825,89501,0.9746909882929485,2.0207881927490234,0.061087049543857574
CCRCC,shipped,uni_v2,donor,abs,INT19,predicted_value_decile,1,102402,100941,0.9857327005331927,2.070885419845581,0.2150934487581253
CCRCC,shipped,uni_v2,donor,abs,INT19,predicted_value_decile,2,98872,97812,0.9892790678857513,2.096499443054199,0.30765867233276367
CCRCC,shipped,uni_v2,donor,abs,INT19,predicted_value_decile,3,94773,93863,0.9903981091661127,2.1072022914886475,0.3826701045036316
CCRCC,shipped,uni_v2,donor,abs,INT19,predicted_value_decile,4,89400,88540,0.9903803131991051,2.1104283332824707,0.4513460397720337
CCRCC,shipped,uni_v2,donor,abs,INT19,predicted_value_decile,5,84140,83405,0.9912645590682196,2.1103439331054688,0.5192766785621643
CCRCC,shipped,uni_v2,donor,abs,INT19,predicted_value_decile,6,78885,78253,0.9919883374532548,2.1057655811309814,0.5995015501976013
CCRCC,shipped,uni_v2,donor,abs,INT19,predicted_value_decile,7,55651,54848,0.9855707893838386,2.0783839225769043,0.7164857387542725
CCRCC,shipped,uni_v2,donor,abs,INT19,predicted_value_decile,8,32408,30376,0.9372994322389533,2.069139003753662,0.8769899010658264
CCRCC,shipped,uni_v2,donor,abs,INT19,predicted_value_decile,9,13844,11117,0.8030193585668882,2.061628580093384,1.1581618785858154
CCRCC,shipped,uni_v2,donor,abs,INT2,predicted_value_decile,0,42413,39919,0.9411972744205785,2.043109655380249,-0.00020251884416211396
CCRCC,shipped,uni_v2,donor,abs,INT2,predicted_value_decile,1,24980,23954,0.9589271417133707,2.112266778945923,0.23332834243774414
CCRCC,shipped,uni_v2,donor,abs,INT2,predicted_value_decile,2,23235,22422,0.9650096836668819,2.1196022033691406,0.3280961811542511
CCRCC,shipped,uni_v2,donor,abs,INT2,predicted_value_decile,3,23320,22407,0.9608490566037736,2.1208913326263428,0.4056229889392853
CCRCC,shipped,uni_v2,donor,abs,INT2,predicted_value_decile,4,25401,24346,0.9584662021180268,2.1192080974578857,0.4783197343349457
CCRCC,shipped,uni_v2,donor,abs,INT2,predicted_value_decile,5,28486,27296,0.9582250930281542,2.1194889545440674,0.55302894115448
CCRCC,shipped,uni_v2,donor,abs,INT2,predicted_value_decile,6,33520,32182,0.9600835322195704,2.1237316131591797,0.6284896731376648
CCRCC,shipped,uni_v2,donor,abs,INT2,predicted_value_decile,7,44693,42800,0.9576443738393037,2.1123721599578857,0.7303293347358704
CCRCC,shipped,uni_v2,donor,abs,INT2,predicted_value_decile,8,66532,60236,0.9053688450670354,2.0897650718688965,0.908383309841156
CCRCC,shipped,uni_v2,donor,abs,INT2,predicted_value_decile,9,74420,54663,0.7345202902445579,2.0255355834960938,1.1838661432266235
CCRCC,shipped,uni_v2,donor,abs,INT20,predicted_value_decile,0,41233,40339,0.9783183372541411,2.0065014362335205,0.05585378408432007
CCRCC,shipped,uni_v2,donor,abs,INT20,predicted_value_decile,1,63802,62774,0.9838876524246889,2.015085220336914,0.20386195182800293
CCRCC,shipped,uni_v2,donor,abs,INT20,predicted_value_decile,2,74508,73516,0.9866859934503678,2.0237982273101807,0.30282336473464966
