task,label_set,encoder,design,score,fold,calibration_unit,n_cal_draws,coverage_mean,coverage_sd_across_cal_draws,width_sd_across_cal_draws
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND139,slide,3,0.8857437538899262,0.020919516275548267,0.2624182664224654
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND140,slide,3,0.954959517657192,0.018467841321606424,0.25428258403800064
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND141,slide,3,0.9642697881828317,0.010229740906794581,0.3771780525881725
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND142,slide,3,0.9814191969747524,0.01225614865486818,0.022342167398395816
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND143,slide,3,0.9927550663871418,0.003640261909208639,0.1818188287293579
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND144,slide,3,0.979108165603011,0.015181192065637903,0.49762079320260033
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND145,slide,3,0.9667795016455102,0.00866813614923317,0.27429340994230944
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND146,slide,3,0.9783808553971487,0.014006153810546559,0.4087794798098413
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND147,slide,3,0.9839143468950748,0.00591090829711163,0.042376534744156286
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND148,slide,3,0.9773300673606858,0.01097610090258037,0.4634399184077519
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND149,slide,3,0.9812677831802629,0.014170941315204197,0.553987673764117
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND150,slide,3,0.938713116314487,0.01764129264453986,0.22813995748068694
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND151,slide,3,0.9554923076923076,0.03258601362584368,0.2993198510462124
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND152,slide,3,0.9432965606748865,0.04555562395436455,0.46749737653618345
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND153,slide,3,0.9698498168498167,0.021117740940013747,0.43521595607684865
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND154,slide,3,0.8298927875243663,0.019872030423035935,0.09983143447513357
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND156,slide,3,0.6860720315137873,0.04641777615072162,0.19118534042349425
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND157,slide,3,0.8174106583072099,0.035815173648281184,0.143765021627452
PRAD,shipped,hoptimus0,slide_out_cal_other_donor,abs,MEND158,slide,3,0.7538939197930142,0.06304876303374407,0.25502057879122303
