encoder,task,label_set,design,arm,fold,cal_draw,score,calibration_unit,n_T,n_C,n_E,n_test_slides,coverage,width_mean,interval_score,miss_above,miss_below,q_alpha_mean,quantile_infinite
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT10,1,abs,donor,35996,19589,1983,1,0.7913262733232476,2.145209829171634,3.997209110308443,0.20319717599596568,0.005476550680786686,1.0726049145858132,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT10,1,scaled,donor,35996,19589,1983,1,0.7937065052950074,2.0495985934262997,3.8698749021947183,0.2044276348966212,0.001865859808371155,2.7748906722878406,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT10,1,abs,donor,24211,7860,1983,1,0.7983862834089763,2.137915465937186,3.8605734517175723,0.1942511346444781,0.007362581946545638,1.0689577329685975,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT10,1,scaled,donor,24211,7860,1983,1,0.8138477054967221,2.114060902769646,3.683234610598625,0.18424609178013113,0.0019062027231467476,2.7977023896117093,False
hoptimus0,CCRCC,shipped,donor,C_block,INT10,1,abs,block,24211,7860,1983,1,0.6943015632879477,1.553533728939139,4.743133543124177,0.2876651538073626,0.018033282904689866,0.7767668644695679,False
hoptimus0,CCRCC,shipped,donor,C_block,INT10,1,scaled,block,24211,7860,1983,1,0.6889762985375696,1.4420021125475027,4.623374820174595,0.3017952597075139,0.009228441754916793,1.897833998026647,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT10,2,abs,donor,35996,15682,1983,1,0.815844679778114,2.054699667328549,3.5817145904376697,0.17698436712052446,0.007170953101361573,1.0273498336642808,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT10,2,scaled,donor,35996,15682,1983,1,0.8394049420070603,2.0742109211092363,3.4402926607471733,0.159899142713061,0.0006959152798789714,2.503264932538301,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT10,2,abs,donor,24404,7715,1983,1,0.824457892082703,2.0159683006640923,3.427857605335242,0.16464952092788707,0.010892586989409985,1.007984150332043,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT10,2,scaled,donor,24404,7715,1983,1,0.8577206253151789,2.090699321632452,3.2530788692866315,0.14110943015632882,0.0011699445284921834,2.442415013707675,False
hoptimus0,CCRCC,shipped,donor,C_block,INT10,2,abs,block,24404,7715,1983,1,0.7476954109934444,1.6461373917718414,3.8797911406987784,0.22657589510842158,0.025728693898134137,0.8230686958859205,False
hoptimus0,CCRCC,shipped,donor,C_block,INT10,2,scaled,block,24404,7715,1983,1,0.7868482097831567,1.6929213237876723,3.557070333174055,0.20693898134140187,0.006212808875441251,1.9786273631682227,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT11,0,abs,donor,35996,18765,1439,1,0.7250034746351632,1.8760078150434338,3.8394170924541147,0.058276580958999305,0.21671994440583744,0.9380039075217161,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT11,0,scaled,donor,35996,18765,1439,1,0.8172480889506601,2.176242020318789,3.381641405497515,0.05698401667824879,0.12576789437109098,2.2074831292576538,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT11,0,abs,donor,23899,8038,1439,1,0.7504933981931897,1.8868784895566337,3.546923915146081,0.06038915913829048,0.1891174426685199,0.9434392447783186,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT11,0,scaled,donor,23899,8038,1439,1,0.830674079221682,2.1574286680639334,3.2281593757993448,0.05831827658095902,0.11100764419735926,2.229968240720973,False
hoptimus0,CCRCC,shipped,donor,C_block,INT11,0,abs,block,23899,8038,1439,1,0.6862960389159138,1.6424681739696338,3.825351407183675,0.07869353717859627,0.23501042390548987,0.8212340869848143,False
hoptimus0,CCRCC,shipped,donor,C_block,INT11,0,scaled,block,23899,8038,1439,1,0.7759277275886034,1.8979996977229177,3.3299852007151474,0.0740653231410702,0.15000694927032662,1.9602859937275803,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT11,1,abs,donor,35996,19774,1439,1,0.9168728283530229,2.313434611481045,2.769648381677708,0.05396803335649757,0.029159138290479492,1.156717305740526,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT11,1,scaled,donor,35996,19774,1439,1,0.9416122307157748,2.580040283519515,2.9316487695955282,0.04839471855455177,0.009993050729673386,2.898742618075313,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT11,1,abs,donor,24245,7793,1439,1,0.9178179291174426,2.319966007836315,2.7700049403358147,0.05123002084781099,0.030952050034746357,1.1599830039181622,False
