encoder,task,label_set,design,arm,fold,cal_draw,score,calibration_unit,n_T,n_C,n_E,n_test_slides,coverage,width_mean,interval_score,miss_above,miss_below,q_alpha_mean,quantile_infinite
hoptimus0,CCRCC,shipped,donor,C_unit,INT11,1,scaled,donor,24245,7793,1439,1,0.9412925642807507,2.6057860204227303,2.965681147776666,0.04672689367616401,0.011980542043085476,2.9989626534639875,False
hoptimus0,CCRCC,shipped,donor,C_block,INT11,1,abs,block,24245,7793,1439,1,0.7606254343293953,1.5649296444887122,3.020889241557443,0.12790826963168866,0.1114662960389159,0.782464822244356,False
hoptimus0,CCRCC,shipped,donor,C_block,INT11,1,scaled,block,24245,7793,1439,1,0.8106323835997218,1.6922474197963127,2.8934952737066535,0.12175121612230716,0.06761640027797079,1.9421684326212791,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT11,2,abs,donor,35996,16893,1439,1,0.7273940236275191,1.8589001305755506,3.5516185441336323,0.06751911049339819,0.20508686587908267,0.9294500652877741,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT11,2,scaled,donor,35996,16893,1439,1,0.8201250868658789,2.1016088152524457,3.1578007855002013,0.06432244614315497,0.11555246699096594,2.1746342668025687,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT11,2,abs,donor,24166,7971,1439,1,0.7244892286309939,1.8562762664106558,3.5713826453220765,0.06700486448922863,0.20850590687977763,0.9281381332053291,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT11,2,scaled,donor,24166,7971,1439,1,0.832077831827658,2.1479708581833155,3.095178919925034,0.060722724113968035,0.10719944405837388,2.1989659245355977,False
hoptimus0,CCRCC,shipped,donor,C_block,INT11,2,abs,block,24166,7971,1439,1,0.6686726893676164,1.661210027778989,3.9676952109998127,0.08318276580958997,0.24814454482279358,0.8306050138894951,False
hoptimus0,CCRCC,shipped,donor,C_block,INT11,2,scaled,block,24166,7971,1439,1,0.7690896455872134,1.9401709561891953,3.308691446390929,0.07501042390548994,0.1558999305072967,1.98891948146463,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT12,0,abs,donor,35996,19276,1451,1,0.8501998621640245,2.1427029967527282,2.9713967258282628,0.013480358373535492,0.1363197794624397,1.071351498376361,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT12,0,scaled,donor,35996,19276,1451,1,0.9159062715368712,2.5131115581916275,3.03405059186589,0.00865609924190214,0.07543762922122674,2.7724302875467854,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT12,0,abs,donor,24124,7969,1451,1,0.8309303928325293,2.1282407950688587,3.046235777160009,0.014776016540317021,0.15429359062715367,1.0641203975344269,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT12,0,scaled,donor,24124,7969,1451,1,0.8986629910406616,2.451754327960517,3.0625095044709423,0.010930392832529294,0.09040661612680909,2.7836507421307872,False
hoptimus0,CCRCC,shipped,donor,C_block,INT12,0,abs,block,24124,7969,1451,1,0.6825223983459684,1.5882928799706262,3.549446482507614,0.034114403859407304,0.2833631977946244,0.7941464399853101,False
hoptimus0,CCRCC,shipped,donor,C_block,INT12,0,scaled,block,24124,7969,1451,1,0.7528325292901445,1.7313349306256378,3.2150397737775918,0.03039283252929015,0.21677463818056517,1.9570567523298348,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT12,1,abs,donor,35996,19118,1451,1,0.8733287388008268,2.0657728096554817,2.683050211958852,0.028380427291523083,0.09829083390764991,1.0328864048277426,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT12,1,scaled,donor,35996,19118,1451,1,0.9350654720882151,2.3947043936989356,2.7054903493915843,0.01750516884906961,0.047429359062715365,2.5718604872366337,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT12,1,abs,donor,24329,7797,1451,1,0.8847829083390765,2.0678048004186427,2.6412165862650285,0.035906271536871114,0.07931082012405236,1.0339024002093211,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT12,1,scaled,donor,24329,7797,1451,1,0.9328325292901448,2.318635834642024,2.647121810054177,0.026312887663680232,0.04085458304617504,2.547355648369838,False
hoptimus0,CCRCC,shipped,donor,C_block,INT12,1,abs,block,24329,7797,1451,1,0.8096623018607856,1.637583124825857,2.619261182140507,0.05968297725706408,0.13065472088215024,0.8187915624129295,False
hoptimus0,CCRCC,shipped,donor,C_block,INT12,1,scaled,block,24329,7797,1451,1,0.8716195727084769,1.8211243684972986,2.477931901636105,0.048821502412129555,0.07955892487939355,1.9846928059571627,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT12,2,abs,donor,35996,13495,1451,1,0.7240523776705721,2.1015428290239955,3.6345497575552015,0.009028256374913855,0.26691936595451415,1.0507714145119993,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT12,2,scaled,donor,35996,13495,1451,1,0.8261750516884906,2.43121137090417,3.3517997619515643,0.005086147484493454,0.16873880082701592,2.43265365703656,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT12,2,abs,donor,24541,7812,1451,1,0.7244934527911785,2.098533118729387,3.6511929791761606,0.009097174362508616,0.26640937284631283,1.0492665593646953,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT12,2,scaled,donor,24541,7812,1451,1,0.8471812543073741,2.5426756893833002,3.3413925283501897,0.004424534803583736,0.148394210889042,2.4935631879172693,False
hoptimus0,CCRCC,shipped,donor,C_block,INT12,2,abs,block,24541,7812,1451,1,0.6193521709166093,1.6428298628301656,4.41779139399163,0.01713301171605789,0.3635148173673328,0.8214149314150838,False
hoptimus0,CCRCC,shipped,donor,C_block,INT12,2,scaled,block,24541,7812,1451,1,0.7485871812543075,2.017646759142187,3.545485911934171,0.009000689179875943,0.24241212956581676,1.9944879533612923,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT13,0,abs,donor,35996,14763,4359,1,0.8974856618490478,2.086791736475725,2.72668364812937,0.09655884377150721,0.005955494379444827,1.0433958682378668,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT13,0,scaled,donor,35996,14763,4359,1,0.8586327139252127,1.8767633855739965,2.8283334346408524,0.13289745354439095,0.008469832530396881,2.405844526650877,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT13,0,abs,donor,24333,7883,4359,1,0.9110713466391374,2.113005179095255,2.6336521710488183,0.08149116769901353,0.007437485661849047,1.0565025895476117,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT13,0,scaled,donor,24333,7883,4359,1,0.8830144528561595,1.9779318280404687,2.7269802082609527,0.10780454232622166,0.009181004817618717,2.559578374056394,False
hoptimus0,CCRCC,shipped,donor,C_block,INT13,0,abs,block,24333,7883,4359,1,0.8204634090387702,1.620478677042518,2.799483781090521,0.15076393668272536,0.028772654278504253,0.8102393385212531,False
hoptimus0,CCRCC,shipped,donor,C_block,INT13,0,scaled,block,24333,7883,4359,1,0.7882450103234687,1.4916301195641852,2.9378541439451595,0.17740307409956407,0.03435191557696721,1.9545178648867199,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT13,1,abs,donor,35996,15569,4359,1,0.9100619408121127,2.1940443883996648,2.745087130819752,0.08299151181463639,0.006946547373250746,1.0970221941998428,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT13,1,scaled,donor,35996,15569,4359,1,0.8827988070658407,2.0513872553569676,2.885991578317676,0.1130350997935306,0.004166093140628585,2.6451744545854887,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT13,1,abs,donor,24600,7683,4359,1,0.9185180087175954,2.196054582260797,2.6810142778943926,0.07391144757972014,0.007570543702684103,1.0980272911303983,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT13,1,scaled,donor,24600,7683,4359,1,0.8912227575131912,2.062844552828098,2.8163558411084284,0.10286304198210598,0.005914200504702914,2.680504072694758,False
hoptimus0,CCRCC,shipped,donor,C_block,INT13,1,abs,block,24600,7683,4359,1,0.8134205092911216,1.6116292454525944,2.8843223277963808,0.15614131681578342,0.030438173893094746,0.8058146227262979,False
hoptimus0,CCRCC,shipped,donor,C_block,INT13,1,scaled,block,24600,7683,4359,1,0.7883780683643036,1.4991198024663317,3.0742034373057705,0.18240880935994494,0.029213122275751315,1.9761876283026962,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT13,2,abs,donor,35996,17605,4359,1,0.8853682037164486,2.0834489121373014,2.8020736082100903,0.10075705437026844,0.013874741913282864,1.041724456068642,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT13,2,scaled,donor,35996,17605,4359,1,0.873548979123652,2.1192313603238433,2.9932275412634497,0.11841247992658864,0.008038540949759122,2.7715713706045277,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT13,2,abs,donor,24191,7806,4359,1,0.8769809589355357,2.051849163669694,2.828178261030367,0.1076531314521679,0.015365909612296396,1.0259245818348375,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT13,2,scaled,donor,24191,7806,4359,1,0.8703831153934389,2.0905661484187155,2.9967160417564465,0.12160128469832532,0.008015599908235834,2.7335680199737964,False
hoptimus0,CCRCC,shipped,donor,C_block,INT13,2,abs,block,24191,7806,4359,1,0.8160862583161277,1.6487068115495946,2.8921393261150454,0.1562422573984859,0.02767148428538656,0.8243534057747935,False
hoptimus0,CCRCC,shipped,donor,C_block,INT13,2,scaled,block,24191,7806,4359,1,0.7822390456526724,1.5043334609843537,3.0919097545062932,0.19037852718513418,0.02738242716219317,1.9776356445589764,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT14,0,abs,donor,35996,20484,4562,1,0.9696054362121878,2.14981001802032,2.261198371295236,0.02782113108285839,0.0025734327049539685,1.0749050090101657,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT14,0,scaled,donor,35996,20484,4562,1,0.9556466462078038,2.0874942297725307,2.2695418313214835,0.041389741341516864,0.0029636124506795276,2.7034702754677538,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT14,0,abs,donor,24208,7727,4562,1,0.9714949583516002,2.1524540388111073,2.2525000856063873,0.02533537921964051,0.003169662428759317,1.076227019405565,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT14,0,scaled,donor,24208,7727,4562,1,0.9611310828583959,2.160261308222894,2.318146395467296,0.03629548443665058,0.0025734327049539685,2.7662108362231637,False
hoptimus0,CCRCC,shipped,donor,C_block,INT14,0,abs,block,24208,7727,4562,1,0.9151644015782552,1.6213678565489438,1.9695028957693048,0.05765453748355986,0.027181060938185012,0.8106839282744716,False
hoptimus0,CCRCC,shipped,donor,C_block,INT14,0,scaled,block,24208,7727,4562,1,0.8952915387987724,1.508932960004202,1.9948450480567734,0.08215256466462076,0.022555896536606754,1.943776241979193,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT14,1,abs,donor,35996,10569,4562,1,0.9784787373958794,2.276101252050249,2.343073200559078,0.018075405523893032,0.00344585708022797,1.1380506260251217,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT14,1,scaled,donor,35996,10569,4562,1,0.944340201665936,1.8934330489210156,2.1159833402714323,0.048329679964927645,0.007330118369136342,2.471320092446034,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT14,1,abs,donor,24355,7863,4562,1,0.979022358614643,2.287786484886341,2.35193974864342,0.01767645769399387,0.0033011836913634366,1.143893242443185,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT14,1,scaled,donor,24355,7863,4562,1,0.9410916264796141,1.886265284688227,2.1325244148805043,0.05287593160894343,0.006032441911442351,2.480988895286694,False
hoptimus0,CCRCC,shipped,donor,C_block,INT14,1,abs,block,24355,7863,4562,1,0.9093686979394999,1.6146228713434991,2.0066203738510513,0.06405085488820692,0.026580447172292857,0.807311435671759,False
hoptimus0,CCRCC,shipped,donor,C_block,INT14,1,scaled,block,24355,7863,4562,1,0.881214379658045,1.4806646897243507,2.031691606005185,0.09458570802279703,0.02419991231915826,1.965909128954269,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT14,2,abs,donor,35996,19870,4562,1,0.9473345024112231,1.9859280702299555,2.206924312566735,0.04937746602367382,0.003288031565103025,0.9929640351149729,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT14,2,scaled,donor,35996,19870,4562,1,0.9153222270933802,1.7747282522215388,2.194039139983221,0.08296799649276633,0.0017097764138535737,2.477581218216668,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT14,2,abs,donor,23996,7854,4562,1,0.9460894344585706,1.975875825796501,2.205580859885738,0.05169662428759315,0.002213941253836037,0.987937912898252,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT14,2,scaled,donor,23996,7854,4562,1,0.9152608505041645,1.8154424977631975,2.230192941540452,0.08334064007014469,0.001398509425690487,2.4927185418038293,False
hoptimus0,CCRCC,shipped,donor,C_block,INT14,2,abs,block,23996,7854,4562,1,0.9050679526523456,1.6349799304278543,2.0744804773040046,0.07986847873739586,0.015063568610258664,0.8174899652139288,False
hoptimus0,CCRCC,shipped,donor,C_block,INT14,2,scaled,block,23996,7854,4562,1,0.8633231039017975,1.4480774009665995,2.148296873280353,0.12288031565103025,0.013796580447172295,1.9994639443017324,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT15,0,abs,donor,35996,21635,4940,1,0.910093117408907,1.9830380150876306,2.490453787227576,0.0802995951417004,0.009607287449392711,0.9915190075438237,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT15,0,scaled,donor,35996,21635,4940,1,0.8699109311740891,1.7710226627273318,2.590323402419356,0.12085425101214577,0.009234817813765183,2.3623945827141033,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT15,0,abs,donor,23837,7901,4940,1,0.9174615384615383,1.9771165770888322,2.3953870869053575,0.0662834008097166,0.016255060728744938,0.9885582885444245,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT15,0,scaled,donor,23837,7901,4940,1,0.8873117408906883,1.8117432951416512,2.4554659471376667,0.09621052631578947,0.01647773279352227,2.362504398997506,False
hoptimus0,CCRCC,shipped,donor,C_block,INT15,0,abs,block,23837,7901,4940,1,0.8599757085020243,1.6327041610469684,2.418487392325488,0.10542510121457489,0.03459919028340082,0.816352080523468,False
hoptimus0,CCRCC,shipped,donor,C_block,INT15,0,scaled,block,23837,7901,4940,1,0.8231619433198383,1.4678525216202067,2.5274530981040932,0.14069635627530366,0.036141700404858305,1.9375606541922377,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT15,1,abs,donor,35996,19409,4940,1,0.9527570850202429,2.2407483306190437,2.4469956552487706,0.03868421052631578,0.008558704453441295,1.1203741653095376,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT15,1,scaled,donor,35996,19409,4940,1,0.9448380566801622,2.2686963858895544,2.534654018009376,0.04853846153846155,0.006623481781376519,3.025295665502384,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT15,1,abs,donor,24113,7797,4940,1,0.9540769230769232,2.257955030906097,2.452235323802783,0.03577327935222672,0.010149797570850203,1.128977515453031,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT15,1,scaled,donor,24113,7797,4940,1,0.9532834008097164,2.3360157501134746,2.55498135662857,0.040834008097165995,0.005882591093117408,3.0784571820753515,False
hoptimus0,CCRCC,shipped,donor,C_block,INT15,1,abs,block,24113,7797,4940,1,0.8585708502024291,1.604967957801792,2.308772617974559,0.07855060728744938,0.06287854251012147,0.8024839789009022,False
hoptimus0,CCRCC,shipped,donor,C_block,INT15,1,scaled,block,24113,7797,4940,1,0.8400242914979755,1.4737389346667316,2.3044771420719727,0.1112267206477733,0.04874898785425101,1.9534250473561636,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT15,2,abs,donor,35996,22370,4940,1,0.8956680161943318,1.9236631963451547,2.433484366092061,0.0643846153846154,0.03994736842105263,0.9618315981725805,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT15,2,scaled,donor,35996,22370,4940,1,0.8966356275303646,1.9488902278195963,2.485547309871557,0.0740485829959514,0.02931578947368422,2.5485628586202007,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT15,2,abs,donor,23678,7989,4940,1,0.8951255060728747,1.9346787364675506,2.4613978760174167,0.07045344129554655,0.03442105263157895,0.9673393682337844,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT15,2,scaled,donor,23678,7989,4940,1,0.9030080971659922,2.042082316327536,2.570107171878247,0.07436032388663968,0.022631578947368426,2.739998168058093,False
hoptimus0,CCRCC,shipped,donor,C_block,INT15,2,abs,block,23678,7989,4940,1,0.8727004048582995,1.7019322471911846,2.340154272055714,0.08604048582995953,0.041259109311740885,0.8509661235955974,False
hoptimus0,CCRCC,shipped,donor,C_block,INT15,2,scaled,block,23678,7989,4940,1,0.8222267206477735,1.4861643790809627,2.4572212451119895,0.12960728744939273,0.048165991902833986,1.9862214792537483,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT16,0,abs,donor,35996,16890,3206,1,0.9213661883967559,2.050179896749064,2.8408091170941816,0.07343106674984405,0.005202744853399873,1.025089948374536,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT16,0,scaled,donor,35996,16890,3206,1,0.8575171553337492,1.6354084763495942,2.9073616713130277,0.1396007485963818,0.0028820960698689945,2.4033711045642168,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT16,0,abs,donor,24419,7794,3206,1,0.9171615720524022,2.052796362061241,2.889494489229748,0.07908296943231441,0.0037554585152838422,1.0263981810306133,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT16,0,scaled,donor,24419,7794,3206,1,0.8532439176543979,1.6769690878573238,2.9777598345137877,0.14472239550842173,0.0020336868371802876,2.4378178507049797,False
hoptimus0,CCRCC,shipped,donor,C_block,INT16,0,abs,block,24419,7794,3206,1,0.8618964441671864,1.616771547444078,2.855081041742388,0.1282096069868996,0.009893948845913913,0.8083857737220416,False
hoptimus0,CCRCC,shipped,donor,C_block,INT16,0,scaled,block,24419,7794,3206,1,0.7971678103555836,1.3417507180496901,3.1078887227197898,0.1952401746724891,0.007592014971927635,1.9649323735771407,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT16,1,abs,donor,35996,16496,3206,1,0.9141297567061755,1.9922705933003355,2.808809996075142,0.08139114160948223,0.004479101684341859,0.9961352966501609,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT16,1,scaled,donor,35996,16496,3206,1,0.8344354335620711,1.556540640021737,2.969545403659761,0.1576419213973799,0.007922645040548971,2.404847919257486,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT16,1,abs,donor,24114,7710,3206,1,0.9177043044291955,1.9949272315670163,2.7819700194645516,0.07713038053649411,0.005165315034310668,0.9974636157835133,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT16,1,scaled,donor,24114,7710,3206,1,0.8565814098565189,1.6345699577995945,2.9011564998885375,0.1378914535246413,0.005527136618839675,2.4278433685525442,False
hoptimus0,CCRCC,shipped,donor,C_block,INT16,1,abs,block,24114,7710,3206,1,0.8782907049282597,1.640856990901133,2.69968233346299,0.1126762320648783,0.009033063006862133,0.8204284954505563,False
hoptimus0,CCRCC,shipped,donor,C_block,INT16,1,scaled,block,24114,7710,3206,1,0.8005864004990642,1.291065068063377,2.967764822114104,0.18879600748596378,0.010617592014971929,1.9273699451057664,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT16,2,abs,donor,35996,20702,3206,1,0.912707423580786,1.8716545261577833,2.410014108764,0.06029320024953212,0.026999376169681847,0.9358272630788897,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT16,2,scaled,donor,35996,20702,3206,1,0.913081721771678,1.9133779757214282,2.4669365421411356,0.06555208983156584,0.02136618839675608,2.3271154388937045,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT16,2,abs,donor,23977,7878,3206,1,0.906824703680599,1.8605017760640343,2.4451901571023225,0.06336868371802871,0.029806612601372427,0.9302508880320046,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT16,2,scaled,donor,23977,7878,3206,1,0.8941671865252653,1.8495376998356363,2.5149907094627464,0.07567061759201497,0.030162195882719896,2.32935832416094,False
hoptimus0,CCRCC,shipped,donor,C_block,INT16,2,abs,block,23977,7878,3206,1,0.8753212726138492,1.681418308695817,2.493888868381369,0.07447910168434187,0.050199625701809115,0.8407091543479145,False
hoptimus0,CCRCC,shipped,donor,C_block,INT16,2,scaled,block,23977,7878,3206,1,0.8457080474111042,1.572317147314914,2.5538348223040535,0.10077354959451025,0.05351840299438553,1.9886933438118095,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT17,0,abs,donor,35996,22814,3585,1,0.920373779637378,1.7995635748399297,2.1733988747367063,0.04091492329149233,0.038711297071129705,0.8997817874199661,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT17,0,scaled,donor,35996,22814,3585,1,0.9135955369595536,1.7244297709785688,2.1659839508239536,0.05760669456066946,0.02879776847977686,2.1985873545595087,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT17,0,abs,donor,24085,7966,3585,1,0.9199832635983262,1.8114996297457162,2.155670498072938,0.03704881450488145,0.04296792189679219,0.9057498148728601,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT17,0,scaled,donor,24085,7966,3585,1,0.906700139470014,1.6897329190428607,2.123444017776856,0.054382147838214795,0.038917712691771265,2.165090177722966,False
hoptimus0,CCRCC,shipped,donor,C_block,INT17,0,abs,block,24085,7966,3585,1,0.9065048814504884,1.7333710936533007,2.1839952918818937,0.037216178521617856,0.05627894002789399,0.8666855468266361,False
hoptimus0,CCRCC,shipped,donor,C_block,INT17,0,scaled,block,24085,7966,3585,1,0.8774058577405861,1.532986703817962,2.1391036691473464,0.06153974895397489,0.06105439330543934,1.9840250447632966,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT17,1,abs,donor,35996,18516,3585,1,0.9537573221757321,2.0837790554962243,2.301070252355573,0.03815341701534169,0.008089260808926082,1.0418895277481246,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT17,1,scaled,donor,35996,18516,3585,1,0.9072747559274754,1.6733851449448556,2.198090945088637,0.0854672245467225,0.007258019525801953,2.4832525501130296,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT17,1,abs,donor,24246,7864,3585,1,0.9530432357043235,2.1097854584383597,2.346468492484716,0.0413723849372385,0.005584379358437938,1.0548927292191879,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT17,1,scaled,donor,24246,7864,3585,1,0.906186889818689,1.7394218542895832,2.302948972589002,0.08829567642956762,0.005517433751743375,2.646493286207715,False
hoptimus0,CCRCC,shipped,donor,C_block,INT17,1,abs,block,24246,7864,3585,1,0.8999163179916319,1.630526859045178,2.1651135496750045,0.06711297071129706,0.032970711297071124,0.815263429522581,False
hoptimus0,CCRCC,shipped,donor,C_block,INT17,1,scaled,block,24246,7864,3585,1,0.8400055788005579,1.2901667691632368,2.2635926306555927,0.12499860529986054,0.03499581589958158,1.9779537052970106,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT17,2,abs,donor,35996,21742,3585,1,0.9541087866108786,2.036393024253907,2.2597860118803745,0.03343375174337518,0.012457461645746166,1.0181965121269467,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT17,2,scaled,donor,35996,21742,3585,1,0.9168758716875872,1.7183584651839863,2.1673978632360886,0.07160390516039052,0.011520223152022314,2.419465649384054,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT17,2,abs,donor,24056,7776,3585,1,0.958560669456067,2.065177707103971,2.2743727468300596,0.03492329149232914,0.0065160390516039056,1.0325888535519745,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT17,2,scaled,donor,24056,7776,3585,1,0.9161450488145048,1.731233481326332,2.1958946564479707,0.07448814504881449,0.009366806136680615,2.5394917596797297,False
hoptimus0,CCRCC,shipped,donor,C_block,INT17,2,abs,block,24056,7776,3585,1,0.9202231520223149,1.657807841027619,2.0858645173015455,0.05239609483960949,0.027380753138075305,0.828903920513807,False
hoptimus0,CCRCC,shipped,donor,C_block,INT17,2,scaled,block,24056,7776,3585,1,0.8694616457461645,1.3502582117157345,2.079899565925244,0.0995202231520223,0.031018131101813094,1.9974307697453773,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT18,0,abs,donor,35996,20693,4915,1,0.8312268565615465,1.8295422944344972,2.887192871034206,0.093794506612411,0.07497863682604272,0.9147711472172588,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT18,0,scaled,donor,35996,20693,4915,1,0.8587670396744662,1.8721938693596272,2.717686633754929,0.09120244150559512,0.05003051881993897,2.2045521403823183,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT18,0,abs,donor,24118,7815,4915,1,0.8409684638860631,1.8473597473406511,2.902099106857157,0.10876907426246184,0.05026246185147506,0.923679873670319,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT18,0,scaled,donor,24118,7815,4915,1,0.8584455747711087,1.8660877486477114,2.793500163562824,0.1101119023397762,0.03144252288911495,2.2374376667058153,False
hoptimus0,CCRCC,shipped,donor,C_block,INT18,0,abs,block,24118,7815,4915,1,0.7990437436419127,1.6817637288068732,3.1739661573789832,0.1269257375381485,0.07403051881993895,0.8408818644034324,False
hoptimus0,CCRCC,shipped,donor,C_block,INT18,0,scaled,block,24118,7815,4915,1,0.7987222787385554,1.618019215491925,3.0156825517947623,0.13849847405900306,0.0627792472024415,1.9560084731655036,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT18,1,abs,donor,35996,12528,4915,1,0.923287894201424,2.6639858077514305,3.275276535718348,0.0621322482197355,0.014579857578840285,1.3319929038757146,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT18,1,scaled,donor,35996,12528,4915,1,0.9112878942014241,2.6621095136402237,3.487357436709356,0.07999593082400809,0.008716174974567649,3.4209051176387515,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT18,1,abs,donor,24110,7982,4915,1,0.9253713123092574,2.6750252772867413,3.2686057318251414,0.06129806714140385,0.013330620549338758,1.337512638643376,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT18,1,scaled,donor,24110,7982,4915,1,0.9189745676500506,2.7473936693301733,3.492644832092062,0.07390844354018315,0.007116988809766022,3.507278456968729,False
hoptimus0,CCRCC,shipped,donor,C_block,INT18,1,abs,block,24110,7982,4915,1,0.7481871820956255,1.5327956800207314,3.648785005590332,0.2000976602238047,0.05171515768056966,0.7663978400103528,False
hoptimus0,CCRCC,shipped,donor,C_block,INT18,1,scaled,block,24110,7982,4915,1,0.7586653102746694,1.525744396524803,3.629838627953567,0.2037517802644965,0.03758290946083418,1.9558297752324605,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT18,2,abs,donor,35996,17768,4915,1,0.8659328585961344,2.212308226936364,3.396601590398085,0.1306327568667345,0.003434384537131231,1.1061541134681858,False
hoptimus0,CCRCC,shipped,donor,anchor_a1,INT18,2,scaled,donor,35996,17768,4915,1,0.8594262461851475,2.220252756135328,3.4730698500833834,0.13681790437436414,0.0037558494404883016,2.9947750387713925,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT18,2,abs,donor,24246,7700,4915,1,0.8646958290946083,2.214388838883762,3.390560742744415,0.13134079348931846,0.003963377416073245,1.1071944194418861,False
hoptimus0,CCRCC,shipped,donor,C_unit,INT18,2,scaled,donor,24246,7700,4915,1,0.860146490335707,2.250383730135863,3.4921933549916746,0.13593082400813838,0.0039226856561546284,3.018052332166278,False
hoptimus0,CCRCC,shipped,donor,C_block,INT18,2,abs,block,24246,7700,4915,1,0.7520935910478127,1.5867626002996813,3.842037488454875,0.22496439471007118,0.022942014242115977,0.7933813001498285,False
