task,label_set,encoder,design,score,fold,stratum_kind,stratum_value,n_spot_gene,n_covered,coverage,width_mean,pred_mean,superseded_label_set
PRAD,shipped,resnet50,slide_out,abs,MEND143,predicted_value_decile,4,66550,64554,0.970007513148009,1.9741181135177612,0.6024536490440369,False
PRAD,shipped,resnet50,slide_out,abs,MEND143,predicted_value_decile,5,42247,40729,0.9640684545648212,2.008121967315674,0.7532529830932617,False
PRAD,shipped,resnet50,slide_out,abs,MEND143,predicted_value_decile,6,22796,21616,0.9482365327250395,2.0679497718811035,0.9268651008605957,False
PRAD,shipped,resnet50,slide_out,abs,MEND143,predicted_value_decile,7,11005,10019,0.9104043616537937,2.157076358795166,1.134179949760437,False
PRAD,shipped,resnet50,slide_out,abs,MEND143,predicted_value_decile,8,4356,3619,0.8308080808080808,2.1771576404571533,1.2545301914215088,False
PRAD,shipped,resnet50,slide_out,abs,MEND143,predicted_value_decile,9,876,709,0.8093607305936074,2.2629494667053223,1.4608689546585083,False
PRAD,shipped,resnet50,slide_out,abs,MEND144,predicted_value_decile,0,46462,44673,0.9614954156084542,2.1773853302001953,0.09119651466608047,False
PRAD,shipped,resnet50,slide_out,abs,MEND144,predicted_value_decile,1,91088,89306,0.9804365009660987,2.1706340312957764,0.2472326010465622,False
PRAD,shipped,resnet50,slide_out,abs,MEND144,predicted_value_decile,2,116597,114662,0.9834043757558084,2.14510178565979,0.34900331497192383,False
PRAD,shipped,resnet50,slide_out,abs,MEND144,predicted_value_decile,3,125760,123896,0.985178117048346,2.112462282180786,0.43180736899375916,False
PRAD,shipped,resnet50,slide_out,abs,MEND144,predicted_value_decile,4,111475,109846,0.9853868580399192,2.0864293575286865,0.5226728916168213,False
PRAD,shipped,resnet50,slide_out,abs,MEND144,predicted_value_decile,5,72853,71719,0.9844344090154146,2.080810070037842,0.642002522945404,False
PRAD,shipped,resnet50,slide_out,abs,MEND144,predicted_value_decile,6,32382,31806,0.9822123401889938,2.1279256343841553,0.8067101240158081,False
PRAD,shipped,resnet50,slide_out,abs,MEND144,predicted_value_decile,7,10796,10462,0.9690626157836235,2.1977648735046387,0.998599112033844,False
PRAD,shipped,resnet50,slide_out,abs,MEND144,predicted_value_decile,8,2899,2607,0.8992756122800966,2.2464513778686523,1.1710721254348755,False
PRAD,shipped,resnet50,slide_out,abs,MEND144,predicted_value_decile,9,788,557,0.7068527918781726,2.2668964862823486,1.383824348449707,False
PRAD,shipped,resnet50,slide_out,abs,MEND145,predicted_value_decile,0,33055,32112,0.9714717894418393,2.16355037689209,0.07670696079730988,False
PRAD,shipped,resnet50,slide_out,abs,MEND145,predicted_value_decile,1,42877,41273,0.9625906663246029,2.1349036693573,0.25581008195877075,False
PRAD,shipped,resnet50,slide_out,abs,MEND145,predicted_value_decile,2,42991,40930,0.9520597334325789,2.117081880569458,0.3592830002307892,False
PRAD,shipped,resnet50,slide_out,abs,MEND145,predicted_value_decile,3,37043,34803,0.9395297357125503,2.1115975379943848,0.44384250044822693,False
PRAD,shipped,resnet50,slide_out,abs,MEND145,predicted_value_decile,4,27366,25245,0.9224950668713001,2.120487928390503,0.5347853302955627,False
