head,encoder,task,split,pearson
raw_ridge,phikon,CCRCC,4,0.2363
raw_ridge,phikon,CCRCC,5,0.2934
raw_ridge,phikon,COAD,0,0.1138
raw_ridge,phikon,COAD,1,0.2259
raw_ridge,phikon,HCC,0,0.0236
raw_ridge,phikon,HCC,1,0.0534
raw_ridge,phikon,IDC,0,0.4263
raw_ridge,phikon,IDC,1,0.59
raw_ridge,phikon,IDC,2,0.4717
raw_ridge,phikon,IDC,3,0.6155
raw_ridge,phikon,LUNG,0,0.3647
raw_ridge,phikon,LUNG,1,0.4804
raw_ridge,phikon,LYMPH_IDC,0,0.2859
raw_ridge,phikon,LYMPH_IDC,1,0.177
raw_ridge,phikon,LYMPH_IDC,2,0.1998
raw_ridge,phikon,LYMPH_IDC,3,0.1978
raw_ridge,phikon,PAAD,0,0.2663
raw_ridge,phikon,PAAD,1,0.4374
raw_ridge,phikon,PAAD,2,0.3746
raw_ridge,phikon,PRAD,0,0.3754
raw_ridge,phikon,PRAD,1,0.1224
raw_ridge,phikon,READ,0,0.1883
raw_ridge,phikon,READ,1,0.0384
raw_ridge,phikon,SKCM,0,0.474
raw_ridge,phikon,SKCM,1,0.2628
raw_ridge,resnet50,CCRCC,0,0.1506
raw_ridge,resnet50,CCRCC,1,0.241
raw_ridge,resnet50,CCRCC,2,0.1256
raw_ridge,resnet50,CCRCC,3,0.2559
raw_ridge,resnet50,CCRCC,4,0.2122
raw_ridge,resnet50,CCRCC,5,0.2762
raw_ridge,resnet50,COAD,0,0.1397
raw_ridge,resnet50,COAD,1,0.2611
raw_ridge,resnet50,HCC,0,0.0191
raw_ridge,resnet50,HCC,1,0.058
raw_ridge,resnet50,IDC,0,0.4021
raw_ridge,resnet50,IDC,1,0.4986
raw_ridge,resnet50,IDC,2,0.4191
raw_ridge,resnet50,IDC,3,0.4629
raw_ridge,resnet50,LUNG,0,0.3367
raw_ridge,resnet50,LUNG,1,0.4629
raw_ridge,resnet50,LYMPH_IDC,0,0.2903
raw_ridge,resnet50,LYMPH_IDC,1,0.169
raw_ridge,resnet50,LYMPH_IDC,2,0.203
raw_ridge,resnet50,LYMPH_IDC,3,0.1507
raw_ridge,resnet50,PAAD,0,0.2913
raw_ridge,resnet50,PAAD,1,0.4358
raw_ridge,resnet50,PAAD,2,0.3018
raw_ridge,resnet50,PRAD,0,0.3376
raw_ridge,resnet50,PRAD,1,0.2142
raw_ridge,resnet50,READ,0,0.1314
raw_ridge,resnet50,READ,1,0.0027
raw_ridge,resnet50,SKCM,0,0.4954
raw_ridge,resnet50,SKCM,1,0.3323
raw_ridge,uni_v1,CCRCC,0,0.1659
raw_ridge,uni_v1,CCRCC,1,0.3017
raw_ridge,uni_v1,CCRCC,2,0.1773
raw_ridge,uni_v1,CCRCC,3,0.2867
raw_ridge,uni_v1,CCRCC,4,0.2162
raw_ridge,uni_v1,CCRCC,5,0.2898
raw_ridge,uni_v1,COAD,0,0.1335
raw_ridge,uni_v1,COAD,1,0.2349
raw_ridge,uni_v1,HCC,0,0.0149
raw_ridge,uni_v1,HCC,1,0.0179
raw_ridge,uni_v1,IDC,0,0.458
raw_ridge,uni_v1,IDC,1,0.6219
raw_ridge,uni_v1,IDC,2,0.5217
raw_ridge,uni_v1,IDC,3,0.6505
raw_ridge,uni_v1,LUNG,0,0.2611
raw_ridge,uni_v1,LUNG,1,0.481
raw_ridge,uni_v1,LYMPH_IDC,0,0.269
raw_ridge,uni_v1,LYMPH_IDC,1,0.1914
raw_ridge,uni_v1,LYMPH_IDC,2,0.2254
raw_ridge,uni_v1,LYMPH_IDC,3,0.2089
raw_ridge,uni_v1,PAAD,0,0.3287
raw_ridge,uni_v1,PAAD,1,0.4552
raw_ridge,uni_v1,PAAD,2,0.3471
raw_ridge,uni_v1,PRAD,0,0.3389
raw_ridge,uni_v1,PRAD,1,0.1751
raw_ridge,uni_v1,READ,0,0.167
raw_ridge,uni_v1,READ,1,0.0807
raw_ridge,uni_v1,SKCM,0,0.3987
raw_ridge,uni_v1,SKCM,1,0.2877
raw_ridge,uni_v2,CCRCC,0,0.2001
raw_ridge,uni_v2,CCRCC,1,0.2728
raw_ridge,uni_v2,CCRCC,2,0.1521
raw_ridge,uni_v2,CCRCC,3,0.2608
raw_ridge,uni_v2,CCRCC,4,0.2068
raw_ridge,uni_v2,CCRCC,5,0.3072
raw_ridge,uni_v2,COAD,0,0.1255
raw_ridge,uni_v2,COAD,1,0.2396
raw_ridge,uni_v2,HCC,0,0.0123
raw_ridge,uni_v2,HCC,1,0.0164
raw_ridge,uni_v2,IDC,0,0.4699
raw_ridge,uni_v2,IDC,1,0.634
raw_ridge,uni_v2,IDC,2,0.5397
raw_ridge,uni_v2,IDC,3,0.6521
raw_ridge,uni_v2,LUNG,0,0.1635
raw_ridge,uni_v2,LUNG,1,0.4158
raw_ridge,uni_v2,LYMPH_IDC,0,0.2372
raw_ridge,uni_v2,LYMPH_IDC,1,0.1837
raw_ridge,uni_v2,LYMPH_IDC,2,0.2112
raw_ridge,uni_v2,LYMPH_IDC,3,0.1973
raw_ridge,uni_v2,PAAD,0,0.3387
raw_ridge,uni_v2,PAAD,1,0.367
raw_ridge,uni_v2,PAAD,2,0.3396
raw_ridge,uni_v2,PRAD,0,0.3903
raw_ridge,uni_v2,PRAD,1,0.2848
raw_ridge,uni_v2,READ,0,0.1619
raw_ridge,uni_v2,READ,1,0.0755
raw_ridge,uni_v2,SKCM,0,0.1575
raw_ridge,uni_v2,SKCM,1,0.2372
raw_ridge,virchow,CCRCC,0,0.2205
raw_ridge,virchow,CCRCC,1,0.2842
raw_ridge,virchow,CCRCC,2,0.2016
raw_ridge,virchow,CCRCC,3,0.2224
raw_ridge,virchow,CCRCC,4,0.1826
raw_ridge,virchow,CCRCC,5,0.2766
raw_ridge,virchow,COAD,0,0.1305
raw_ridge,virchow,COAD,1,0.1778
raw_ridge,virchow,HCC,0,0.0408
raw_ridge,virchow,HCC,1,0.0225
raw_ridge,virchow,IDC,0,0.4384
raw_ridge,virchow,IDC,1,0.613
raw_ridge,virchow,IDC,2,0.5136
raw_ridge,virchow,IDC,3,0.659
raw_ridge,virchow,LUNG,0,0.2382
raw_ridge,virchow,LUNG,1,0.3443
raw_ridge,virchow,LYMPH_IDC,0,0.194
raw_ridge,virchow,LYMPH_IDC,1,0.1741
raw_ridge,virchow,LYMPH_IDC,2,0.1587
raw_ridge,virchow,LYMPH_IDC,3,0.1557
raw_ridge,virchow,PAAD,0,0.2438
raw_ridge,virchow,PAAD,1,0.2852
raw_ridge,virchow,PAAD,2,0.2923
raw_ridge,virchow,PRAD,0,0.2903
raw_ridge,virchow,PRAD,1,0.2539
raw_ridge,virchow,READ,0,0.1155
raw_ridge,virchow,READ,1,0.0205
raw_ridge,virchow,SKCM,0,0.3563
raw_ridge,virchow,SKCM,1,0.3873
raw_ridge,virchow2,CCRCC,0,0.1937
raw_ridge,virchow2,CCRCC,1,0.2519
raw_ridge,virchow2,CCRCC,2,0.1613
raw_ridge,virchow2,CCRCC,3,0.2603
raw_ridge,virchow2,CCRCC,4,0.1714
raw_ridge,virchow2,CCRCC,5,0.2498
raw_ridge,virchow2,COAD,0,0.1015
raw_ridge,virchow2,COAD,1,0.1774
raw_ridge,virchow2,HCC,0,0.0266
raw_ridge,virchow2,HCC,1,0.0471
raw_ridge,virchow2,IDC,0,0.454
raw_ridge,virchow2,IDC,1,0.6173
raw_ridge,virchow2,IDC,2,0.4789
raw_ridge,virchow2,IDC,3,0.6636
raw_ridge,virchow2,LUNG,0,0.2208
raw_ridge,virchow2,LUNG,1,0.3167
raw_ridge,virchow2,LYMPH_IDC,0,0.2081
raw_ridge,virchow2,LYMPH_IDC,1,0.1823
raw_ridge,virchow2,LYMPH_IDC,2,0.2108
raw_ridge,virchow2,LYMPH_IDC,3,0.1913
raw_ridge,virchow2,PAAD,0,0.1986
raw_ridge,virchow2,PAAD,1,0.2173
raw_ridge,virchow2,PAAD,2,0.2388
raw_ridge,virchow2,PRAD,0,0.3153
raw_ridge,virchow2,PRAD,1,0.2434
raw_ridge,virchow2,READ,0,0.1494
raw_ridge,virchow2,READ,1,0.0587
raw_ridge,virchow2,SKCM,0,0.3658
raw_ridge,virchow2,SKCM,1,0.3863
raw_xgb,conch_v1,CCRCC,0,0.1535
raw_xgb,conch_v1,CCRCC,1,0.2242
raw_xgb,conch_v1,CCRCC,2,0.1362
raw_xgb,conch_v1,CCRCC,3,0.1055
raw_xgb,conch_v1,CCRCC,4,0.1449
raw_xgb,conch_v1,CCRCC,5,0.2625
raw_xgb,conch_v1,COAD,0,0.3214
raw_xgb,conch_v1,COAD,1,0.3151
raw_xgb,conch_v1,HCC,0,0.0297
raw_xgb,conch_v1,HCC,1,0.0517
raw_xgb,conch_v1,IDC,0,0.4251
raw_xgb,conch_v1,IDC,1,0.5643
raw_xgb,conch_v1,IDC,2,0.5022
raw_xgb,conch_v1,IDC,3,0.5741
raw_xgb,conch_v1,LUNG,0,0.566
raw_xgb,conch_v1,LUNG,1,0.5509
raw_xgb,conch_v1,LYMPH_IDC,0,0.3517
raw_xgb,conch_v1,LYMPH_IDC,1,0.1831
raw_xgb,conch_v1,LYMPH_IDC,2,0.2602
raw_xgb,conch_v1,LYMPH_IDC,3,0.2297
raw_xgb,conch_v1,PAAD,0,0.362
raw_xgb,conch_v1,PAAD,1,0.5275
raw_xgb,conch_v1,PAAD,2,0.423
raw_xgb,conch_v1,PRAD,0,0.367
raw_xgb,conch_v1,PRAD,1,0.3923
raw_xgb,conch_v1,READ,0,0.2118
raw_xgb,conch_v1,READ,1,0.0724
raw_xgb,conch_v1,SKCM,0,0.6262
raw_xgb,conch_v1,SKCM,1,0.5247
raw_xgb,conch_v15,CCRCC,0,0.1328
raw_xgb,conch_v15,CCRCC,1,0.1675
raw_xgb,conch_v15,CCRCC,2,0.1438
raw_xgb,conch_v15,CCRCC,3,0.1693
raw_xgb,conch_v15,CCRCC,4,0.1828
raw_xgb,conch_v15,CCRCC,5,0.2543
raw_xgb,conch_v15,COAD,0,0.2943
raw_xgb,conch_v15,COAD,1,0.3308
raw_xgb,conch_v15,HCC,0,0.0469
raw_xgb,conch_v15,HCC,1,0.0491
raw_xgb,conch_v15,IDC,0,0.4085
raw_xgb,conch_v15,IDC,1,0.5573
raw_xgb,conch_v15,IDC,2,0.4806
raw_xgb,conch_v15,IDC,3,0.6295
raw_xgb,conch_v15,LUNG,0,0.5815
raw_xgb,conch_v15,LUNG,1,0.5458
raw_xgb,conch_v15,LYMPH_IDC,0,0.345
raw_xgb,conch_v15,LYMPH_IDC,1,0.1803
raw_xgb,conch_v15,LYMPH_IDC,2,0.2773
raw_xgb,conch_v15,LYMPH_IDC,3,0.2273
raw_xgb,conch_v15,PAAD,0,0.3519
raw_xgb,conch_v15,PAAD,1,0.5068
raw_xgb,conch_v15,PAAD,2,0.4364
raw_xgb,conch_v15,PRAD,0,0.366
raw_xgb,conch_v15,PRAD,1,0.3837
raw_xgb,conch_v15,READ,0,0.1943
raw_xgb,conch_v15,READ,1,0.0694
raw_xgb,conch_v15,SKCM,0,0.6111
raw_xgb,conch_v15,SKCM,1,0.5617
raw_xgb,ctranspath,CCRCC,0,0.132
raw_xgb,ctranspath,CCRCC,1,0.2063
raw_xgb,ctranspath,CCRCC,2,0.1918
raw_xgb,ctranspath,CCRCC,3,0.1562
raw_xgb,ctranspath,CCRCC,4,0.1936
raw_xgb,ctranspath,CCRCC,5,0.2539
raw_xgb,ctranspath,COAD,0,0.304
raw_xgb,ctranspath,COAD,1,0.2866
raw_xgb,ctranspath,HCC,0,0.0393
raw_xgb,ctranspath,HCC,1,0.0495
raw_xgb,ctranspath,IDC,0,0.3976
raw_xgb,ctranspath,IDC,1,0.5021
raw_xgb,ctranspath,IDC,2,0.4599
raw_xgb,ctranspath,IDC,3,0.5425
raw_xgb,ctranspath,LUNG,0,0.5483
raw_xgb,ctranspath,LUNG,1,0.5252
raw_xgb,ctranspath,LYMPH_IDC,0,0.3258
raw_xgb,ctranspath,LYMPH_IDC,1,0.1741
raw_xgb,ctranspath,LYMPH_IDC,2,0.2535
raw_xgb,ctranspath,LYMPH_IDC,3,0.2027
raw_xgb,ctranspath,PAAD,0,0.3773
raw_xgb,ctranspath,PAAD,1,0.5203
raw_xgb,ctranspath,PAAD,2,0.3848
raw_xgb,ctranspath,PRAD,0,0.3905
raw_xgb,ctranspath,PRAD,1,0.3363
raw_xgb,ctranspath,READ,0,0.153
raw_xgb,ctranspath,READ,1,-0.0233
raw_xgb,ctranspath,SKCM,0,0.5998
raw_xgb,ctranspath,SKCM,1,0.4517
raw_xgb,gigapath,CCRCC,0,0.1692
raw_xgb,gigapath,CCRCC,1,0.2745
raw_xgb,gigapath,CCRCC,2,0.1845
raw_xgb,gigapath,CCRCC,3,0.204
raw_xgb,gigapath,CCRCC,4,0.2105
raw_xgb,gigapath,CCRCC,5,0.2689
raw_xgb,gigapath,COAD,0,0.2628
raw_xgb,gigapath,COAD,1,0.2949
raw_xgb,gigapath,HCC,0,0.0566
raw_xgb,gigapath,HCC,1,0.0577
raw_xgb,gigapath,IDC,0,0.4456
raw_xgb,gigapath,IDC,1,0.5578
raw_xgb,gigapath,IDC,2,0.4757
raw_xgb,gigapath,IDC,3,0.6054
raw_xgb,gigapath,LUNG,0,0.5638
raw_xgb,gigapath,LUNG,1,0.539
raw_xgb,gigapath,LYMPH_IDC,0,0.3251
raw_xgb,gigapath,LYMPH_IDC,1,0.1884
raw_xgb,gigapath,LYMPH_IDC,2,0.2593
raw_xgb,gigapath,LYMPH_IDC,3,0.2125
raw_xgb,gigapath,PAAD,0,0.3882
raw_xgb,gigapath,PAAD,1,0.5225
raw_xgb,gigapath,PAAD,2,0.4224
raw_xgb,gigapath,PRAD,0,0.3837
raw_xgb,gigapath,PRAD,1,0.3638
raw_xgb,gigapath,READ,0,0.2333
raw_xgb,gigapath,READ,1,0.086
raw_xgb,gigapath,SKCM,0,0.5785
raw_xgb,gigapath,SKCM,1,0.4784
raw_xgb,hoptimus0,CCRCC,0,0.1874
raw_xgb,hoptimus0,CCRCC,1,0.268
raw_xgb,hoptimus0,CCRCC,2,0.2188
raw_xgb,hoptimus0,CCRCC,3,0.2306
raw_xgb,hoptimus0,CCRCC,4,0.2462
raw_xgb,hoptimus0,CCRCC,5,0.3004
raw_xgb,hoptimus0,COAD,0,0.2965
raw_xgb,hoptimus0,COAD,1,0.2869
raw_xgb,hoptimus0,HCC,0,0.0527
raw_xgb,hoptimus0,HCC,1,0.0825
raw_xgb,hoptimus0,IDC,0,0.4508
raw_xgb,hoptimus0,IDC,1,0.5907
raw_xgb,hoptimus0,IDC,2,0.5196
raw_xgb,hoptimus0,IDC,3,0.6604
raw_xgb,hoptimus0,LUNG,0,0.5712
raw_xgb,hoptimus0,LUNG,1,0.5563
raw_xgb,hoptimus0,LYMPH_IDC,0,0.3361
raw_xgb,hoptimus0,LYMPH_IDC,1,0.1905
raw_xgb,hoptimus0,LYMPH_IDC,2,0.2668
raw_xgb,hoptimus0,LYMPH_IDC,3,0.2349
raw_xgb,hoptimus0,PAAD,0,0.3849
raw_xgb,hoptimus0,PAAD,1,0.5189
raw_xgb,hoptimus0,PAAD,2,0.4312
raw_xgb,hoptimus0,PRAD,0,0.3923
raw_xgb,hoptimus0,PRAD,1,0.3756
raw_xgb,hoptimus0,READ,0,0.2462
raw_xgb,hoptimus0,READ,1,0.0965
raw_xgb,hoptimus0,SKCM,0,0.6798
raw_xgb,hoptimus0,SKCM,1,0.6184
raw_xgb,phikon,CCRCC,0,0.1807
raw_xgb,phikon,CCRCC,1,0.2215
raw_xgb,phikon,CCRCC,2,0.2099
raw_xgb,phikon,CCRCC,3,0.1515
raw_xgb,phikon,CCRCC,4,0.242
raw_xgb,phikon,CCRCC,5,0.272
raw_xgb,phikon,COAD,0,0.2677
raw_xgb,phikon,COAD,1,0.2894
raw_xgb,phikon,HCC,0,0.0317
raw_xgb,phikon,HCC,1,0.0603
raw_xgb,phikon,IDC,0,0.4037
raw_xgb,phikon,IDC,1,0.5187
raw_xgb,phikon,IDC,2,0.4045
raw_xgb,phikon,IDC,3,0.5559
raw_xgb,phikon,LUNG,0,0.5532
raw_xgb,phikon,LUNG,1,0.5265
raw_xgb,phikon,LYMPH_IDC,0,0.3449
raw_xgb,phikon,LYMPH_IDC,1,0.1805
raw_xgb,phikon,LYMPH_IDC,2,0.2386
raw_xgb,phikon,LYMPH_IDC,3,0.2122
raw_xgb,phikon,PAAD,0,0.3332
raw_xgb,phikon,PAAD,1,0.483
raw_xgb,phikon,PAAD,2,0.3859
raw_xgb,phikon,PRAD,0,0.405
raw_xgb,phikon,PRAD,1,0.3839
raw_xgb,phikon,READ,0,0.2287
raw_xgb,phikon,READ,1,0.0683
raw_xgb,phikon,SKCM,0,0.5938
raw_xgb,phikon,SKCM,1,0.4657
raw_xgb,resnet50,CCRCC,0,0.1351
raw_xgb,resnet50,CCRCC,1,0.1972
raw_xgb,resnet50,CCRCC,2,0.0986
raw_xgb,resnet50,CCRCC,3,0.2267
raw_xgb,resnet50,CCRCC,4,0.1932
raw_xgb,resnet50,CCRCC,5,0.2378
raw_xgb,resnet50,COAD,0,0.3066
raw_xgb,resnet50,COAD,1,0.2781
raw_xgb,resnet50,HCC,0,0.0333
raw_xgb,resnet50,HCC,1,0.0443
raw_xgb,resnet50,IDC,0,0.4155
raw_xgb,resnet50,IDC,1,0.486
raw_xgb,resnet50,IDC,2,0.4464
raw_xgb,resnet50,IDC,3,0.5111
raw_xgb,resnet50,LUNG,0,0.4907
raw_xgb,resnet50,LUNG,1,0.5111
raw_xgb,resnet50,LYMPH_IDC,0,0.3084
raw_xgb,resnet50,LYMPH_IDC,1,0.1828
raw_xgb,resnet50,LYMPH_IDC,2,0.2332
raw_xgb,resnet50,LYMPH_IDC,3,0.1934
raw_xgb,resnet50,PAAD,0,0.3523
raw_xgb,resnet50,PAAD,1,0.4898
raw_xgb,resnet50,PAAD,2,0.3649
raw_xgb,resnet50,PRAD,0,0.3612
raw_xgb,resnet50,PRAD,1,0.3232
raw_xgb,resnet50,READ,0,0.1307
raw_xgb,resnet50,READ,1,-0.008
raw_xgb,resnet50,SKCM,0,0.5581
raw_xgb,resnet50,SKCM,1,0.3926
raw_xgb,uni_v1,CCRCC,0,0.194
raw_xgb,uni_v1,CCRCC,1,0.252
raw_xgb,uni_v1,CCRCC,2,0.2103
raw_xgb,uni_v1,CCRCC,3,0.2132
raw_xgb,uni_v1,CCRCC,4,0.2249
raw_xgb,uni_v1,CCRCC,5,0.3102
raw_xgb,uni_v1,COAD,0,0.2744
raw_xgb,uni_v1,COAD,1,0.31
raw_xgb,uni_v1,HCC,0,0.0494
raw_xgb,uni_v1,HCC,1,0.0673
raw_xgb,uni_v1,IDC,0,0.4523
raw_xgb,uni_v1,IDC,1,0.5752
raw_xgb,uni_v1,IDC,2,0.5184
raw_xgb,uni_v1,IDC,3,0.6041
raw_xgb,uni_v1,LUNG,0,0.543
raw_xgb,uni_v1,LUNG,1,0.5245
raw_xgb,uni_v1,LYMPH_IDC,0,0.3272
raw_xgb,uni_v1,LYMPH_IDC,1,0.1939
raw_xgb,uni_v1,LYMPH_IDC,2,0.2512
raw_xgb,uni_v1,LYMPH_IDC,3,0.2122
raw_xgb,uni_v1,PAAD,0,0.4031
raw_xgb,uni_v1,PAAD,1,0.5287
raw_xgb,uni_v1,PAAD,2,0.4116
raw_xgb,uni_v1,PRAD,0,0.372
raw_xgb,uni_v1,PRAD,1,0.3302
raw_xgb,uni_v1,READ,0,0.2285
raw_xgb,uni_v1,READ,1,0.097
raw_xgb,uni_v1,SKCM,0,0.6501
raw_xgb,uni_v1,SKCM,1,0.5979
raw_xgb,uni_v2,CCRCC,0,0.2094
raw_xgb,uni_v2,CCRCC,1,0.2291
raw_xgb,uni_v2,CCRCC,2,0.1823
raw_xgb,uni_v2,CCRCC,3,0.2189
raw_xgb,uni_v2,CCRCC,4,0.2391
raw_xgb,uni_v2,CCRCC,5,0.2969
raw_xgb,uni_v2,COAD,0,0.3464
raw_xgb,uni_v2,COAD,1,0.3103
raw_xgb,uni_v2,HCC,0,0.0553
raw_xgb,uni_v2,HCC,1,0.0843
raw_xgb,uni_v2,IDC,0,0.4435
raw_xgb,uni_v2,IDC,1,0.5885
raw_xgb,uni_v2,IDC,2,0.5119
raw_xgb,uni_v2,IDC,3,0.6495
raw_xgb,uni_v2,LUNG,0,0.5682
raw_xgb,uni_v2,LUNG,1,0.557
raw_xgb,uni_v2,LYMPH_IDC,0,0.3406
raw_xgb,uni_v2,LYMPH_IDC,1,0.1983
raw_xgb,uni_v2,LYMPH_IDC,2,0.2584
raw_xgb,uni_v2,LYMPH_IDC,3,0.2327
raw_xgb,uni_v2,PAAD,0,0.3931
raw_xgb,uni_v2,PAAD,1,0.5284
raw_xgb,uni_v2,PAAD,2,0.4398
raw_xgb,uni_v2,PRAD,0,0.3986
raw_xgb,uni_v2,PRAD,1,0.3839
raw_xgb,uni_v2,READ,0,0.2311
raw_xgb,uni_v2,READ,1,0.0982
raw_xgb,uni_v2,SKCM,0,0.6349
raw_xgb,uni_v2,SKCM,1,0.572
raw_xgb,virchow,CCRCC,0,0.2081
raw_xgb,virchow,CCRCC,1,0.2424
raw_xgb,virchow,CCRCC,2,0.2303
raw_xgb,virchow,CCRCC,3,0.2411
raw_xgb,virchow,CCRCC,4,0.2096
raw_xgb,virchow,CCRCC,5,0.3071
raw_xgb,virchow,COAD,0,0.3508
raw_xgb,virchow,COAD,1,0.3224
raw_xgb,virchow,HCC,0,0.0668
raw_xgb,virchow,HCC,1,0.0724
raw_xgb,virchow,IDC,0,0.4424
raw_xgb,virchow,IDC,1,0.5921
raw_xgb,virchow,IDC,2,0.5144
raw_xgb,virchow,IDC,3,0.6551
raw_xgb,virchow,LUNG,0,0.5682
raw_xgb,virchow,LUNG,1,0.5701
raw_xgb,virchow,LYMPH_IDC,0,0.3347
raw_xgb,virchow,LYMPH_IDC,1,0.205
raw_xgb,virchow,LYMPH_IDC,2,0.2684
raw_xgb,virchow,LYMPH_IDC,3,0.217
raw_xgb,virchow,PAAD,0,0.4122
raw_xgb,virchow,PAAD,1,0.5517
raw_xgb,virchow,PAAD,2,0.457
raw_xgb,virchow,PRAD,0,0.3597
raw_xgb,virchow,PRAD,1,0.3824
raw_xgb,virchow,READ,0,0.217
raw_xgb,virchow,READ,1,0.0813
raw_xgb,virchow,SKCM,0,0.6485
raw_xgb,virchow,SKCM,1,0.5987
raw_xgb,virchow2,CCRCC,0,0.2161
raw_xgb,virchow2,CCRCC,1,0.2499
raw_xgb,virchow2,CCRCC,2,0.253
raw_xgb,virchow2,CCRCC,3,0.2534
raw_xgb,virchow2,CCRCC,4,0.2105
raw_xgb,virchow2,CCRCC,5,0.3215
raw_xgb,virchow2,COAD,0,0.269
raw_xgb,virchow2,COAD,1,0.3133
raw_xgb,virchow2,HCC,0,0.0662
raw_xgb,virchow2,HCC,1,0.0653
raw_xgb,virchow2,IDC,0,0.4529
raw_xgb,virchow2,IDC,1,0.5867
raw_xgb,virchow2,IDC,2,0.5132
raw_xgb,virchow2,IDC,3,0.6436
raw_xgb,virchow2,LUNG,0,0.5874
raw_xgb,virchow2,LUNG,1,0.5651
raw_xgb,virchow2,LYMPH_IDC,0,0.3383
raw_xgb,virchow2,LYMPH_IDC,1,0.2035
raw_xgb,virchow2,LYMPH_IDC,2,0.2661
raw_xgb,virchow2,LYMPH_IDC,3,0.2331
raw_xgb,virchow2,PAAD,0,0.398
raw_xgb,virchow2,PAAD,1,0.5254
raw_xgb,virchow2,PAAD,2,0.4225
raw_xgb,virchow2,PRAD,0,0.3806
raw_xgb,virchow2,PRAD,1,0.3732
raw_xgb,virchow2,READ,0,0.2571
raw_xgb,virchow2,READ,1,0.1021
raw_xgb,virchow2,SKCM,0,0.5849
raw_xgb,virchow2,SKCM,1,0.6052
