head,encoder,task,gene,pearson_mean
raw_xgb,resnet50,COAD,RETNLB,0.4309
raw_xgb,resnet50,COAD,CXCL13,0.4239
raw_xgb,resnet50,COAD,LCN2,0.3905
raw_xgb,resnet50,COAD,CHI3L2,0.3877
raw_xgb,resnet50,COAD,OLFM4,0.3836
raw_xgb,resnet50,COAD,TCL1A,0.376
raw_xgb,resnet50,COAD,TMIGD1,0.3396
raw_xgb,resnet50,COAD,HEPACAM2,0.3225
raw_xgb,resnet50,COAD,ITLN1,0.3126
raw_xgb,resnet50,COAD,CHGB,0.3104
raw_xgb,resnet50,COAD,AREG,0.3066
raw_xgb,resnet50,COAD,DUOX2,0.3058
raw_xgb,resnet50,COAD,CXCL10,0.3045
raw_xgb,resnet50,COAD,GUCA2B,0.2996
raw_xgb,resnet50,COAD,SLC26A3,0.2984
raw_xgb,resnet50,COAD,UGT2B17,0.2867
raw_xgb,resnet50,COAD,MS4A12,0.2806
raw_xgb,resnet50,COAD,PI3,0.2736
raw_xgb,resnet50,COAD,CEACAM7,0.2718
raw_xgb,resnet50,COAD,CTSE,0.2709
raw_xgb,resnet50,COAD,INSL5,0.2695
raw_xgb,resnet50,COAD,GCG,0.2686
raw_xgb,resnet50,COAD,AQP8,0.2456
raw_xgb,resnet50,COAD,IL1B,0.23
raw_xgb,resnet50,COAD,CLCA1,0.223
raw_xgb,resnet50,COAD,OTOP2,0.2228
raw_xgb,resnet50,COAD,CLCA4,0.2153
raw_xgb,resnet50,COAD,GATA2,0.2093
raw_xgb,resnet50,COAD,CD177,0.2041
raw_xgb,resnet50,COAD,CA1,0.2013
raw_xgb,resnet50,COAD,SCGN,0.1726
raw_xgb,resnet50,COAD,CALB2,0.1646
raw_xgb,resnet50,COAD,CA4,0.1539
raw_xgb,resnet50,COAD,NXPE4,0.1533
raw_xgb,resnet50,COAD,CHGA,0.1213
raw_xgb,resnet50,COAD,COL11A1,0.121
raw_xgb,resnet50,COAD,SCG2,0.1169
raw_xgb,resnet50,COAD,MMP1,0.0565
raw_xgb,resnet50,COAD,PRPH,0.0563
raw_xgb,resnet50,COAD,GUCA2A,0.0295
raw_xgb,resnet50,COAD,MMP3,-0.1119
raw_xgb,resnet50,HCC,TAGLN,0.1763
raw_xgb,resnet50,HCC,AEBP1,0.1716
raw_xgb,resnet50,HCC,ELN,0.1706
raw_xgb,resnet50,HCC,MYL9,0.1597
raw_xgb,resnet50,HCC,PPP1R14A,0.1475
raw_xgb,resnet50,HCC,MGP,0.1381
raw_xgb,resnet50,HCC,PRELP,0.1148
raw_xgb,resnet50,HCC,HAMP,0.1106
raw_xgb,resnet50,HCC,IGKC,0.1041
raw_xgb,resnet50,HCC,IGLC2,0.0953
raw_xgb,resnet50,HCC,LTBP2,0.0922
raw_xgb,resnet50,HCC,ACTA2,0.0779
raw_xgb,resnet50,HCC,S100A4,0.0706
raw_xgb,resnet50,HCC,FBLN2,0.0701
raw_xgb,resnet50,HCC,PHKG1,0.0665
raw_xgb,resnet50,HCC,MFAP4,0.0561
raw_xgb,resnet50,HCC,RBP7,0.049
raw_xgb,resnet50,HCC,TPM2,0.0481
raw_xgb,resnet50,HCC,SPARCL1,0.0467
raw_xgb,resnet50,HCC,JAG1,0.0467
raw_xgb,resnet50,HCC,LRRC75A,0.0462
raw_xgb,resnet50,HCC,IGHG1,0.0438
raw_xgb,resnet50,HCC,FBLN5,0.0415
raw_xgb,resnet50,HCC,TRBC2,0.036
raw_xgb,resnet50,HCC,ASPM,0.0351
raw_xgb,resnet50,HCC,CAVIN3,0.0287
raw_xgb,resnet50,HCC,CCL21,0.0275
raw_xgb,resnet50,HCC,CCN1,0.0253
raw_xgb,resnet50,HCC,IGFBP5,0.023
raw_xgb,resnet50,HCC,AC092069.1,0.0216
raw_xgb,resnet50,HCC,CXCL10,0.0207
raw_xgb,resnet50,HCC,IGHA1,0.0192
raw_xgb,resnet50,HCC,RND1,0.0079
raw_xgb,resnet50,HCC,GJA4,0.006
raw_xgb,resnet50,HCC,TSPAN13,0.0037
raw_xgb,resnet50,HCC,ETNPPL,0.0013
raw_xgb,resnet50,HCC,C11orf96,-0.0014
raw_xgb,resnet50,HCC,MUSTN1,-0.0027
raw_xgb,resnet50,HCC,PDE9A,-0.0092
raw_xgb,resnet50,HCC,CXCL9,-0.0132
raw_xgb,resnet50,HCC,MCAM,-0.0209
raw_xgb,resnet50,HCC,NDUFA4L2,-0.0215
raw_xgb,resnet50,HCC,IGLC1,-0.0232
raw_xgb,resnet50,HCC,HBB,-0.0259
raw_xgb,resnet50,HCC,PTGDS,-0.0281
raw_xgb,resnet50,HCC,TCEAL9,-0.0311
raw_xgb,resnet50,HCC,IGHM,-0.0418
raw_xgb,resnet50,HCC,BEST1,-0.0444
raw_xgb,resnet50,HCC,PDZK1IP1,-0.0809
raw_xgb,resnet50,HCC,CYP2E1,-0.1156
raw_xgb,resnet50,IDC,GATA3,0.7838
raw_xgb,resnet50,IDC,TACSTD2,0.7704
raw_xgb,resnet50,IDC,PTPRC,0.7199
raw_xgb,resnet50,IDC,FASN,0.7172
raw_xgb,resnet50,IDC,ERBB2,0.7159
raw_xgb,resnet50,IDC,DST,0.7091
raw_xgb,resnet50,IDC,SCD,0.7026
raw_xgb,resnet50,IDC,TOP2A,0.6983
raw_xgb,resnet50,IDC,ESR1,0.6592
raw_xgb,resnet50,IDC,KLF5,0.6464
raw_xgb,resnet50,IDC,IL2RG,0.6452
raw_xgb,resnet50,IDC,ABCC11,0.6412
raw_xgb,resnet50,IDC,CD3E,0.6236
raw_xgb,resnet50,IDC,CYTIP,0.6232
raw_xgb,resnet50,IDC,IL7R,0.5926
raw_xgb,resnet50,IDC,MYLK,0.5903
raw_xgb,resnet50,IDC,SERHL2,0.5895
raw_xgb,resnet50,IDC,SLAMF7,0.5834
raw_xgb,resnet50,IDC,CCR7,0.561
raw_xgb,resnet50,IDC,TRAC,0.55
raw_xgb,resnet50,IDC,SERPINA3,0.5354
raw_xgb,resnet50,IDC,CLIC6,0.521
raw_xgb,resnet50,IDC,MS4A1,0.5147
raw_xgb,resnet50,IDC,TENT5C,0.4941
raw_xgb,resnet50,IDC,OXTR,0.4872
raw_xgb,resnet50,IDC,CEACAM6,0.4621
raw_xgb,resnet50,IDC,ADIPOQ,0.4571
raw_xgb,resnet50,IDC,SCGB2A1,0.4565
raw_xgb,resnet50,IDC,AQP1,0.4207
raw_xgb,resnet50,IDC,PTN,0.3789
raw_xgb,resnet50,IDC,MYH11,0.3727
raw_xgb,resnet50,IDC,VWF,0.3601
raw_xgb,resnet50,IDC,PIGR,0.3599
raw_xgb,resnet50,IDC,KRT14,0.3534
raw_xgb,resnet50,IDC,AQP3,0.3417
raw_xgb,resnet50,IDC,TCL1A,0.3351
raw_xgb,resnet50,IDC,PTGDS,0.3342
raw_xgb,resnet50,IDC,ANKRD30A,0.3188
raw_xgb,resnet50,IDC,MYBPC1,0.3145
raw_xgb,resnet50,IDC,CEACAM8,0.3006
raw_xgb,resnet50,IDC,KRT5,0.2847
raw_xgb,resnet50,IDC,KIT,0.2807
raw_xgb,resnet50,IDC,KRT6B,0.2788
raw_xgb,resnet50,IDC,MMP1,0.2562
raw_xgb,resnet50,IDC,ADH1B,0.2154
raw_xgb,resnet50,IDC,TPSAB1,0.1491
raw_xgb,resnet50,IDC,OPRPN,0.1469
raw_xgb,resnet50,IDC,MMP12,0.1376
raw_xgb,resnet50,IDC,MUC6,0.1283
raw_xgb,resnet50,IDC,SFRP1,0.1184
raw_xgb,resnet50,LUNG,PTPRC,0.8158
raw_xgb,resnet50,LUNG,PECAM1,0.746
raw_xgb,resnet50,LUNG,CD2,0.7342
raw_xgb,resnet50,LUNG,CXCR4,0.7314
raw_xgb,resnet50,LUNG,MALL,0.7273
raw_xgb,resnet50,LUNG,CAPN8,0.7206
raw_xgb,resnet50,LUNG,COL5A2,0.7197
raw_xgb,resnet50,LUNG,MET,0.7065
raw_xgb,resnet50,LUNG,CTSK,0.6925
raw_xgb,resnet50,LUNG,GPRC5A,0.6758
raw_xgb,resnet50,LUNG,CDK1,0.6572
raw_xgb,resnet50,LUNG,MKI67,0.6514
raw_xgb,resnet50,LUNG,ALDH1A3,0.6505
raw_xgb,resnet50,LUNG,TOP2A,0.6501
raw_xgb,resnet50,LUNG,PLA2G7,0.6301
raw_xgb,resnet50,LUNG,CD163,0.627
raw_xgb,resnet50,LUNG,CCR7,0.6011
raw_xgb,resnet50,LUNG,MZB1,0.6007
raw_xgb,resnet50,LUNG,CD79A,0.5756
raw_xgb,resnet50,LUNG,ACE2,0.5631
raw_xgb,resnet50,LUNG,MS4A1,0.5601
raw_xgb,resnet50,LUNG,CD19,0.5546
raw_xgb,resnet50,LUNG,SPIB,0.5325
raw_xgb,resnet50,LUNG,CNN1,0.5315
raw_xgb,resnet50,LUNG,LIF,0.5001
raw_xgb,resnet50,LUNG,UBE2C,0.498
raw_xgb,resnet50,LUNG,CCL19,0.4938
raw_xgb,resnet50,LUNG,FGFBP1,0.4419
raw_xgb,resnet50,LUNG,SNTN,0.4368
raw_xgb,resnet50,LUNG,CXCL10,0.4352
raw_xgb,resnet50,LUNG,CXCL9,0.4273
raw_xgb,resnet50,LUNG,SRPX,0.4216
raw_xgb,resnet50,LUNG,PCSK2,0.4041
raw_xgb,resnet50,LUNG,OGN,0.4018
raw_xgb,resnet50,LUNG,CD1A,0.3839
raw_xgb,resnet50,LUNG,CYP2A7,0.3708
raw_xgb,resnet50,LUNG,CD274,0.3649
raw_xgb,resnet50,LUNG,SOX2,0.3635
raw_xgb,resnet50,LUNG,MEDAG,0.361
raw_xgb,resnet50,LUNG,FCER1A,0.3387
raw_xgb,resnet50,LUNG,MCEMP1,0.3374
raw_xgb,resnet50,LUNG,TCL1A,0.3203
raw_xgb,resnet50,LUNG,DNAAF1,0.2951
raw_xgb,resnet50,LUNG,SERPINB2,0.2938
raw_xgb,resnet50,LUNG,DMBT1,0.2894
raw_xgb,resnet50,LUNG,MARCO,0.2873
raw_xgb,resnet50,LUNG,BBOX1,0.2831
raw_xgb,resnet50,LUNG,CTSG,0.2414
raw_xgb,resnet50,LUNG,SNCG,0.2241
raw_xgb,resnet50,LUNG,INMT,0.1729
raw_xgb,resnet50,LYMPH_IDC,PTRH2,0.3707
raw_xgb,resnet50,LYMPH_IDC,PARD6B,0.364
raw_xgb,resnet50,LYMPH_IDC,CYP4Z1,0.3632
raw_xgb,resnet50,LYMPH_IDC,RSF1,0.3604
raw_xgb,resnet50,LYMPH_IDC,RAB38,0.3482
raw_xgb,resnet50,LYMPH_IDC,QSOX1,0.341
raw_xgb,resnet50,LYMPH_IDC,AAMDC,0.3366
raw_xgb,resnet50,LYMPH_IDC,PDZK1IP1,0.3364
raw_xgb,resnet50,LYMPH_IDC,CD22,0.325
raw_xgb,resnet50,LYMPH_IDC,SHANK2,0.3245
raw_xgb,resnet50,LYMPH_IDC,FABP4,0.3216
raw_xgb,resnet50,LYMPH_IDC,ANO8,0.3147
raw_xgb,resnet50,LYMPH_IDC,EPHB3,0.313
raw_xgb,resnet50,LYMPH_IDC,AKR1E2,0.304
raw_xgb,resnet50,LYMPH_IDC,NARS2,0.2931
raw_xgb,resnet50,LYMPH_IDC,GTPBP3,0.2929
raw_xgb,resnet50,LYMPH_IDC,POLD3,0.2855
raw_xgb,resnet50,LYMPH_IDC,HAUS8,0.2675
raw_xgb,resnet50,LYMPH_IDC,CCNO,0.2645
raw_xgb,resnet50,LYMPH_IDC,ANKS1B,0.2641
raw_xgb,resnet50,LYMPH_IDC,PATZ1,0.2606
raw_xgb,resnet50,LYMPH_IDC,MX1,0.255
raw_xgb,resnet50,LYMPH_IDC,CD72,0.2511
raw_xgb,resnet50,LYMPH_IDC,SERPINI1,0.2481
raw_xgb,resnet50,LYMPH_IDC,SNCG,0.2419
raw_xgb,resnet50,LYMPH_IDC,CROT,0.2375
raw_xgb,resnet50,LYMPH_IDC,ZMAT5,0.2344
raw_xgb,resnet50,LYMPH_IDC,SPP1,0.2316
raw_xgb,resnet50,LYMPH_IDC,MAPK8IP2,0.2216
raw_xgb,resnet50,LYMPH_IDC,CCL28,0.2182
raw_xgb,resnet50,LYMPH_IDC,TCF7,0.2158
raw_xgb,resnet50,LYMPH_IDC,SCRN1,0.213
raw_xgb,resnet50,LYMPH_IDC,IGHV3-11,0.1994
raw_xgb,resnet50,LYMPH_IDC,AREG,0.1954
raw_xgb,resnet50,LYMPH_IDC,IGLV9-49,0.1847
raw_xgb,resnet50,LYMPH_IDC,NUDT1,0.1845
raw_xgb,resnet50,LYMPH_IDC,CLNS1A,0.1818
raw_xgb,resnet50,LYMPH_IDC,CXCL10,0.1818
raw_xgb,resnet50,LYMPH_IDC,DAPK1,0.1468
raw_xgb,resnet50,LYMPH_IDC,TMEM64,0.1407
raw_xgb,resnet50,LYMPH_IDC,IFI44L,0.1355
raw_xgb,resnet50,LYMPH_IDC,IFIT2,0.1225
raw_xgb,resnet50,LYMPH_IDC,CXCL11,0.1114
raw_xgb,resnet50,LYMPH_IDC,MYH11,0.1019
raw_xgb,resnet50,LYMPH_IDC,MX2,0.0983
raw_xgb,resnet50,LYMPH_IDC,RSAD2,0.0776
raw_xgb,resnet50,LYMPH_IDC,IGHV6-1,0.0762
raw_xgb,resnet50,LYMPH_IDC,OASL,0.0711
raw_xgb,resnet50,LYMPH_IDC,HAAO,0.0379
raw_xgb,resnet50,LYMPH_IDC,CSTA,0.0046
raw_xgb,resnet50,PAAD,EPCAM,0.7958
raw_xgb,resnet50,PAAD,CD8A,0.5976
raw_xgb,resnet50,PAAD,CD3E,0.5927
raw_xgb,resnet50,PAAD,CD2,0.5807
raw_xgb,resnet50,PAAD,PTPRC,0.5797
raw_xgb,resnet50,PAAD,ANPEP,0.5687
raw_xgb,resnet50,PAAD,CXCL6,0.5588
raw_xgb,resnet50,PAAD,GZMK,0.5421
raw_xgb,resnet50,PAAD,AIF1,0.5417
raw_xgb,resnet50,PAAD,IL7R,0.529
raw_xgb,resnet50,PAAD,IRF8,0.5096
raw_xgb,resnet50,PAAD,MS4A1,0.4976
raw_xgb,resnet50,PAAD,CCL5,0.4921
raw_xgb,resnet50,PAAD,CXCL2,0.4894
raw_xgb,resnet50,PAAD,GZMA,0.4867
raw_xgb,resnet50,PAAD,CXCR4,0.483
raw_xgb,resnet50,PAAD,CD79A,0.467
raw_xgb,resnet50,PAAD,GPR183,0.4627
raw_xgb,resnet50,PAAD,SELL,0.448
raw_xgb,resnet50,PAAD,CD27,0.4419
raw_xgb,resnet50,PAAD,CCR7,0.4172
raw_xgb,resnet50,PAAD,PLA2G7,0.4168
raw_xgb,resnet50,PAAD,BANK1,0.416
raw_xgb,resnet50,PAAD,ACTA2,0.4095
raw_xgb,resnet50,PAAD,CD19,0.407
raw_xgb,resnet50,PAAD,DERL3,0.4047
raw_xgb,resnet50,PAAD,CPA3,0.4039
raw_xgb,resnet50,PAAD,FCGR3A,0.4005
raw_xgb,resnet50,PAAD,CD14,0.3957
raw_xgb,resnet50,PAAD,MKI67,0.3816
raw_xgb,resnet50,PAAD,LIF,0.3788
raw_xgb,resnet50,PAAD,TNFRSF17,0.3724
raw_xgb,resnet50,PAAD,ACE2,0.3699
raw_xgb,resnet50,PAAD,CCL19,0.3599
raw_xgb,resnet50,PAAD,VSIG4,0.3544
raw_xgb,resnet50,PAAD,CDK1,0.3448
raw_xgb,resnet50,PAAD,UBE2C,0.3362
raw_xgb,resnet50,PAAD,KLRC1,0.3185
raw_xgb,resnet50,PAAD,FOXP3,0.3053
raw_xgb,resnet50,PAAD,LILRA4,0.2993
raw_xgb,resnet50,PAAD,CD1C,0.2759
raw_xgb,resnet50,PAAD,ESR1,0.2661
raw_xgb,resnet50,PAAD,TCL1A,0.2269
raw_xgb,resnet50,PAAD,CXCL10,0.2218
raw_xgb,resnet50,PAAD,HPGDS,0.2197
raw_xgb,resnet50,PAAD,CXCL9,0.2062
raw_xgb,resnet50,PAAD,CD1A,0.1791
raw_xgb,resnet50,PAAD,PDCD1,0.1643
raw_xgb,resnet50,PAAD,DMBT1,0.1218
raw_xgb,resnet50,PAAD,MARCO,0.0784
raw_xgb,resnet50,PRAD,SEC11C,0.5103
raw_xgb,resnet50,PRAD,XBP1,0.4901
raw_xgb,resnet50,PRAD,MPC2,0.4847
raw_xgb,resnet50,PRAD,SNHG8,0.468
raw_xgb,resnet50,PRAD,PCBD1,0.4364
raw_xgb,resnet50,PRAD,COX17,0.4243
raw_xgb,resnet50,PRAD,COX5A,0.4221
raw_xgb,resnet50,PRAD,GLO1,0.4143
raw_xgb,resnet50,PRAD,AMD1,0.4114
raw_xgb,resnet50,PRAD,RPL37A,0.4074
raw_xgb,resnet50,PRAD,SPON2,0.4063
raw_xgb,resnet50,PRAD,PDIA4,0.4062
raw_xgb,resnet50,PRAD,NUDT4,0.4053
raw_xgb,resnet50,PRAD,MT1E,0.4006
raw_xgb,resnet50,PRAD,PERP,0.3849
raw_xgb,resnet50,PRAD,C1orf43,0.3813
raw_xgb,resnet50,PRAD,ZFAS1,0.3776
raw_xgb,resnet50,PRAD,COX7B,0.3755
raw_xgb,resnet50,PRAD,TXNL4A,0.3695
raw_xgb,resnet50,PRAD,GNG5,0.3684
raw_xgb,resnet50,PRAD,TMCO1,0.3614
raw_xgb,resnet50,PRAD,MT1X,0.3612
raw_xgb,resnet50,PRAD,SELENOT,0.3578
raw_xgb,resnet50,PRAD,HSPD1,0.3558
raw_xgb,resnet50,PRAD,CAT,0.3511
raw_xgb,resnet50,PRAD,RPN1,0.3472
raw_xgb,resnet50,PRAD,RPS29,0.3372
raw_xgb,resnet50,PRAD,SLIRP,0.3339
raw_xgb,resnet50,PRAD,CCDC47,0.332
raw_xgb,resnet50,PRAD,SNRPE,0.3265
raw_xgb,resnet50,PRAD,SVIP,0.3264
raw_xgb,resnet50,PRAD,MRPL33,0.3234
raw_xgb,resnet50,PRAD,DNAJC3,0.3171
raw_xgb,resnet50,PRAD,IMPDH2,0.3133
raw_xgb,resnet50,PRAD,MAOA,0.3113
raw_xgb,resnet50,PRAD,REXO2,0.3108
raw_xgb,resnet50,PRAD,SPCS3,0.3082
raw_xgb,resnet50,PRAD,C8orf59,0.303
raw_xgb,resnet50,PRAD,EIF3H,0.3012
raw_xgb,resnet50,PRAD,SNHG9,0.2888
raw_xgb,resnet50,PRAD,SRRM1,0.2735
raw_xgb,resnet50,PRAD,TOB1,0.2708
raw_xgb,resnet50,PRAD,C6orf48,0.2632
raw_xgb,resnet50,PRAD,SGK1,0.2571
raw_xgb,resnet50,PRAD,EIF3E,0.2445
raw_xgb,resnet50,PRAD,MIF,0.214
raw_xgb,resnet50,PRAD,NUCB2,0.1948
raw_xgb,resnet50,PRAD,RSL24D1,0.1924
raw_xgb,resnet50,PRAD,HLA-DRA,0.1651
raw_xgb,resnet50,PRAD,SOD2,0.1203
raw_xgb,resnet50,READ,CLCA1,0.1975
raw_xgb,resnet50,READ,SPHK1,0.184
raw_xgb,resnet50,READ,CD177,0.1659
raw_xgb,resnet50,READ,MT1M,0.1484
raw_xgb,resnet50,READ,CLU,0.1295
raw_xgb,resnet50,READ,MMP7,0.1266
raw_xgb,resnet50,READ,UBD,0.1222
raw_xgb,resnet50,READ,CA2,0.1195
raw_xgb,resnet50,READ,PDE9A,0.1182
raw_xgb,resnet50,READ,GUCA2A,0.1136
raw_xgb,resnet50,READ,CCL21,0.1097
raw_xgb,resnet50,READ,CXCL8,0.1083
raw_xgb,resnet50,READ,CEMIP,0.1048
raw_xgb,resnet50,READ,MT1F,0.1045
raw_xgb,resnet50,READ,MMP28,0.1007
raw_xgb,resnet50,READ,PTGDS,0.0898
raw_xgb,resnet50,READ,PADI2,0.0881
raw_xgb,resnet50,READ,CHI3L1,0.0861
raw_xgb,resnet50,READ,IGHG4,0.0847
raw_xgb,resnet50,READ,MMP9,0.0805
raw_xgb,resnet50,READ,P3H3,0.072
raw_xgb,resnet50,READ,CA1,0.0713
raw_xgb,resnet50,READ,CCL14,0.0669
raw_xgb,resnet50,READ,LOX,0.0655
raw_xgb,resnet50,READ,ITGB2,0.0619
raw_xgb,resnet50,READ,SLC26A3,0.0583
raw_xgb,resnet50,READ,CXCL9,0.055
raw_xgb,resnet50,READ,SMPDL3A,0.053
raw_xgb,resnet50,READ,SPP1,0.053
raw_xgb,resnet50,READ,APOC1,0.0529
raw_xgb,resnet50,READ,SLC26A2,0.0524
raw_xgb,resnet50,READ,AC010883.3,0.0435
raw_xgb,resnet50,READ,PLAAT3,0.0427
raw_xgb,resnet50,READ,TPSB2,0.0363
raw_xgb,resnet50,READ,TSPAN9,0.0338
raw_xgb,resnet50,READ,CXCL10,0.0306
raw_xgb,resnet50,READ,LAMA3,0.0271
raw_xgb,resnet50,READ,FRZB,0.0254
raw_xgb,resnet50,READ,PRRG3,0.0209
raw_xgb,resnet50,READ,MXI1,0.0204
raw_xgb,resnet50,READ,EFEMP1,0.01
raw_xgb,resnet50,READ,ANGPTL2,0.0045
raw_xgb,resnet50,READ,SGK1,0.0017
raw_xgb,resnet50,READ,ADAMDEC1,-0.0165
raw_xgb,resnet50,READ,IGHG2,-0.0216
raw_xgb,resnet50,READ,BTNL3,-0.0241
raw_xgb,resnet50,READ,SECTM1,-0.0284
raw_xgb,resnet50,READ,ITIH5,-0.0425
raw_xgb,resnet50,READ,HMOX1,-0.0653
raw_xgb,resnet50,READ,EGLN3,-0.0765
raw_xgb,resnet50,SKCM,VIM,0.8212
raw_xgb,resnet50,SKCM,LYZ,0.7245
raw_xgb,resnet50,SKCM,POSTN,0.7046
raw_xgb,resnet50,SKCM,WDFY4,0.6875
raw_xgb,resnet50,SKCM,BIRC3,0.6776
raw_xgb,resnet50,SKCM,LCK,0.6717
raw_xgb,resnet50,SKCM,CD52,0.6627
raw_xgb,resnet50,SKCM,LAMB3,0.6078
raw_xgb,resnet50,SKCM,TYRP1,0.5801
raw_xgb,resnet50,SKCM,GZMK,0.5766
raw_xgb,resnet50,SKCM,AHNAK2,0.5731
raw_xgb,resnet50,SKCM,CRABP2,0.5466
raw_xgb,resnet50,SKCM,SERPINB5,0.5443
raw_xgb,resnet50,SKCM,HAPLN1,0.5421
raw_xgb,resnet50,SKCM,CAPNS2,0.5353
raw_xgb,resnet50,SKCM,IDO1,0.5318
raw_xgb,resnet50,SKCM,DMKN,0.5298
raw_xgb,resnet50,SKCM,S100A14,0.5079
raw_xgb,resnet50,SKCM,ITM2A,0.5022
raw_xgb,resnet50,SKCM,RHOV,0.4971
raw_xgb,resnet50,SKCM,COL17A1,0.4968
raw_xgb,resnet50,SKCM,MAL2,0.4849
raw_xgb,resnet50,SKCM,TP63,0.4766
raw_xgb,resnet50,SKCM,SERPINB2,0.4747
raw_xgb,resnet50,SKCM,AQP3,0.4711
raw_xgb,resnet50,SKCM,LY6D,0.469
raw_xgb,resnet50,SKCM,KRTDAP,0.4662
raw_xgb,resnet50,SKCM,SBSN,0.4585
raw_xgb,resnet50,SKCM,VWF,0.4555
raw_xgb,resnet50,SKCM,KRT5,0.4522
raw_xgb,resnet50,SKCM,FGFBP1,0.4452
raw_xgb,resnet50,SKCM,KRT17,0.4429
raw_xgb,resnet50,SKCM,DEFB1,0.4365
raw_xgb,resnet50,SKCM,DSP,0.4269
raw_xgb,resnet50,SKCM,SLPI,0.4194
raw_xgb,resnet50,SKCM,MIR205HG,0.4095
raw_xgb,resnet50,SKCM,CCL19,0.4081
raw_xgb,resnet50,SKCM,ACER1,0.3983
raw_xgb,resnet50,SKCM,IL1B,0.3921
raw_xgb,resnet50,SKCM,DSC1,0.3773
raw_xgb,resnet50,SKCM,KRT2,0.3712
raw_xgb,resnet50,SKCM,KRT16,0.3547
raw_xgb,resnet50,SKCM,CD1B,0.3519
raw_xgb,resnet50,SKCM,MGP,0.3497
raw_xgb,resnet50,SKCM,MMRN1,0.3399
raw_xgb,resnet50,SKCM,CCL22,0.3193
raw_xgb,resnet50,SKCM,SELE,0.2809
raw_xgb,resnet50,SKCM,HBD,0.1921
raw_xgb,resnet50,SKCM,TFF3,0.1639
raw_xgb,resnet50,SKCM,MYH11,0.156
raw_xgb,uni_v1,CCRCC,CPE,0.421
raw_xgb,uni_v1,CCRCC,TMEM91,0.3963
raw_xgb,uni_v1,CCRCC,CD109,0.3848
raw_xgb,uni_v1,CCRCC,SLC39A14,0.3666
raw_xgb,uni_v1,CCRCC,CKB,0.3548
raw_xgb,uni_v1,CCRCC,KRTCAP2,0.3179
raw_xgb,uni_v1,CCRCC,BTF3,0.3173
raw_xgb,uni_v1,CCRCC,YWHAE,0.3124
raw_xgb,uni_v1,CCRCC,VMP1,0.3116
raw_xgb,uni_v1,CCRCC,DERL1,0.3087
raw_xgb,uni_v1,CCRCC,SLC15A4,0.3077
raw_xgb,uni_v1,CCRCC,SCARB1,0.3057
raw_xgb,uni_v1,CCRCC,LRRC41,0.3008
raw_xgb,uni_v1,CCRCC,H3F3A,0.2968
raw_xgb,uni_v1,CCRCC,HNRNPK,0.2936
raw_xgb,uni_v1,CCRCC,SEMA4B,0.2868
raw_xgb,uni_v1,CCRCC,STK39,0.2806
raw_xgb,uni_v1,CCRCC,HMOX1,0.2647
raw_xgb,uni_v1,CCRCC,CIB1,0.2616
raw_xgb,uni_v1,CCRCC,TRBC1,0.2587
raw_xgb,uni_v1,CCRCC,NOL3,0.2533
raw_xgb,uni_v1,CCRCC,FLNB,0.2514
raw_xgb,uni_v1,CCRCC,PXN,0.2479
raw_xgb,uni_v1,CCRCC,LY6E,0.2462
raw_xgb,uni_v1,CCRCC,CHST15,0.2396
raw_xgb,uni_v1,CCRCC,NAMPT,0.2335
raw_xgb,uni_v1,CCRCC,BLVRB,0.2327
raw_xgb,uni_v1,CCRCC,PTGS1,0.2286
raw_xgb,uni_v1,CCRCC,EGFL7,0.2184
raw_xgb,uni_v1,CCRCC,NOTCH3,0.2137
raw_xgb,uni_v1,CCRCC,PARP10,0.2128
raw_xgb,uni_v1,CCRCC,AKAP8,0.2126
raw_xgb,uni_v1,CCRCC,LAPTM4B,0.2118
raw_xgb,uni_v1,CCRCC,GADD45B,0.21
raw_xgb,uni_v1,CCRCC,TFRC,0.199
raw_xgb,uni_v1,CCRCC,HTRA1,0.1965
raw_xgb,uni_v1,CCRCC,NT5DC2,0.1922
raw_xgb,uni_v1,CCRCC,RXRA,0.1792
raw_xgb,uni_v1,CCRCC,CPD,0.1753
raw_xgb,uni_v1,CCRCC,TM2D3,0.1464
raw_xgb,uni_v1,CCRCC,IFI27,0.1459
raw_xgb,uni_v1,CCRCC,IRF7,0.1312
raw_xgb,uni_v1,CCRCC,IFI6,0.1268
raw_xgb,uni_v1,CCRCC,ISG15,0.1249
raw_xgb,uni_v1,CCRCC,S100A9,0.116
raw_xgb,uni_v1,CCRCC,TP53INP1,0.112
raw_xgb,uni_v1,CCRCC,DNAJB12,0.1077
raw_xgb,uni_v1,CCRCC,GPNMB,0.1075
raw_xgb,uni_v1,CCRCC,CD14,0.063
raw_xgb,uni_v1,CCRCC,HSPA1A,0.0208
raw_xgb,uni_v1,COAD,TYMS,0.7522
raw_xgb,uni_v1,COAD,CEACAM6,0.6645
raw_xgb,uni_v1,COAD,DMBT1,0.5536
raw_xgb,uni_v1,COAD,MS4A1,0.5506
raw_xgb,uni_v1,COAD,BANK1,0.5261
raw_xgb,uni_v1,COAD,SPIB,0.5139
raw_xgb,uni_v1,COAD,CCL20,0.5104
raw_xgb,uni_v1,COAD,CCR7,0.5004
raw_xgb,uni_v1,COAD,FCRL1,0.4909
raw_xgb,uni_v1,COAD,RETNLB,0.4379
raw_xgb,uni_v1,COAD,CXCL13,0.4346
raw_xgb,uni_v1,COAD,GATA2,0.4155
