encoder,task,held_slide,n_slides,m_test,n_train,n_genes,pearson_cross,pearson_within,site_shift,test_slides_in_train
hoptimus0,CCRCC,INT1,24,1084,73136,50,0.08179641515016556,0.6498348116874695,0.5680383965373039,24
hoptimus0,CCRCC,INT10,24,1983,72237,50,0.5225379467010498,0.6403889656066895,0.11785101890563965,24
hoptimus0,CCRCC,INT11,24,1439,72781,50,0.032421089708805084,0.6540361642837524,0.6216150745749474,24
hoptimus0,CCRCC,INT12,24,1451,72769,50,0.1090901792049408,0.659497857093811,0.5504076778888702,24
hoptimus0,CCRCC,INT13,24,4359,69861,50,0.08577360212802887,0.6448252201080322,0.5590516179800034,24
hoptimus0,CCRCC,INT14,24,4562,69658,50,0.09609170258045197,0.6569939255714417,0.5609022229909897,24
hoptimus0,CCRCC,INT15,24,4940,69280,50,0.16754081845283508,0.6549713611602783,0.48743054270744324,24
hoptimus0,CCRCC,INT16,24,3206,71014,50,0.10186655074357986,0.648632824420929,0.5467662736773491,24
hoptimus0,CCRCC,INT17,24,3585,70635,50,0.1413033902645111,0.6605367064476013,0.5192333161830902,24
hoptimus0,CCRCC,INT18,24,4915,69305,50,0.2898006737232208,0.6525225639343262,0.36272189021110535,24
hoptimus0,CCRCC,INT19,24,4948,69272,50,0.18550902605056763,0.6554851531982422,0.46997612714767456,24
hoptimus0,CCRCC,INT2,24,2580,71640,50,0.24241521954536438,0.6568781137466431,0.4144628942012787,24
hoptimus0,CCRCC,INT20,24,4860,69360,50,0.14378830790519714,0.6578148603439331,0.514026552438736,24
hoptimus0,CCRCC,INT21,24,4975,69245,50,0.22070571780204773,0.6571848392486572,0.4364791214466095,24
hoptimus0,CCRCC,INT22,24,3829,70391,50,0.16225986182689667,0.6576223969459534,0.4953625351190567,24
hoptimus0,CCRCC,INT23,24,4755,69465,50,0.0782051831483841,0.6511925458908081,0.572987362742424,24
hoptimus0,CCRCC,INT24,24,4510,69710,50,0.3142530620098114,0.6458030939102173,0.3315500319004059,24
hoptimus0,CCRCC,INT3,24,2007,72213,50,0.190720334649086,0.6571107506752014,0.4663904160261154,24
hoptimus0,CCRCC,INT4,24,1349,72871,50,0.24024555087089539,0.6550537347793579,0.4148081839084625,24
hoptimus0,CCRCC,INT5,24,1186,73034,50,0.5288476347923279,0.66156005859375,0.13271242380142212,24
hoptimus0,CCRCC,INT6,24,1678,72542,50,0.23699837923049927,0.6581132411956787,0.42111486196517944,24
hoptimus0,CCRCC,INT7,24,2374,71846,50,0.0127903763204813,0.6439535021781921,0.6311631258577108,24
hoptimus0,CCRCC,INT8,24,1949,72271,50,0.17026901245117188,0.645414412021637,0.4751453995704651,24
hoptimus0,CCRCC,INT9,24,1696,72524,50,0.3460622727870941,0.6373869776725769,0.2913247048854828,24
hoptimus0,COAD,TENX111,4,5079,10572,50,0.30858272314071655,0.7529144287109375,0.44433170557022095,4
hoptimus0,COAD,TENX147,4,3417,12234,50,0.5979354977607727,0.7604628205299377,0.16252732276916504,4
hoptimus0,COAD,TENX148,4,3535,12116,50,0.5733873248100281,0.752808153629303,0.1794208288192749,4
hoptimus0,COAD,TENX149,4,3620,12031,50,0.6422849893569946,0.7449264526367188,0.10264146327972412,4
hoptimus0,IDC,NCBI783,4,3005,32531,50,0.7030940055847168,0.819912314414978,0.11681830883026123,4
hoptimus0,IDC,NCBI785,4,4010,31526,50,0.5651775598526001,0.8229362368583679,0.2577586770057678,4
hoptimus0,IDC,TENX95,4,7760,27776,50,0.6454138159751892,0.8163547515869141,0.17094093561172485,4
hoptimus0,IDC,TENX99,4,20761,14775,50,0.4767073094844818,0.8155174255371094,0.33881011605262756,4
hoptimus0,LYMPH_IDC,NCBI681,4,4992,14972,50,0.2198028564453125,0.6854345798492432,0.46563172340393066,4
hoptimus0,LYMPH_IDC,NCBI682,4,4988,14976,50,0.27357834577560425,0.6857696771621704,0.41219133138656616,4
hoptimus0,LYMPH_IDC,NCBI683,4,4992,14972,50,0.22418199479579926,0.6922489404678345,0.4680669456720352,4
hoptimus0,LYMPH_IDC,NCBI684,4,4992,14972,50,0.31898051500320435,0.6883150339126587,0.36933451890945435,4
hoptimus0,PAAD,TENX116,3,2010,5561,50,0.45301783084869385,0.7710391283035278,0.318021297454834,3
hoptimus0,PAAD,TENX126,3,1951,5620,50,0.4739361107349396,0.7647597789764404,0.29082366824150085,3
hoptimus0,PAAD,TENX140,3,3610,3961,50,0.5464898943901062,0.7685300707817078,0.22204017639160156,3
hoptimus0,PRAD,MEND139,23,3749,58961,50,0.1821649670600891,0.5974532961845398,0.4152883291244507,23
hoptimus0,PRAD,MEND140,23,1935,60775,50,0.5191757082939148,0.5834742784500122,0.06429857015609741,23
hoptimus0,PRAD,MEND141,23,1794,60916,50,0.5174411535263062,0.5929707288742065,0.07552957534790039,23
hoptimus0,PRAD,MEND142,23,2997,59713,50,0.3538396954536438,0.5900641083717346,0.23622441291809082,23
hoptimus0,PRAD,MEND143,23,3816,58894,50,0.27479830384254456,0.5972685813903809,0.3224702775478363,23
hoptimus0,PRAD,MEND144,23,4074,58636,50,0.14417418837547302,0.5793142914772034,0.43514010310173035,23
hoptimus0,PRAD,MEND145,23,1418,61292,50,0.44166824221611023,0.5787560939788818,0.1370878517627716,23
hoptimus0,PRAD,MEND146,23,1964,60746,50,0.3811315894126892,0.602640688419342,0.22150909900665283,23
hoptimus0,PRAD,MEND147,23,2335,60375,50,0.3395829498767853,0.5961436629295349,0.25656071305274963,23
hoptimus0,PRAD,MEND148,23,1633,61077,50,0.30017945170402527,0.606327474117279,0.3061480224132538,23
hoptimus0,PRAD,MEND149,23,1851,60859,50,0.4078764021396637,0.5971241593360901,0.1892477571964264,23
hoptimus0,PRAD,MEND150,23,1751,60959,50,0.5685227513313293,0.5771858096122742,0.008663058280944824,23
hoptimus0,PRAD,MEND151,23,2600,60110,50,0.4732713997364044,0.5907585620880127,0.11748716235160828,23
hoptimus0,PRAD,MEND152,23,3082,59628,50,0.20922230184078217,0.5757079124450684,0.3664856106042862,23
hoptimus0,PRAD,MEND153,23,1820,60890,50,0.3981974422931671,0.5808537006378174,0.18265625834465027,23
hoptimus0,PRAD,MEND154,23,2736,59974,50,0.5604076981544495,0.6029965281486511,0.04258882999420166,23
hoptimus0,PRAD,MEND156,23,3554,59156,50,0.39161673188209534,0.5782565474510193,0.18663981556892395,23
hoptimus0,PRAD,MEND157,23,3190,59520,50,0.49824047088623047,0.5856062173843384,0.08736574649810791,23
hoptimus0,PRAD,MEND158,23,3092,59618,50,0.2898617386817932,0.596057653427124,0.3061959147453308,23
hoptimus0,PRAD,MEND159,23,3856,58854,50,0.027218041941523552,0.5780467987060547,0.5508287567645311,23
hoptimus0,PRAD,MEND160,23,4079,58631,50,0.36605995893478394,0.5770233273506165,0.21096336841583252,23
hoptimus0,PRAD,MEND161,23,2775,59935,50,0.48849934339523315,0.5971473455429077,0.10864800214767456,23
hoptimus0,PRAD,MEND162,23,2609,60101,50,0.20063279569149017,0.59220951795578,0.39157672226428986,23
hoptimus0,READ,ZEN36,4,1691,6716,50,0.3819805979728699,0.5330418944358826,0.1510612964630127,4
hoptimus0,READ,ZEN40,4,2128,6279,50,0.3163253664970398,0.5326787233352661,0.21635335683822632,4
hoptimus0,READ,ZEN48,4,2385,6022,50,0.32161059975624084,0.5288774967193604,0.2072668969631195,4
hoptimus0,READ,ZEN49,4,2203,6204,50,0.3348442018032074,0.5436115860939026,0.2087673842906952,4
