check,variant,estimand,population,arm,statistic,value,tol,passed,detail,evaluable
4_permuted_not_narrower_than_classical,LYMPH_IDC,theta3,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9560089763114199,0.95,True,"n_L=2, min over genes 0.9268, max lambda_hat 4.10e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,LYMPH_IDC,theta3,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.22,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,LYMPH_IDC,theta3,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.4879466426787737,0.95,True,"n_L=2, min over genes 0.9964, max lambda_hat 4.10e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,LYMPH_IDC,theta3,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.9,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,LYMPH_IDC,theta3,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),2.0612853873792423,0.95,True,"n_L=2, min over genes 1.2277, max lambda_hat 4.10e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,LYMPH_IDC,theta3,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.76,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,LYMPH_IDC,theta3,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,LYMPH_IDC,theta3,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,LYMPH_IDC,theta3,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,LYMPH_IDC,theta3,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.92,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,LYMPH_IDC,theta3,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,LYMPH_IDC,theta3,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.7,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,LYMPH_IDC,theta2,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9622660118232623,0.95,True,"n_L=2, min over genes 0.9312, max lambda_hat 3.87e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,LYMPH_IDC,theta2,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.24,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,LYMPH_IDC,theta2,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.4072854168422955,0.95,True,"n_L=2, min over genes 0.8742, max lambda_hat 3.87e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,LYMPH_IDC,theta2,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.88,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,LYMPH_IDC,theta2,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.7400468055191878,0.95,True,"n_L=2, min over genes 1.0272, max lambda_hat 3.87e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,LYMPH_IDC,theta2,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.66,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,LYMPH_IDC,theta2,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,LYMPH_IDC,theta2,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,LYMPH_IDC,theta2,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,LYMPH_IDC,theta2,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.92,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,LYMPH_IDC,theta2,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,LYMPH_IDC,theta2,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.76,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,PRAD,theta3,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9969132122098519,0.95,True,"n_L=1, min over genes 0.9877, max lambda_hat 2.84e-02, basis spot_iid",True
4b_permuted_coverage_at_this_partition,PRAD,theta3,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=1, nominal 0.90",True
4_permuted_not_narrower_than_classical,PRAD,theta3,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),,0.95,False,"n_L=1, min over genes nan, max lambda_hat 2.84e-02, basis spot_iid; NOT EVALUABLE (statistic not finite)",False
4b_permuted_coverage_at_this_partition,PRAD,theta3,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=1, nominal 0.90",True
4_permuted_not_narrower_than_classical,PRAD,theta3,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),,0.95,False,"n_L=1, min over genes nan, max lambda_hat 2.84e-02, basis spot_iid; NOT EVALUABLE (statistic not finite)",False
4b_permuted_coverage_at_this_partition,PRAD,theta3,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=1, nominal 0.90",True
4_permuted_not_narrower_than_classical,PRAD,theta3,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),,0.95,False,"n_L=1, min over genes nan, max lambda_hat 0.00e+00, basis no_tuning_G_L_1_G_U_1_below_4; NOT EVALUABLE (statistic not finite)",False
4b_permuted_coverage_at_this_partition,PRAD,theta3,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=1, nominal 0.90",True
4_permuted_not_narrower_than_classical,PRAD,theta3,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),,0.95,False,"n_L=1, min over genes nan, max lambda_hat 0.00e+00, basis no_tuning_G_L_1_G_U_1_below_4; NOT EVALUABLE (statistic not finite)",False
4b_permuted_coverage_at_this_partition,PRAD,theta3,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=1, nominal 0.90",True
4_permuted_not_narrower_than_classical,PRAD,theta3,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),,0.95,False,"n_L=1, min over genes nan, max lambda_hat 0.00e+00, basis no_tuning_G_L_1_G_U_1_below_4; NOT EVALUABLE (statistic not finite)",False
4b_permuted_coverage_at_this_partition,PRAD,theta3,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=1, nominal 0.90",True
4_permuted_not_narrower_than_classical,PRAD,theta2,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.9358801378847934,0.95,False,"n_L=1, min over genes 0.8315, max lambda_hat 6.57e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,PRAD,theta2,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=1, nominal 0.90",True
4_permuted_not_narrower_than_classical,PRAD,theta2,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),,0.95,False,"n_L=1, min over genes nan, max lambda_hat 6.57e-01, basis spot_iid; NOT EVALUABLE (statistic not finite)",False
4b_permuted_coverage_at_this_partition,PRAD,theta2,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=1, nominal 0.90",True
4_permuted_not_narrower_than_classical,PRAD,theta2,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),,0.95,False,"n_L=1, min over genes nan, max lambda_hat 6.57e-01, basis spot_iid; NOT EVALUABLE (statistic not finite)",False
4b_permuted_coverage_at_this_partition,PRAD,theta2,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=1, nominal 0.90",True
4_permuted_not_narrower_than_classical,PRAD,theta2,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),,0.95,False,"n_L=1, min over genes nan, max lambda_hat 0.00e+00, basis no_tuning_G_L_1_G_U_1_below_4; NOT EVALUABLE (statistic not finite)",False
4b_permuted_coverage_at_this_partition,PRAD,theta2,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=1, nominal 0.90",True
4_permuted_not_narrower_than_classical,PRAD,theta2,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),,0.95,False,"n_L=1, min over genes nan, max lambda_hat 0.00e+00, basis no_tuning_G_L_1_G_U_1_below_4; NOT EVALUABLE (statistic not finite)",False
4b_permuted_coverage_at_this_partition,PRAD,theta2,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=1, nominal 0.90",True
4_permuted_not_narrower_than_classical,PRAD,theta2,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),,0.95,False,"n_L=1, min over genes nan, max lambda_hat 0.00e+00, basis no_tuning_G_L_1_G_U_1_below_4; NOT EVALUABLE (statistic not finite)",False
4b_permuted_coverage_at_this_partition,PRAD,theta2,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=1, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta3,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8380207115980203,0.95,False,"n_L=2, min over genes 0.6991, max lambda_hat 7.23e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,IDC,theta3,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.04,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta3,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.8347543494530978,0.95,False,"n_L=2, min over genes 0.7904, max lambda_hat 7.23e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,IDC,theta3,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta3,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.4775327948822379,0.95,True,"n_L=2, min over genes 1.1942, max lambda_hat 7.23e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,IDC,theta3,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.94,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta3,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,IDC,theta3,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.02,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta3,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,IDC,theta3,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.86,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta3,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,IDC,theta3,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.58,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta2,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.7686696007559974,0.95,False,"n_L=2, min over genes 0.5815, max lambda_hat 1.00e+00, basis spot_iid",True
4b_permuted_coverage_at_this_partition,IDC,theta2,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.22,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta2,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.1966992919583004,0.95,True,"n_L=2, min over genes 0.8614, max lambda_hat 1.00e+00, basis spot_iid",True
4b_permuted_coverage_at_this_partition,IDC,theta2,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta2,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.9820766284316287,0.95,True,"n_L=2, min over genes 1.2211, max lambda_hat 1.00e+00, basis spot_iid",True
4b_permuted_coverage_at_this_partition,IDC,theta2,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.92,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta2,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,IDC,theta2,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta2,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,IDC,theta2,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.88,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta2,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,IDC,theta2,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.48,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta1,spot,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.912944267804469,0.95,False,"n_L=2, min over genes 0.9129, max lambda_hat 3.87e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,IDC,theta1,spot,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta1,spot,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),0.7979659847633476,0.95,False,"n_L=2, min over genes 0.7980, max lambda_hat 3.87e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,IDC,theta1,spot,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta1,spot,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),2.8079628125170357,0.95,True,"n_L=2, min over genes 2.8080, max lambda_hat 3.87e-01, basis spot_iid",True
4b_permuted_coverage_at_this_partition,IDC,theta1,spot,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta1,donor,permuted/iid,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,IDC,theta1,donor,permuted/iid,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),0.0,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta1,donor,permuted/cluster,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,IDC,theta1,donor,permuted/cluster,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=2, nominal 0.90",True
4_permuted_not_narrower_than_classical,IDC,theta1,donor,permuted/boot,median width ratio pp/classical over genes (the min over genes is a noise statistic; B2's mean over 200 draws is authoritative),1.0,0.95,True,"n_L=2, min over genes 1.0000, max lambda_hat 0.00e+00, basis no_tuning_G_L_2_G_U_2_below_4",True
4b_permuted_coverage_at_this_partition,IDC,theta1,donor,permuted/boot,fraction of genes whose PPI interval covers theta_full (one partition; B2 is authoritative),1.0,,True,"n_L=2, nominal 0.90",True
