variant,arm,estimand,population,gene,status,n_L_donors,n_U_donors,n_L_spots,n_U_spots,L_donors,theta_full,theta_classical,theta_pp,lam,lambda_basis,lambda_cluster_tuned,df_cluster,cluster_variance_form,t_quantile,n_boot,suffstats_file,se_iid_classical,se_cluster_classical,se_boot_classical,se_iid_pp,se_cluster_pp,se_boot_pp,classical_iid_lo,classical_iid_hi,classical_iid_width,classical_iid_covers_full,classical_cluster_lo,classical_cluster_hi,classical_cluster_width,classical_cluster_covers_full,classical_boot_lo,classical_boot_hi,classical_boot_width,classical_boot_covers_full,pp_iid_lo,pp_iid_hi,pp_iid_width,pp_iid_covers_full,pp_cluster_lo,pp_cluster_hi,pp_cluster_width,pp_cluster_covers_full,pp_boot_lo,pp_boot_hi,pp_boot_width,pp_boot_covers_full,width_ratio_iid,width_ratio_cluster,width_ratio_boot,var_inflation_classical,rho_implied_classical,n_eff_implied_classical,var_inflation_pp,rho_implied_pp,n_eff_implied_pp,m_bar_spots_per_labelled_donor
CCRCC,hoptimus0,theta3,spot,AKAP8,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.08374959992787778,0.05956655791303382,0.053662131481370924,0.5655430242622965,spot_iid,0.6093794627007711,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.004260696177278191,0.10745853429401503,0.09998254569030691,0.0035674254861891804,0.046965402958995296,0.044172971910322364,0.05255833635249951,0.06657477947356813,0.014016443121068617,False,-0.15696758681687206,0.27610070264293973,0.4330682894598118,True,-0.11209056494119327,0.22133202014787362,0.33342258508906686,True,0.04779423873153353,0.05953002423120832,0.011735785499674786,False,-0.040975427354082515,0.14829969031682436,0.18927511767090688,True,-0.015123685701783768,0.12925552899925255,0.14437921470103632,True,0.8372869920211289,0.43705605392396524,0.43302170026205167,636.0931110617753,0.22887612867863844,26.21505368270411,173.31904384841755,0.06210068250888974,96.61729561734039,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,BLVRB,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.1306006874898571,0.05766563147380413,0.07413322062623728,0.5552165419639616,spot_iid,0.7056155876696184,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.004068896409038352,0.10377094354919413,0.09812416938152121,0.003640896759983776,0.06652457801037744,0.06605099635282467,0.05097289245770758,0.06435837048990069,0.013385478032193109,False,-0.15143783952423248,0.2667691024718407,0.4182069419960732,True,-0.12116065423193854,0.20895096998870052,0.33011162422063905,True,0.06814447838522211,0.08012196286725246,0.011977484482030343,False,-0.05991702208023958,0.20818346333271415,0.2681004854129537,True,-0.03443832298273656,0.17314381080778585,0.2075821337905224,True,0.8948118590328689,0.6410713416982712,0.628824066043125,650.4265564271337,0.23404164445689243,25.63646317698441,333.8470383820651,0.11995208302555051,50.01997338155407,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,BTF3,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.20882346721916853,0.0248632156671785,0.06905969300766465,0.42940311168939027,spot_iid,0.4806440174367634,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.004489097867915171,0.10530483996424062,0.09996249602475765,0.003980741350148156,0.07209664218520531,0.07089049706690852,0.01747930675739811,0.03224712457695889,0.014767817819560783,False,-0.1873311308068589,0.2370575621412159,0.4243886929480748,True,-0.17195266309091709,0.1610443193875411,0.3329969824784582,False,0.06251195615991775,0.07560742985541155,0.013095473695493798,False,-0.07621852855040634,0.21433791456573564,0.290556443116142,True,-0.05596469684114589,0.17211044743710105,0.22807514427824693,False,0.8867575328663743,0.6846469944751624,0.684916549635705,550.2733973173322,0.19794824817730752,30.31095276289407,328.02138403296743,0.11785262203122136,50.911043781533245,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,CD109,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.22399369293221594,0.22847387604029454,0.23041573832880763,0.9155536077736641,spot_iid,1.0,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.006901083101184323,0.268316384656756,0.2519839923628964,0.005125593545930145,0.15181487001486943,0.14463161013392897,0.21712260447141798,0.2398251476091711,0.022702543137753106,True,-0.3121966184008994,0.7691443704814885,1.081340988882388,True,-0.14435411814411894,0.641077420790255,0.7854315389343739,True,0.22198488719450538,0.23884658946310988,0.016861702268604506,True,-0.07549856854241938,0.5363300452000346,0.611828613742454,True,-0.007741855383114743,0.4691290637070511,0.4768709190901658,True,0.7427230582182841,0.5658054397575413,0.6071451112558525,1511.680019502621,0.5444218942288261,11.020864633849826,877.2841760640156,0.315797048254195,18.999544274303698,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,CD14,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.09894604403348922,0.09503879373655322,0.2237559470744941,0.984584378008143,spot_iid,1.0,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.009286233949213737,0.31256395705560314,0.3033208327913699,0.007707264130275253,0.22298177385385834,0.22395290094295925,0.07976429814446911,0.11031328932863732,0.030548991184168206,True,-0.5347926994908728,0.7248702869639793,1.259662986454852,True,-0.49417668948293797,0.5488024764872903,1.0429791659702283,True,0.21107862571593786,0.23643326843305032,0.025354642717112463,False,-0.22556311361263526,0.6730750077616234,0.8986381213742587,True,-0.15917008013268497,0.5410575150599438,0.7002275951926288,True,0.8299666121299719,0.713395670935249,0.67137256240516,1132.9181941535937,0.40792294822040737,14.708660118719536,837.0246476563442,0.30128823868929455,19.914484634720637,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,CHST15,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.1001267438070971,0.07394483712009445,0.0819888243681965,0.7255180032080235,spot_iid,0.8198269353053927,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.0057850939222938765,0.175022524679973,0.16500652251307119,0.004604153297515874,0.08909712261060794,0.08448949185000017,0.06442920439975444,0.08346046984043445,0.019031265440680012,False,-0.27873401653292407,0.426623690773113,0.7053577073060371,True,-0.19495977869307146,0.33881535494396287,0.5337751336370343,True,0.07441566611773694,0.08956198261865607,0.015146316500919133,False,-0.09754618761696195,0.26152383635335497,0.3590700239703169,True,-0.04525860318265405,0.22419679085676716,0.2694553940394212,True,0.7958649175552635,0.5090608924395369,0.5048106909803148,915.3075821958862,0.3294999995900845,18.20940821688716,374.47929195495993,0.13459521603278032,44.578107430941046,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,CIB1,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.2387576135111758,0.17221578217927028,0.18196543327029574,0.7495303449429698,spot_iid,0.8622950191123642,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.007705398557379437,0.2690121774961468,0.2525092292319536,0.005626208631905833,0.13275416832108633,0.1291189433604883,0.15954152941505806,0.1848900349434825,0.025348505528424436,False,-0.36985676849111493,0.7142883328496554,1.0841451013407704,True,-0.24235391219465244,0.5757082707929426,0.818062182987595,True,0.17271114359611975,0.19121972294447173,0.018508579348351983,False,-0.08554063765828762,0.4494715041988791,0.5350121418571667,True,-0.02224676889400137,0.38556078308850894,0.4078075519825103,True,0.7301645190718431,0.49348757947207733,0.4985043441235496,1218.8595519739904,0.4388946670577177,13.670706094979638,556.7556938428705,0.20028435119570082,29.957407876251455,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,CKB,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.22001530475229403,0.2054120696371907,0.23197584081311484,0.5054636069288992,spot_iid,0.6973390191711359,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.005448374395261842,0.18120622447434984,0.1646485867350701,0.004544595042990105,0.10364531965544427,0.09330214340864341,0.1964502912521547,0.21437384802222667,0.017923556770071958,False,-0.15972723822766663,0.570551377502048,0.7302786157297146,True,-0.04917941109255513,0.46321028052024454,0.5123896916127997,True,0.2245006471736269,0.2394510344526028,0.014950387278975907,False,0.023125508037830644,0.44082617358839904,0.4177006655505684,True,0.09095160906826867,0.3900487681804721,0.29909715911220347,True,0.8341194479847588,0.5719743897104125,0.5837298525088671,1106.1457036362094,0.39827462441091094,15.0649818799644,520.1265340850103,0.18708386116343695,32.07117900329406,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,CPD,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.2093489686650635,0.5351942084307583,0.6846465818709776,1.0,spot_iid,1.0,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.012193531633468209,0.5370199469909884,0.49952295405873176,0.009752852614764357,0.39908555523639877,0.37518973047472104,0.5151376336981006,0.5552507831634159,0.0401131494653153,False,-0.5469269622008194,1.6173153790623358,2.1642423412631553,True,-0.17327524957112922,1.3460392510388168,1.519314500609946,True,0.6686045668744593,0.7006885968674958,0.0320840299930365,False,-0.1195301170288342,1.4888232807707893,1.6083533977996236,True,0.09554798071022515,1.2813954399294005,1.1858474592191754,True,0.79983821815783,0.7431484760902107,0.7805148037112155,1939.6430568023375,0.6986520716447849,8.587965660610786,1674.436550537367,0.6030764191978017,9.948987904353913,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,CPE,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.45590011894652593,0.4564063582774237,0.4429407271825818,0.6926208280632967,spot_iid,0.822062646794103,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.011457037441852244,0.5047974066746982,0.4683306832101873,0.007757963402137994,0.28184435187796786,0.2677226754181316,0.4375612086870742,0.4752515078677732,0.037690299180698994,True,-0.5607848349051555,1.4735975514600028,2.0343823863651584,True,-0.18216441926168198,1.2102967465877263,1.3924611658494084,True,0.4301800129428184,0.45570144142234525,0.025521428479526875,False,-0.12498927560221751,1.0108707299673811,1.1358600055695987,True,0.014281681132360313,0.9025541206379611,0.8882724395056009,True,0.6771352054588164,0.5583316161122716,0.6379154128609038,1941.2861918809326,0.6992442279587721,8.580692925439156,1319.845873930045,0.4752883202342645,12.623916356797206,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,DERL1,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.2641878317937275,0.4464816847859109,0.5240629900656266,1.0,spot_iid,1.0,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.010658143797176339,0.46317832649953605,0.4312993948574248,0.007751994989489866,0.28755686048814866,0.27268533856745275,0.42895059830455506,0.4640127712672667,0.035062172962711635,False,-0.48684504859009126,1.379808418161913,1.8666534667520043,True,-0.19053799665433438,1.145759644531991,1.3362976411863254,True,0.5113120929910546,0.5368138871401986,0.025501794149143997,False,-0.05537799390176845,1.1035039740330217,1.1588819679347901,True,0.0880421299668449,0.9709717518962059,0.882929621929361,True,0.7273306813090269,0.6208340158343671,0.6607282649586377,1888.570961919481,0.68024660769517,8.820330644983828,1376.0065464981471,0.495527616012306,12.108305987634392,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,DNAJB12,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.07124886313401123,0.032849451359942335,0.061921195552884035,0.6509019183183533,spot_iid,0.8367484337786012,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.004421999528078118,0.09976763296586216,0.09501069221782542,0.004002885212642085,0.06526286936952541,0.06331735424593024,0.025575909397805345,0.040122993322079324,0.014547083924273979,False,-0.16818715515920435,0.233886057879089,0.40207321303829335,True,-0.14392094230268898,0.17040555467202578,0.31432649697471476,True,0.055337035292599285,0.06850535581316879,0.013168320520569501,False,-0.06958664320922375,0.1934290343149918,0.26301567752421556,True,-0.046751904862450844,0.15627373901918148,0.20302564388163233,True,0.9052206331604504,0.6541487196740112,0.645906870199251,509.0283294339315,0.18308426792021076,32.7717944756173,265.81902189538863,0.09543601005299608,62.86935085266212,2775.8333333333335
