variant,arm,estimand,population,gene,status,n_L_donors,n_U_donors,n_L_spots,n_U_spots,L_donors,theta_full,theta_classical,theta_pp,lam,lambda_basis,lambda_cluster_tuned,df_cluster,cluster_variance_form,t_quantile,n_boot,suffstats_file,se_iid_classical,se_cluster_classical,se_boot_classical,se_iid_pp,se_cluster_pp,se_boot_pp,classical_iid_lo,classical_iid_hi,classical_iid_width,classical_iid_covers_full,classical_cluster_lo,classical_cluster_hi,classical_cluster_width,classical_cluster_covers_full,classical_boot_lo,classical_boot_hi,classical_boot_width,classical_boot_covers_full,pp_iid_lo,pp_iid_hi,pp_iid_width,pp_iid_covers_full,pp_cluster_lo,pp_cluster_hi,pp_cluster_width,pp_cluster_covers_full,pp_boot_lo,pp_boot_hi,pp_boot_width,pp_boot_covers_full,width_ratio_iid,width_ratio_cluster,width_ratio_boot,var_inflation_classical,rho_implied_classical,n_eff_implied_classical,var_inflation_pp,rho_implied_pp,n_eff_implied_pp,m_bar_spots_per_labelled_donor
CCRCC,hoptimus0,theta3,spot,EGFL7,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.10349262610552037,0.04121059171519528,0.07140055516133263,0.4223794740415834,spot_iid,0.4703722133265447,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.003797296331615766,0.08382895455206077,0.0742958594792937,0.0034355804345826643,0.05663909530733479,0.05114548607713436,0.03496459507152757,0.047456588358862996,0.012491993287335426,False,-0.1277088067931427,0.21012999022353326,0.33783879701667596,True,-0.10004185434819804,0.1611416300399546,0.26118348438815264,True,0.06574952822282581,0.07705158209983945,0.011302053877013635,False,-0.04272996170476641,0.1855310720274317,0.22826103373219808,True,-0.007459860989546681,0.16463280550186207,0.17209266649140875,True,0.904743832072967,0.6756507415604223,0.6588956682868073,487.34792419617713,0.1752710400130376,34.23269468563482,271.789311800143,0.09758759509885627,61.48322431679967,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,FLNB,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.18433884195751551,0.06742374293978864,0.08820965810231242,0.6379454676854943,spot_iid,0.6283514441956892,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.006712374947957024,0.18131249962076174,0.17363793790650392,0.005340428255021205,0.09670272360843904,0.09431669944221008,0.05638286866118333,0.07846461721839396,0.022081748557210623,False,-0.2979297144859717,0.432777200365549,0.7307069148515207,True,-0.25107807452700376,0.3192540064832377,0.5703320810102415,True,0.07942543531756667,0.09699388088705817,0.017568445569491498,False,-0.10665100780174562,0.28307032400637044,0.3897213318081161,True,-0.06654120782707569,0.2294970030926226,0.2960382109196983,True,0.79560934787271,0.5333483560742097,0.519062877184323,729.6306591300948,0.26258537778728863,22.849711018030842,327.8877881551056,0.11780447648090778,50.93185063279325,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,GADD45B,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.025135851082861857,0.00941880492926108,0.027146622856544907,0.6113402385175994,spot_iid,0.5490380078340147,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.005810598733882608,0.1349022949509408,0.13099201838810784,0.004535528708693359,0.07184964101466194,0.06918892262900385,-0.00013877947292535893,0.01897638933144752,0.019115168804372876,False,-0.26241584507052396,0.2812534549290461,0.54366929999957,True,-0.23437040300189702,0.1981568592624236,0.4325272622643206,True,0.019686342009908108,0.0346069037031817,0.014920561693273594,True,-0.11763387939461134,0.17192712510770114,0.2895610045023125,True,-0.08535756649609552,0.13351303584090735,0.21887060233700287,True,0.780561335658218,0.5326050312249404,0.5060272991607392,539.0101031053938,0.19388915962714653,30.945515528243778,250.95356216920646,0.09007876587273943,66.60837259334369,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,GPNMB,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.11258529270561994,0.13115411577606115,0.18657225998505034,0.8683774332073522,spot_iid,1.0,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.007232772202743148,0.2266248837379041,0.21503109653053576,0.0060108580422302445,0.1398057656978236,0.13911066401112537,0.1192572641854653,0.143050967366657,0.023793703181191714,False,-0.32550598755678806,0.5878142191089103,0.9133202066656984,True,-0.24926877554110616,0.46142539409651484,0.710694169637621,True,0.1766852783331975,0.19645924163690318,0.019773963303705677,False,-0.09514312076692688,0.46828764073702756,0.5634307615039544,True,-0.048105204008377096,0.39265771267138455,0.44076291667976164,True,0.8310586693094695,0.6169038606524408,0.6201864817668395,981.7606346072163,0.3534484838514804,16.97559976667267,540.9750329427509,0.19459728498147066,30.832907049917544,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,H3F3A,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.19646684360897854,0.02248626823662443,0.08184896322248966,0.48517886746219707,spot_iid,0.5522540251460295,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.005463139287259155,0.13738854912940882,0.1270728903354983,0.004729543321850788,0.09759280894946919,0.09096169306688918,0.013500203765435126,0.03147233270781373,0.017972128942378603,False,-0.254358304201175,0.29933084067442384,0.5536891448755988,True,-0.20821196247907534,0.19704256296263709,0.4052545254417124,True,0.07406955673571927,0.08962836970926005,0.015558812973540781,False,-0.11480526770013874,0.27850319414511804,0.3933084618452568,True,-0.06706580084906746,0.2266878960880021,0.29375369693706954,True,0.8657189709368722,0.7103416519636196,0.724862224837314,632.4359193310488,0.2275581425903233,26.366887739991355,425.79172859807454,0.15308729482782432,39.19332434966688,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,HMOX1,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.11803724844944885,0.14482700564229412,0.13795754356602946,0.8484865849611618,spot_iid,1.0,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.006357200130107626,0.21361229431098908,0.19886481304228318,0.004977292875447182,0.11024300442044628,0.10652739199000838,0.1343703419510302,0.15528366933355803,0.020913327382527824,False,-0.28561210053299946,0.5752661118175877,0.8608782123505871,True,-0.18232714303076022,0.4683342705965167,0.6506614136272769,True,0.12977062532745043,0.1461444618046085,0.016373836477158066,False,-0.08418744316273613,0.36010253029479505,0.4442899734575312,True,-0.03560970703851567,0.31064774204275153,0.3462574490812672,True,0.7829378930316796,0.5160892296767722,0.5321622610920899,1129.069620088586,0.40653599138275665,14.758840858326257,490.5866073010201,0.1764382031236783,34.00624067676639,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,HNRNPK,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.21911054753683695,0.07659691964824197,0.15991619547759048,0.6457075161594424,spot_iid,0.7387951297968117,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.007066986001027784,0.2047588561270168,0.1918546787356493,0.005762390906450909,0.1339374821102061,0.12898833135150853,0.06497276209283614,0.0882210772036478,0.023248315110811657,False,-0.33600208031603385,0.48919591961251774,0.8251979999285516,True,-0.2872117361730207,0.34581153853793983,0.6330232747109605,True,0.1504379058952025,0.16939448505997845,0.018956579164775944,False,-0.10997430997690119,0.4298067009320822,0.5397810109089833,True,-0.044032930286606355,0.3652537276953257,0.4092866579819321,True,0.8153958286620162,0.6541230237539589,0.6465586248290998,839.4927066118713,0.30217768272396106,19.855867401964932,540.2550410572861,0.194337812862257,30.874073921232654,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,HSPA1A,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,-0.01754322716414921,-0.004753459811412063,-0.012379049500309054,0.5770908825151408,spot_iid,0.6050975527500548,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.0066844193215949855,0.21577159252636688,0.19936975035501014,0.005342744770381702,0.12519144692532733,0.11966500190194425,-0.015748351176602074,0.006241431553777948,0.021989782730380023,False,-0.4395436563431436,0.43003673672031945,0.869580393063463,True,-0.3338040499924112,0.32155047450273644,0.6553545244951476,True,-0.021167082613747407,-0.003591016386870701,0.017576066226876706,True,-0.2646458709823974,0.2398877719817793,0.5045336429641767,True,-0.20873386279243483,0.19096180025489712,0.39969566304733195,True,0.799283305450511,0.5802035636828753,0.6098922767874952,1041.984268295352,0.3751519977038928,15.993517392211238,549.0608297393597,0.1975112606424505,30.37801480525024,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,HTRA1,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.14933265380766167,0.15216597739096466,0.09661154980037105,0.5870055864891022,spot_iid,0.6579872364954714,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.008528393605483334,0.3026451403846085,0.282332636453085,0.006092012666505131,0.1626605380784863,0.15445489150132746,0.13813801823691566,0.16619393654501366,0.028055918308098005,True,-0.45767862043818514,0.7620105752201145,1.2196891956582996,True,-0.2979876649986831,0.5727798965123306,0.8707675615110138,True,0.08659108067043578,0.10663201893030633,0.02004093825987055,False,-0.23115730286015707,0.4243804024608992,0.6555377053210563,True,-0.16919052403715212,0.34878193751854836,0.5179724615557004,True,0.7143212366029015,0.5374629107600192,0.5948458399815447,1259.310828699675,0.45347257926590484,13.231230011113311,712.923308550517,0.25656434928843186,23.38594592990294,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,IFI27,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.1065945186562734,0.03800651708918526,0.023212807648145414,0.7799694350909463,spot_iid,0.7028460961754665,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.011479666623055673,0.32748497848816355,0.3130320191551371,0.008246881242104643,0.1931121518760627,0.18750961164585203,0.01912414580805838,0.05688888837031214,0.03776474256225376,False,-0.6218915561043888,0.6979045902827593,1.3197961463871482,True,-0.5378507823498566,0.4713946633041693,1.0092454456540259,True,0.00964789512603153,0.0367777201702593,0.02712982504422777,False,-0.3659175198605545,0.41234313515684534,0.7782606550173998,True,-0.278818730392905,0.3254065654483697,0.6042252958412747,True,0.7183903080897552,0.589682472666582,0.5986901387003197,813.8122369773753,0.2929229035896601,20.48320539798102,548.327118619934,0.19724684435819592,30.418737595132992,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,IFI6,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.05952530102046841,0.019060365263018613,0.06693376040396949,0.8109382457366806,spot_iid,0.872931709396143,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.009345275551977464,0.2695071645916996,0.2609828619534524,0.006884709164330353,0.148670011335554,0.14455210200330296,0.0036887548764875603,0.03443197564954967,0.03074322077306211,False,-0.5240096083490811,0.5621303388751182,1.0861399472241993,True,-0.5007640244065605,0.3903881986512803,0.8911522230578408,True,0.05560942156451467,0.0782580992434243,0.022648677678909636,True,-0.2326435041011407,0.36651102490907966,0.5991545290102204,True,-0.17385239907952377,0.2980816312619561,0.47193403034147985,True,0.7367047794405103,0.5516365828744755,0.5295773473157219,831.680286071706,0.29936222694637726,20.04260878602677,466.3108831991839,0.16768966900084709,35.78037952934173,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,IRF7,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.05587582742349685,-0.014335657818389634,0.0017504152979098894,0.6539862627661582,spot_iid,0.5809149889632952,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.004329297220141817,0.08013580257396984,0.07896716014702003,0.0038160338558376966,0.05088575819786283,0.05064488431207274,-0.02145671805309083,-0.007214597583688439,0.01424212046940239,False,-0.17581317644080385,0.14714186080402458,0.32295503724482844,True,-0.1780761292976457,0.08728718694119465,0.26536331623884035,True,-0.004526401830434357,0.008027232426254135,0.012553634256688491,False,-0.10078684898451118,0.10428767958033094,0.20507452856484212,True,-0.08401027571180705,0.07910010445081843,0.16311038016262547,True,0.8814441840776853,0.6349940546348485,0.6146681556233564,342.62446984533517,0.12311531137437749,48.73479937645439,177.81486384595325,0.06372089513338455,94.16063580777428,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,ISG15,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.08065511234171709,0.029162110077405805,0.048703292239006095,0.842733328794603,spot_iid,0.9015252860110397,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.006165639184284978,0.15790270351788804,0.1529782427608743,0.005072885350308653,0.08987949253166594,0.08820455224962083,0.019020536102660544,0.03930368405215107,0.020283147949490522,False,-0.28901947579120113,0.3473436959460128,0.6363631717372139,True,-0.26790764592519006,0.2465365889310055,0.5144442348561955,True,0.04035913837144192,0.05704744610657027,0.016688307735128347,False,-0.13240823298292498,0.22981481746093718,0.36222305044386216,True,-0.09734533591844786,0.18696697737145404,0.2843123132899019,True,0.8227671452521022,0.5692080662918094,0.5526591494788095,655.8777822954622,0.2360061681646209,25.423064348957322,313.9143210483142,0.11276869038920567,53.2062576881209,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,KRTCAP2,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.1976849265877988,0.09395749504844354,0.11674294100179318,0.6181450845241466,spot_iid,0.7873038332135373,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.005242567609784077,0.14886022261208903,0.13953364522975506,0.0044703232971098775,0.09261103295822692,0.09040322045667726,0.08533423870095189,0.1025807513959352,0.017246512694983313,False,-0.2060030543800382,0.39391804447692524,0.5999210988569634,True,-0.16700771813108692,0.2998957353630546,0.46690345349414153,True,0.10938991351289633,0.12409596849069003,0.014706054977793703,False,-0.06987277031337301,0.30335865231695935,0.3732314226303324,True,-0.03488328535812556,0.25839134047577933,0.2932746258339049,True,0.8526973097623045,0.6221341828808064,0.6281269149738358,806.2491101152921,0.29019728876759876,20.675589442894598,429.18802000046395,0.1543112571327277,38.88245168555151,2775.8333333333335
CCRCC,hoptimus0,theta3,spot,LAPTM4B,ok,6,18,16655,51018,INT1;INT19;INT21;INT23;INT6;INT7,0.201747367611588,0.28531655600435074,0.3374719310991722,1.0,spot_iid,1.0,5,separate,2.0150483733330233,500,b1_suffstats__CCRCC__hoptimus0.npz,0.009178064185579286,0.35949424810141856,0.33877466899234837,0.007011979715283782,0.2318878512140444,0.22095735932797478,0.27021998384030727,0.3004131281683942,0.03019314432808695,False,-0.43908174385499105,1.0097148558636926,1.4487965997186836,True,-0.24509579452664437,0.8403048970057985,1.0854006915324428,True,0.3259382508323775,0.34900561136596686,0.023067360533589376,False,-0.1297933062853781,0.8047371684837225,0.9345304747691006,True,-0.03304167031100044,0.7139777053375748,0.7470193756485752,True,0.7639933185803087,0.6450391138069765,0.6882429516364894,1534.1990555088455,0.5525373495737325,10.858994427487728,1093.6407656822164,0.39376806979958545,15.237395970307587,2775.8333333333335
