key,value,unit,source,note
width_ratio_cluster_theta3_LYMPH_IDC_spot_resnet50_nL2,1.5687717239591525,ratio,b1_estimates.csv,
lambda_median_theta3_LYMPH_IDC_spot_uni_v2_nL2,0.20045930300964265,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_LYMPH_IDC_spot_uni_v2_nL2,1.6069473753838248,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_donor_hoptimus0_nL1,0.0,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_donor_hoptimus0_nL1,,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_donor_hoptimus0_nL2,0.0,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_donor_hoptimus0_nL2,1.0,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_donor_permuted_nL1,0.0,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_donor_permuted_nL1,,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_donor_permuted_nL2,0.0,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_donor_permuted_nL2,1.0,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_donor_resnet50_nL1,0.0,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_donor_resnet50_nL1,,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_donor_resnet50_nL2,0.0,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_donor_resnet50_nL2,1.0,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_donor_uni_v2_nL1,0.0,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_donor_uni_v2_nL1,,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_donor_uni_v2_nL2,0.0,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_donor_uni_v2_nL2,1.0,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_spot_hoptimus0_nL1,0.044026165820694504,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_spot_hoptimus0_nL1,,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_spot_hoptimus0_nL2,0.0,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_spot_hoptimus0_nL2,1.0,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_spot_permuted_nL1,0.01857435946817745,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_spot_permuted_nL1,,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_spot_permuted_nL2,0.0,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_spot_permuted_nL2,1.0,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_spot_resnet50_nL1,0.035580359942244344,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_spot_resnet50_nL1,,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_spot_resnet50_nL2,0.0,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_spot_resnet50_nL2,1.0,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_spot_uni_v2_nL1,0.03809480948717535,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_spot_uni_v2_nL1,,ratio,b1_estimates.csv,
lambda_median_theta3_PRAD_spot_uni_v2_nL2,0.0,lambda,b1_estimates.csv,
width_ratio_cluster_theta3_PRAD_spot_uni_v2_nL2,1.0,ratio,b1_estimates.csv,
theta1_slide_NCBI783,-0.4554648071970631,correlation,b1_theta1_by_slide.csv,"n_spots 2920, G 1"
theta1_slide_NCBI783_iid_width,0.05782267817613651,width,b1_theta1_by_slide.csv,
theta1_slide_NCBI785,-0.7007098334486358,correlation,b1_theta1_by_slide.csv,"n_spots 3940, G 1"
theta1_slide_NCBI785_iid_width,0.038586014939932634,width,b1_theta1_by_slide.csv,
theta1_slide_TENX95,0.5257781039985859,correlation,b1_theta1_by_slide.csv,"n_spots 7628, G 1"
theta1_slide_TENX95_iid_width,0.04518167833002429,width,b1_theta1_by_slide.csv,
theta1_slide_TENX99,0.8720996598345037,correlation,b1_theta1_by_slide.csv,"n_spots 20445, G 1"
theta1_slide_TENX99_iid_width,0.02444827285198148,width,b1_theta1_by_slide.csv,
theta1_pooled_spot_ALL,0.3716042459153129,correlation,b1_theta1_by_slide.csv,"n_spots 34933, G 4"
theta1_pooled_spot_ALL_iid_width,0.018460459186969425,width,b1_theta1_by_slide.csv,
theta1_pooled_spot_ALL_cluster_width,1.0841682474615428,width,b1_theta1_by_slide.csv,
theta1_pooled_donor_ALL,0.5846822219682947,correlation,b1_theta1_by_slide.csv,"n_spots 34933, G 4"
theta1_pooled_donor_ALL_iid_width,0.005388680601112306,width,b1_theta1_by_slide.csv,
theta1_pooled_donor_ALL_cluster_width,0.5139095779663672,width,b1_theta1_by_slide.csv,
theta1_n_slides_with_iid_interval_excluding_zero,4.0,count,b1_theta1_by_slide.csv,out of 4 IDC slides
theta1_n_slides_positive,2.0,count,b1_theta1_by_slide.csv,
theta1_slide_range_min,-0.7007098334486358,correlation,b1_theta1_by_slide.csv,
theta1_slide_range_max,0.8720996598345037,correlation,b1_theta1_by_slide.csv,
b2_coverage_theta3_CCRCC_nL6_donor_classical_boot,0.7799333333333334,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL6_donor_classical_cluster,0.8665000000000002,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL6_donor_classical_iid,0.0254,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL6_donor_pp_boot,0.7563333333333334,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL6_donor_pp_cluster,0.8470333333333334,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL6_donor_pp_iid,0.022899999999999997,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL6_spot_classical_boot,0.842,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL6_spot_classical_cluster,0.8952,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL6_spot_classical_iid,0.047099999999999996,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL6_spot_pp_boot,0.889266666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL6_spot_pp_cluster,0.9341666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL6_spot_pp_iid,0.0753,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL8_donor_classical_boot,0.8316666666666668,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL8_donor_classical_cluster,0.8826999999999998,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL8_donor_classical_iid,0.025699999999999997,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL8_donor_pp_boot,0.8172,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL8_donor_pp_cluster,0.8742999999999999,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL8_donor_pp_iid,0.030566666666666673,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL8_spot_classical_boot,0.8777666666666665,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL8_spot_classical_cluster,0.9069000000000002,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL8_spot_classical_iid,0.046299999999999994,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL8_spot_pp_boot,0.9176333333333332,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL8_spot_pp_cluster,0.9411666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL8_spot_pp_iid,0.07866666666666668,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL12_donor_classical_boot,0.8958,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL12_donor_classical_cluster,0.9192999999999999,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL12_donor_classical_iid,0.031200000000000006,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL12_donor_pp_boot,0.8900666666666666,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL12_donor_pp_cluster,0.9178666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL12_donor_pp_iid,0.03386666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL12_spot_classical_boot,0.9243666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL12_spot_classical_cluster,0.9459999999999998,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL12_spot_classical_iid,0.0606,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL12_spot_pp_boot,0.9607333333333334,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL12_spot_pp_cluster,0.9678333333333332,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_nL12_spot_pp_iid,0.09156666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL6_donor_classical_boot,0.7974,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL6_donor_classical_cluster,0.876,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL6_donor_classical_iid,0.021799999999999996,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL6_donor_pp_boot,0.7695666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL6_donor_pp_cluster,0.8589999999999998,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL6_donor_pp_iid,0.023466666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL6_spot_classical_boot,0.8463666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL6_spot_classical_cluster,0.8926000000000001,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL6_spot_classical_iid,0.050199999999999995,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL6_spot_pp_boot,0.8904333333333333,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL6_spot_pp_cluster,0.932,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL6_spot_pp_iid,0.07306666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL8_donor_classical_boot,0.8152,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL8_donor_classical_cluster,0.8721999999999999,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL8_donor_classical_iid,0.0237,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL8_donor_pp_boot,0.8071,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL8_donor_pp_cluster,0.8677666666666666,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL8_donor_pp_iid,0.026399999999999996,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL8_spot_classical_boot,0.8984,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL8_spot_classical_cluster,0.9262999999999999,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL8_spot_classical_iid,0.055,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL8_spot_pp_boot,0.9272999999999998,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL8_spot_pp_cluster,0.9477333333333333,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL8_spot_pp_iid,0.08209999999999998,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL12_donor_classical_boot,0.8976333333333332,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL12_donor_classical_cluster,0.9198,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL12_donor_classical_iid,0.032,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL12_donor_pp_boot,0.8951333333333334,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL12_donor_pp_cluster,0.9197666666666668,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL12_donor_pp_iid,0.0348,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL12_spot_classical_boot,0.9296,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL12_spot_classical_cluster,0.9418999999999997,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL12_spot_classical_iid,0.0627,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL12_spot_pp_boot,0.9711333333333334,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL12_spot_pp_cluster,0.9768666666666669,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_CCRCC_merged_nL12_spot_pp_iid,0.09726666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_IDC_nL2_donor_classical_boot,0.6045,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_IDC_nL2_donor_classical_cluster,0.93,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_IDC_nL2_donor_classical_iid,0.017300000000000003,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_IDC_nL2_donor_pp_boot,0.6045,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_IDC_nL2_donor_pp_cluster,0.93,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_IDC_nL2_donor_pp_iid,0.017300000000000003,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_IDC_nL2_spot_classical_boot,0.6281,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_IDC_nL2_spot_classical_cluster,0.9525,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_IDC_nL2_spot_classical_iid,0.01,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_IDC_nL2_spot_pp_boot,0.8548333333333334,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_IDC_nL2_spot_pp_cluster,0.9795666666666665,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_IDC_nL2_spot_pp_iid,0.05343333333333334,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_LYMPH_IDC_nL2_donor_classical_boot,0.5584000000000001,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_LYMPH_IDC_nL2_donor_classical_cluster,0.8616,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_LYMPH_IDC_nL2_donor_classical_iid,0.0,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_LYMPH_IDC_nL2_donor_pp_boot,0.5584000000000001,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_LYMPH_IDC_nL2_donor_pp_cluster,0.8616,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_LYMPH_IDC_nL2_donor_pp_iid,0.0,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_LYMPH_IDC_nL2_spot_classical_boot,0.49889999999999984,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_LYMPH_IDC_nL2_spot_classical_cluster,0.8870000000000001,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_LYMPH_IDC_nL2_spot_classical_iid,0.0328,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_LYMPH_IDC_nL2_spot_pp_boot,0.6028666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_LYMPH_IDC_nL2_spot_pp_cluster,0.9443666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_LYMPH_IDC_nL2_spot_pp_iid,0.09113333333333334,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_nL1_donor_classical_boot,0.0,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_nL1_donor_classical_cluster,,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_nL1_donor_classical_iid,0.0,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_nL1_donor_pp_boot,0.0,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_nL1_donor_pp_cluster,,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_nL1_donor_pp_iid,0.0,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_nL1_spot_classical_boot,0.0,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_nL1_spot_classical_cluster,,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_nL1_spot_classical_iid,0.0,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_nL1_spot_pp_boot,0.0,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_nL1_spot_pp_cluster,,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_nL1_spot_pp_iid,0.06143333333333333,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL4_spot_classical_boot,0.6957,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL4_spot_classical_cluster,0.8021,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL4_spot_classical_iid,0.0361,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL4_spot_pp_boot,0.8204000000000001,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL4_spot_pp_cluster,0.9779,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL4_spot_pp_iid,0.07356666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL8_spot_classical_boot,0.8671999999999999,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL8_spot_classical_cluster,0.9692,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL8_spot_classical_iid,0.0388,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL8_spot_pp_boot,0.9910666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL8_spot_pp_cluster,0.9976666666666669,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL8_spot_pp_iid,0.08836666666666668,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL12_spot_classical_boot,0.9656999999999998,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL12_spot_classical_cluster,0.9919999999999999,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL12_spot_classical_iid,0.05419999999999999,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL12_spot_pp_boot,0.9999666666666667,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL12_spot_pp_cluster,1.0,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_theta3_PRAD_slidemask_nL12_spot_pp_iid,0.0936,coverage,b2_coverage.csv,"mean over 150 (gene, encoder arm) cells, nominal 0.90"
b2_coverage_iid_classical_all_settings_mean,0.044031874405328256,coverage,b2_coverage.csv,"6306 cells over every setting, estimand, population and gene"
b2_cells_iid_classical_within_0.02_of_nominal,0.0,count,b2_coverage.csv,out of 6306
b2_coverage_cluster_classical_all_settings_mean,0.9129495268138801,coverage,b2_coverage.csv,"6306 cells over every setting, estimand, population and gene"
b2_cells_cluster_classical_within_0.02_of_nominal,795.0,count,b2_coverage.csv,out of 6306
b2_coverage_boot_classical_all_settings_mean,0.7111132254995244,coverage,b2_coverage.csv,"6306 cells over every setting, estimand, population and gene"
b2_cells_boot_classical_within_0.02_of_nominal,853.0,count,b2_coverage.csv,out of 6306
b2_spearman_widthratio_vs_gene_pearson_theta3_CCRCC_nL6_donor,-0.6994689867246683,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=1.04e-30"
b2_width_ratio_cluster_theta3_CCRCC_nL6_donor_hoptimus0,0.8502186155381666,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL6_donor_permuted,0.9802254930574807,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL6_donor_resnet50,0.8687492238248139,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL6_donor_uni_v2,0.8368304368379884,ratio,b2_width_ratio.csv,
b2_spearman_widthratio_vs_gene_pearson_theta3_CCRCC_nL6_spot,-0.6842811070276758,spearman rho,b2_width_ratio.csv,"200 (arm, gene) cells, p=5.77e-29"
b2_width_ratio_cluster_theta3_CCRCC_nL6_spot_hoptimus0,0.6552848468838272,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL6_spot_permuted,0.7116018615308526,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL6_spot_resnet50,0.6737179723485751,ratio,b2_width_ratio.csv,
b2_width_ratio_cluster_theta3_CCRCC_nL6_spot_uni_v2,0.6562111303319668,ratio,b2_width_ratio.csv,
