file,rows,rows_tagged,sha256_before,sha256_after,action
results/round3/A1_coverage/a1_calibration_units__phikon__main.csv,394,35,6aa616c4f11afa17a20f225c97a4e29648f38bd0632e796170e61e9440f10fd2,b6e1b64a33fc9229aefc7f341fba5865b0a1faddb178a1b09fbfe6f3b97bc151,tagged
results/round3/A1_coverage/a1_calibration_units__phikon__slideout.csv,93,12,6bc50c2e9856a26a42971ac70aa340f46714e11577b32da7cfbfab5b9e3b2e2a,9e8b2d662b2e90a9f944e7434045160c7c4d928e532c5c27522a7665e96b9f91,tagged
results/round3/A1_coverage/a1_calibration_units__resnet50__main.csv,394,35,19ea6a266635c582b08790ed82d5bb31288a3aa132fa5ad1121bdea00b1ba8fa,e5610137a8c0bbf5c564787f24a10e35333abd65beb0e02e256682f4e6e993b7,tagged
results/round3/A1_coverage/a1_calibration_units__resnet50__slideout.csv,93,12,c12c8efc7f2cf5bad65b12c8c93cac9d78dfd9ed28aa938ecde2fedcabefa555,466f1ad32dad2838c1200ab8e31895ba2a8194b40b3a2c32ff2401ef78810add,tagged
results/round3/A1_coverage/a1_calibration_units__uni_v1__main.csv,394,35,e8cb4b01656feba21034dab0aa006f10c0e95415b03c4a995e730e491f374885,3568c3d15f4bb8bc283b1bf5eaa8bbca39051adba9101c104af042acca856cd3,tagged
results/round3/A1_coverage/a1_calibration_units__uni_v1__slideout.csv,93,12,ce1aaab8cd949f37c749f96820af950d9f92c9225b9f8a197f40dbe83236b526,d8221ee7f96bfb92c356bfaa1fa4e59b58049fc140a9ac355075762b33c4d419,tagged
results/round3/A1_coverage/a1_calibration_units__uni_v2__main.csv,394,35,7aebb74227b7447a5aa9b1f5696a46f29d6a6d4bff3ecbefe2338f4e114b0f90,66fd0a29a85b0bde5035e70d49e9048f751da53d012c70fd2f6e8bfc9313238a,tagged
results/round3/A1_coverage/a1_calibration_units__uni_v2__slideout.csv,93,12,a51d1aa630b40ea97dc2d71dc84e589fae5ba3ac8fbe0d17d0dd6514bee38608,f5db139da1273af3ccfb47e3429be67d3e5478f9b989ad239a07accab58e3b4d,tagged
results/round3/A1_coverage/a1_calibration_units__virchow2__main.csv,394,35,83ba5720665b543786a5ae1eca29e447153fa9113d043e08f0a138fb917dd14a,5ba3d66548bbe4335ce475a8b01d051e1019b1d7793107957dd4ae0349b7316b,tagged
results/round3/A1_coverage/a1_calibration_units__virchow2__slideout.csv,93,12,69b87f30f90fb6942b04f0bb21de10e7c8edb29aaf432bac4299f96dbd5f30b3,12be7387236c60d687c89694756ae3041afc4f87faadf9643d87a8739ca5e31e,tagged
results/round3/A1_coverage/a1_calibration_units__virchow__main.csv,394,35,d7e9cf8f0263a8cc4a8b5f138e59d1288331e0e9156bd670a52a0027f7f3ca23,e290384e5ddc9ae4cc868fb85cb3c991f8394832e6e8f750042b1505245dffc3,tagged
results/round3/A1_coverage/a1_calibration_units__virchow__slideout.csv,93,12,b0e54d93a7c66b37dcfb6553555bfa60003c3ff59a23d1d1207fc33aa11d309f,1f2d4eefc36cb955600297aa9777b35dedee1368414d237e4786f01f22eb5d1a,tagged
results/round3/A1_coverage/a1_coverage_by_task_design.csv,72,8,7f664ab8a9da70b3b1cd0fb6784787fb2c0562f1fec9d4749c8877de9d1cb604,ed95b35e6fecffd30097d13c8704d1f8ce9899344df9ad397e130d98dab9615e,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__conch_v15__main.csv,394,35,d8b747353684ecc45dc1bbe9ddab36c9eed77ed09aef79b813b1921f8100c967,6307edc7028350648d1372005bf654ecd2927f0366ddd8fc5b2234907c9ca25f,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__conch_v15__slideout.csv,93,12,1da020b2eb39e4624ccab9673aa26ae5802f34e41b45c69f1c3c987354d664c9,b7b64cfc81224a01e3f6ce017463cfda8b141f94845793460b5302207989d9fc,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__conch_v1__main.csv,394,35,a50a5b00e62f6abdb1e3829ae029cab49bace74931faeaafe2cf4a5d8dc1b6b7,3d2e3eecb676a84d0eff6a49c9c6555a43acf1cfb78a268e5f6107fe6176554d,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__conch_v1__slideout.csv,93,12,ba5c85a7fdf6385fa65f5b7ab5050247b0ee9d762a1024fc8e77ea3eaebd5fc7,b19742104f27e22a7a9c176acf17c68474fb687224d2e2dc297ef4a94739da8a,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__ctranspath__main.csv,394,35,fa49216f027b770286e9f24a9453d62e78723390e71e769ec98ee82c1976ee8e,e3166cace006a51ef232b9b19aa665946e37bbbd17e910760b49d1865832ebcf,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__ctranspath__slideout.csv,93,12,b74f42c419fdae23811925577f4ab769a0fa93303122fea878a937e7cc6a1162,a7a4a07c0f983744b21cfa14488e097db6fe2715eba7f48700c23292e24b1476,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__gigapath__main.csv,394,35,1c38a91e413118d6a3e035cdeab74e349acfa5bf9d80f06e051d32c101f9521e,569390f9c2521856de753d8616671728f436050715d70b525aa1d0eb077ae640,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__gigapath__slideout.csv,93,12,898a043e28f344d94385cbd58ec5cbbbcc0d0407f9707787615c9b41a1e04dba,63fb8fcd3b1761b047427377d8dca44dfc684405fe9c9b7fc385415a6fad6c7e,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__hoptimus0__main.csv,394,35,8e6202a6311902ff24d33133b4d8964cb10e99524d6f568b19dd4acd1130becf,0d29aae88b9d9db10776d854fc2973ad9294c4e077b4d109b84b8497cd048253,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__hoptimus0__slideout.csv,93,12,608f7104be74d09ac164de4fd0af917ec9b0b2f6858ae7d02e95cae5ca9848f3,e179a0f952301aedd37f3ecfb6bb5445e3903b9cb80f9de1bf116a4e1a9fe6d2,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__hoptimus1__main.csv,394,35,4bb58990e0c098216e65cad5dd3d6d1f5105a4de41f49500f3e7b877c9e17ec5,0ac17c36d5d114b291130905528c0dd9f077f5e11a87af6bc3f32f3d78180832,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__hoptimus1__slideout.csv,93,12,c99aa34d2e63ad0c41e99daf75da39e947611f0b39116e89a06f9fbf32d34f7f,861a1eaf43d98c04a54fdf305b371e180636ab16ae3eed55fe65a79a1844b03e,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__phikon__main.csv,394,35,8a7e61baa3fbbcc8560de4dcbd9ddbdfe033dd594db71bd18af2481645c0b4d1,be4a77fbaf3c4d3286442a92079bd123757df6393bfcba4fc1f0398dd46a3a83,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__phikon__slideout.csv,93,12,3d58aee03ed2ff9c28d7b9cdc7f689809c93c09ac0dda569a5e5aa5aa7de7a30,5900a4cb1d8b00023bb978dcc06ce572e6db5c4a2f437bc139171ba0becf7267,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__resnet50__main.csv,394,35,d5582fa99340eca0fcac83f558bef3de599894b63a6649fbe823a4090de90a19,8f9fb83f9a9de1f52be01443f36450b7a0fbd85a78b1cf459e895fabd50e84d1,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__resnet50__slideout.csv,93,12,e42ff5272dd859ef044ef240cdc43b20f557c75235967e9a6ee69d768712fab8,c0354c0b62de1a8ffb7ddb91f8a3dccb81fe1ed17434248a4aa4a9cd1680caa6,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__uni_v1__main.csv,394,35,65a2b4e248ba5b8ae52980bec6c1a0519ad7b9cda96c0dce3be30f5a3f5d26fb,c8aa6036ee18a4c45bea4cdb132fb17c60e7d7db967649bea987a24ab2f087fa,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__uni_v1__slideout.csv,93,12,79b51eb17e94c0bb8f3c3ad99487c719fe0d354aaf3be0e0024f0ffad7e4f679,419b05dfc7f6fe1c7ba2c4a088fe31125e0aa54be9c618e35539f018f971ec52,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__uni_v2__main.csv,394,35,8144d587523820a70b42a61cf47f2dfe64105e23d82dc7707599799b9cec1d34,52be30c1b5084dcbb785f329fead48f0102cf3581a7f9e21ce9e27c189e3bc65,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__uni_v2__slideout.csv,93,12,1ba6c8fff542482197507f342684965e7dbe29c35f7aca9b5df6425a68a6fdc5,8a295f554b4ca4c199fe2186559ef2b0e70b34ca5d9ffc8843296b98dbfc7c82,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__virchow2__main.csv,394,35,5dad329ae3b3113cba7bb349832b86bb30064200ccd49926cd9e1852504bb79c,fda8c57eadc59a029e4db40137a9e5cac2c34afec4e1f2c324f90f3ef6406213,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__virchow2__slideout.csv,93,12,a431ea6d124f049c271bc3ee7d308604e83c904e4a17e588373254818e0f8a14,a529afa067f55b2da89c1e904bc85fc36bf329e97acc8134a1e04170e097f0d4,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__virchow__main.csv,394,35,8ce142fe6c22b2d3e09cdf015707b5fc2df21b9645879ce7d427dee91a0331cc,be61152d3e608bdc1c1ff91523e1acdd05cd17c408e35e34ce9667fdf85b650c,tagged
results/round3/A1_coverage/a1_sigma_diagnostics__virchow__slideout.csv,93,12,595f72973fa3939272e04228b1435276051417fb78718348ca40df7c089cd25c,7ad5ddcd4da79f8c31037c5a851ea1ae43b08dda5d0d733f6a48849fa0a7be78,tagged
results/round3/A1_coverage/h3_disjointness__conch_v15__main.csv,394,35,1192a921328c9835ba5979eb74eaabf75c7abaf9ba86f81da9936d922a961725,5d4b97283434eb0d0ddc46ae330d5a35e95bd11e110aacca9522cc1a61458972,tagged
results/round3/A1_coverage/h3_disjointness__conch_v15__slideout.csv,93,12,a927ec8b1706c470816193bb4456f6b071b3fe4fb2501d0b4b9811cf059b90dc,219ed0865d4bb74dc7cb5320a9c8e688e7c728fef3d15ce9abf2e4f7b382a07f,tagged
results/round3/A1_coverage/h3_disjointness__conch_v1__main.csv,394,35,46d7ae9ca179e079ce46f554b265b5b718f43c4d98dba3b44101dc5cf8a2c1b3,327799e95a1dc7ec1d5388a1311a931cacd039d2e406f453532a8c4139b9f6ea,tagged
results/round3/A1_coverage/h3_disjointness__conch_v1__slideout.csv,93,12,d93c79d1c4bb30bb871f71fc8f0ab90cdc63705552b8509ae901fd1a0a79af89,cd4e506198b7524b253fff50082b40af18a8d655456e6b97f453d23e59700a3a,tagged
results/round3/A1_coverage/h3_disjointness__ctranspath__main.csv,394,35,854786c511202f295fb989b896a6822d3023f1c2409a7e21d43c4a403342a1be,8bc664380c5a4c908bb4848e613963924f143bb2e334a5d98c3916b11f4aace9,tagged
results/round3/A1_coverage/h3_disjointness__ctranspath__slideout.csv,93,12,a0d21f0e65feb21055d7f7a9600f11a5948b575f193c86f597a02561542eab7e,dd50651e1a5b50345c62e45cd84cdd09a69c7cae4ad11fbd96909339e2d51082,tagged
results/round3/A1_coverage/h3_disjointness__gigapath__main.csv,394,35,56558766261fe43965d1e450db3f616fd1c69661182611cf802dfb2e53e14fa1,425415bc0191a181fae9bea94ed7371e4461661cdd2708896cf171acb3dbdb1d,tagged
results/round3/A1_coverage/h3_disjointness__gigapath__slideout.csv,93,12,2ff5d7a04be133739cb0327159f8627ded689237f70c462737e3393c01cde65e,0c462aa188d18b984bd5d85e120590d263ef83caa1ae9cc81d660537dff13701,tagged
results/round3/A1_coverage/h3_disjointness__hoptimus0__main.csv,394,35,c9d8a3a77cac76373bf42cae1419f38bb24f73a6fc175c01bab769ed82bac516,90eaee708a32d8b0dbcd9261847c043a74582a35b06731523e587c8e0147b493,tagged
results/round3/A1_coverage/h3_disjointness__hoptimus0__slideout.csv,93,12,f366dc7bf3ce2bd1c1d346b8e12ed4151bcd8999f3164bd05634dee9cb75b9eb,e597421a8440cfbb35493fbb23662892bf21790227c308dea5a8357e0ac18127,tagged
results/round3/A1_coverage/h3_disjointness__hoptimus1__main.csv,394,35,421bfe590f8109ce98edb1242253e2d4fbb7cdff8980965e8b7cbccb7c0bf6ee,b43db0c834955f3847085c43520c43253f9f3b55959c72b76c76116e648a43cc,tagged
results/round3/A1_coverage/h3_disjointness__hoptimus1__slideout.csv,93,12,48099c67935bae331920f91ee8a4eae89cbab35cf67d5d0d5abba974b11cba48,0c74882a0864242fe2795f7f1898a3eeb0bde708358d9aa9562e1e1595e143f2,tagged
results/round3/A1_coverage/h3_disjointness__phikon__main.csv,394,35,ffb8792c7e56de7144b49032828b9c093a3620747926dcf54c8b2c869226ae5b,65d0ea014661b53be2b4bca86bb0584161df62d61ad075c3069dc641178cf5ae,tagged
results/round3/A1_coverage/h3_disjointness__phikon__slideout.csv,93,12,69b3c9218fb4f3ffb169cb4e098b98dfe7455d8f31709145e4b69a6e71a76c0b,7af74c864018b340513c2bcf0cad89829040e99494fe5b331e0961b92886fbae,tagged
results/round3/A1_coverage/h3_disjointness__resnet50__main.csv,394,35,bc035a53c0c932c3fba4b7a58e97e422e45154049ddd4629207246e49046ad2a,38008da6ac6aa5c054eedbab509abe9ab500b452e0270bc1542843ccef38b022,tagged
results/round3/A1_coverage/h3_disjointness__resnet50__slideout.csv,93,12,7f78d6ea1bc922c8f2f6436022b528cdeb1e43d7a00a0fc804db1a3e04140ea0,93262887dd8a6f6d7ff6fdbcc6aa227b991c5f126a82cb7d5876da0cad9164c4,tagged
results/round3/A1_coverage/h3_disjointness__uni_v1__main.csv,394,35,9d10072183e37c3fec6566c2ab84f72236131a6ac008ab247333e4fb1f02f6f5,7ff93fd5a2280525f0831a6c2031726653675d886188020e83c47f6f8c73a9e4,tagged
results/round3/A1_coverage/h3_disjointness__uni_v1__slideout.csv,93,12,438e30d5afdd898062357ec5579df846d6b52faf8215f8aa7f54b6e5b3e5fed9,ef7f48fcb8656a765f01fd30fc8c8b6c4c2fc4ef82ce1d31ba0cebbafc0c163a,tagged
results/round3/A1_coverage/h3_disjointness__uni_v2__main.csv,394,35,6d72d76896dd55e4b532d9f96b9297a164f7f53268926710ec8525a414d4e4ec,b814ff8e5fc0beb187caa1fee1d74a8905182722e5c1f270204de8d8f04818f2,tagged
results/round3/A1_coverage/h3_disjointness__uni_v2__slideout.csv,93,12,00c23d6b10d95b008e9b85692e6521ca2ff713adca934ebc7a6162b7aead107d,a050559dd64f90eee41bac94ad036f83f70db2ea9f57d2f3e92b45ecea8c44d8,tagged
results/round3/A1_coverage/h3_disjointness__virchow2__main.csv,394,35,94b3378a699f8ba25627a8f7ac08ad5c7f7a2b5fc34f7167b74614cb766d4223,2f1c216b7b479ce422fa9676c022e5fe52b9b5a6b704e46c3e09322e9ff4455c,tagged
results/round3/A1_coverage/h3_disjointness__virchow2__slideout.csv,93,12,55d3aeeb0e7988fd992023c5f11c417a59579289e59590cb08d65ba010d9a7e9,27bc5cf6bd921cce70bf335f4b413a6c3553e21ae864d3abb0a08c2016e8f24e,tagged
results/round3/A1_coverage/h3_disjointness__virchow__main.csv,394,35,fa15911ed740f87258bd3b70014c49d68a32ce2075a57e2ae68a3d89a5aa544a,e5a19be423717fb53e43b5f14116189c5643750bf55252b2b32d8052fdd55461,tagged
results/round3/A1_coverage/h3_disjointness__virchow__slideout.csv,93,12,d3ddbf62aaa9bee8232f4b01a8341476c2f274598e89e295b408ee5b90c51fbd,c8f6fed72d2b103c6fd499ce4f8c79c51e767704a2f75b6f68a60f970a147135,tagged
results/round3/A2_conditional/a1_calibration_units__hoptimus0__mech_main.csv,394,35,3fb504b73e0345b979a3073c8d21c8d1ee72bc1526853f6e7dbce54d59971c35,43d693ebfa021b293fbc1adcaffff38faabf2e065e9d6b23adf15927cca5d4f6,tagged
results/round3/A2_conditional/a1_calibration_units__hoptimus0__mech_slideout.csv,93,12,aa997a83ac44040fd7520e87ef3de4a0e38ae5ce3cc529a4ae9ab7480d22c340,1e9fd52dd3c56413029cc17bb64a342c19a742312e79c46772052f5c90a876f1,tagged
results/round3/A2_conditional/a1_calibration_units__resnet50__mech_main.csv,394,35,ed386e0f7ceb45979794f7cf68056474cb89c88dbc8dd4510a76c1047af65e77,a8654a2192a9eb8cdaad79742885da73c18b073e488c47f8c52f6dc883a947d1,tagged
results/round3/A2_conditional/a1_calibration_units__resnet50__mech_slideout.csv,93,12,c12c8efc7f2cf5bad65b12c8c93cac9d78dfd9ed28aa938ecde2fedcabefa555,466f1ad32dad2838c1200ab8e31895ba2a8194b40b3a2c32ff2401ef78810add,tagged
results/round3/A2_conditional/a1_calibration_units__uni_v2__mech_main.csv,394,35,ff90974b2b2f19e9c0378b9ae368a149cd84187ebc9deaaaa9e62f55efa8a483,be4746c4e81da2c311589681e651bdc7040b5f7775dd26d7dc0308c85c19c10f,tagged
results/round3/A2_conditional/a1_calibration_units__uni_v2__mech_slideout.csv,93,12,a51d1aa630b40ea97dc2d71dc84e589fae5ba3ac8fbe0d17d0dd6514bee38608,f5db139da1273af3ccfb47e3429be67d3e5478f9b989ad239a07accab58e3b4d,tagged
results/round3/A2_conditional/a1_sigma_diagnostics__hoptimus0__mech_main.csv,229,15,aabe6a00ea647701895b717a342a6e554048e85f2f366c0a59d65f83de9966f4,96bdbd761897faee44671dbec67464967c183320e80fc77f7f058d19f4a1b72f,tagged
results/round3/A2_conditional/a1_sigma_diagnostics__hoptimus0__mech_slideout.csv,93,12,608f7104be74d09ac164de4fd0af917ec9b0b2f6858ae7d02e95cae5ca9848f3,e179a0f952301aedd37f3ecfb6bb5445e3903b9cb80f9de1bf116a4e1a9fe6d2,tagged
results/round3/A2_conditional/a1_sigma_diagnostics__resnet50__mech_main.csv,229,15,4c6ac168347fec4741ba2182dca023122399940716a16ef360c0afe0656ef684,19435c826ce478a2631e6b7e2513e0f97340cadfd04516fe9755b8819602d90a,tagged
results/round3/A2_conditional/a1_sigma_diagnostics__resnet50__mech_slideout.csv,93,12,e42ff5272dd859ef044ef240cdc43b20f557c75235967e9a6ee69d768712fab8,c0354c0b62de1a8ffb7ddb91f8a3dccb81fe1ed17434248a4aa4a9cd1680caa6,tagged
results/round3/A2_conditional/a1_sigma_diagnostics__uni_v2__mech_main.csv,229,15,6364d3e67a3cf13139e38c4e0f7e9b89810a62fef2911b0c896f085ab1dee0d7,30f91ea5ec23db1fc9d52cc2fecb25fb0130c044aa28979a14bd5aec5a87c773,tagged
results/round3/A2_conditional/a1_sigma_diagnostics__uni_v2__mech_slideout.csv,93,12,b68d610bea60a93e1d8fd0d4eae0a9eac19f28d99f74fe389b3267b546e041c7,374a5f91ec88cb8652cccde01ad8ea09aa5e608b440bde1351d96df370d54218,tagged
results/round3/A2_conditional/a2_by_stratum.csv,10289,1036,7463a5ae8b6f8c48793ac1e48800a734ba77d8d3190780eb705776e4f3375df2,87e6e064144a0183bce337a050ccef22849e4ad0a10e0fece1ffc26a6809f5c9,tagged
results/round3/A2_conditional/a2_by_stratum__anatomy.csv,4952,532,eae377ecb0cdf225cd04623763b21236bee0a662546cb29fb590d4fc5280b3ab,ba319d9259f484282dd821b385238de0c4a387af2f7f3523bb1ba768921704a7,tagged
results/round3/A2_conditional/a2_by_stratum__spot.csv,5337,504,8430f3c3f7a45bb3a6546d29eb88642ba1978f7f57377f8f5eb2f688fb76281d,a35e17151164bf6e9d209ce57b48ba8ca1bd43094b92352efe941082c239b4b3,tagged
results/round3/A2_conditional/a2_coverage_vs_K.csv,348,33,7fb99b370e1ecfb8a2f46b6db3ed04e9bee4e40483d7717b2c909a7339dd9196,3b255213cd639675e35c89ee405326275d23d5f5eac4c330bfd16da3442f9997,tagged
results/round3/A2_conditional/a2_level_scale.csv,1253,72,13d12e7ffec198af658b682adf20b21783d52a9d3e225d74c207adb308c4f548,8a5e512b177020012c08b0049fd26876513e5e9feb5294435362bf7d90ae94d8,tagged
results/round3/A2_conditional/a2_pergene_join.csv,55,5,995d2dae2d36b6395b7871c589d04da2ebca2e2bc28e1b96507fb866fb1565ff,6b46dc47cfd204cad88e25485a0f0a6e9be8358ae3b70a03ca2ec8c26e36cbee,tagged
results/round3/A2_conditional/a2_simulated_coverage.csv,357,33,479c9b1cce70ed02aa665bff6762576105c2ea5482653446584bbb9a617f90ca,0809f050f203be0dc32df884584fc366b370adc3153149fd08a19d74d7d4baa3,tagged
results/round3/A2_conditional/a2_strata__hoptimus0__mech_main.csv,1086,84,e154ae9fe5fd8751a6334715e1a70d07d8fe468f12463322decb8f60c4a39201,a80f359cc1d628a77c0e9f86cf66f22c7b1ce38296d09b91364ba212d910d2c4,tagged
results/round3/A2_conditional/a2_strata__hoptimus0__mech_slideout.csv,376,48,ebe05328ccdf2a44573d0600ab5e8c13abe7ea8989c0ede68a57b0637ba42173,0d2d148e4e8297d99f9a261222947e7859c6b87caee3f33e5d8e03cdee50fede,tagged
results/round3/A2_conditional/a2_strata__resnet50__mech_main.csv,1086,84,cb1e3cafabe2fbc8fa27db868c7e236388dd02d9ae4de8a62e39afc210ffa07b,ccc13327af9ee5a159ebe1fd29adba8bd98333b75a5d116a9941aa34080a46c9,tagged
results/round3/A2_conditional/a2_strata__resnet50__mech_slideout.csv,376,48,7254d296992291b60a9a6fef672d45b8072237f8d7c766cdfc83de8da59dfaae,8e10cb5c032afa78e76fa132be5229e59226baf8f49b769f1ef10e2e84280a21,tagged
results/round3/A2_conditional/a2_strata__uni_v2__mech_main.csv,1086,84,dd7584c7d985bf2dd02d619901674812c6f089d292813f37cf31d5aa9a2373df,5bf3d96fce3ac3db88da8688051e6430bfb938adae68862c61e376517c6a213a,tagged
results/round3/A2_conditional/a2_strata__uni_v2__mech_slideout.csv,376,48,f3783b07d1e3ca671021adcdceb6750c0490f8dea268f0d7239b35b775f9c438,77e3ee0e299f4cebca555a94ac7eb344e7455064d6e7ce7c5e323c1d85fe7cae,tagged
results/round3/A2_conditional/a2_unit_intervention.csv,162,12,af8c6fbf2a94c7ca0f504e049f97f0d33840c1c28a2f6c2ed74dfe5976d24593,d8b3ffa08ac7283a6afb63dd51bd30fc975c7580bf5473b673db3f5c26520b63,tagged
results/round3/A2_conditional/a2b_by_fold__hoptimus0__a2b.csv,732,18,d0dfe8884c41863e7617c72b0c339c5116b030213c843439c9c36f078c754b48,32bb75c2090473607c79e584f42c630feb2cab3d7eb7b607d21cd4a9c69c17db,tagged
results/round3/A2_conditional/a2b_by_fold__resnet50__a2b.csv,732,18,dbc398609c9f105769787fa126ad8ef0266c6f2b4f6a9bcbe0d35cab7d1cdd6c,561ad73e6d0f46d197d8e74ce90dce7256240bd51e09af58ac75f10a281f0afc,tagged
results/round3/A2_conditional/a2b_by_fold__uni_v2__a2b.csv,732,18,6df27e874a79e820939adb27365d4f7b97ba030265a3721ec112447c8036db64,d28a42e820498629cd46b46ca63a942571f3a331c58bb810635b7bbe1ebde694,tagged
results/round3/A2_conditional/a2b_cells__hoptimus0__a2b.csv,122,3,b8537264d05b609cf353a11d78fc269ef9bbeb02d8c6424d2b3759e7269b6683,6b7db022cfde29b520c5517b27feec54b1b221cb21c85c0ca0877d09728a7093,tagged
results/round3/A2_conditional/a2b_cells__resnet50__a2b.csv,122,3,f60b5c447b7f2026acd93f2c5bd796b7e1c4ebeb66be345904e7f1300fd8e866,3d9f0391c94fc5533cce1d052eaa86ff35318c04a34e59d277e9f931ff3be5b4,tagged
results/round3/A2_conditional/a2b_cells__uni_v2__a2b.csv,122,3,d9a64ae04caf5d057b9888061b4865eda21fcf6ee7ebec6a837d7f6f8352ae1c,1bcac62ff39016c7f344fdf5a2860403cbe173ff109dcbda8f70a269c179e564,tagged
results/round3/A2_conditional/h3_disjointness__hoptimus0__mech_main.csv,229,15,75318edb18dd92000db0c4788fbbe346ae103892486114f23ea1bbf2f5c258b9,5c774de5037fd1094fdbebdead4e5c2eb25cfc823b28e37dc9aaf72dd2cc90fd,tagged
results/round3/A2_conditional/h3_disjointness__hoptimus0__mech_slideout.csv,93,12,f366dc7bf3ce2bd1c1d346b8e12ed4151bcd8999f3164bd05634dee9cb75b9eb,e597421a8440cfbb35493fbb23662892bf21790227c308dea5a8357e0ac18127,tagged
results/round3/A2_conditional/h3_disjointness__resnet50__mech_main.csv,229,15,25e3420a712867d0f323b2d22bb3a259c862b2a638164af0a1bbe940bf33e062,3ade6c9d66edf08843816c6427e249c6372930712fe0a666932785677adafa85,tagged
results/round3/A2_conditional/h3_disjointness__resnet50__mech_slideout.csv,93,12,7f78d6ea1bc922c8f2f6436022b528cdeb1e43d7a00a0fc804db1a3e04140ea0,93262887dd8a6f6d7ff6fdbcc6aa227b991c5f126a82cb7d5876da0cad9164c4,tagged
results/round3/A2_conditional/h3_disjointness__uni_v2__mech_main.csv,229,15,fea9a076938814c1ed295aae06f764c8c6d7ae911a59938c38d841267883a7c8,47baf3c869ead40c77faddf285117c9866a6def49b78d564047772b9fd473a48,tagged
results/round3/A2_conditional/h3_disjointness__uni_v2__mech_slideout.csv,93,12,00c23d6b10d95b008e9b85692e6521ca2ff713adca934ebc7a6162b7aead107d,a050559dd64f90eee41bac94ad036f83f70db2ea9f57d2f3e92b45ecea8c44d8,tagged
results/round3/A3_weighted/a3_by_fold.csv,29220,2820,fcf08046409755f76a464fe64a87106dda2f476570760b63dc898464a1628bef,25134454ee40d16d92ce43edbb35a635bd4ec714eb2e64f736bb4b6dd6d7a8bf,tagged
results/round3/A3_weighted/a3_by_slide.csv,27588,1680,4c4e0fc8c901b7647be5fa883b2b14b3da08e5bea983ea165ccdb419d766a579,f34f023e3f1e02c3b3166d5a82c73252819ea8ba1750a3da9a0adb1e8484b527,tagged
results/round3/A3_weighted/a3_by_task.csv,2394,258,c41146a15fdd236f4d630a7db28342bddf404cbac675033cc7bb6b0ce235c184,570922f4b7cfae813d4baa83f56ae975ea17925c4626aacd795faa0e10bfafb5,tagged
results/round3/A3_weighted/a3_w2_basis.csv,42,6,5ab818c5f1f669fa21295237500ffaa48a2251e09417ed376c9866aa196b4c44,3dc204a1e4778bd23d9a9c84699dc85c26cda77ee92a16430da79db75ba2b402,tagged
results/round3/A3_weighted/a3_weights.csv,8766,846,0361c6811db187eea585a7779250c49a9275bfd976807fe6fb7f32f367c4a79d,2bdb4c3384b6a93c2bea764c9e4c05d9ad4b164a6fe121425967647b856d5e85,tagged
results/round3/H0_determinism/a1_by_fold__resnet50__main.csv,236,22,c0c44fc06ab7589b8874631fa36b69a97326b7fbd4dd81c393e1b4b1a7849504,708363562ec56b66628f6db111454e57e58188433789a199ae318beb6002ddae,tagged
results/round3/H0_determinism/a1_by_fold__resnet50__slideout.csv,62,8,a337bc45005a384e592e11cbe414116f16731806ad379c21f57b0cd127792b5d,1d446825afc62ab989f20ef3e063dfc873ecf467851f925e38667197c4511f1c,tagged
results/round3/H0_determinism/a1_by_slide__resnet50__main.csv,3590,192,b3558babebac2b83de5f219b22deee03721f77586f13db97b4f88448f0abadb6,ff547908f3d400a995b2a3061c8b618bf716807301ce1391cc9cc41bffa06829,tagged
results/round3/H0_determinism/a1_by_slide__resnet50__slideout.csv,186,24,2af4d34a309446d287dec5af481886ec30df97d40326edd3ec49eb81f1ddd080,96b4c61030b5416fd64564252caf4eb287640808cecdc57d2bb5515090397b9d,tagged
results/round3/H0_determinism/a1_by_task__resnet50__main.csv,66,6,9d25af0166a44bdde8ed58d70047d19d39ace05fbad50f2a1ed0bab3972aa000,7860ba95e078d00eea5d720639e4cdea4d20fb4b4af08272c4495b973e9bc5bf,tagged
