encoder,task,fold,max_abs_intercept_minus_ycentered_f64,max_abs_intercept_minus_nointercept_f64,max_abs_shift_minus_ybar_f64
conch_v15,CCRCC,0,6.106226635438361e-15,1.2027191357274896,4.574118861455645e-13
conch_v15,CCRCC,1,6.661338147750939e-15,1.1340729931285907,8.786305016883489e-13
conch_v15,CCRCC,2,3.552713678800501e-15,1.21753448324218,4.636291350834654e-13
conch_v15,CCRCC,3,5.329070518200751e-15,1.1433318432708708,4.285460875053104e-13
conch_v15,CCRCC,4,7.105427357601002e-15,1.16548899284407,5.626610288800293e-13
conch_v15,CCRCC,5,4.551914400963142e-15,1.114430331490076,5.095923683029469e-13
conch_v15,COAD,0,7.549516567451064e-15,4.7575302873228535,1.1217693440812582e-12
conch_v15,COAD,1,7.993605777301127e-15,3.7265697112491973,5.311306949806749e-13
conch_v15,HCC,0,3.1086244689504383e-15,1.6473606315737006,4.32764934998886e-13
conch_v15,HCC,1,4.884981308350689e-15,1.876229388434208,5.52891066263328e-13
conch_v15,IDC,0,9.325873406851315e-15,4.68048604773249,8.233413950620161e-13
conch_v15,IDC,1,7.549516567451064e-15,3.9451488764572,1.028066520802895e-12
conch_v15,IDC,2,1.1546319456101628e-14,4.300488336845895,1.3562484468820912e-12
conch_v15,IDC,3,1.1546319456101628e-14,4.514216640793973,1.2807532812075806e-12
conch_v15,LUNG,0,9.769962616701378e-15,5.034180249086118,2.4380497620768438e-12
conch_v15,LUNG,1,7.549516567451064e-15,3.8855905996232085,6.514788708500419e-13
conch_v15,LYMPH_IDC,0,3.885780586188048e-15,1.0771724363557438,2.0050627824730327e-13
conch_v15,LYMPH_IDC,1,4.884981308350689e-15,1.1350530748887524,1.7186252421197423e-13
conch_v15,LYMPH_IDC,2,3.219646771412954e-15,0.8600819810875999,1.3022916078853086e-13
conch_v15,LYMPH_IDC,3,4.884981308350689e-15,0.9543294744030855,1.7186252421197423e-13
conch_v15,PAAD,0,7.993605777301127e-15,3.820598313329321,6.625811010962934e-13
conch_v15,PAAD,1,7.993605777301127e-15,3.320595888561231,8.535394613318203e-13
conch_v15,PAAD,2,6.661338147750939e-15,3.6300327063887403,7.895906151134113e-13
conch_v15,PRAD,0,4.884981308350689e-15,2.999094572995128,8.459899447643693e-13
conch_v15,PRAD,1,8.43769498715119e-15,2.7908146602757444,6.856737400084967e-13
conch_v15,READ,0,4.440892098500626e-15,1.1302036788960093,2.8954616482224083e-13
conch_v15,READ,1,2.6645352591003757e-15,0.9455457646222598,1.5776269179923474e-13
conch_v15,SKCM,0,1.2434497875801753e-14,5.284077807380979,2.3101520696400257e-12
conch_v15,SKCM,1,1.2434497875801753e-14,4.794614522752243,2.077449323678593e-12
