encoder,task,fold,head,n_train,n_test,n_test_samples,gene,pearson,r2,mse,mean_pred,mean_target,std_pred,std_target,train_mean_pred,train_mean_target
hoptimus0,CCRCC,0,nointercept,55849,18371,4,AKAP8,0.17074277997016907,-1.1991467475891113,0.46250689029693604,-0.15745319426059723,0.3477015793323517,0.13412706553936005,0.4586319327354431,2.1857205823039294e-08,0.35207951068878174
hoptimus0,CCRCC,0,nointercept,55849,18371,4,BLVRB,0.18021303415298462,-1.2243177890777588,0.3474248945713043,-0.18237604200839996,0.2520582377910614,0.1581374853849411,0.3952379524707794,7.868594309456967e-08,0.37015095353126526
hoptimus0,CCRCC,0,nointercept,55849,18371,4,BTF3,0.039167601615190506,-3.198141574859619,0.621818482875824,-0.43032586574554443,0.2396368533372879,0.17335829138755798,0.38489606976509094,8.30573867460771e-08,0.6006410717964172
hoptimus0,CCRCC,0,nointercept,55849,18371,4,CD109,0.3157765567302704,-0.4127098321914673,0.34004032611846924,0.03486306592822075,0.35703882575035095,0.29465776681900024,0.49063730239868164,3.0053659116902054e-08,0.48740237951278687
hoptimus0,CCRCC,0,nointercept,55849,18371,4,CD14,0.04534308612346649,-1.3526480197906494,0.8947448134422302,-0.18944817781448364,0.4735223054885864,0.3030323386192322,0.6167124509811401,1.748576572424554e-08,0.7004610300064087
hoptimus0,CCRCC,0,nointercept,55849,18371,4,CHST15,0.14780718088150024,-1.2886574268341064,0.6080960631370544,-0.148667573928833,0.426510214805603,0.20798549056053162,0.5154651403427124,1.748576572424554e-08,0.4723576605319977
hoptimus0,CCRCC,0,nointercept,55849,18371,4,CIB1,0.1678318828344345,-2.440704345703125,0.9774391651153564,-0.27912577986717224,0.5336077809333801,0.2914060056209564,0.533033549785614,8.74288286212277e-09,0.7433766722679138
hoptimus0,CCRCC,0,nointercept,55849,18371,4,CKB,0.21954677999019623,-0.8160096406936646,0.8081236481666565,-0.12333595752716064,0.48686012625694275,0.2575465440750122,0.6669981479644775,4.5900133471832305e-08,0.5242236852645874
hoptimus0,CCRCC,0,nointercept,55849,18371,4,CPD,0.1921328902244568,-1.0927338600158691,0.6113600730895996,0.08214206993579865,0.49838611483573914,0.4997918903827667,0.5404714345932007,-6.120017559396729e-08,0.5640750527381897
hoptimus0,CCRCC,0,nointercept,55849,18371,4,CPE,0.42355191707611084,-1.1113319396972656,2.2162716388702393,0.12053043395280838,1.281748652458191,0.5139198303222656,1.0245916843414307,-1.748576572424554e-08,1.101182460784912
hoptimus0,CCRCC,0,nointercept,55849,18371,4,DERL1,0.3947862982749939,-1.1249103546142578,0.6698535084724426,-0.04680107161402702,0.551719069480896,0.4349498748779297,0.5614963173866272,-1.748576572424554e-08,0.6185947060585022
hoptimus0,CCRCC,0,nointercept,55849,18371,4,DNAJB12,0.10060428828001022,-1.1663181781768799,0.26982685923576355,-0.17166753113269806,0.19344381988048553,0.15059219300746918,0.3528968393802643,3.497153144849108e-08,0.33685410022735596
hoptimus0,CCRCC,0,nointercept,55849,18371,4,EGFL7,0.13525064289569855,-1.5640325546264648,0.4257326126098633,-0.24483002722263336,0.25916171073913574,0.14838926494121552,0.40750932693481445,3.497153144849108e-08,0.4487183690071106
hoptimus0,CCRCC,0,nointercept,55849,18371,4,FLNB,0.2325095385313034,-1.8145203590393066,0.9479069113731384,-0.25645485520362854,0.5235467553138733,0.27944275736808777,0.5803722739219666,1.9671485773642416e-08,0.635085940361023
hoptimus0,CCRCC,0,nointercept,55849,18371,4,GADD45B,0.2760632634162903,-1.568364143371582,0.9515255689620972,-0.22647082805633545,0.5482276678085327,0.26358428597450256,0.6086657047271729,5.4643017222133494e-08,0.5517125129699707
hoptimus0,CCRCC,0,nointercept,55849,18371,4,GPNMB,0.2128857672214508,-1.12939453125,0.7655022144317627,-0.24171936511993408,0.3970940411090851,0.2469296157360077,0.5995708107948303,1.3114323849094944e-08,0.5627884268760681
hoptimus0,CCRCC,0,nointercept,55849,18371,4,H3F3A,0.11218155920505524,-3.6669082641601562,0.7166496515274048,-0.48997166752815247,0.2360963523387909,0.23850122094154358,0.39186713099479675,3.934297154728483e-08,0.7055453062057495
hoptimus0,CCRCC,0,nointercept,55849,18371,4,HMOX1,0.3475548326969147,-0.5344208478927612,0.7585518956184387,-0.0659678727388382,0.5029290914535522,0.2286054790019989,0.7031210064888,3.497153144849108e-08,0.4311843514442444
hoptimus0,CCRCC,0,nointercept,55849,18371,4,HNRNPK,0.11192066222429276,-3.7317166328430176,0.9838862419128418,-0.49287739396095276,0.3734790086746216,0.21829697489738464,0.45600324869155884,1.748576572424554e-08,0.8356579542160034
hoptimus0,CCRCC,0,nointercept,55849,18371,4,HSPA1A,-0.03970591723918915,-1.2464940547943115,1.6960912942886353,0.12502449750900269,1.035993218421936,0.30079296231269836,0.8689042329788208,5.3550156309256636e-08,0.6820328235626221
hoptimus0,CCRCC,0,nointercept,55849,18371,4,HTRA1,0.2880864143371582,-2.980024814605713,2.472290277481079,-0.31926146149635315,1.0581694841384888,0.30013954639434814,0.7881587147712708,6.010731823380411e-08,0.9139458537101746
hoptimus0,CCRCC,0,nointercept,55849,18371,4,IFI27,0.22844800353050232,-3.6368484497070312,2.0008370876312256,-0.501069188117981,0.7394761443138123,0.38000157475471497,0.6569132804870605,4.371441164607859e-08,1.2027190923690796
hoptimus0,CCRCC,0,nointercept,55849,18371,4,IFI6,0.09551875293254852,-2.1150312423706055,1.3626282215118408,-0.32088205218315125,0.6172744035720825,0.28450632095336914,0.6614391207695007,1.398861257939643e-07,0.8939899802207947
hoptimus0,CCRCC,0,nointercept,55849,18371,4,IRF7,-0.003305721329525113,-1.4889183044433594,0.40071889758110046,-0.2325357347726822,0.23679625988006592,0.138163760304451,0.4012371599674225,3.934297154728483e-08,0.33066850900650024
hoptimus0,CCRCC,0,nointercept,55849,18371,4,ISG15,0.18563684821128845,-1.1520819664001465,0.5040937066078186,-0.19277389347553253,0.32549721002578735,0.18646946549415588,0.4839668571949005,5.682873549517353e-08,0.4916550815105438
hoptimus0,CCRCC,0,nointercept,55849,18371,4,KRTCAP2,0.1522706001996994,-2.002666473388672,0.529797375202179,-0.3044438362121582,0.281703382730484,0.18171800673007965,0.4200657308101654,-4.371441431061385e-09,0.5391302108764648
hoptimus0,CCRCC,0,nointercept,55849,18371,4,LAPTM4B,0.41325682401657104,-0.8217796087265015,0.6880438327789307,-0.028789985924959183,0.5739158987998962,0.36182525753974915,0.6145338416099548,8.74288286212277e-09,0.5353134274482727
hoptimus0,CCRCC,0,nointercept,55849,18371,4,LRRC41,0.3807714879512787,-1.4819250106811523,0.9185527563095093,-0.14299724996089935,0.6136590838432312,0.4035978615283966,0.608378529548645,-1.748576572424554e-08,0.8226604461669922
hoptimus0,CCRCC,0,nointercept,55849,18371,4,LY6E,-0.00994312483817339,-4.481822490692139,2.676274538040161,-0.5050288438796997,0.926900327205658,0.36414021253585815,0.6987102031707764,1.2240035118793458e-07,1.079782247543335
hoptimus0,CCRCC,0,nointercept,55849,18371,4,NAMPT,0.1539870649576187,-1.0517032146453857,0.6235774159431458,-0.031146567314863205,0.5111877918243408,0.26574409008026123,0.5513198971748352,-8.74288286212277e-09,0.6358631253242493
hoptimus0,CCRCC,0,nointercept,55849,18371,4,NOL3,0.14197297394275665,-2.513214111328125,0.8313139081001282,-0.3933680057525635,0.37024691700935364,0.19709865748882294,0.48639166355133057,6.994306289698216e-08,0.5354296565055847
hoptimus0,CCRCC,0,nointercept,55849,18371,4,NOTCH3,0.23063266277313232,-1.9270339012145996,0.6113677024841309,-0.30835503339767456,0.32917729020118713,0.19016776978969574,0.456993967294693,6.557161924547472e-08,0.5420306921005249
hoptimus0,CCRCC,0,nointercept,55849,18371,4,NT5DC2,0.15215396881103516,-0.9760277271270752,0.23328138887882233,-0.1522078812122345,0.1804121732711792,0.13790978491306305,0.34357714653015137,8.74288286212277e-09,0.34182968735694885
hoptimus0,CCRCC,0,nointercept,55849,18371,4,PARP10,0.14160796999931335,-2.0227081775665283,0.5136948227882385,-0.3038192093372345,0.27463242411613464,0.17044620215892792,0.412236750125885,2.1857205823039294e-08,0.5014361143112183
hoptimus0,CCRCC,0,nointercept,55849,18371,4,PTGS1,0.2429255098104477,-1.1531493663787842,0.9096680283546448,-0.14906933903694153,0.5660426020622253,0.18449589610099792,0.6500086188316345,2.1857205823039294e-08,0.3281203508377075
hoptimus0,CCRCC,0,nointercept,55849,18371,4,PXN,0.08784619718790054,-2.654402017593384,1.068613052368164,-0.3452901542186737,0.5125220417976379,0.2539610266685486,0.5407484769821167,3.934297154728483e-08,0.626606285572052
hoptimus0,CCRCC,0,nointercept,55849,18371,4,RXRA,0.1869448870420456,-1.1663215160369873,0.47878506779670715,-0.14586986601352692,0.3631996512413025,0.16748598217964172,0.47013112902641296,2.1857207155306924e-09,0.428512305021286
hoptimus0,CCRCC,0,nointercept,55849,18371,4,S100A9,0.386869877576828,-0.379738450050354,0.6609602570533752,0.0016531952423974872,0.5041909217834473,0.23500606417655945,0.6921295523643494,-1.3114323849094944e-08,0.4433532655239105
hoptimus0,CCRCC,0,nointercept,55849,18371,4,SCARB1,0.4405839145183563,-1.3980371952056885,1.0483367443084717,-0.1785716861486435,0.6490933895111084,0.3962559401988983,0.6611703634262085,4.371441164607859e-08,0.6143035888671875
hoptimus0,CCRCC,0,nointercept,55849,18371,4,SEMA4B,0.21400584280490875,-0.9725097417831421,0.4319852590560913,-0.08820882439613342,0.3488627076148987,0.2790115773677826,0.4679643511772156,-4.808585529758602e-08,0.5149420499801636
hoptimus0,CCRCC,0,nointercept,55849,18371,4,SLC15A4,0.29886069893836975,-0.980162501335144,0.5015610456466675,-0.08202648907899857,0.42174988985061646,0.28119444847106934,0.5032762885093689,4.808585529758602e-08,0.5096741318702698
hoptimus0,CCRCC,0,nointercept,55849,18371,4,SLC39A14,0.41823798418045044,-1.478407621383667,1.0486918687820435,-0.10074053704738617,0.7174714207649231,0.44540759921073914,0.6505404114723206,-8.74288286212277e-09,0.7381115555763245
hoptimus0,CCRCC,0,nointercept,55849,18371,4,STK39,0.46498528122901917,-0.9616940021514893,1.1276252269744873,-0.048925962299108505,0.771937370300293,0.29593372344970703,0.7582253813743591,-3.0600087796983644e-08,0.4193609356880188
hoptimus0,CCRCC,0,nointercept,55849,18371,4,TFRC,0.20115596055984497,-0.7243763208389282,0.3923555910587311,0.08386236429214478,0.3642186224460602,0.4048387110233307,0.4770289361476898,-2.622864769818989e-08,0.5276065468788147
hoptimus0,CCRCC,0,nointercept,55849,18371,4,TM2D3,0.14103080332279205,-0.9770960807800293,0.34618163108825684,-0.11274603009223938,0.2904095947742462,0.16858363151550293,0.41848257184028625,8.74288286212277e-09,0.31546756625175476
hoptimus0,CCRCC,0,nointercept,55849,18371,4,TMEM91,0.43443620204925537,-0.9216824769973755,0.6366244554519653,-0.05329579859972,0.5503664016723633,0.30854299664497375,0.5756142735481262,5.245729539637978e-08,0.4913979470729828
hoptimus0,CCRCC,0,nointercept,55849,18371,4,TP53INP1,0.12943992018699646,-0.98469078540802,0.4988129436969757,-0.11726564168930054,0.38048461079597473,0.12766604125499725,0.5013269782066345,-8.74288286212277e-09,0.3533923029899597
hoptimus0,CCRCC,0,nointercept,55849,18371,4,TRBC1,0.25651809573173523,-0.9891769886016846,0.5019688010215759,-0.14146941900253296,0.3617956340312958,0.24259649217128754,0.5023584961891174,7.868594309456967e-08,0.5053873062133789
hoptimus0,CCRCC,0,nointercept,55849,18371,4,VMP1,0.13142246007919312,-3.911919593811035,1.3383618593215942,-0.4895303547382355,0.5287051200866699,0.2524431645870209,0.5219868421554565,2.1857205823039294e-08,0.9123802185058594
hoptimus0,CCRCC,0,nointercept,55849,18371,4,YWHAE,0.046664007008075714,-3.635197639465332,0.6284980773925781,-0.4603135883808136,0.21967053413391113,0.19277231395244598,0.36821669340133667,1.3114323849094944e-08,0.6586275100708008
hoptimus0,CCRCC,0,intercept,55849,18371,4,AKAP8,0.17080925405025482,-0.09712362289428711,0.23073823750019073,0.19467319548130035,0.3477015793323517,0.1341475248336792,0.4586319327354431,0.35211095213890076,0.35207951068878174
hoptimus0,CCRCC,0,intercept,55849,18371,4,BLVRB,0.1800910383462906,-0.04280102252960205,0.16287916898727417,0.18764445185661316,0.2520582377910614,0.15826021134853363,0.3952379524707794,0.37018147110939026,0.37015095353126526
hoptimus0,CCRCC,0,intercept,55849,18371,4,BTF3,0.03830036148428917,-0.2008441686630249,0.1778661012649536,0.1702975183725357,0.2396368533372879,0.17326857149600983,0.38489606976509094,0.6006479263305664,0.6006410717964172
hoptimus0,CCRCC,0,intercept,55849,18371,4,CD109,0.31568390130996704,-0.09439146518707275,0.26342085003852844,0.5218449234962463,0.35703882575035095,0.2946122884750366,0.49063730239868164,0.48740559816360474,0.48740237951278687
hoptimus0,CCRCC,0,intercept,55849,18371,4,CD14,0.04504808038473129,-0.20042896270751953,0.4565398693084717,0.5099102258682251,0.4735223054885864,0.3028332591056824,0.6167124509811401,0.7004002928733826,0.7004610300064087
hoptimus0,CCRCC,0,intercept,55849,18371,4,CHST15,0.14756466448307037,-0.08343017101287842,0.28786730766296387,0.32379013299942017,0.426510214805603,0.20796328783035278,0.5154651403427124,0.4723753333091736,0.4723576605319977
hoptimus0,CCRCC,0,intercept,55849,18371,4,CIB1,0.1676122397184372,-0.132604718208313,0.3217516243457794,0.46415531635284424,0.5336077809333801,0.29129666090011597,0.533033549785614,0.7432957887649536,0.7433766722679138
hoptimus0,CCRCC,0,intercept,55849,18371,4,CKB,0.2197001576423645,0.00414043664932251,0.4431571364402771,0.4008614420890808,0.48686012625694275,0.2576671540737152,0.6669981479644775,0.5242352485656738,0.5242236852645874
hoptimus0,CCRCC,0,intercept,55849,18371,4,CPD,0.19213145971298218,-0.5736192464828491,0.45970869064331055,0.6453339457511902,0.49838611483573914,0.4998074471950531,0.5404714345932007,0.5640748143196106,0.5640750527381897
hoptimus0,CCRCC,0,intercept,55849,18371,4,CPE,0.42296504974365234,0.1689060926437378,0.8724018335342407,1.2198268175125122,1.281748652458191,0.514531135559082,1.0245916843414307,1.1009275913238525,1.101182460784912
hoptimus0,CCRCC,0,intercept,55849,18371,4,DERL1,0.39466747641563416,0.01063227653503418,0.3118867576122284,0.5707327723503113,0.551719069480896,0.43457162380218506,0.5614963173866272,0.6185597777366638,0.6185947060585022
hoptimus0,CCRCC,0,intercept,55849,18371,4,DNAJB12,0.100592702627182,-0.10253667831420898,0.13732701539993286,0.16517086327075958,0.19344381988048553,0.1506146937608719,0.3528968393802643,0.33688458800315857,0.33685410022735596
hoptimus0,CCRCC,0,intercept,55849,18371,4,EGFL7,0.13472513854503632,-0.053505778312683105,0.1749243587255478,0.20325088500976562,0.25916171073913574,0.14843760430812836,0.40750932693481445,0.44874459505081177,0.4487183690071106
hoptimus0,CCRCC,0,intercept,55849,18371,4,FLNB,0.23255404829978943,-0.07047140598297119,0.36052581667900085,0.378500759601593,0.5235467553138733,0.2794400453567505,0.5803722739219666,0.635050892829895,0.635085940361023
hoptimus0,CCRCC,0,intercept,55849,18371,4,GADD45B,0.2760004997253418,-0.08250164985656738,0.40104439854621887,0.3254171907901764,0.5482276678085327,0.26362916827201843,0.6086657047271729,0.5517253279685974,0.5517125129699707
hoptimus0,CCRCC,0,intercept,55849,18371,4,GPNMB,0.21186120808124542,-0.011063456535339355,0.3634701073169708,0.3211241662502289,0.3970940411090851,0.24681350588798523,0.5995708107948303,0.5628021955490112,0.5627884268760681
hoptimus0,CCRCC,0,intercept,55849,18371,4,H3F3A,0.11220967769622803,-0.2369985580444336,0.1899532824754715,0.2147059589624405,0.2360963523387909,0.2385741025209427,0.39186713099479675,0.7055352330207825,0.7055453062057495
