encoder,task,fold,max_abs_intercept_minus_ycentered_f64,max_abs_intercept_minus_nointercept_f64,max_abs_shift_minus_ybar_f64
virchow2,CCRCC,0,3.552713678800501e-15,1.2027191357270826,5.3512749786932545e-14
virchow2,CCRCC,1,3.9968028886505635e-15,1.1340729931281088,6.816769371198461e-14
virchow2,CCRCC,2,3.552713678800501e-15,1.2175344832417665,6.061817714453355e-14
virchow2,CCRCC,3,4.218847493575595e-15,1.1433318432705026,6.039613253960852e-14
virchow2,CCRCC,4,4.3298697960381105e-15,1.1654889928435814,8.770761894538737e-14
virchow2,CCRCC,5,3.6637359812630166e-15,1.114430331489764,6.750155989720952e-14
virchow2,COAD,0,7.549516567451064e-15,4.757530287321972,1.7497114868092467e-13
virchow2,COAD,1,7.105427357601002e-15,3.726569711248736,1.3855583347321954e-13
virchow2,HCC,0,1.3322676295501878e-15,1.6473606315732727,4.884981308350689e-15
virchow2,HCC,1,1.7763568394002505e-15,1.8762293884336598,5.10702591327572e-15
virchow2,IDC,0,7.993605777301127e-15,4.6804860477320664,2.2470914018413168e-13
virchow2,IDC,1,6.661338147750939e-15,3.945148876456432,2.5712765250318625e-13
virchow2,IDC,2,1.2434497875801753e-14,4.300488336845085,2.6201263381153694e-13
virchow2,IDC,3,7.993605777301127e-15,4.514216640793162,2.6911806116913795e-13
virchow2,LUNG,0,7.549516567451064e-15,5.0341802490837635,8.348877145181177e-14
virchow2,LUNG,1,5.773159728050814e-15,3.885590599622671,1.2567724638756772e-13
virchow2,LYMPH_IDC,0,3.9968028886505635e-15,1.0771724363556028,4.773959005888173e-14
virchow2,LYMPH_IDC,1,3.1086244689504383e-15,1.1350530748886185,3.7969627442180354e-14
virchow2,LYMPH_IDC,2,2.3314683517128287e-15,0.8600819810875062,3.652633751016765e-14
virchow2,LYMPH_IDC,3,3.9968028886505635e-15,0.9543294744029482,3.7636560534792807e-14
virchow2,PAAD,0,5.329070518200751e-15,3.8205983133288335,1.4477308241112041e-13
virchow2,PAAD,1,7.105427357601002e-15,3.32059588856092,3.1752378504279477e-13
virchow2,PAAD,2,9.547918011776346e-15,3.6300327063880466,1.6076029396572267e-13
virchow2,PRAD,0,5.329070518200751e-15,2.9990945729945446,2.62456723021387e-13
virchow2,PRAD,1,5.773159728050814e-15,2.7908146602752506,1.247890679678676e-13
virchow2,READ,0,4.884981308350689e-15,1.130203678895802,9.614531393253856e-14
virchow2,READ,1,2.6645352591003757e-15,0.9455457646221767,6.616929226765933e-14
virchow2,SKCM,0,7.105427357601002e-15,5.28407780737938,4.085620730620576e-14
virchow2,SKCM,1,8.881784197001252e-15,4.7946145227503605,5.5067062021407764e-14
