encoder,task,fold,max_abs_intercept_minus_ycentered_f64,max_abs_intercept_minus_nointercept_f64,max_abs_shift_minus_ybar_f64
phikon,CCRCC,0,5.329070518200751e-15,1.2027191357271212,9.192646643896296e-14
phikon,CCRCC,1,5.773159728050814e-15,1.134072993128168,1.2145839889399213e-13
phikon,CCRCC,2,3.552713678800501e-15,1.2175344832417823,6.94999613415348e-14
phikon,CCRCC,3,3.774758283725532e-15,1.1433318432705224,8.01581023779363e-14
phikon,CCRCC,4,4.440892098500626e-15,1.1654889928435899,9.037215420448774e-14
phikon,CCRCC,5,3.552713678800501e-15,1.1144303314898063,1.099120794378905e-13
phikon,COAD,0,8.881784197001252e-15,4.757530287322071,3.863576125695545e-13
phikon,COAD,1,7.549516567451064e-15,3.726569711248848,1.816324868286756e-13
phikon,HCC,0,2.6645352591003757e-15,1.6473606315733664,1.8562928971732617e-13
phikon,HCC,1,3.552713678800501e-15,1.876229388433833,1.8340884366807586e-13
phikon,IDC,0,9.769962616701378e-15,4.680486047732106,6.128431095930864e-13
phikon,IDC,1,7.993605777301127e-15,3.945148876456498,5.053735208093713e-13
phikon,IDC,2,7.993605777301127e-15,4.30048833684512,5.782041512247815e-13
phikon,IDC,3,1.0658141036401503e-14,4.514216640793355,4.618527782440651e-13
phikon,LUNG,0,7.993605777301127e-15,5.034180249083885,6.705747068735946e-13
phikon,LUNG,1,6.661338147750939e-15,3.885590599622779,2.220446049250313e-13
phikon,LYMPH_IDC,0,4.218847493575595e-15,1.0771724363556228,6.550315845288424e-14
phikon,LYMPH_IDC,1,3.552713678800501e-15,1.1350530748886598,7.926992395823618e-14
phikon,LYMPH_IDC,2,3.774758283725532e-15,0.8600819810874981,4.651834473179406e-14
phikon,LYMPH_IDC,3,3.1086244689504383e-15,0.9543294744029669,5.3290705182007514e-14
phikon,PAAD,0,1.3322676295501878e-14,3.8205983133290453,3.566036355096003e-13
phikon,PAAD,1,9.769962616701378e-15,3.320595888560988,3.8546943414985435e-13
phikon,PAAD,2,7.993605777301127e-15,3.63003270638809,1.91402449445377e-13
phikon,PRAD,0,4.884981308350689e-15,2.999094572994556,3.9124259387790516e-13
phikon,PRAD,1,5.995204332975845e-15,2.7908146602754065,2.460254222569347e-13
phikon,READ,0,3.9968028886505635e-15,1.1302036788958172,1.2634338020234281e-13
phikon,READ,1,2.886579864025407e-15,0.9455457646221586,4.807265696626928e-14
phikon,SKCM,0,7.549516567451064e-15,5.28407780737977,4.263256414560601e-13
phikon,SKCM,1,1.0658141036401503e-14,4.794614522750869,5.639932965095795e-13
