encoder,solver,check,value,threshold,passed,is_hard_stop
conch_v1,cholesky float64 (Topic A head),A1 max|dPearson(int-noint)|,7.222000775186643e-14,1e-09,True,True
conch_v1,cholesky float64 (Topic A head),A2 max|pred(int)-pred(ycent)|,1.509903313490213e-14,1e-09,True,True
conch_v1,cholesky float64 (Topic A head),A3 max|train mean pred - target| (relative),2.367592521035838e-15,1e-10,True,True
conch_v1,cholesky float64 (Topic A head),A2b max|(int-noint) - ybar|,2.1236346015029994e-12,1e-09,True,True
