encoder,task,fold,max_abs_intercept_minus_ycentered,max_abs_intercept_minus_nointercept,max_abs_shift_minus_ybar,max_abs_intercept_minus_ycentered_exact,max_abs_intercept_minus_nointercept_exact,max_abs_shift_minus_ybar_exact,max_abs_intercept_minus_ycentered_f64,max_abs_intercept_minus_nointercept_f64,max_abs_shift_minus_ybar_f64
gigapath,CCRCC,0,0.004785716533660889,1.2139477729797363,0.012644410133361816,1.6689300537109375e-06,1.2026314735412598,2.753734588623047e-05,3.6637359812630166e-15,1.2027191357270817,6.17284001691587e-14
gigapath,CCRCC,1,0.003402888774871826,1.1398664712905884,0.005850553512573242,1.5497207641601562e-06,1.1340436935424805,2.8014183044433594e-05,4.440892098500626e-15,1.134072993128105,5.861977570020827e-14
gigapath,CCRCC,2,0.002883404493331909,1.2265366315841675,0.009064435958862305,1.6689300537109375e-06,1.2175092697143555,2.8967857360839844e-05,3.552713678800501e-15,1.217534483241756,5.551115123125783e-14
gigapath,CCRCC,3,0.003740966320037842,1.1480674743652344,0.007899224758148193,1.6689300537109375e-06,1.143318772315979,2.086162567138672e-05,3.552713678800501e-15,1.1433318432704902,4.8627768478581856e-14
gigapath,CCRCC,4,0.0037468671798706055,1.1740286350250244,0.008746623992919922,1.5497207641601562e-06,1.1653121709823608,3.0159950256347656e-05,3.9968028886505635e-15,1.1654889928435908,8.348877145181177e-14
gigapath,CCRCC,5,0.004570484161376953,1.1250405311584473,0.010747075080871582,1.6093254089355469e-06,1.1143176555633545,2.4199485778808594e-05,3.9968028886505635e-15,1.114430331489741,5.6621374255882984e-14
gigapath,COAD,0,0.0072792768478393555,4.7937774658203125,0.04592561721801758,3.814697265625e-06,4.757626533508301,0.00012254714965820312,5.773159728050814e-15,4.757530287321954,1.7852386235972517e-13
gigapath,COAD,1,0.004391670227050781,3.7471516132354736,0.021619796752929688,3.814697265625e-06,3.7265896797180176,5.364418029785156e-05,5.773159728050814e-15,3.7265697112487173,1.1235457009206584e-13
gigapath,HCC,0,0.005213141441345215,1.6585639715194702,0.017411470413208008,1.1920928955078125e-06,1.6473933458328247,5.412101745605469e-05,2.6645352591003757e-15,1.6473606315733422,7.638334409421077e-14
gigapath,HCC,1,0.008016586303710938,1.889588713645935,0.026865839958190918,1.430511474609375e-06,1.8762799501419067,5.8531761169433594e-05,3.552713678800501e-15,1.8762293884337233,1.2279066652354231e-13
gigapath,IDC,0,0.006653010845184326,4.703225612640381,0.029132366180419922,4.76837158203125e-06,4.680561542510986,9.250640869140625e-05,1.1546319456101628e-14,4.680486047732007,1.8562928971732617e-13
gigapath,IDC,1,0.004609465599060059,3.967369556427002,0.02566075325012207,5.4836273193359375e-06,3.9452011585235596,7.390975952148438e-05,7.549516567451064e-15,3.9451488764563387,1.674216321134736e-13
gigapath,IDC,2,0.004964053630828857,4.321968078613281,0.029660701751708984,4.291534423828125e-06,4.300614833831787,8.0108642578125e-05,7.105427357601002e-15,4.300488336845139,1.8562928971732617e-13
gigapath,IDC,3,0.004375457763671875,4.53921365737915,0.04068899154663086,3.5762786865234375e-06,4.51439905166626,0.00011444091796875,8.881784197001252e-15,4.514216640793034,1.412203687323199e-13
gigapath,LUNG,0,0.006354570388793945,5.092999458312988,0.0588068962097168,4.0531158447265625e-06,5.034324645996094,0.00013208389282226562,6.661338147750939e-15,5.03418024908385,2.318145675417327e-13
gigapath,LUNG,1,0.005370378494262695,3.9044013023376465,0.022043704986572266,2.86102294921875e-06,3.885662794113159,6.699562072753906e-05,4.440892098500626e-15,3.885590599622633,8.304468224196171e-14
gigapath,LYMPH_IDC,0,0.004170596599578857,1.0824689865112305,0.010478675365447998,1.7285346984863281e-06,1.0772171020507812,2.276897430419922e-05,3.774758283725532e-15,1.0771724363555994,4.218847493575595e-14
gigapath,LYMPH_IDC,1,0.004732072353363037,1.1393722295761108,0.00709223747253418,1.5497207641601562e-06,1.1350957155227661,1.7642974853515625e-05,3.552713678800501e-15,1.1350530748886136,3.3084646133829665e-14
gigapath,LYMPH_IDC,2,0.004855215549468994,0.8631934523582458,0.0066106319427490234,1.7285346984863281e-06,0.8601152300834656,1.5139579772949219e-05,1.9984014443252818e-15,0.8600819810874929,2.3203661214665772e-14
gigapath,LYMPH_IDC,3,0.005475878715515137,0.9624043107032776,0.009292662143707275,2.1457672119140625e-06,0.9544095396995544,1.615285873413086e-05,4.218847493575595e-15,0.9543294744029397,3.4083846855992306e-14
gigapath,PAAD,0,0.0035958290100097656,3.8468985557556152,0.026308298110961914,4.5299530029296875e-06,3.820648193359375,5.793571472167969e-05,5.329070518200751e-15,3.8205983133287624,7.37188088351104e-14
gigapath,PAAD,1,0.008054971694946289,3.3470299243927,0.039370059967041016,3.337860107421875e-06,3.3206586837768555,7.176399230957031e-05,6.661338147750939e-15,3.3205958885607685,1.6608936448392342e-13
gigapath,PAAD,2,0.0060749053955078125,3.6432294845581055,0.03055393695831299,3.814697265625e-06,3.6301069259643555,8.058547973632812e-05,6.8833827526759706e-15,3.6300327063881235,1.7275070263167436e-13
gigapath,PRAD,0,0.0053212642669677734,3.0250563621520996,0.029967069625854492,2.1457672119140625e-06,2.9991941452026367,8.678436279296875e-05,4.440892098500626e-15,2.9990945729944514,1.6919798895287386e-13
gigapath,PRAD,1,0.007889986038208008,2.805722951889038,0.014943838119506836,2.5033950805664062e-06,2.7908220291137695,5.054473876953125e-05,5.329070518200751e-15,2.7908146602752693,9.681144774731365e-14
gigapath,READ,0,0.008572578430175781,1.144883155822754,0.015026330947875977,2.384185791015625e-06,1.1302297115325928,3.3736228942871094e-05,4.440892098500626e-15,1.1302036788958003,5.928590951498336e-14
gigapath,READ,1,0.006216645240783691,0.9555259943008423,0.012526988983154297,1.1920928955078125e-06,0.9455693960189819,2.586841583251953e-05,1.9984014443252818e-15,0.9455457646221463,3.5860203695392556e-14
gigapath,SKCM,0,0.0068454742431640625,5.316327095031738,0.04127693176269531,5.245208740234375e-06,5.284151554107666,0.00010824203491210938,7.327471962526033e-15,5.284077807379445,1.438849039914203e-13
gigapath,SKCM,1,0.008513689041137695,4.853303909301758,0.05869245529174805,3.814697265625e-06,4.794631004333496,1.9550323486328125e-05,7.549516567451064e-15,4.794614522750343,4.884981308350689e-14
