encoder,task,fold,max_abs_intercept_minus_ycentered,max_abs_intercept_minus_nointercept,max_abs_shift_minus_ybar,max_abs_intercept_minus_ycentered_exact,max_abs_intercept_minus_nointercept_exact,max_abs_shift_minus_ybar_exact,max_abs_intercept_minus_ycentered_f64,max_abs_intercept_minus_nointercept_f64,max_abs_shift_minus_ybar_f64
virchow,CCRCC,0,0.007319927215576172,1.2132830619812012,0.0271989107131958,2.384185791015625e-06,1.2026383876800537,4.017353057861328e-05,1.1692235224458614e-07,1.2027499998066356,4.062526161940916e-05
virchow,CCRCC,1,0.004226326942443848,1.1443285942077637,0.01226341724395752,2.086162567138672e-06,1.134050965309143,3.504753112792969e-05,1.5372529427182258e-07,1.1341089985834025,3.600545535609179e-05
virchow,CCRCC,2,0.007309854030609131,1.2307510375976562,0.014879584312438965,1.9073486328125e-06,1.2175145149230957,2.8252601623535156e-05,1.576912034284561e-07,1.217561783091397,2.8124530323081487e-05
virchow,CCRCC,3,0.006347358226776123,1.1538841724395752,0.014225482940673828,1.9073486328125e-06,1.143337607383728,3.814697265625e-05,3.5084031768661816e-07,1.1433702079203805,3.83646499382273e-05
virchow,CCRCC,4,0.006089568138122559,1.179329752922058,0.01803719997406006,2.086162567138672e-06,1.1653203964233398,4.398822784423828e-05,1.2039066166202872e-07,1.1655275433428973,4.388084769546552e-05
virchow,CCRCC,5,0.009792566299438477,1.127390742301941,0.020872950553894043,2.562999725341797e-06,1.1143205165863037,3.2782554626464844e-05,2.586253032843544e-07,1.1144580886281317,3.23585170389773e-05
virchow,COAD,0,0.018259525299072266,4.8221940994262695,0.06465673446655273,3.5762786865234375e-06,4.75762414932251,8.916854858398438e-05,2.1785264792129055e-07,4.7576169063021645,9.349164690508616e-05
virchow,COAD,1,0.010639190673828125,3.7924916744232178,0.06594443321228027,5.4836273193359375e-06,3.7266178131103516,0.00011086463928222656,2.6402803343650305e-07,3.7266381768613686,0.00011063556329116153
virchow,HCC,0,0.00843822956085205,1.6703113317489624,0.024596691131591797,9.5367431640625e-07,1.6473592519760132,3.933906555175781e-06,5.155694676739486e-09,1.6473626249364342,3.2058394712208838e-06
virchow,HCC,1,0.008981883525848389,1.9092495441436768,0.04420006275177002,9.5367431640625e-07,1.8762247562408447,3.933906555175781e-06,9.458191008171468e-09,1.8762320921111602,2.8522320090207387e-06
virchow,IDC,0,0.007178544998168945,4.710257053375244,0.044560909271240234,5.245208740234375e-06,4.680532455444336,9.107589721679688e-05,1.5855651436247342e-07,4.680549714220238,9.124590456899284e-05
virchow,IDC,1,0.008825898170471191,3.976698637008667,0.04976630210876465,4.291534423828125e-06,3.9452152252197266,8.869171142578125e-05,2.776391849756976e-07,3.9452386774084425,8.980095226762685e-05
virchow,IDC,2,0.00905919075012207,4.351199626922607,0.06816339492797852,6.198883056640625e-06,4.30064582824707,0.00012969970703125,1.5087152938075832e-07,4.300575567805486,0.00012757462231327565
virchow,IDC,3,0.010190725326538086,4.5583930015563965,0.07541680335998535,5.7220458984375e-06,4.514383316040039,0.0001430511474609375,4.95278178913594e-07,4.514313421707051,0.0001446271090816964
virchow,LUNG,0,0.009050369262695312,5.142800807952881,0.10860824584960938,3.337860107421875e-06,5.034228324890137,3.6716461181640625e-05,4.383961016429794e-08,5.034218013720681,3.776463700067012e-05
virchow,LUNG,1,0.011809825897216797,3.9467427730560303,0.07618093490600586,4.291534423828125e-06,3.885685920715332,0.00010442733764648438,1.6164263216822405e-07,3.885680287791231,0.00010230587799853197
virchow,LYMPH_IDC,0,0.007838428020477295,1.0937731266021729,0.02190101146697998,1.9073486328125e-06,1.0772254467010498,3.1113624572753906e-05,8.17687968446279e-08,1.0772034895065314,3.105315097418071e-05
virchow,LYMPH_IDC,1,0.01039212942123413,1.1433473825454712,0.014891982078552246,2.1457672119140625e-06,1.135099172592163,2.0623207092285156e-05,6.332262802999367e-08,1.1350743558230307,2.1280934450196298e-05
virchow,LYMPH_IDC,2,0.009520769119262695,0.8686742782592773,0.024169504642486572,1.5497207641601562e-06,0.8601242303848267,2.008676528930664e-05,1.4685282834214775e-07,0.8601013534457583,2.0127663838631626e-05
virchow,LYMPH_IDC,3,0.011217832565307617,0.9697219133377075,0.021164298057556152,2.205371856689453e-06,0.9544146656990051,2.1576881408691406e-05,5.2428108243685045e-08,0.9543501811163955,2.085930914530465e-05
virchow,PAAD,0,0.007538318634033203,3.8519606590270996,0.05782127380371094,4.291534423828125e-06,3.8206608295440674,0.00013756752014160156,1.925096315691377e-07,3.8206703219448546,0.00013821214522202752
virchow,PAAD,1,0.012274742126464844,3.378784656524658,0.0836331844329834,3.814697265625e-06,3.3207178115844727,0.0001227855682373047,1.432343788021484e-07,3.3207055950189055,0.00012016038142181884
