encoder,task,fold,max_abs_intercept_minus_ycentered_f64,max_abs_intercept_minus_nointercept_f64,max_abs_shift_minus_ybar_f64
hoptimus0,CCRCC,0,3.774758283725532e-15,1.2027191357271068,7.460698725481052e-14
hoptimus0,CCRCC,1,3.552713678800501e-15,1.134072993128122,7.549516567451064e-14
hoptimus0,CCRCC,2,4.440892098500626e-15,1.2175344832417605,5.972999872483342e-14
hoptimus0,CCRCC,3,4.884981308350689e-15,1.1433318432704982,5.595524044110789e-14
hoptimus0,CCRCC,4,3.9968028886505635e-15,1.1654889928435983,9.103828801926284e-14
hoptimus0,CCRCC,5,4.218847493575595e-15,1.1144303314897641,6.905587213168474e-14
hoptimus0,COAD,0,8.881784197001252e-15,4.757530287322041,2.4158453015843406e-13
hoptimus0,COAD,1,6.661338147750939e-15,3.7265697112487466,8.038014698286133e-14
hoptimus0,HCC,0,2.4424906541753444e-15,1.6473606315733966,1.2878587085651816e-13
hoptimus0,HCC,1,3.3306690738754696e-15,1.8762293884338002,1.4499512701604544e-13
hoptimus0,IDC,0,1.3322676295501878e-14,4.680486047732016,1.8918200339612667e-13
hoptimus0,IDC,1,1.1102230246251565e-14,3.945148876456341,2.05613304160579e-13
hoptimus0,IDC,2,1.199040866595169e-14,4.300488336845131,1.7763568394002505e-13
hoptimus0,IDC,3,7.105427357601002e-15,4.514216640793047,1.545430450278218e-13
hoptimus0,LUNG,0,6.661338147750939e-15,5.034180249083829,2.291500322826323e-13
hoptimus0,LUNG,1,5.329070518200751e-15,3.885590599622694,1.3677947663381929e-13
hoptimus0,LYMPH_IDC,0,4.6629367034256575e-15,1.0771724363556012,4.6407322429331543e-14
hoptimus0,LYMPH_IDC,1,3.552713678800501e-15,1.1350530748886194,3.885780586188048e-14
hoptimus0,LYMPH_IDC,2,2.4424906541753444e-15,0.8600819810875061,3.6415315207705135e-14
hoptimus0,LYMPH_IDC,3,3.9968028886505635e-15,0.954329474402947,4.518607710224387e-14
hoptimus0,PAAD,0,7.105427357601002e-15,3.820598313328771,8.704148513061227e-14
hoptimus0,PAAD,1,7.549516567451064e-15,3.320595888560773,1.7053025658242404e-13
hoptimus0,PAAD,2,6.661338147750939e-15,3.630032706388048,9.725553695716371e-14
hoptimus0,PRAD,0,5.773159728050814e-15,2.9990945729945198,2.4868995751603507e-13
hoptimus0,PRAD,1,5.551115123125783e-15,2.790814660275265,1.2967404927621828e-13
hoptimus0,READ,0,6.217248937900877e-15,1.1302036788958096,8.615330671091215e-14
hoptimus0,READ,1,3.1086244689504383e-15,0.9455457646221452,3.47499806707674e-14
hoptimus0,SKCM,0,1.1546319456101628e-14,5.28407780737944,3.517186542012496e-13
hoptimus0,SKCM,1,8.881784197001252e-15,4.794614522750347,6.128431095930864e-14
