encoder,task,fold,head,n_train,n_test,n_test_samples,gene,pearson,r2,mse,mean_pred,mean_target,std_pred,std_target,train_mean_pred,train_mean_target
ctranspath,CCRCC,0,nointercept,55849,18371,4,AKAP8,0.1744746216752617,-0.7372122302297239,0.3654108405295654,-0.04780162863976213,0.347701582039884,0.15106860624875507,0.45863191677140885,-5.641295260341002e-09,0.35207952698136546
ctranspath,CCRCC,0,nointercept,55849,18371,4,BLVRB,0.10954609250287078,-0.779398361221016,0.27796522450880706,-0.0731668894856193,0.2520582543169042,0.1769208822954034,0.39523795160372543,-9.499474746465222e-09,0.37015096804314834
ctranspath,CCRCC,0,nointercept,55849,18371,4,BTF3,0.0361807609387442,-2.1310784102037243,0.4638535442469069,-0.2802653391286619,0.2396368571471379,0.227477233033123,0.38489606214542227,7.2054445220362e-08,0.6006411427288154
ctranspath,CCRCC,0,nointercept,55849,18371,4,CD109,0.33563887208802784,-0.16106943162726783,0.27949842022198546,0.21352661227519337,0.3570388251776973,0.37750595426089,0.49063732419033296,4.532716340538248e-08,0.4874023668605807
ctranspath,CCRCC,0,nointercept,55849,18371,4,CD14,-0.07394726380979998,-0.8659325575905172,0.7096780815911019,0.044223053361485645,0.4735222755808179,0.33796553466706775,0.6167124627053123,1.4678950616042797e-07,0.7004610575904594
ctranspath,CCRCC,0,nointercept,55849,18371,4,CHST15,0.17916778367177572,-0.5205708450643827,0.40402222415568084,0.06976304546420538,0.42651018973862326,0.2322789770349423,0.5154651375233041,-6.4841977742729315e-09,0.47235765679396713
ctranspath,CCRCC,0,nointercept,55849,18371,4,CIB1,0.17251772073098828,-1.1461485071700213,0.609773931351595,0.020248841405524326,0.5336077414446135,0.3576041793624613,0.5330335457094174,1.3985901055518355e-09,0.7433766609134792
ctranspath,CCRCC,0,nointercept,55849,18371,4,CKB,0.34206652767729684,-0.40387402013679186,0.6245646109529616,0.007409722770779482,0.4868601569352792,0.27130093684901047,0.6669981321784203,9.849945213376008e-09,0.5242236459322882
ctranspath,CCRCC,0,nointercept,55849,18371,4,CPD,0.19574560421247325,-0.8520180247211886,0.5409918106427359,0.10628808751679991,0.4983861116090874,0.43188407615543833,0.5404714292126986,-5.758985162885048e-08,0.564075054961264
ctranspath,CCRCC,0,nointercept,55849,18371,4,CPE,0.5526195849795377,-0.6104605567756889,1.6906421958626077,0.31673154581309004,1.2817485996183213,0.7399602396760465,1.02459163471921,2.784827134359273e-07,1.1011824996369504
ctranspath,CCRCC,0,nointercept,55849,18371,4,DERL1,0.36277842099561725,-0.6925698267475418,0.5336301768499909,0.09015215193359785,0.5517190393005897,0.42003476081369645,0.561496292826326,-8.078303254910398e-08,0.6185946883582205
ctranspath,CCRCC,0,nointercept,55849,18371,4,DNAJB12,0.06404512596735984,-0.5263867843628263,0.19009037991295188,-0.019314152899303844,0.1934438191464182,0.16682013085680517,0.3528968409944552,-1.0500717407179158e-09,0.33685407817164165
