scope,faithful,train-mean intercept,oracle level,oracle level and optimal scale,median_rho,median_r,rho_over_r,n_encoders,n_tasks,n_rows,gain_1,gain_2,gain_3
"pooled over all encoders, tasks, folds and genes",-0.953196,-0.155216,0.03005,0.099708,0.579576,0.314968,1.840111,12,10,52200,0.79798,0.185267,0.069658
