encoder,task,fold,max_abs_intercept_minus_ycentered_f64,max_abs_intercept_minus_nointercept_f64,max_abs_shift_minus_ybar_f64
uni_v2,CCRCC,0,3.885780586188048e-15,1.2027191357270879,5.573319583618286e-14
uni_v2,CCRCC,1,3.552713678800501e-15,1.1340729931280917,7.749356711883593e-14
uni_v2,CCRCC,2,2.886579864025407e-15,1.2175344832417654,4.907185768843192e-14
uni_v2,CCRCC,3,3.9968028886505635e-15,1.1433318432704735,5.10702591327572e-14
uni_v2,CCRCC,4,3.552713678800501e-15,1.1654889928435748,6.772360450213455e-14
uni_v2,CCRCC,5,3.941291737419306e-15,1.1144303314897517,5.5289106626332796e-14
uni_v2,COAD,0,8.43769498715119e-15,4.757530287321963,1.3589129821411916e-13
uni_v2,COAD,1,7.993605777301127e-15,3.7265697112487106,7.682743330406083e-14
uni_v2,HCC,0,2.220446049250313e-15,1.6473606315733336,6.572520305780927e-14
uni_v2,HCC,1,2.220446049250313e-15,1.8762293884337446,8.948397578478762e-14
uni_v2,IDC,0,1.2434497875801753e-14,4.680486047731954,1.1191048088221578e-13
uni_v2,IDC,1,9.769962616701378e-15,3.9451488764562943,1.2256862191861728e-13
uni_v2,IDC,2,1.0658141036401503e-14,4.300488336845086,1.5365486660812167e-13
uni_v2,IDC,3,7.993605777301127e-15,4.51421664079303,1.8030021919912542e-13
uni_v2,LUNG,0,8.43769498715119e-15,5.034180249083816,1.8562928971732617e-13
uni_v2,LUNG,1,6.661338147750939e-15,3.885590599622616,9.370282327836321e-14
uni_v2,LYMPH_IDC,0,3.774758283725532e-15,1.0771724363555848,4.1522341120980855e-14
uni_v2,LYMPH_IDC,1,2.4424906541753444e-15,1.135053074888614,3.352873534367973e-14
uni_v2,LYMPH_IDC,2,2.7755575615628914e-15,0.860081981087498,3.3639757646142243e-14
uni_v2,LYMPH_IDC,3,2.6645352591003757e-15,0.9543294744029465,3.2862601528904634e-14
uni_v2,PAAD,0,5.329070518200751e-15,3.820598313328771,9.903189379656396e-14
uni_v2,PAAD,1,7.993605777301127e-15,3.320595888560738,1.709743457922741e-13
uni_v2,PAAD,2,5.773159728050814e-15,3.6300327063880156,1.0480505352461478e-13
uni_v2,PRAD,0,3.9968028886505635e-15,2.999094572994444,1.616484723854228e-13
uni_v2,PRAD,1,4.884981308350689e-15,2.790814660275278,1.127986593019159e-13
uni_v2,READ,0,4.440892098500626e-15,1.1302036788957752,4.8183679268731794e-14
uni_v2,READ,1,2.6645352591003757e-15,0.9455457646221305,2.3647750424515834e-14
uni_v2,SKCM,0,9.769962616701378e-15,5.2840778073795835,3.268496584496461e-13
uni_v2,SKCM,1,7.105427357601002e-15,4.794614522750349,4.3520742565306136e-14
