encoder,task,fold,max_abs_intercept_minus_ycentered,max_abs_intercept_minus_nointercept,max_abs_shift_minus_ybar,max_abs_intercept_minus_ycentered_exact,max_abs_intercept_minus_nointercept_exact,max_abs_shift_minus_ybar_exact,max_abs_intercept_minus_ycentered_f64,max_abs_intercept_minus_nointercept_f64,max_abs_shift_minus_ybar_f64
uni_v2,CCRCC,0,0.004347801208496094,1.2142490148544312,0.011642694473266602,1.6689300537109375e-06,1.2026312351226807,2.5391578674316406e-05,1.3690390354703652e-07,1.2027439828799362,2.5394852921634126e-05
uni_v2,CCRCC,1,0.00261881947517395,1.137614130973816,0.007324278354644775,2.384185791015625e-06,1.134041428565979,3.159046173095703e-05,3.1812393552765883e-07,1.1341000159454175,3.079937929451049e-05
uni_v2,CCRCC,2,0.003934741020202637,1.2261027097702026,0.009360969066619873,1.9073486328125e-06,1.2175132036209106,2.682209014892578e-05,2.3517626757119103e-07,1.2175600929663108,2.739726912137641e-05
uni_v2,CCRCC,3,0.003820657730102539,1.1471837759017944,0.008486390113830566,2.384185791015625e-06,1.1433342695236206,3.4809112548828125e-05,1.4850197938010012e-07,1.1433655599474686,3.371667702634085e-05
uni_v2,CCRCC,4,0.00420987606048584,1.1773273944854736,0.01204538345336914,1.7881393432617188e-06,1.1653156280517578,3.3974647521972656e-05,2.4398154452320853e-07,1.1655231797389853,3.418689547807219e-05
uni_v2,CCRCC,5,0.0040735602378845215,1.1235864162445068,0.009972572326660156,2.384185791015625e-06,1.1143245697021484,3.1113624572753906e-05,1.6189050466852706e-07,1.1144602990412895,2.9967551593124142e-05
uni_v2,COAD,0,0.005917191505432129,4.806967735290527,0.04943037033081055,3.5762786865234375e-06,4.757615089416504,7.772445678710938e-05,7.917342581542641e-08,4.75760646237811,7.617505628321197e-05
uni_v2,COAD,1,0.004141092300415039,3.7443552017211914,0.018563032150268555,4.291534423828125e-06,3.7265830039978027,3.5762786865234375e-05,1.0427172858484823e-07,3.7266073792647787,3.766801611249093e-05
uni_v2,HCC,0,0.004418432712554932,1.6593369245529175,0.013477802276611328,1.1920928955078125e-06,1.6473816633224487,5.340576171875e-05,1.092048282913538e-07,1.6473849763727464,5.287594051628375e-05
uni_v2,HCC,1,0.00598376989364624,1.8867156505584717,0.015286684036254883,1.1920928955078125e-06,1.876259207725525,3.7670135498046875e-05,1.1576357672460347e-07,1.8762670778138821,3.768938022696844e-05
uni_v2,IDC,0,0.0038405656814575195,4.702436447143555,0.024731159210205078,5.245208740234375e-06,4.68051815032959,8.106231689453125e-05,2.0696965186139948e-07,4.680537907427765,7.922420643691197e-05
