encoder,solver,check,value,threshold,passed,is_hard_stop
resnet50,cholesky float64 (Topic A head),A1 max|dPearson(int-noint)|,1.1435297153639112e-13,1e-09,True,True
resnet50,cholesky float64 (Topic A head),A2 max|pred(int)-pred(ycent)|,1.509903313490213e-14,1e-09,True,True
resnet50,cholesky float64 (Topic A head),A3 max|train mean pred - target| (relative),1.5514281495452597e-15,1e-10,True,True
resnet50,cholesky float64 (Topic A head),A2b max|(int-noint) - ybar|,1.4432011141707335e-11,1e-09,True,True
