encoder,task,fold,max_abs_intercept_minus_ycentered_f64,max_abs_intercept_minus_nointercept_f64,max_abs_shift_minus_ybar_f64
conch_v1,CCRCC,0,5.329070518200751e-15,1.2027191357273943,3.6215475063272606e-13
conch_v1,CCRCC,1,4.440892098500626e-15,1.134072993128472,4.25659507641285e-13
conch_v1,CCRCC,2,3.552713678800501e-15,1.2175344832420563,3.4572344986827375e-13
conch_v1,CCRCC,3,5.551115123125783e-15,1.1433318432709485,5.062616992290714e-13
conch_v1,CCRCC,4,6.217248937900877e-15,1.1654889928439693,5.575540029667536e-13
conch_v1,CCRCC,5,4.440892098500626e-15,1.1144303314900692,3.7281289166912757e-13
conch_v1,COAD,0,8.881784197001252e-15,4.75753028732268,9.023892744153272e-13
conch_v1,COAD,1,7.993605777301127e-15,3.726569711249272,6.057376822354854e-13
conch_v1,HCC,0,2.6645352591003757e-15,1.6473606315735714,5.300204719560497e-13
conch_v1,HCC,1,4.440892098500626e-15,1.8762293884343955,7.402967128200544e-13
conch_v1,IDC,0,8.881784197001252e-15,4.680486047732779,9.370282327836321e-13
conch_v1,IDC,1,8.881784197001252e-15,3.945148876457154,9.79216707719388e-13
conch_v1,IDC,2,1.3322676295501878e-14,4.300488336847025,2.071232074740692e-12
conch_v1,IDC,3,1.1546319456101628e-14,4.514216640793925,1.6564527527407336e-12
conch_v1,LUNG,0,1.021405182655144e-14,5.034180249085641,1.9610979506978765e-12
conch_v1,LUNG,1,8.881784197001252e-15,3.885590599623196,6.390443729742401e-13
conch_v1,LYMPH_IDC,0,5.440092820663267e-15,1.0771724363558453,2.879918525877656e-13
conch_v1,LYMPH_IDC,1,3.4416913763379853e-15,1.1350530748887242,1.5587531265737198e-13
conch_v1,LYMPH_IDC,2,3.3306690738754696e-15,0.8600819810876178,2.483568906086475e-13
conch_v1,LYMPH_IDC,3,4.440892098500626e-15,0.9543294744030963,1.836308882730009e-13
conch_v1,PAAD,0,7.993605777301127e-15,3.8205983133291648,4.760636329592671e-13
conch_v1,PAAD,1,8.43769498715119e-15,3.320595888561379,8.415490526658687e-13
conch_v1,PAAD,2,7.993605777301127e-15,3.630032706388372,5.586642259913788e-13
conch_v1,PRAD,0,4.884981308350689e-15,2.999094572995108,8.966161146872764e-13
conch_v1,PRAD,1,1.021405182655144e-14,2.790814660275985,8.126832540256146e-13
conch_v1,READ,0,3.9968028886505635e-15,1.1302036788960688,3.410605131648481e-13
conch_v1,READ,1,2.7755575615628914e-15,0.9455457646222887,1.7819079545233762e-13
conch_v1,SKCM,0,8.881784197001252e-15,5.284077807380929,1.5853984791647235e-12
conch_v1,SKCM,1,1.509903313490213e-14,4.79461452275191,2.1236346015029994e-12
