encoder,solver,check,value,threshold,passed,is_hard_stop
hoptimus0,cholesky float64 (Topic A head),A1 max|dPearson(int-noint)|,1.9539925233402755e-14,1e-09,True,True
hoptimus0,cholesky float64 (Topic A head),A2 max|pred(int)-pred(ycent)|,1.3322676295501878e-14,1e-09,True,True
hoptimus0,cholesky float64 (Topic A head),A3 max|train mean pred - target| (relative),3.519098639896118e-15,1e-10,True,True
hoptimus0,cholesky float64 (Topic A head),A2b max|(int-noint) - ybar|,3.517186542012496e-13,1e-09,True,True
