arm,task,encoder,design,method,fold,repeat,cal_draw,calibration_unit,n_T,n_C,n_E,n_cal_units,n_units_in_pool,K,n_eff,n_genes,n_off_panel,width_mean_spotgene,width_median_spotgene,n_infinite_spotgene,n_spotgene,finite,n_infinite_test_points,cal_shares_donor_with_test,n_train_natural,n_train_matched,coverage,width_mean,width_median_of_cells,interval_score,miss_above,miss_below,n_cells,n_slides
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_31-10042,-1,1,donor,16135,14604,601,10,24,,14604.0,50,0,1.4559575426087497,1.3059630087304783,0,30050,True,0,False,16220,16135,0.8591680532445923,1.45595754260875,1.45595754260875,2.3478886343191916,0.1314808652246256,0.009351081530782,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_31-10042,-1,1,donor,16135,14604,601,10,24,10.0,7334.163993588064,50,0,3.058920018439729,2.940786988025943,0,30050,True,0,False,16220,16135,0.9884193011647254,3.05892001843973,3.0589200184397294,3.1277025618311116,0.0115806988352745,0.0,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_31-10042,-1,2,donor,16135,14392,601,10,24,,14392.0,50,0,1.5476497489095054,1.4463620849829342,0,30050,True,0,False,16432,16135,0.8596006655574042,1.547649748909505,1.547649748909505,2.4469868727323556,0.130549084858569,0.0098502495840266,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_31-10042,-1,2,donor,16135,14392,601,10,24,10.0,8412.914319239399,50,0,2.8721057972994544,2.729212846707692,0,30050,True,0,False,16432,16135,0.9829284525790348,2.8721057972994544,2.872105797299454,2.976121754110563,0.0170382695507487,3.327787021630616e-05,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_31-10221,-1,0,donor,16135,10528,524,10,24,,10528.0,50,0,1.6336861273721763,1.5631405999546923,0,26200,True,0,False,20373,16135,0.9188931297709922,1.6336861273721763,1.6336861273721763,2.0879124986122077,0.072442748091603,0.0086641221374045,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_31-10221,-1,0,donor,16135,10528,524,10,24,10.0,6273.803203318272,50,0,2.8972388436304675,2.7100631188286877,0,26200,True,0,False,20373,16135,0.991641221374046,2.897238843630468,2.897238843630467,2.934611842596744,0.0082442748091603,0.0001145038167938,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_31-10221,-1,1,donor,16135,9271,524,10,24,,9271.0,50,0,1.6522005814317873,1.4995798069742563,0,26200,True,0,False,21630,16135,0.9212977099236642,1.6522005814317873,1.6522005814317873,2.077737831885944,0.0693511450381679,0.0093511450381679,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_31-10221,-1,1,donor,16135,9271,524,10,24,10.0,7386.970760907526,50,0,2.9962775730018043,2.8749458367967535,0,26200,True,0,False,21630,16135,0.9899618320610688,2.9962775730018048,2.9962775730018048,3.047113978152117,0.0097709923664122,0.000267175572519,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_31-10221,-1,2,donor,16135,14065,524,10,24,,14065.0,50,0,1.5421508611216597,1.3772120661256082,0,26200,True,0,False,16836,16135,0.8953435114503816,1.5421508611216597,1.5421508611216597,2.1261387651421755,0.0887786259541984,0.0158778625954198,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_31-10221,-1,2,donor,16135,14065,524,10,24,10.0,8653.103379958533,50,0,3.084693711578639,2.8289820017107954,0,26200,True,0,False,16836,16135,0.9922137404580154,3.084693711578638,3.084693711578639,3.1238628872672276,0.0075954198473282,0.0001908396946564,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_32-10003,-1,0,donor,16135,13675,357,10,24,,13675.0,50,0,1.694103452257153,1.6642868597292908,0,17850,True,0,False,17393,16135,0.823641456582633,1.6941034522571534,1.6941034522571534,3.105668158309236,0.1708123249299719,0.0055462184873949,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_32-10003,-1,0,donor,16135,13675,357,10,24,10.0,7411.598746085128,50,0,3.229197288717695,3.039704841207966,0,17850,True,0,False,17393,16135,0.9829131652661064,3.229197288717695,3.2291972887176956,3.327885373310481,0.0170868347338935,0.0,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_32-10003,-1,1,donor,16135,8388,357,10,24,,8388.0,50,0,1.628529980211748,1.520309771769068,0,17850,True,0,False,22680,16135,0.8091316526610643,1.628529980211748,1.628529980211748,3.1004858336836283,0.1852100840336134,0.0056582633053221,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_32-10003,-1,1,donor,16135,8388,357,10,24,10.0,6497.241290834406,50,0,3.1690991706021063,3.1021726908045473,0,17850,True,0,False,22680,16135,0.975406162464986,3.1690991706021068,3.1690991706021068,3.2914095610422622,0.024593837535014,0.0,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_32-10003,-1,2,donor,15500,15568,357,10,24,,15568.0,50,0,1.441910241141542,1.2565727955832415,0,17850,True,0,False,15500,15500,0.7764705882352939,1.4419102411415423,1.4419102411415423,3.0181014106669415,0.1991036414565826,0.0244257703081232,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_32-10003,-1,2,donor,15500,15568,357,10,24,10.0,9376.69711482228,50,0,2.8888357351446063,2.644983465610751,0,17850,True,0,False,15500,15500,0.9658263305322128,2.888835735144606,2.888835735144606,3.0628413768697618,0.0339495798319327,0.0002240896358543,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_32-10074,-1,0,donor,16135,12172,303,10,24,,12172.0,50,0,1.4781160063101433,1.304702026728355,0,15150,True,0,False,18950,16135,0.868976897689769,1.478116006310143,1.478116006310143,2.186845827036812,0.1087788778877887,0.0222442244224422,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_32-10074,-1,0,donor,16135,12172,303,10,24,10.0,7739.030438832839,50,0,2.9140569780699725,2.727947819523682,0,15150,True,0,False,18950,16135,0.9877227722772276,2.914056978069973,2.9140569780699717,2.960997080222634,0.0117491749174917,0.0005280528052805,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_32-10074,-1,1,donor,16135,11171,303,10,24,,11171.0,50,0,1.7888385406443732,1.7289578655499442,0,15150,True,0,False,19951,16135,0.911155115511551,1.7888385406443736,1.7888385406443732,2.323823639964577,0.0796699669966996,0.0091749174917491,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_32-10074,-1,1,donor,16135,11171,303,10,24,10.0,7223.180786121918,50,0,3.2507556122153787,3.1696125790682523,0,15150,True,0,False,19951,16135,0.9936633663366335,3.250755612215379,3.2507556122153782,3.2822736171382467,0.0063366336633663,0.0,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_32-10074,-1,2,donor,16135,7207,303,10,24,,7207.0,50,0,1.7069910297072095,1.578338444862997,0,15150,True,0,False,23915,16135,0.8941914191419141,1.70699102970721,1.70699102970721,2.325437075016371,0.0949174917491749,0.0108910891089108,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_32-10074,-1,2,donor,16135,7207,303,10,24,10.0,6371.667712310466,50,0,3.010691966868569,2.6550216086472394,0,15150,True,0,False,23915,16135,0.9875907590759077,3.0106919668685697,3.0106919668685697,3.064305204597274,0.0124092409240924,0.0,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_33-10331,-1,0,donor,16135,14252,671,10,24,,14252.0,50,0,1.449733293568499,1.2890313766946484,0,33550,True,0,False,16502,16135,0.8297168405365126,1.4497332935684994,1.4497332935684992,2.3495535876988325,0.1078986587183308,0.0623845007451564,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_33-10331,-1,0,donor,16135,14252,671,10,24,10.0,8888.108220976274,50,0,2.9304470202814725,2.7225887611199973,0,33550,True,0,False,16502,16135,0.9890014903129656,2.930447020281473,2.930447020281473,2.985785003682914,0.0097764530551415,0.0012220566318926,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_33-10331,-1,1,donor,16135,12834,671,10,24,,12834.0,50,0,1.5349194524921543,1.4468021778360172,0,33550,True,0,False,17920,16135,0.8396721311475409,1.534919452492154,1.534919452492154,2.64737077056416,0.1310879284649776,0.0292399403874813,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_33-10331,-1,1,donor,16135,12834,671,10,24,10.0,6903.092914858415,50,0,2.9358646463174116,2.774349552787319,0,33550,True,0,False,17920,16135,0.9853353204172878,2.935864646317412,2.935864646317412,3.01469279249328,0.0146348733233979,2.9806259314456036e-05,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_33-10331,-1,2,donor,16135,13796,671,10,24,,13796.0,50,0,1.5225335343088542,1.3982256654435128,0,33550,True,0,False,16958,16135,0.8697764530551416,1.5225335343088542,1.5225335343088542,2.21383335216423,0.0977645305514157,0.0324590163934426,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_33-10331,-1,2,donor,16135,13796,671,10,24,10.0,7984.007227226957,50,0,3.0985107849723,2.9492881089896006,0,33550,True,0,False,16958,16135,0.9935320417287632,3.0985107849723006,3.0985107849722997,3.127620314555484,0.0061102831594634,0.0003576751117734,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-13437,-1,0,donor,14986,15163,1276,10,24,,15163.0,50,0,1.774791213240186,1.5931902511201776,0,63800,True,0,False,14986,14986,0.9518338557993732,1.774791213240186,1.7747912132401862,2.05774073113304,0.0418965517241379,0.006269592476489,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-13437,-1,0,donor,14986,15163,1276,10,24,10.0,9354.687339814487,50,0,3.25879488217558,3.065535958474663,0,63800,True,0,False,14986,14986,0.9967711598746082,3.258794882175581,3.25879488217558,3.276396781307335,0.0030721003134796,0.0001567398119122,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-13437,-1,1,donor,14680,15469,1276,10,24,,15469.0,50,0,1.6921260314684383,1.5894655584328174,0,63800,True,0,False,14680,14680,0.9126332288401252,1.6921260314684383,1.692126031468438,2.092438999992627,0.039858934169279,0.0475078369905956,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-13437,-1,1,donor,14680,15469,1276,10,24,10.0,7486.392686904174,50,0,3.0880075516754504,2.888942704035541,0,63800,True,0,False,14680,14680,0.9957210031347964,3.0880075516754504,3.0880075516754504,3.112779805649101,0.0038714733542319,0.0004075235109717,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-13437,-1,2,donor,16135,9031,1276,10,24,,9031.0,50,0,1.745860115642874,1.5896157865332148,0,63800,True,0,False,21118,16135,0.936551724137931,1.7458601156428737,1.7458601156428737,2.0413169522063823,0.0290438871473354,0.0344043887147335,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-13437,-1,2,donor,16135,9031,1276,10,24,10.0,6546.537973524002,50,0,2.9665945593493137,2.744171589517416,0,63800,True,0,False,21118,16135,0.9947648902821316,2.9665945593493137,2.9665945593493137,2.9909724775782407,0.003244514106583,0.0019905956112852,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-F52,-1,0,donor,16135,11223,3622,10,24,,11223.0,50,0,1.7362652094868012,1.6311542018927914,0,181100,True,0,False,16580,16135,0.9624075096631696,1.7362652094868012,1.7362652094868012,1.9350189623557672,0.0312258420762009,0.0063666482606294,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-F52,-1,0,donor,16135,11223,3622,10,24,10.0,7723.641700209139,50,0,3.05310964111673,2.8573894430738953,0,181100,True,0,False,16580,16135,0.9962506902263945,3.05310964111673,3.05310964111673,3.0719429678829875,0.0036609607951408,8.834897846493649e-05,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-F52,-1,1,donor,13618,14185,3622,10,24,,14185.0,50,0,1.635249096656457,1.538836135764674,0,181100,True,0,False,13618,13618,0.9583545002760904,1.6352490966564568,1.6352490966564568,1.8599969755962704,0.0304583103257868,0.0111871893981225,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-F52,-1,1,donor,13618,14185,3622,10,24,10.0,7076.803208224028,50,0,3.3124591273376858,3.0661285021750277,0,181100,True,0,False,13618,13618,0.9979624516841524,3.3124591273376858,3.3124591273376853,3.3229652554849345,0.0018553285477636,0.0001822197680839,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-F52,-1,2,donor,16135,11213,3622,10,24,,11213.0,50,0,1.6039411453966248,1.515818118632323,0,181100,True,0,False,16590,16135,0.951038100496963,1.6039411453966252,1.6039411453966246,1.832764869467756,0.0313528437327443,0.0176090557702926,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-F52,-1,2,donor,16135,11213,3622,10,24,10.0,6401.987616459128,50,0,2.8858804274669465,2.663293930059039,0,181100,True,0,False,16590,16135,0.996692435118719,2.8858804274669465,2.8858804274669465,2.9008590744951976,0.0028161236885698,0.0004914411927112,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-F59,-1,0,donor,16135,12095,3003,10,24,,12095.0,50,0,1.5747094821048868,1.5336245056852638,0,150150,True,0,False,16327,16135,0.8766433566433567,1.5747094821048864,1.5747094821048864,2.51099321367723,0.1200999000999,0.0032567432567432,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-F59,-1,0,donor,16135,12095,3003,10,24,10.0,7731.962759324661,50,0,3.4658306616917622,3.36848443117091,0,150150,True,0,False,16327,16135,0.9855944055944056,3.4658306616917622,3.4658306616917622,3.557718631031496,0.0144055944055944,0.0,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-F59,-1,1,donor,13782,14640,3003,10,24,,14640.0,50,0,1.699934758800465,1.5625190965725548,0,150150,True,0,False,13782,13782,0.8836363636363638,1.6999347588004647,1.699934758800465,2.5367569921050346,0.1109490509490509,0.0054145854145854,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-F59,-1,1,donor,13782,14640,3003,10,24,10.0,8695.255392273833,50,0,2.9975899905428243,2.6774531896022893,0,150150,True,0,False,13782,13782,0.9803596403596404,2.9975899905428243,2.9975899905428243,3.1099092387808596,0.0196403596403596,0.0,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-F59,-1,2,donor,16135,10638,3003,10,24,,10638.0,50,0,1.4920990428584393,1.3418149067696858,0,150150,True,0,False,17784,16135,0.8530869130869131,1.4920990428584395,1.4920990428584395,2.6274295419725497,0.1406859806859806,0.0062271062271062,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-F59,-1,2,donor,16135,10638,3003,10,24,10.0,6431.102869643708,50,0,2.846134047777685,2.677558182097327,0,150150,True,0,False,17784,16135,0.9733266733266732,2.8461340477776855,2.8461340477776855,3.004892738146782,0.0266733266733266,0.0,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-M32,-1,0,donor,16135,11009,2622,10,24,,11009.0,50,0,1.546601265672394,1.4199569286458018,0,131100,True,0,False,17794,16135,0.9187261632341724,1.5466012656723942,1.5466012656723944,1.932786385948206,0.0758199847444698,0.0054538520213577,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-M32,-1,0,donor,16135,11009,2622,10,24,10.0,7566.128032696702,50,0,2.921787209459949,2.6738090090816016,0,131100,True,0,False,17794,16135,0.9950495804729214,2.9217872094599486,2.9217872094599486,2.9399527345442067,0.0048436308161708,0.0001067887109077,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-M32,-1,1,donor,11183,17620,2622,10,24,,17620.0,50,0,1.570013765848933,1.402717798587967,0,131100,True,0,False,11183,11183,0.929626239511823,1.570013765848933,1.570013765848933,1.8753815018803948,0.0467734553775743,0.0236003051106025,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-M32,-1,1,donor,11183,17620,2622,10,24,10.0,9796.14977514954,50,0,2.8929157996138812,2.749869883615867,0,131100,True,0,False,11183,11183,0.9963005339435546,2.892915799613881,2.892915799613881,2.9079979497817328,0.0034477498093058,0.0002517162471395,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-M32,-1,2,donor,16135,11986,2622,10,24,,11986.0,50,0,1.5512363853150863,1.4324413085451495,0,131100,True,0,False,16817,16135,0.9021967963386728,1.5512363853150866,1.5512363853150866,2.0241224302124707,0.0940732265446224,0.0037299771167048,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-M32,-1,2,donor,16135,11986,2622,10,24,10.0,7737.661421632197,50,0,3.0150817024245917,2.95578067660246,0,131100,True,0,False,16817,16135,0.9948131197559114,3.0150817024245926,3.0150817024245926,3.0386163182119605,0.0051868802440884,0.0,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-M61,-1,0,donor,15707,11559,4159,10,24,,11559.0,50,0,1.761132137366231,1.6478995200149642,0,207950,True,0,False,15707,15707,0.9355037268574178,1.761132137366231,1.761132137366231,2.1706926229899244,0.0537629237797547,0.0107333493628276,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-M61,-1,0,donor,15707,11559,4159,10,24,10.0,8360.592441917323,50,0,3.0178785552697756,2.859774922668927,0,207950,True,0,False,15707,15707,0.990656407790334,3.017878555269775,3.017878555269775,3.0751654738930534,0.0087953835056503,0.0005482087040153,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-M61,-1,1,donor,16135,7148,4159,10,24,,7148.0,50,0,1.6943434785481897,1.545966788605618,0,207950,True,0,False,20118,16135,0.933402260158692,1.69434347854819,1.69434347854819,2.067802922407353,0.0463284443375811,0.0202692955037268,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-M61,-1,1,donor,16135,7148,4159,10,24,10.0,6476.134580820629,50,0,2.980537849712033,2.7580534125264937,0,207950,True,0,False,20118,16135,0.9917480163500844,2.9805378497120323,2.9805378497120323,3.0277416056648914,0.0070257273383024,0.0012262563116133,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_atlas_IU-M61,-1,2,donor,16135,9166,4159,10,24,,9166.0,50,0,1.7162759953700328,1.5806814409324863,0,207950,True,0,False,18100,16135,0.933584996393364,1.7162759953700328,1.716275995370033,2.1046417649563,0.0470353450348641,0.019379658571772,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_atlas_IU-M61,-1,2,donor,16135,9166,4159,10,24,10.0,6509.466692890482,50,0,3.081286342924588,2.763009643153258,0,207950,True,0,False,18100,16135,0.9914498677566724,3.081286342924588,3.081286342924588,3.1325119306856535,0.0070161096417408,0.0015340226015869,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_papilla_20-0034,-1,0,donor,16135,10328,2391,10,24,,10328.0,50,0,1.7242900592056472,1.6461069801445904,0,119550,True,0,False,18706,16135,0.9451024675867836,1.7242900592056472,1.7242900592056472,1.9201686482956415,0.0319949811794228,0.0229025512337933,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_papilla_20-0034,-1,0,donor,16135,10328,2391,10,24,10.0,6681.358346486299,50,0,2.9645101975532393,2.7816647116905675,0,119550,True,0,False,18706,16135,0.99801756587202,2.9645101975532384,2.9645101975532384,2.971680089930322,0.001965704726056,1.672940192388122e-05,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_papilla_20-0034,-1,1,donor,15750,13284,2391,10,24,,13284.0,50,0,1.4884062558092437,1.4020834252149634,0,119550,True,0,False,15750,15750,0.9186951066499373,1.4884062558092432,1.488406255809244,1.8075690348737936,0.0509995817649519,0.0303053115851108,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_papilla_20-0034,-1,1,donor,15750,13284,2391,10,24,10.0,8481.22793304486,50,0,3.06554038951081,2.874174032965087,0,119550,True,0,False,15750,15750,0.9973902132998744,3.0655403895108098,3.0655403895108093,3.0746578241622995,0.0025846925972396,2.509410288582183e-05,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_papilla_20-0034,-1,2,donor,16135,12076,2391,10,24,,12076.0,50,0,1.4823152202144858,1.4279000101768458,0,119550,True,0,False,16958,16135,0.8895608531994981,1.4823152202144854,1.4823152202144854,1.9494497709230163,0.0483730656629025,0.0620660811375993,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_papilla_20-0034,-1,2,donor,16135,12076,2391,10,24,10.0,6975.075274808479,50,0,2.953728710174078,2.7207178793441624,0,119550,True,0,False,16958,16135,0.9935591802593056,2.9537287101740777,2.9537287101740777,2.9822763014349634,0.0024843161856963,0.0039565035549979,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_papilla_KRP428,-1,0,donor,13722,16898,805,10,24,,16898.0,50,0,1.4757862350534534,1.4421290033909353,0,40250,True,0,False,13722,13722,0.814111801242236,1.4757862350534532,1.4757862350534532,3.0645671989857717,0.170335403726708,0.0155527950310558,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_papilla_KRP428,-1,0,donor,13722,16898,805,10,24,10.0,8337.538312302373,50,0,3.044188470783226,2.830510627797084,0,40250,True,0,False,13722,13722,0.9592049689440992,3.0441884707832254,3.0441884707832254,3.345053603609023,0.0407950310559006,0.0,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_papilla_KRP428,-1,1,donor,16135,14212,805,10,24,,14212.0,50,0,1.5846461634001054,1.5404508033146933,0,40250,True,0,False,16408,16135,0.8362981366459628,1.5846461634001054,1.5846461634001054,2.88673816844326,0.1592049689440993,0.0044968944099378,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_papilla_KRP428,-1,1,donor,16135,14212,805,10,24,10.0,8507.269392522841,50,0,3.009483121448865,2.8768699633450465,0,40250,True,0,False,16408,16135,0.9687950310559006,3.009483121448866,3.009483121448866,3.206414318594869,0.0312049689440993,0.0,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_papilla_KRP428,-1,2,donor,13113,17507,805,10,24,,17507.0,50,0,1.523145508167926,1.421025428139966,0,40250,True,0,False,13113,13113,0.8145341614906834,1.5231455081679257,1.523145508167926,3.136956428337044,0.166335403726708,0.0191304347826086,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_papilla_KRP428,-1,2,donor,13113,17507,805,10,24,10.0,10287.146768326287,50,0,2.878226751895314,2.7204247676581996,0,40250,True,0,False,13113,13113,0.9565962732919254,2.878226751895314,2.878226751895314,3.19888269488107,0.0432546583850931,0.0001490683229813,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_papilla_M50,-1,0,donor,15572,13420,2433,10,24,,13420.0,50,0,1.663144435873634,1.5271034280541709,0,121650,True,0,False,15572,15572,0.8518290176736539,1.6631444358736338,1.663144435873634,2.7537170131697315,0.1190546650226058,0.0291163173037402,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_papilla_M50,-1,0,donor,15572,13420,2433,10,24,10.0,6870.7855667512595,50,0,3.37037373102187,3.210991634544134,0,121650,True,0,False,15572,15572,0.9912042745581588,3.3703737310218695,3.3703737310218695,3.414823529660295,0.0076942046855733,0.0011015207562679,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_papilla_M50,-1,1,donor,16135,7308,2433,10,24,,7308.0,50,0,1.5489326223531852,1.4119444727857315,0,121650,True,0,False,21684,16135,0.8439375256884506,1.548932622353185,1.5489326223531854,2.763010061528575,0.1392930538429922,0.0167694204685573,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_papilla_M50,-1,1,donor,16135,7308,2433,10,24,10.0,6100.250390428329,50,0,2.8071462435124412,2.5468196261441913,0,121650,True,0,False,21684,16135,0.9598109330045212,2.8071462435124412,2.807146243512441,3.09406324966651,0.04006576243321,0.0001233045622688,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,pooled_quantile,kidVis_papilla_M50,-1,2,donor,15536,13456,2433,10,24,,13456.0,50,0,1.5559953351002052,1.432726607963855,0,121650,True,0,False,15536,15536,0.8168105219893134,1.5559953351002052,1.5559953351002052,2.983422289403934,0.1329387587340731,0.0502507192766132,50,1
indiana,INDIANA_KIDNEY,hoptimus0,a4b_k10,hcp_w3,kidVis_papilla_M50,-1,2,donor,15536,13456,2433,10,24,10.0,6960.106092033377,50,0,2.9742359793876516,2.8317017676685734,0,121650,True,0,False,15536,15536,0.969428688861488,2.9742359793876516,2.9742359793876516,3.2042193605884446,0.0290341142622277,0.0015371968762844,50,1
indiana,INDIANA_KIDNEY,resnet50,random,pooled_quantile,0,0,0,spot,16135,4654,8158,4654,23267,,4654.0,50,0,1.4276815727826624,1.2910614885875458,0,407900,True,0,True,18613,16135,0.8845590768983059,1.4276815727826624,1.4276815727826624,2.1578780640954123,0.1040836997876323,0.0113572233140618,1300,26
indiana,INDIANA_KIDNEY,resnet50,random,pooled_quantile,0,1,0,spot,16135,4654,8158,4654,23267,,4654.0,50,0,1.4584495660581052,1.3023734407065444,0,407900,True,0,True,18613,16135,0.8847595919438968,1.458449566058105,1.458449566058105,2.176920186108811,0.0995959639812598,0.0156444440748433,1300,26
