arm,task,encoder,design,method,fold,repeat,cal_draw,calibration_unit,n_T,n_C,n_E,n_cal_units,n_units_in_pool,K,n_eff,n_genes,n_off_panel,width_mean_spotgene,width_median_spotgene,n_infinite_spotgene,n_spotgene,finite,n_infinite_test_points,cal_shares_donor_with_test,n_train_natural,n_train_matched,coverage,width_mean,width_median_of_cells,interval_score,miss_above,miss_below,n_cells,n_slides
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,2,0,0,spot,16135,5519,3834,5519,27591,,5519.0,50,0,1.4102517311611906,1.2646233687316792,0,191700,True,0,True,22072,16135,0.8882257238359677,1.4102517311611904,1.4102517311611904,2.017824600162265,0.0921284425906026,0.0196458335734298,1200,24
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,2,1,0,spot,16135,5519,3834,5519,27591,,5519.0,50,0,1.395965552645848,1.2325081265857614,0,191700,True,0,True,22072,16135,0.8887980223766373,1.395965552645848,1.395965552645848,1.992549957419308,0.0932784294981376,0.0179235481252252,1250,25
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,2,2,0,spot,16135,5519,3834,5519,27591,,5519.0,50,0,1.4358205723918689,1.3584193210962443,0,191700,True,0,True,22072,16135,0.891005387813804,1.4358205723918689,1.4358205723918689,2.0225042136849374,0.0898135463469119,0.0191810658392839,1100,22
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,2,3,0,spot,16135,5519,3834,5519,27591,,5519.0,50,0,1.4070701667749712,1.288727167586574,0,191700,True,0,True,22072,16135,0.891772936209892,1.407070166774971,1.4070701667749712,1.9917783186129572,0.0890539220968736,0.0191731416932343,1150,23
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,2,4,0,spot,16135,5519,3834,5519,27591,,5519.0,50,0,1.4271532093879569,1.322126444764269,0,191700,True,0,True,22072,16135,0.8883939392118139,1.4271532093879569,1.4271532093879566,2.0398542960482104,0.0922699994332046,0.0193360613549815,1150,23
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,3,0,0,spot,16135,4992,6468,4992,24957,,4992.0,50,0,1.4150678454981365,1.2649455504927276,0,323400,True,0,True,19965,16135,0.8868928313385622,1.4150678454981365,1.4150678454981365,2.0279462080071955,0.0941943170368832,0.0189128516245546,1250,25
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,3,1,0,spot,16135,4992,6468,4992,24957,,4992.0,50,0,1.4151177313704035,1.2792309082866922,0,323400,True,0,True,19965,16135,0.886811009023796,1.4151177313704035,1.4151177313704035,2.0448658774784354,0.0953375122713539,0.0178514787048501,1300,26
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,3,2,0,spot,16135,4992,6468,4992,24957,,4992.0,50,0,1.4079131692437088,1.2589303757296837,0,323400,True,0,True,19965,16135,0.8859194028123935,1.4079131692437088,1.4079131692437088,2.045635258651194,0.0950893534018846,0.0189912437857219,1300,26
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,3,3,0,spot,16135,4992,6468,4992,24957,,4992.0,50,0,1.4107347788383238,1.2687087079331327,0,323400,True,0,True,19965,16135,0.8845764101023171,1.4107347788383238,1.4107347788383238,2.055063823773405,0.0956922745242905,0.0197313153733925,1300,26
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,3,4,0,spot,16135,4992,6468,4992,24957,,4992.0,50,0,1.41874381415532,1.2907001684980657,0,323400,True,0,True,19965,16135,0.8887908405790619,1.41874381415532,1.41874381415532,2.016519568781631,0.0914776875152165,0.0197314719057215,1300,26
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,4,0,0,spot,16135,5412,4366,5412,27059,,5412.0,50,0,1.438085122261063,1.3033463530179512,0,218300,True,0,True,21647,16135,0.8936998505932012,1.438085122261063,1.438085122261063,2.005940980950316,0.0865156916799126,0.019784457726886,1150,23
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,4,1,0,spot,16135,5412,4366,5412,27059,,5412.0,50,0,1.4283791577636016,1.2817117217880147,0,218300,True,0,True,21647,16135,0.8872885640088811,1.4283791577636016,1.4283791577636016,2.045585761995057,0.0933436969864311,0.0193677390046877,1250,25
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,4,2,0,spot,16135,5412,4366,5412,27059,,5412.0,50,0,1.4303582452365455,1.2712763651000285,0,218300,True,0,True,21647,16135,0.8887529180437326,1.430358245236545,1.430358245236545,2.0349132062940636,0.0914418332054221,0.0198052487508451,1200,24
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,4,3,0,spot,16135,5412,4366,5412,27059,,5412.0,50,0,1.435272744649394,1.2706476983257624,0,218300,True,0,True,21647,16135,0.888811343452059,1.435272744649394,1.435272744649394,2.0412653859721233,0.0919997925994303,0.0191888639485106,1200,24
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,4,4,0,spot,16135,5412,4366,5412,27059,,5412.0,50,0,1.406574150017024,1.2582471803429,0,218300,True,0,True,21647,16135,0.8925817369395801,1.406574150017024,1.406574150017024,1.9748697285945611,0.0884451646843706,0.0189730983760491,1200,24
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,5,0,0,spot,16135,5634,3256,5634,28169,,5634.0,50,0,1.4289178265641769,1.2770644212003552,0,162800,True,0,True,22535,16135,0.8905136286372445,1.4289178265641769,1.4289178265641769,2.031394185467343,0.0900044719073487,0.0194818994554068,1050,21
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,5,1,0,spot,16135,5634,3256,5634,28169,,5634.0,50,0,1.43259320909067,1.2907631014248222,0,162800,True,0,True,22535,16135,0.8945414468558112,1.43259320909067,1.43259320909067,2.0037412448238294,0.0863470053624659,0.0191115477817228,1100,22
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,5,2,0,spot,16135,5634,3256,5634,28169,,5634.0,50,0,1.4300858262814629,1.2942117598539424,0,162800,True,0,True,22535,16135,0.8984594294786741,1.4300858262814626,1.4300858262814626,1.961591081908398,0.0824222941990457,0.0191182763222802,1000,20
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,5,3,0,spot,16135,5634,3256,5634,28169,,5634.0,50,0,1.4267692371656828,1.2605326437789308,0,162800,True,0,True,22535,16135,0.8933886898159143,1.4267692371656828,1.4267692371656828,1.9837763882171051,0.085146765392534,0.0214645447915516,1000,20
indiana,INDIANA_KIDNEY,hoptimus0,random,pooled_quantile,5,4,0,spot,16135,5634,3256,5634,28169,,5634.0,50,0,1.4379526768896704,1.328029367381961,0,162800,True,0,True,22535,16135,0.8937035305253377,1.4379526768896704,1.4379526768896704,2.0050912472169284,0.0871302370900145,0.0191662323846477,1050,21
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_21-015,-1,0,donor,16135,7652,951,6,24,,7652.0,50,0,1.5036794060429592,1.3909950926975478,0,47550,True,0,False,22822,16135,0.882502628811777,1.5036794060429597,1.5036794060429597,2.111994582162967,0.1074027339642481,0.0100946372239747,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_21-015,-1,1,donor,16135,7472,951,6,24,,7472.0,50,0,1.3699375899439026,1.2188699245243622,0,47550,True,0,False,23002,16135,0.8399369085173501,1.3699375899439026,1.3699375899439026,2.191958431064182,0.1362986330178759,0.0237644584647739,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_21-015,-1,2,donor,16135,4815,951,6,24,,4815.0,50,0,1.5483731312930715,1.426572619930898,0,47550,True,0,False,25659,16135,0.8882439537329128,1.5483731312930715,1.5483731312930715,2.1099849012226755,0.1025657202944269,0.0091903259726603,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_21-019,-1,0,donor,16135,6942,1029,6,24,,6942.0,50,0,1.6872379816224998,1.5862996143570054,0,51450,True,0,False,23454,16135,0.9169484936831876,1.6872379816225,1.6872379816225,2.1436188397174623,0.0760155490767735,0.0070359572400388,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_21-019,-1,1,donor,16135,11855,1029,6,24,,11855.0,50,0,1.5158706492150822,1.428989694870823,0,51450,True,0,False,18541,16135,0.8772594752186591,1.5158706492150822,1.515870649215082,2.153870311043983,0.1166569484936831,0.0060835762876579,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_21-019,-1,2,donor,16135,7415,1029,6,24,,7415.0,50,0,1.5303164083675438,1.37926482842485,0,51450,True,0,False,22981,16135,0.867482993197279,1.5303164083675438,1.5303164083675438,2.2204254630694966,0.122759961127308,0.009757045675413,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_27-10066,-1,0,donor,16135,8473,405,6,24,,8473.0,50,0,1.6593089805851329,1.5371626238264455,0,20250,True,0,False,22547,16135,0.8530864197530866,1.6593089805851329,1.6593089805851329,2.7080843994214625,0.1425185185185185,0.004395061728395,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_27-10066,-1,1,donor,16135,7881,405,6,24,,7881.0,50,0,1.5304208314756893,1.3681635399984704,0,20250,True,0,False,23139,16135,0.8318024691358025,1.5304208314756889,1.5304208314756889,2.704255865899619,0.1621728395061728,0.0060246913580246,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_27-10066,-1,2,donor,16135,7350,405,6,24,,7350.0,50,0,1.7353438905684095,1.5851063249308457,0,20250,True,0,False,23670,16135,0.858962962962963,1.735343890568409,1.7353438905684095,2.6641918229777524,0.133679012345679,0.007358024691358,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_28-12265,-1,0,donor,16135,7455,1361,6,24,,7455.0,50,0,1.5205845608487336,1.4395174249531983,0,68050,True,0,False,22609,16135,0.9024834007940538,1.5205845608487334,1.5205845608487334,2.036174426668173,0.0868625445506729,0.0106540546552732,100,2
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_28-12265,-1,1,donor,16135,6010,1361,6,24,,6010.0,50,0,1.5293511199895071,1.4301107892159486,0,68050,True,0,False,24054,16135,0.8923976362150426,1.5293511199895071,1.5293511199895071,2.111516379488266,0.0977257757982851,0.0098765879866722,100,2
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_28-12265,-1,2,donor,16135,9606,1361,6,24,,9606.0,50,0,1.4340809226876767,1.2679881012005747,0,68050,True,0,False,20458,16135,0.8746348658281226,1.4340809226876765,1.4340809226876765,2.1190455212941246,0.11074574320436,0.0146193909675173,100,2
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10012,-1,0,donor,16135,4726,664,6,24,,4726.0,50,0,1.622391787200086,1.4906641487352492,0,33200,True,0,False,26035,16135,0.8952409638554216,1.622391787200086,1.622391787200086,2.3343329291429256,0.0959939759036144,0.0087650602409638,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10012,-1,1,donor,16135,10400,664,6,24,,10400.0,50,0,1.403254809087849,1.2247528048811132,0,33200,True,0,False,20361,16135,0.8494879518072289,1.4032548090878492,1.4032548090878487,2.326731988328723,0.1212951807228915,0.0292168674698795,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10012,-1,2,donor,16135,6079,664,6,24,,6079.0,50,0,1.621297669007462,1.4417569226658484,0,33200,True,0,False,24682,16135,0.8875903614457832,1.621297669007462,1.621297669007462,2.357565031405186,0.100722891566265,0.0116867469879518,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10013,-1,0,donor,16135,4725,673,6,24,,4725.0,50,0,1.7772069808865787,1.625862759116212,0,33650,True,0,False,26027,16135,0.9580386329866272,1.7772069808865785,1.7772069808865785,1.964344909085055,0.025408618127786,0.0165527488855869,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10013,-1,1,donor,16135,3567,673,6,24,,3567.0,50,0,1.6350257894988605,1.4839762379863386,0,33650,True,0,False,27185,16135,0.9547994056463596,1.635025789498861,1.635025789498861,1.8137154431212368,0.025111441307578,0.0200891530460624,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10013,-1,2,donor,16135,6062,673,6,24,,6062.0,50,0,1.5603977845859691,1.3983423216804762,0,33650,True,0,False,24690,16135,0.9498959881129272,1.5603977845859691,1.5603977845859691,1.7686796651100831,0.0307280832095096,0.0193759286775631,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10280,-1,0,donor,16135,8390,551,6,24,,8390.0,50,0,1.757445077333457,1.6734173589143218,0,27550,True,0,False,22484,16135,0.9208711433756804,1.7574450773334565,1.757445077333457,2.1302576645116034,0.0411978221415607,0.0379310344827586,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10280,-1,1,donor,16135,8585,551,6,24,,8585.0,50,0,1.377579842712631,1.246065199891626,0,27550,True,0,False,22289,16135,0.8648638838475499,1.377579842712631,1.3775798427126311,1.991133077627529,0.0691107078039927,0.0660254083484573,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10280,-1,2,donor,16135,5027,551,6,24,,5027.0,50,0,1.5373813113684531,1.4554910288808562,0,27550,True,0,False,25847,16135,0.9006170598911071,1.5373813113684531,1.537381311368453,1.9525081671188904,0.0471506352087114,0.0522323049001814,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10282,-1,0,donor,16135,11861,787,6,24,,11861.0,50,0,1.4253252051183978,1.2530618780607117,0,39350,True,0,False,18777,16135,0.8284879288437103,1.4253252051183978,1.4253252051183976,2.2551791496800275,0.0939517153748411,0.0775603557814485,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10282,-1,1,donor,16135,9829,787,6,24,,9829.0,50,0,1.449625059271494,1.2994013577608576,0,39350,True,0,False,20809,16135,0.835146124523507,1.4496250592714943,1.4496250592714943,2.236143152565497,0.0822363405336721,0.0826175349428208,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10282,-1,2,donor,16135,5895,787,6,24,,5895.0,50,0,1.7518978734600867,1.623412282288993,0,39350,True,0,False,24743,16135,0.8888691232528589,1.7518978734600867,1.7518978734600867,2.241836802095695,0.0496060991105463,0.0615247776365946,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10404,-1,0,donor,16135,6586,450,6,24,,6586.0,50,0,1.5668811902858013,1.4474876187880568,0,22500,True,0,False,24389,16135,0.8917777777777779,1.5668811902858015,1.5668811902858015,2.1071544079135993,0.0741777777777777,0.0340444444444444,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10404,-1,1,donor,16135,7826,450,6,24,,7826.0,50,0,1.503330444908029,1.3879607230059126,0,22500,True,0,False,23149,16135,0.8896888888888889,1.5033304449080291,1.5033304449080291,2.096242036190909,0.0861333333333333,0.0241777777777777,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_29-10404,-1,2,donor,16135,3730,450,6,24,,3730.0,50,0,1.6536810446569497,1.590606224873251,0,22500,True,0,False,27245,16135,0.9224888888888888,1.6536810446569492,1.6536810446569497,2.072128865642592,0.0636444444444444,0.0138666666666666,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_30-10125,-1,0,donor,16135,10179,645,6,24,,10179.0,50,0,1.5275892795682704,1.4283926468093415,0,32250,True,0,False,20601,16135,0.8528372093023256,1.5275892795682706,1.5275892795682706,2.240985808680259,0.1028837209302325,0.0442790697674418,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_30-10125,-1,1,donor,16135,9128,645,6,24,,9128.0,50,0,1.4402659588896265,1.3388999048500778,0,32250,True,0,False,21652,16135,0.837829457364341,1.4402659588896265,1.4402659588896265,2.2320685532121582,0.1151317829457364,0.0470387596899224,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_30-10125,-1,2,donor,16135,8575,645,6,24,,8575.0,50,0,1.714062245192143,1.6178423900335537,0,32250,True,0,False,22205,16135,0.8905736434108528,1.714062245192143,1.714062245192143,2.2596347107613166,0.0804651162790697,0.0289612403100775,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_30-10631,-1,0,donor,16135,5828,640,6,24,,5828.0,50,0,1.6665974114068365,1.52997267517998,0,32000,True,0,False,24957,16135,0.8971875,1.666597411406836,1.6665974114068365,2.2525434880886737,0.0657187499999999,0.0370937499999999,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_30-10631,-1,1,donor,16135,4303,640,6,24,,4303.0,50,0,1.5541593416206314,1.4825525947291704,0,32000,True,0,False,26482,16135,0.902125,1.5541593416206314,1.5541593416206316,2.137172557249589,0.07471875,0.02315625,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_30-10631,-1,2,donor,16135,5775,640,6,24,,5775.0,50,0,1.5424497229618324,1.4829989106404835,0,32000,True,0,False,25010,16135,0.8936562499999999,1.542449722961832,1.542449722961832,2.1415058111668044,0.0738125,0.03253125,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_30-10929,-1,0,donor,16135,8805,502,6,24,,8805.0,50,0,1.6210906398863052,1.444564404851798,0,25100,True,0,False,22118,16135,0.8238247011952192,1.6210906398863052,1.6210906398863052,2.7677548881645944,0.1310358565737051,0.0451394422310756,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_30-10929,-1,1,donor,16135,5143,502,6,24,,5143.0,50,0,1.721706166038271,1.5503109433943474,0,25100,True,0,False,25780,16135,0.8496414342629482,1.721706166038271,1.721706166038271,2.7435694599266767,0.1223904382470119,0.0279681274900398,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_30-10929,-1,2,donor,16135,7084,502,6,24,,7084.0,50,0,1.5522684950360273,1.5034939370860214,0,25100,True,0,False,23839,16135,0.8142629482071715,1.5522684950360266,1.5522684950360266,3.005496067265838,0.1557370517928286,0.03,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_31-10042,-1,0,donor,16135,7133,601,6,24,,7133.0,50,0,1.6746914759125353,1.5626527685769185,0,30050,True,0,False,23691,16135,0.8953078202995008,1.6746914759125349,1.674691475912535,2.30501145705832,0.0946089850249583,0.0100831946755407,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_31-10042,-1,1,donor,16135,3816,601,6,24,,3816.0,50,0,1.672992858935754,1.5986490743573956,0,30050,True,0,False,27008,16135,0.8976372712146423,1.672992858935754,1.672992858935754,2.295311650151868,0.1,0.0023627287853577,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_31-10042,-1,2,donor,16135,4651,601,6,24,,4651.0,50,0,1.715396725491501,1.5778535673706302,0,30050,True,0,False,26173,16135,0.901930116472546,1.7153967254915008,1.7153967254915006,2.308289089762133,0.0917138103161397,0.0063560732113144,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_31-10221,-1,0,donor,16135,9909,524,6,24,,9909.0,50,0,1.6303785144876863,1.510026149025721,0,26200,True,0,False,20992,16135,0.9103816793893132,1.6303785144876863,1.6303785144876866,2.095738376918553,0.0745419847328244,0.0150763358778625,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_31-10221,-1,1,donor,16135,4342,524,6,24,,4342.0,50,0,1.6102492351243016,1.5104884986464246,0,26200,True,0,False,26559,16135,0.9124809160305344,1.610249235124302,1.6102492351243018,2.091683090766304,0.077824427480916,0.0096946564885496,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_31-10221,-1,2,donor,16135,7615,524,6,24,,7615.0,50,0,1.6063558316250068,1.4479215550544553,0,26200,True,0,False,23286,16135,0.9078625954198474,1.6063558316250064,1.6063558316250066,2.107272114514523,0.0789694656488549,0.0131679389312977,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_32-10003,-1,0,donor,16135,9964,357,6,24,,9964.0,50,0,1.5000046884730698,1.4275249183856191,0,17850,True,0,False,21104,16135,0.7787114845938374,1.50000468847307,1.5000046884730696,3.162835266424449,0.2019047619047619,0.0193837535014005,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_32-10003,-1,1,donor,16135,8673,357,6,24,,8673.0,50,0,1.593030801580149,1.4675536850898132,0,17850,True,0,False,22395,16135,0.7935014005602241,1.5930308015801489,1.593030801580149,3.2233207743038887,0.1966386554621848,0.009859943977591,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_32-10003,-1,2,donor,16135,5228,357,6,24,,5228.0,50,0,1.569842980105634,1.456947572544698,0,17850,True,0,False,25840,16135,0.7970868347338935,1.5698429801056335,1.5698429801056335,3.0512774372856897,0.1914285714285714,0.011484593837535,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_32-10074,-1,0,donor,16135,5353,303,6,24,,5353.0,50,0,1.5882157360756122,1.4364930871049115,0,15150,True,0,False,25769,16135,0.8782178217821783,1.5882157360756124,1.5882157360756122,2.268442120577999,0.1027062706270627,0.019075907590759,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_32-10074,-1,1,donor,16135,7938,303,6,24,,7938.0,50,0,1.526561564318016,1.4096104887790049,0,15150,True,0,False,23184,16135,0.8676567656765677,1.5265615643180157,1.5265615643180157,2.2910094959091007,0.1103630363036303,0.0219801980198019,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_32-10074,-1,2,donor,16135,8079,303,6,24,,8079.0,50,0,1.636666891792271,1.4736412911895889,0,15150,True,0,False,23043,16135,0.8800660066006601,1.636666891792271,1.636666891792271,2.3438729305592405,0.1023102310231023,0.0176237623762376,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_33-10331,-1,0,donor,16135,11639,671,6,24,,11639.0,50,0,1.3611519389746014,1.229496205415521,0,33550,True,0,False,19115,16135,0.8045603576751117,1.3611519389746014,1.3611519389746014,2.403541884890787,0.1284649776453055,0.0669746646795827,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_33-10331,-1,1,donor,16135,9100,671,6,24,,9100.0,50,0,1.429067932907148,1.3328516656919704,0,33550,True,0,False,21654,16135,0.834962742175857,1.4290679329071485,1.4290679329071485,2.4109730439298014,0.1392548435171386,0.0257824143070044,50,1
indiana,INDIANA_KIDNEY,hoptimus0,donor,pooled_quantile,kidVis_atlas_33-10331,-1,2,donor,16135,6788,671,6,24,,6788.0,50,0,1.619105964396225,1.5327336006788708,0,33550,True,0,False,23966,16135,0.8694187779433681,1.619105964396225,1.619105964396225,2.3496479026306005,0.0979731743666169,0.0326080476900149,50,1
