arm,task,encoder,design,method,n_folds,coverage_mean,coverage_sd,coverage_min,coverage_max,width_mean,width_median,interval_score_mean,miss_above_mean,miss_below_mean,n_T_mean,n_C_mean,n_eff_mean,n_cells,n_cells_finite,n_infinite_spotgene,n_spotgene
population_out,KIDNEY_POP54,hoptimus0,population_out,pooled_quantile,2,0.811903382198165,0.1443648397188781,0.7098220250680373,0.9139847393282928,1.8394830372769757,1.7473833795877844,3.843520003310699,0.1347926631699167,0.0533039546319182,22212.0,13526.5,13526.5,6,6,0,15861672
population_out,KIDNEY_POP54,resnet50,population_out,pooled_quantile,2,0.7507690247608525,0.1778529718772671,0.6250079822922565,0.8765300672294484,1.8636998890756709,1.7819684149753272,5.114227771708599,0.2087362189451146,0.0404947562940329,22212.0,13526.5,13526.5,6,6,0,15861672
population_out,KIDNEY_POP54,uni_v2,population_out,pooled_quantile,2,0.8501439965724482,0.1065437129147445,0.7748062146776395,0.9254817784672568,1.8385019237635165,1.7680510075329785,3.3849640335516376,0.1259086230982072,0.0239473803293446,22212.0,13526.5,13526.5,6,6,0,15861672
