arm,task,encoder,gene,pearson_a4b_k10,pearson_donor,pearson_random,random_minus_donor,random_minus_a4b_k10,coverage_a4b_k10_hcp_w3,coverage_a4b_k10_pooled_quantile,coverage_donor_pooled_quantile,coverage_random_pooled_quantile,var_spot,var_slide,var_donor,frac_donor,frac_slide,n_donors,n_slides,df_donor,df_slide,donor_units_excluded
indiana,INDIANA_KIDNEY,hoptimus0,CD34,,,0.2855492348032259,,,,,,0.8901649169298799,0.1394735431780904,0.0623625744837684,0.0,0.0,0.3089762883184566,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,CD68,0.0514950518549606,0.0512079908431588,0.3526130418124188,0.30140505096926,0.3011179899574582,0.9936605965014438,0.8860972338456046,0.8737336407934057,0.8765999245655054,0.1491764783460635,0.0086581727755287,0.0201978551510741,0.1134503781019632,0.0486325388368587,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,CDC42EP3,0.1133589370455279,0.1128915705394455,0.3022507548935197,0.1893591843540741,0.1888918178479917,0.9910322542013044,0.9003853348546146,0.889112133379267,0.9015689104715938,0.1473401972583455,0.0148956588805951,0.0,0.0,0.0918148381935885,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,CLDN10,0.1539260911070685,0.1540467563894125,0.4000156375596578,0.2459688811702453,0.2460895464525893,0.9935956657639684,0.8882499419897215,0.8834356502494698,0.8776174413005665,0.2240085634659256,0.0104915169283977,0.0270450252231067,0.1034048225037953,0.0401136045105122,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,CLDN5,0.2028366960804047,0.2075932264642973,0.3332758096952895,0.1256825832309921,0.1304391136148847,0.9899922686966972,0.8992299506811866,0.8993137385487151,0.901742760121907,0.1641598748255082,0.0010551148158117,0.0032598552639025,0.0193492106535928,0.0062627439509165,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,CLU,0.2578951114813396,0.2339350258621829,0.6957581466202754,0.4618231207580924,0.4378630351389357,0.9993944679734198,0.9558387971429464,0.9340163802949748,0.891595038948056,0.5229598112024029,0.0717852086539966,0.4324437478766624,0.4209973487453892,0.0698851184017732,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,COL3A1,0.0827162323462474,0.1355098091311646,0.6678182198219412,0.5323084106907766,0.5851019874756938,1.0,0.9922451055174168,0.9944063056191202,0.8544700708488234,0.2549163710197831,0.0783419284496694,0.239484702717921,0.4181364098789518,0.1367837374712083,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,COL4A1,0.2355639119364857,0.1930789189937588,,,,0.9921875,0.7385416666666668,0.7901041666666666,,0.2709636949736579,0.0720287962379632,0.1042222522343775,0.233047442558124,0.1610608713007708,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,COX7A1,0.2521276354705107,0.322603647866137,0.5931128110121944,0.2705091631460573,0.3409851755416836,0.9572016460905348,0.7720164609053498,0.757201646090535,0.893382987111845,0.2836051980029569,0.0018815017619152,0.1787354722413027,0.385021403585448,0.0040530200308705,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,CRIP1,0.23371466633687,0.2260653757411521,0.5070129264422278,0.2809475507010757,0.2732982601053578,0.9856978896746782,0.8194486602081001,0.8350249417830198,0.856628126957307,0.2490968771391754,0.0805901839427301,0.0,0.0,0.2444444852590339,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,CXCL12,0.0100711515802652,0.0190237335580005,,,,1.0,0.9619883040935672,0.9970760233918128,,0.2524153888815733,0.077140548057349,0.1295203363018432,0.2821324992196132,0.1680342735048999,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,DAB2,0.3453545007518719,0.3596963766403945,,,,0.998185117967332,0.8100423472474289,0.823956442831216,,0.2301001296627501,0.1267281385053861,0.0,0.0,0.3551516228127763,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,DDIT4,0.0756768211157007,0.0277642544582332,,,,1.0,0.9997387669801464,0.9853709508881924,,0.2173830194578023,0.0116608087638816,0.058783555501606,0.2042319766145639,0.0405132013953615,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,DEFB1,0.2726671173118273,0.2370804431177934,,,,0.9769036429570442,0.8351678961182557,0.7641641183001461,,0.6663607052711925,0.0562748181651443,0.7890127906884896,0.5219552612310431,0.0372274540574768,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,DEPP1,0.095863348811719,0.0831172448567984,0.3368698993381566,0.2537526544813582,0.2410065505264375,0.9934300408161796,0.8923288354333352,0.8834936741232021,0.8844643338105171,0.1471295715875588,0.0082331338444509,0.0181046807771371,0.1043693640215955,0.047462142736874,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,DPP4,0.0964949304507645,0.0954722278678383,0.2730968993665771,0.1776246714987387,0.1766019689158126,0.998112998112998,0.9663669663669664,0.9516039516039516,0.8888475696850101,0.1397031252360054,0.0547022883513086,0.0,0.0,0.2813825363291128,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,DUSP6,0.0225122464592492,0.000507971083454,,,,0.99745269286754,0.9444029363547998,0.9445979840770132,,0.1409924173119894,0.0164806977436067,0.0031654354470051,0.0197053287464388,0.1025949106988477,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,EFNB1,0.0289493409965832,-0.0283120414452454,,,,0.9793670709605464,0.8161159905200055,0.7897671824898925,,0.1856344071633281,0.0409857818870694,0.0,0.0,0.1808567103346414,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,EMCN,0.3716304550898848,0.380234585308564,0.4490803074078567,0.0688457220992927,0.0774498523179719,0.980268777981994,0.8585881654864816,0.8502956390154045,0.8893303094145256,0.2960693427091773,0.1441645429140193,0.0,0.0,0.3274726176744425,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,EMP1,0.0628945245224268,0.0808357504975102,,,,1.0,0.981674096087172,0.9841505695889056,,0.1306184550746722,0.0007348546579742,0.0130412506142741,0.0903167722034778,0.0050892128914599,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,ERMP1,0.2212869444319592,0.2224499767512655,,,,0.9974469974469976,0.9284049284049284,0.931956931956932,,0.1401465978563625,0.0039504709239122,0.0196363740740106,0.1199289145314441,0.0241274528590224,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,FAM102A,0.091711073324985,0.0873365947205847,0.4800061717325424,0.3926695770119576,0.3882950984075574,0.9916561360207724,0.9116922787388246,0.915848037162816,0.9057287431306176,0.154309652279955,0.0141739315517618,0.0284886492640937,0.1446328186279755,0.0719590336617011,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,FECH,-0.0123440442249171,-0.0124347949522577,,,,0.999860588317301,0.9650076676425484,0.9616617872577722,,0.1385853734424041,0.0005048443915412,0.0191681399702671,0.1211192902303508,0.0031900014542409,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,FHL1,0.1410175001004064,0.1428438997882743,0.3401540596779094,0.197310159889635,0.1991365595775029,0.9915292935761336,0.8775895024825464,0.8753635308747336,0.8790221732078778,0.1487260815783883,0.017722116887795,0.0,0.0,0.1064722661530973,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,FN1,0.1739268603402533,0.1764731150463477,0.5095595110026925,0.3330863959563447,0.3356326506624392,0.9873720390627024,0.851694721714576,0.8501810994187258,0.865154958232539,0.2961098754551881,0.3457666788939214,0.0,0.0,0.5386809606163973,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,FXYD4,0.3368610428482046,0.3501509855324037,,,,0.9893439893439891,0.9094239094239094,0.8870018870018871,,0.4346812908112904,0.0615533050531207,0.5644461774470468,0.5321546233791333,0.0580318853720244,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,G0S2,0.0739729923045165,0.0635614757940297,0.4048546491168526,0.3412931733228229,0.330881656812336,0.98857589381082,0.9134779100516276,0.8843878656213483,0.9066966570586744,0.2233061861408982,0.0081762844275627,0.0460615787657483,0.1659613271343552,0.0294594117480687,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,GATA3,0.2891232876817515,0.2940496772465077,0.4098960695372564,0.1158463922907486,0.1207727818555049,0.930548981865124,0.6728885689267398,0.6637486288856042,0.8955683923372442,0.1834002193321871,0.0240671104923087,0.0006892131896508,0.0033110330315392,0.1156202449551303,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,GPNMB,0.0776201847311441,0.0756979843787914,0.3702429994281615,0.2945450150493701,0.2926228146970173,0.9920256567943112,0.8793276458051813,0.8676880264259245,0.8749857563253545,0.1442160506205187,0.0108153148631259,0.0242240503863941,0.1351370627705704,0.0603346616370416,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,HIBADH,0.1099694314278264,0.0995997672954026,,,,0.9944698244770376,0.9262643263605032,0.9024605273703616,,0.1724951456919623,0.0148818266657019,0.0095028709954299,0.0482673636548307,0.0755883711214261,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,HLA-DMB,0.0932148904276699,0.0932454374814036,0.4595075985012798,0.3662621610198762,0.36629270807361,0.9928959893581988,0.8610216152007015,0.8606094062826747,0.8595597445877935,0.1414480671768792,0.0072952724423885,0.0433254224981106,0.2255724565540403,0.0379826076971858,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,HLA-DRA,0.151788726710485,0.147196717461035,,,,0.9998397050573056,0.980764606876653,0.9858940450428788,,0.4363889738214366,0.280467212097054,0.182207226472614,0.2026633760882613,0.3119548724056485,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,IER2,0.0823960370477156,0.0056012542739139,,,,0.995892995892996,0.954156954156954,0.9558219558219556,,0.2030069080442482,0.0287383828459423,0.0413735655491737,0.1514855696474371,0.1052229905346087,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,IER3,0.122711385807678,0.0536815810838151,,,,0.9904288606662986,0.8407877783913124,0.8356340879808578,,0.2611034984121044,0.0162189152713221,0.0475464839376292,0.1463559124489963,0.0499244938191675,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,IFI30,0.0510327338921984,0.0417672324246838,,,,1.0,0.9794649794649796,0.9914529914529916,,0.2003945582078563,0.0146375119037518,0.0635352019127026,0.2280784869342363,0.0525456985574186,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,IGFBP3,0.0785770343587206,0.0880899600300695,0.4367853270801944,0.3486953670501249,0.3582082927214738,0.9880751614776984,0.8603903919897303,0.8677813487683468,0.8911251477177281,0.2618831040912946,0.000408301477543,0.0624719991355047,0.1923615722417305,0.0012572274820026,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,IGFBP6,0.089563629584519,0.0991055637896674,,,,0.964515687080422,0.7399643786820113,0.5815865187011919,,0.2231042009453201,0.013511767531946,0.1268869311931604,0.3490671774783741,0.0371710034340761,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,ITGA2,0.0524367790738076,0.0424824157990477,,,,1.0,0.958873553603792,0.9532970862958317,,0.1309834674813844,0.0050886654869783,0.0176193926426329,0.114641276235548,0.0331096035825559,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,JUNB,,,0.496474129134555,,,,,,0.9014243428050732,0.2309138482422544,0.0072990184623953,0.1109721117057461,0.3178032234116354,0.0209030139143524,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,KCNJ15,0.2366024017675808,0.2106552569331395,,,,0.9846819846819846,0.861027861027861,0.8592518592518593,,0.2956515745234448,0.5402641379427637,0.0,0.0,0.6463141317786912,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,KLF2,0.3371846470084285,0.3089096311087305,,,,0.9927849927849928,0.9183039183039182,0.9177489177489178,,0.2279579839528286,0.1891028768722882,0.0,0.0,0.4534179412044694,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,LAPTM5,0.1512263645521689,0.1626330529773548,0.5010499727654762,0.3384169197881214,0.3498236082133074,0.989359252541465,0.882121199024858,0.8724178716758526,0.8657586595159567,0.183745918770561,0.0071190426474901,0.0647958438206707,0.2534445737983496,0.0278456552651579,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,LGMN,0.1406029737013188,0.1405480291870875,,,,0.9924519924519924,0.9092019092019092,0.908979908979909,,0.2716340938188042,0.2079732783741046,0.0,0.0,0.4336323635376753,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,MAL2,0.1688380714729311,0.1670693821062283,0.5164731305047867,0.3494037483985584,0.3476350590318556,0.9922566788207404,0.9219124354279056,0.9159555232061888,0.90165399843923,0.2246752362262338,0.0014921872551291,0.0702042560797872,0.2368790978400553,0.0050348510267199,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,MCAM,0.0316300281066292,0.0220857435227115,,,,1.0,0.957618848459501,0.9528788512477344,,0.1603549136240826,0.0475697608249945,0.0,0.0,0.2287836253731629,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,METAP2,0.2240066478687485,0.275513215178591,,,,0.896972187970955,0.6322783943005891,0.5824085491163173,,0.1738597934094306,0.0011180013311063,0.0404959755755013,0.187939235091609,0.0051885727412046,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,MMP7,0.0816753560012922,0.1069745512189302,,,,1.0,0.9995047052996532,1.0,,0.3865512069929946,0.0,0.5141327254737389,0.5708247998447871,0.0,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,MPC1,0.1433484991798626,0.1464512267095987,,,,0.988458764125992,0.9087120301354492,0.8740081750420775,,0.2597756545655564,0.0007929314538817,0.0657074075163006,0.2013859702157443,0.0024302476111988,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,MRPL34,0.142150670738594,0.1251353912108929,0.4922317508882184,0.3670963596773254,0.3500810801496243,0.9948355752925004,0.9305582337174046,0.8908568676234626,0.8917844172217492,0.2341565978241173,0.0019569418179463,0.0760033016561128,0.2435091337589956,0.0062699013927185,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,MRPS12,0.1153145325192996,0.1022832211567473,0.3920102623883936,0.2897270412316463,0.276695729869094,0.9946474798941096,0.9265924012221324,0.8853657783466031,0.9019372718441934,0.139457585607178,0.0016392803246285,0.0246063859940727,0.1484966994195105,0.0098928675543544,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,MRPS36,0.1258588431082749,0.1029532343860357,0.3706340112348421,0.2676807768488063,0.2447751681265672,0.99789284875329,0.951408816971658,0.911953830989128,0.896260897453094,0.1569602279779202,0.0,0.0264406720517137,0.1441687148069691,0.0,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,MSRB1,0.090791241846541,0.0885063073178113,0.3479244616243204,0.259418154306509,0.2571332197777793,0.9942494972590518,0.9120096752349623,0.9009484897940327,0.8872300789728053,0.1359069131078478,0.0142385714440891,0.0096833225278653,0.0605855896992991,0.0890863900209168,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,MT-ATP8,0.0554055320449657,0.036352411040533,,,,1.0,0.997769413076816,0.9948417677401366,,0.2184757807658192,0.0181812958023741,0.0601993738008434,0.2027895089562872,0.0612460863820614,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,MT1F,0.1449594941659711,0.1422932784507607,0.5481239671617303,0.4058306887109695,0.4031644729957592,0.990477331189088,0.8768557375983782,0.8747854587865052,0.8583284692528446,0.2650191097296981,0.1967588665271026,0.0,0.0,0.4260897588101569,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,MT1X,0.1457298257482091,0.1495834509418634,0.4955056897264409,0.3459222387845774,0.3497758639782318,0.9864400334187946,0.8774145740206384,0.8683427573692123,0.867934713631572,0.2612718154243762,0.0916178349003571,0.0126276152052445,0.034547246863798,0.2506525506189613,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,NDUFA12,0.337710231972371,0.363244579457938,0.4733537032527996,0.1101091237948616,0.1356434712804286,0.9189013891837072,0.7488774227258626,0.7358937908715025,0.8979514426240108,0.1942802576541422,0.0172935725371773,0.0387129238285141,0.154674281426201,0.0690950370302334,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,NDUFS4,0.1695757589990925,0.167295333876585,0.4108514880202247,0.2435561541436397,0.2412757290211322,0.9885336500144406,0.8805996698049896,0.8527255082326686,0.8972664457339986,0.1688063946081578,0.0108703153288102,0.0219995870105621,0.1090836520877105,0.0538998161575643,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,NES,0.112071784430155,0.115245507864525,0.3295244325932939,0.2142789247287688,0.2174526481631388,0.9951781627983,0.8919908466819222,0.9016181758744688,0.8875943611821794,0.170613704230371,0.1306686007284394,0.0,0.0,0.433708181920288,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,NPY1R,0.1148554419614027,0.1234011400899638,,,,0.9921189921189922,0.93006993006993,0.905982905982906,,0.13713897038214,0.0131062585188902,0.0187244824031548,0.1108156145774931,0.0775657271219211,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,NQO2,0.1798608149583291,0.1820474381037863,0.4066860913479327,0.2246386532441463,0.2268252763896035,0.990705869353098,0.8682923245181834,0.8415417574084292,0.8705088064753385,0.1593017681511967,0.1453295924630984,0.0,0.0,0.4770670759899388,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,NRDC,0.0974477989606697,0.0838043649405261,0.2838568128557847,0.2000524479152585,0.186409013895115,0.9929104788835564,0.9110901703370288,0.8848596670178092,0.9017687995983872,0.1637692820901431,0.0122747565521304,0.0020734448151692,0.0116408831683534,0.0689138220115447,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,OCIAD2,0.2668769116675495,0.2210614527926444,,,,0.9561549561549562,0.6937506937506938,0.6971916971916973,,0.1938882679264716,0.0014550787278111,0.0627054804862224,0.2429985099373456,0.0056387728785098,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,ODC1,0.1769200699388919,0.1741651239752968,,,,0.985902985902986,0.8585858585858586,0.8541458541458541,,0.1660823897404031,0.0031137790297585,0.0159399727159864,0.08609865468747,0.0168188610001439,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,PDLIM2,0.1447824310401271,0.1472062390991196,0.3558634640286892,0.2086572249295696,0.211081032988562,0.9797535711002596,0.8381755114371475,0.832380616956987,0.8855558789947877,0.1812555725286679,0.0463552755131771,0.0,0.0,0.2036602205561615,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,PDLIM7,0.1351988738976797,0.1433661394100334,,,,0.9877899877899878,0.9018759018759018,0.9294039294039296,,0.1416715762301686,0.0318503123722494,0.0024016269864018,0.0136515404342823,0.1810463613442794,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,PDZK1,0.4541103016334467,0.4537238439632603,,,,0.8705179282868526,0.5126162018592297,0.4933598937583001,,0.2522170398041024,0.3340779912308668,0.0,0.0,0.5698120801759634,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,PERP,0.2700868484740882,0.2563834565690159,0.3345356287171088,0.0781521721480929,0.0644487802430206,0.9922299922299924,0.8835608835608836,0.8905538905538904,0.8962975613732499,0.1656512322273213,0.0092618947374155,0.0109376648412331,0.0588518603281076,0.0498351104529326,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,PFKFB3,0.2289720785020307,0.2037451984002089,0.6942573218897622,0.4905121234895532,0.4652852433877315,0.8465819979431388,0.6796923325888282,0.6792638163773023,0.9052760785163512,0.249902358583288,0.0397468034903188,0.2290981331591844,0.4416372581882574,0.0766207435789756,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,PLAT,0.267977798675836,0.2699882665142211,0.4448202379623914,0.1748319714481703,0.1768424392865553,0.9898640069171109,0.90183305065892,0.9004581420463083,0.902933594667606,0.3532602002331945,0.0850562544647382,0.0,0.0,0.1940521592404169,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,PLIN2,0.0867816790381683,0.0887322526496707,0.3327346363349853,0.2440023836853145,0.245952957296817,0.9839428023917468,0.8717924876147336,0.85533663454188,0.8741205365278151,0.154754559480938,0.3204083297162012,0.0,0.0,0.6743126136335696,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,PLPP3,0.2137463879915838,0.2187416579379543,0.4140707007898589,0.1953290428519045,0.2003243127982751,0.9907056191093062,0.91171547667796,0.8936098100875294,0.8995820841198381,0.2549002905036845,0.0317565013173395,0.0,0.0,0.1107823091007272,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,PODXL,0.3008285109403,0.3099440340350901,0.5826857275706067,0.2727416935355165,0.2818572166303066,0.9902544078280764,0.901848177996688,0.8933850582185414,0.8956119872608034,0.4954248809410106,0.9609637419782028,0.0,0.0,0.6598264548730328,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,PROM2,0.16515061058947,0.1656244458975009,0.3477335434075893,0.1821090975100883,0.1825829328181192,0.990983463049902,0.9088955931360012,0.9035800699875178,0.899605182554805,0.1652498072644225,0.0017352382854039,0.0165621952681751,0.0902339648058102,0.0094539055867614,25,26,24,1,
indiana,INDIANA_KIDNEY,hoptimus0,PTBP3,0.1466351219082368,0.1336697230913402,0.4337921154330245,0.3001223923416842,0.2871569935247877,0.970028214464551,0.8148425099092074,0.8233724399962212,0.8990413879619819,0.1639966259342513,2.9548877906354813e-05,0.0383014284734462,0.1893040190832503,0.0001460447186963,25,26,24,1,
