arm,task,encoder,design,method,fold,coverage,width_mean,width_median_of_cells,interval_score,miss_above,miss_below,width_mean_spotgene,width_median_spotgene,n_T,n_C,n_eff
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_21-015,0.9948895899053628,3.1314703883569805,3.131470388356981,3.1505914428160167,0.0050613389414651,4.907115317209955e-05,3.1314703883569805,2.9739532410248137,15969.666666666666,12637.0,7965.802447336943
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_21-019,0.9937868480725623,3.2788198053542126,3.2788198053542126,3.309696735046151,0.0062131519274376,0.0,3.2788198053542126,3.02337605647334,15072.666666666666,11810.333333333334,7027.732726396846
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_27-10066,0.9770370370370371,3.152032662725118,3.152032662725118,3.2684469331824695,0.0229629629629629,0.0,3.152032662725118,2.944919649759687,15754.0,13727.666666666666,8617.962447303524
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_28-12265,0.9933387656541918,3.140779123973338,3.140779123973338,3.1683315609693943,0.0066502649263896,1.0969419418693308e-05,3.1407791239733385,2.959315291371038,15799.666666666666,11470.333333333334,7202.332988384696
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_29-10012,0.9907329317269076,3.310381639136878,3.3103816391368786,3.369433281074834,0.0092570281124498,1.004016064257028e-05,3.310381639136878,3.138910524646551,15576.0,14130.666666666666,8042.812993353967
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_29-10013,0.9970876671619614,3.0305976358692877,3.0305976358692868,3.041349092904747,0.002704309063893,0.0002080237741456,3.0305976358692877,2.7989282041941608,16135.0,12195.333333333334,7483.456131298721
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_29-10280,0.993284936479129,3.0891863256177636,3.0891863256177636,3.117465488111657,0.0046581972171808,0.0020568663036902,3.089186325617763,2.8717741451754737,14987.0,13810.0,8276.477453870715
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_29-10282,0.9950360016941971,3.1959900267406134,3.1959900267406134,3.216323089348826,0.0046844557390936,0.000279542566709,3.195990026740614,3.05076434534058,16135.0,11724.333333333334,6969.957734824224
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_29-10404,0.992562962962963,3.284779720422282,3.284779720422282,3.322982488808376,0.0073925925925925,4.4444444444444447e-05,3.2847797204222817,3.1316120415448054,16135.0,11138.333333333334,7479.999599939241
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_30-10125,0.992454780361757,3.086372324322286,3.086372324322286,3.118953548344532,0.0074625322997416,8.2687338501292e-05,3.086372324322286,2.8527342407382767,16135.0,12317.333333333334,7670.721478583228
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_30-10631,0.9878854166666664,3.100756696088021,3.100756696088021,3.176629912684118,0.0118958333333333,0.00021875,3.100756696088021,2.907152636812478,15917.333333333334,12903.0,7500.045955189577
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_30-10929,0.9681540504648076,3.0898473973933167,3.0898473973933167,3.2971637403958276,0.0318193891102257,2.656042496679947e-05,3.089847397393316,2.9152518731545576,16135.0,13339.333333333334,8087.589222026458
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_31-10042,0.9881641708264004,3.1177326360528466,3.1177326360528466,3.1913545002481114,0.0118358291735995,0.0,3.1177326360528475,2.9517851797601513,16135.0,13102.666666666666,7638.014999446594
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_31-10221,0.9902290076335878,3.0957270367739778,3.0957270367739778,3.145936643306053,0.0097328244274809,3.816793893129771e-05,3.0957270367739778,2.8442045534966947,16135.0,11288.0,7437.95911472811
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_32-10003,0.9729411764705884,3.2263380272479263,3.2263380272479263,3.375908465494286,0.0270028011204481,5.602240896358544e-05,3.2263380272479267,3.063513870154855,15923.333333333334,12543.666666666666,7761.845717247271
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_32-10074,0.9890869086908692,3.1890195576231815,3.1890195576231815,3.245156394599118,0.0108910891089108,2.2002200220022e-05,3.1890195576231815,2.9512605231293763,16135.0,10183.333333333334,7111.292979088408
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_33-10331,0.9879980129160456,3.1024079692514572,3.1024079692514572,3.170209217519711,0.0118926974664679,0.0001092896174863,3.102407969251457,2.8890489243016333,16135.0,13627.333333333334,7925.069454353882
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_IU-13437,0.9962121212121214,3.2111896192789993,3.2111896192789993,3.230399867929363,0.003385579937304,0.0004022988505747,3.2111896192789993,3.000315623876847,15267.0,13221.0,7795.872666747556
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_IU-F52,0.996624332781152,3.1983944016592187,3.1983944016592183,3.2166107553171845,0.003117982698325,0.0002576845205227,3.1983944016592187,2.9596521210076188,15296.0,12207.0,7067.477508297431
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_IU-F59,0.9830036630036628,3.249747784700015,3.249747784700015,3.358398645492283,0.0169519369519369,4.44000444000444e-05,3.2497477847000145,3.0374041511077707,15350.666666666666,12457.666666666666,7619.4403404140685
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_IU-M32,0.9951894228324436,3.057440908699084,3.057440908699084,3.078436168775603,0.00464785151284,0.0001627256547165,3.057440908699084,2.93028778521575,14484.333333333334,13538.333333333334,8366.646409826148
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_atlas_IU-M61,0.991422617616414,3.154032312764904,3.154032312764904,3.209304594195571,0.0085437204456199,3.3661937965857174e-05,3.154032312764904,2.8367420149177796,15992.333333333334,9291.0,7115.397905209477
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_papilla_20-0034,0.99719782517775,3.1080233064032985,3.108023306403299,3.118777496513733,0.0017454342673916,0.0010567405548584,3.1080233064032985,2.8813630092347573,16006.666666666666,11896.0,7379.220518113212
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_papilla_KRP428,0.9614906832298136,3.126923349222708,3.126923349222708,3.4349533320434884,0.0384182194616977,9.109730848861284e-05,3.126923349222708,2.885636300201749,14323.333333333334,16205.666666666666,9043.984824383831
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,hcp_w3,kidVis_papilla_M50,0.9739854774626662,3.1982723601395873,3.1982723601395873,3.385617665043835,0.0242663378545006,0.0017481846828332,3.1982723601395873,2.967645294267148,15747.666666666666,11394.666666666666,6643.714016404322
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,pooled_quantile,kidVis_atlas_21-015,0.9206940063091484,1.6857110244521345,1.6857110244521345,2.0787711151047197,0.0706133894146512,0.0086926042762004,1.6857110244521345,1.5185160358235628,15969.666666666666,12637.0,12637.0
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,pooled_quantile,kidVis_atlas_21-019,0.908331713637836,1.7051103808129795,1.7051103808129795,2.217569460714161,0.0871720116618075,0.0044962747003563,1.7051103808129795,1.5348617928953274,15072.666666666666,11810.333333333334,11810.333333333334
indiana,INDIANA_KIDNEY,resnet50,a4b_k10,pooled_quantile,kidVis_atlas_27-10066,0.8459259259259259,1.6485279035690024,1.6485279035690024,2.734096171667049,0.1470123456790123,0.0070617283950617,1.6485279035690026,1.4852580158219544,15754.0,13727.666666666666,13727.666666666666
